Wavelength (nm)	J01 abs e
351.00	8612.2
351.25	8490.6
351.50	8361.5
351.75	8312.9
352.00	7951.7
352.25	7858.0
352.50	7761.1
352.75	7505.1
353.00	7312.8
353.25	7122.7
353.50	6954.2
353.75	6781.5
354.00	6554.7
354.25	6303.5
354.50	6146.6
354.75	5915.1
355.00	5691.5
355.25	5572.4
355.50	5395.7
355.75	5163.9
356.00	5023.6
356.25	4745.4
356.50	4524.6
356.75	4413.8
357.00	4284.8
357.25	4108.5
357.50	3869.3
357.75	3758.3
358.00	3583.9
358.25	3337.9
358.50	3244.9
358.75	3063.2
359.00	2851.3
359.25	2825.9
359.50	2675.2
359.75	2514.6
360.00	2390.4
360.25	2343.9
360.50	2146.5
360.75	2013.4
361.00	1908.4
361.25	1811.2
361.50	1707.3
361.75	1629.9
362.00	1529.8
362.25	1464.4
362.50	1387.9
362.75	1224.1
363.00	1242.7
363.25	1117.6
363.50	1107.2
363.75	1043.8
364.00	1058.0
364.25	943.25
364.50	877.38
364.75	838.37
365.00	780.47
365.25	767.60
365.50	665.38
365.75	641.85
366.00	642.11
366.25	585.63
366.50	549.63
366.75	565.72
367.00	574.57
367.25	569.70
367.50	419.39
367.75	471.33
368.00	391.66
368.25	388.79
368.50	397.64
368.75	365.18
369.00	358.95
369.25	320.20
369.50	353.01
369.75	338.54
370.00	288.31
370.25	276.59
370.50	292.60
370.75	230.27
371.00	256.27
371.25	236.45
371.50	218.74
371.75	208.10
372.00	271.98
372.25	233.54
372.50	268.94
372.75	209.22
373.00	269.88
373.25	196.82
373.50	178.88
373.75	193.62
374.00	212.61
374.25	221.16
374.50	194.03
374.75	139.69
375.00	224.87
375.25	214.01
375.50	212.71
375.75	205.60
376.00	210.92
376.25	174.68
376.50	200.21
376.75	193.11
377.00	100.89
377.25	160.65
377.50	198.90
377.75	123.88
378.00	173.56
378.25	129.55
378.50	141.10
378.75	136.84
379.00	118.14
379.25	123.73
379.50	182.24
379.75	170.71
380.00	151.89
380.25	159.51
380.50	198.58
380.75	234.47
381.00	138.58
381.25	181.61
381.50	112.80
381.75	124.00
382.00	116.65
382.25	102.75
382.50	157.09
382.75	158.15
383.00	148.82
383.25	134.32
383.50	224.93
383.75	89.507
384.00	115.47
384.25	174.25
384.50	124.77
384.75	218.74
385.00	138.10
385.25	92.662
385.50	137.44
385.75	145.30
386.00	137.86
386.25	165.30
386.50	146.42
386.75	88.651
387.00	130.73
387.25	157.36
387.50	107.78
387.75	116.58
388.00	168.59
388.25	131.42
388.50	124.52
388.75	176.46
389.00	148.65
389.25	157.90
389.50	148.94
389.75	184.75
390.00	149.71
390.25	115.44
390.50	191.15
390.75	149.61
391.00	150.40
391.25	180.91
391.50	154.73
391.75	200.88
392.00	175.77
392.25	222.01
392.50	144.30
392.75	175.61
393.00	164.90
393.25	189.40
393.50	189.30
393.75	200.88
394.00	226.54
394.25	194.57
394.50	166.86
394.75	215.08
395.00	194.37
395.25	192.89
395.50	175.22
395.75	237.03
396.00	167.20
396.25	193.09
396.50	182.55
396.75	234.65
397.00	226.56
397.25	225.60
397.50	251.55
397.75	174.08
398.00	224.66
398.25	210.72
398.50	187.41
398.75	201.44
399.00	214.43
399.25	191.58
399.50	191.84
399.75	266.09
400.00	208.54
400.25	247.41
400.50	222.95
400.75	234.45
401.00	179.13
401.25	227.74
401.50	216.61
401.75	238.01
402.00	247.02
402.25	262.98
402.50	198.33
402.75	229.92
403.00	256.27
403.25	235.69
403.50	257.38
403.75	274.11
404.00	307.24
404.25	228.84
404.50	282.17
404.75	305.16
405.00	256.60
405.25	242.32
405.50	227.94
405.75	252.94
406.00	295.19
406.25	266.88
406.50	306.05
406.75	283.93
407.00	245.41
407.25	250.06
407.50	276.06
407.75	316.91
408.00	282.15
408.25	279.61
408.50	281.64
408.75	328.27
409.00	285.50
409.25	293.75
409.50	334.82
409.75	311.03
410.00	320.70
410.25	354.25
410.50	341.04
410.75	288.06
411.00	283.63
411.25	315.87
411.50	320.21
411.75	366.96
412.00	344.99
412.25	300.19
412.50	331.83
412.75	355.78
413.00	321.62
413.25	348.36
413.50	346.18
413.75	368.85
414.00	320.53
414.25	381.61
414.50	364.69
414.75	350.74
415.00	352.44
415.25	328.22
415.50	359.69
415.75	355.58
416.00	364.76
416.25	419.29
416.50	382.45
416.75	392.87
417.00	381.24
417.25	367.98
417.50	361.38
417.75	372.19
418.00	381.73
418.25	382.51
418.50	374.24
418.75	367.54
419.00	407.47
419.25	408.16
419.50	386.93
419.75	385.50
420.00	418.95
420.25	410.93
420.50	410.32
420.75	436.72
421.00	376.74
421.25	426.03
421.50	385.53
421.75	407.34
422.00	399.15
422.25	454.23
422.50	425.51
422.75	442.46
423.00	432.85
423.25	388.59
423.50	385.43
423.75	433.62
424.00	452.28
424.25	444.93
424.50	449.13
424.75	466.52
425.00	456.75
425.25	456.55
425.50	377.19
425.75	424.37
426.00	436.88
426.25	481.69
426.50	439.95
426.75	492.18
427.00	461.41
427.25	449.68
427.50	465.06
427.75	451.75
428.00	415.78
428.25	463.26
428.50	459.30
428.75	505.05
429.00	481.47
429.25	468.23
429.50	485.72
429.75	488.12
430.00	463.18
430.25	507.22
430.50	492.41
430.75	444.58
431.00	472.62
431.25	507.55
431.50	455.61
431.75	506.51
432.00	480.51
432.25	460.69
432.50	482.48
432.75	489.53
433.00	502.85
433.25	490.00
433.50	531.23
433.75	543.22
434.00	481.07
434.25	508.68
434.50	487.43
434.75	469.86
435.00	547.90
435.25	515.59
435.50	493.22
435.75	484.79
436.00	506.21
436.25	519.00
436.50	516.21
436.75	508.88
437.00	559.45
437.25	513.73
437.50	478.72
437.75	515.72
438.00	508.05
438.25	528.58
438.50	490.43
438.75	552.30
439.00	483.28
439.25	545.26
439.50	554.34
439.75	517.79
440.00	503.47
440.25	483.08
440.50	490.20
440.75	476.55
441.00	512.79
441.25	549.81
441.50	542.04
441.75	511.33
442.00	530.54
442.25	529.60
442.50	522.51
442.75	534.56
443.00	526.00
443.25	494.07
443.50	535.46
443.75	512.40
444.00	498.14
444.25	503.66
444.50	517.34
444.75	498.37
445.00	495.80
445.25	547.90
445.50	498.03
445.75	540.83
446.00	508.98
446.25	531.00
446.50	503.79
446.75	528.08
447.00	551.68
447.25	502.82
447.50	567.90
447.75	522.72
448.00	543.15
448.25	517.74
448.50	502.47
448.75	514.10
449.00	527.54
449.25	528.23
449.50	493.32
449.75	548.79
450.00	537.02
450.25	489.73
450.50	525.33
450.75	532.68
451.00	537.17
451.25	520.21
451.50	488.25
451.75	514.77
452.00	507.42
452.25	526.84
452.50	485.67
452.75	523.14
453.00	532.68
453.25	525.31
453.50	543.22
453.75	511.19
454.00	528.36
454.25	503.64
454.50	504.63
454.75	510.59
455.00	532.54
455.25	514.32
455.50	511.28
455.75	504.35
456.00	490.72
456.25	504.03
456.50	487.73
456.75	479.93
457.00	501.39
457.25	490.52
457.50	508.39
457.75	528.01
458.00	475.56
458.25	481.75
458.50	473.73
458.75	525.88
459.00	486.56
459.25	509.82
459.50	510.49
459.75	506.29
460.00	487.56
460.25	487.86
460.50	479.91
460.75	527.09
461.00	507.84
461.25	464.54
461.50	481.08
461.75	501.54
462.00	500.28
462.25	465.44
462.50	498.44
462.75	493.15
463.00	508.58
463.25	475.08
463.50	477.98
463.75	472.89
464.00	456.95
464.25	484.02
464.50	474.02
464.75	491.34
465.00	474.67
465.25	486.62
465.50	468.09
465.75	467.79
466.00	471.92
466.25	491.15
466.50	477.42
466.75	472.00
467.00	467.99
467.25	449.77
467.50	435.21
467.75	471.97
468.00	445.89
468.25	441.24
468.50	461.04
468.75	454.53
469.00	423.45
469.25	396.02
469.50	399.10
469.75	448.99
470.00	442.67
470.25	402.74
470.50	441.69
470.75	459.28
471.00	449.36
471.25	420.34
471.50	414.77
471.75	414.86
472.00	421.35
472.25	428.47
472.50	420.76
472.75	400.46
473.00	424.47
473.25	399.16
473.50	402.55
473.75	432.28
474.00	400.89
474.25	401.24
474.50	408.61
474.75	396.34
475.00	380.67
475.25	385.15
475.50	429.44
475.75	407.67
476.00	356.52
476.25	385.57
476.50	368.10
476.75	404.53
477.00	392.55
477.25	365.53
477.50	384.46
477.75	393.31
478.00	360.71
478.25	377.41
478.50	358.38
478.75	367.59
479.00	376.44
479.25	378.55
479.50	360.75
479.75	390.74
480.00	362.24
480.25	330.13
480.50	348.51
480.75	345.37
481.00	353.93
481.25	376.25
481.50	342.67
481.75	321.46
482.00	354.25
482.25	352.50
482.50	354.84
482.75	314.76
483.00	288.74
483.25	320.95
483.50	312.61
483.75	339.92
484.00	318.80
484.25	327.82
484.50	304.62
484.75	369.96
485.00	332.72
485.25	316.74
485.50	320.13
485.75	318.30
486.00	321.37
486.25	297.09
486.50	306.00
486.75	323.89
487.00	296.01
487.25	302.39
487.50	289.75
487.75	291.16
488.00	289.26
488.25	268.50
488.50	295.32
488.75	282.22
489.00	289.60
489.25	284.25
489.50	310.21
489.75	275.97
490.00	254.29
490.25	274.61
490.50	236.61
490.75	269.24
491.00	256.81
491.25	254.98
491.50	264.88
491.75	266.96
492.00	304.22
492.25	270.89
492.50	247.19
492.75	287.30
493.00	228.94
493.25	197.78
493.50	260.82
493.75	252.54
494.00	234.16
494.25	240.74
494.50	256.92
494.75	246.57
495.00	224.33
495.25	271.66
495.50	213.76
495.75	239.59
496.00	210.13
496.25	252.00
496.50	239.55
496.75	205.77
497.00	209.36
497.25	204.81
497.50	206.57
497.75	217.60
498.00	174.73
498.25	219.36
498.50	200.95
498.75	201.30
499.00	191.08
499.25	204.10
499.50	214.81
499.75	230.71
500.00	178.21
500.25	190.09
500.50	186.03
500.75	199.71
501.00	195.83
501.25	166.39
501.50	193.75
501.75	190.02
502.00	183.31
502.25	196.77
502.50	170.15
502.75	176.95
503.00	177.10
503.25	192.88
503.50	120.37
503.75	169.53
504.00	163.51
504.25	187.04
504.50	193.58
504.75	146.32
505.00	159.33
505.25	178.83
505.50	188.53
505.75	171.16
506.00	162.70
506.25	169.48
506.50	126.06
506.75	144.72
507.00	168.02
507.25	133.24
507.50	184.15
507.75	144.69
508.00	146.44
508.25	119.06
508.50	118.91
508.75	127.07
509.00	115.47
509.25	124.20
509.50	103.62
509.75	154.22
510.00	138.77
510.25	142.79
510.50	117.27
510.75	137.54
511.00	151.07
511.25	130.44
511.50	111.63
511.75	133.21
512.00	135.75
512.25	133.40
512.50	105.85
512.75	141.94
513.00	117.54
513.25	122.67
513.50	73.008
513.75	93.199
514.00	112.06
514.25	93.870
514.50	146.50
514.75	83.448
515.00	93.971
515.25	101.88
515.50	137.27
515.75	124.89
516.00	81.820
516.25	67.487
516.50	69.920
516.75	78.631
517.00	93.686
517.25	88.600
517.50	50.770
517.75	91.840
518.00	101.81
518.25	86.670
518.50	81.652
518.75	99.610
519.00	81.988
519.25	87.744
519.50	78.362
519.75	77.439
520.00	84.002
520.25	108.07
520.50	94.424
520.75	85.126
521.00	64.449
521.25	80.830
521.50	79.285
521.75	62.116
522.00	45.483
522.25	50.435
522.50	73.663
522.75	85.160
523.00	76.063
523.25	51.525
523.50	65.372
523.75	43.704
524.00	58.038
524.25	73.311
524.50	59.884
524.75	58.558
525.00	64.684
525.25	104.36
525.50	66.245
525.75	77.456
526.00	51.542
526.25	63.593
526.50	77.020
526.75	59.229
527.00	53.556
527.25	61.629
527.50	68.108
527.75	68.745
528.00	83.985
528.25	62.670
528.50	86.016
528.75	32.829
529.00	37.159
529.25	50.905
529.50	51.777
529.75	17.337
530.00	59.363
530.25	58.155
530.50	35.816
530.75	34.440
531.00	22.524
531.25	55.100
531.50	52.633
531.75	72.270
532.00	36.840
532.25	40.247
532.50	35.615
532.75	66.010
533.00	28.901
533.25	35.967
533.50	80.225
533.75	12.789
534.00	-5.8239
534.25	49.042
534.50	25.125
534.75	31.201
535.00	46.608
535.25	28.633
535.50	32.308
535.75	44.023
536.00	8.1400
536.25	49.276
536.50	36.001
536.75	2.7357
537.00	39.173
537.25	42.546
537.50	30.328
537.75	52.398
538.00	53.221
538.25	27.777
538.50	52.365
538.75	6.5288
539.00	37.729
539.25	26.367
539.50	38.199
539.75	16.616
540.00	51.274
540.25	35.531
540.50	43.234
540.75	5.2197
541.00	58.021
541.25	27.877
541.50	-8.9624
541.75	59.330
542.00	9.9191
542.25	31.754
542.50	10.725
542.75	37.377
543.00	42.748
543.25	33.869
543.50	4.2798
543.75	-0.60421
544.00	2.2658
544.25	39.475
544.50	26.283
544.75	26.971
545.00	7.4351
545.25	20.862
545.50	29.992
545.75	2.8029
546.00	13.276
546.25	33.215
546.50	20.358
546.75	0.90631
547.00	10.775
547.25	-2.4672
547.50	33.718
547.75	56.007
548.00	51.609
548.25	17.186
548.50	31.452
548.75	30.798
549.00	36.001
549.25	57.769
549.50	-11.060
549.75	27.659
550.00	30.848
550.25	28.247
550.50	3.7092
550.75	3.9945
551.00	-16.246
551.25	-4.5987
551.50	13.662
551.75	7.2001
552.00	19.553
552.25	50.384
552.50	1.3259
552.75	14.753
553.00	7.5022
553.25	38.099
553.50	17.841
553.75	15.793
554.00	3.0210
554.25	18.126
554.50	-5.4547
554.75	25.091
555.00	43.688
555.25	8.6939
555.50	14.232
555.75	-9.9862
556.00	35.531
556.25	2.6015
556.50	-0.46994
556.75	1.2084
557.00	4.0784
557.25	18.109
557.50	10.087
557.75	41.187
558.00	24.571
558.25	49.075
558.50	13.796
558.75	19.049
559.00	42.916
559.25	14.904
559.50	-3.3735
559.75	0.083918
560.00	22.675
560.25	0.26854
560.50	0.45316
560.75	6.8477
561.00	38.988
561.25	15.760
561.50	-5.8742
561.75	-11.497
562.00	26.787
562.25	-7.1834
562.50	6.5959
562.75	32.929
563.00	-1.1581
563.25	9.8184
563.50	11.379
563.75	8.2407
564.00	-12.722
564.25	21.433
564.50	-2.1819
564.75	8.8785
565.00	-5.3372
565.25	-2.5847
565.50	1.8630
565.75	5.1693
566.00	11.748
566.25	8.7778
566.50	31.922
566.75	20.979
567.00	24.605
567.25	-24.118
567.50	28.666
567.75	-10.104
568.00	14.988
568.25	55.940
568.50	3.8770
568.75	-27.676
569.00	4.9176
569.25	11.060
569.50	31.973
569.75	-17.874
570.00	22.557
570.25	9.1806
570.50	-5.3875
570.75	23.631
571.00	62.955
571.25	35.447
571.50	16.985
571.75	4.0281
572.00	-39.710
572.25	10.741
572.50	8.9624
572.75	10.674
573.00	22.993
573.25	26.216
573.50	14.434
573.75	20.929
574.00	10.775
574.25	14.551
574.50	23.614
574.75	38.619
575.00	18.244
575.25	-2.1483
575.50	-28.263
575.75	-3.7092
576.00	17.002
576.25	12.084
576.50	-3.6252
576.75	3.0210
577.00	-25.561
577.25	18.915
577.50	-1.5105
577.75	40.868
578.00	32.174
578.25	-30.009
578.50	21.265
578.75	30.982
579.00	21.600
579.25	24.840
579.50	15.374
579.75	21.567
580.00	11.279
580.25	5.4043
580.50	38.971
580.75	-23.682
581.00	10.926
581.25	15.877
581.50	32.292
581.75	16.398
582.00	-15.340
582.25	18.730
582.50	-34.859
582.75	15.357
583.00	-29.657
583.25	14.686
583.50	30.999
583.75	20.862
584.00	-19.872
584.25	-13.746
584.50	25.326
584.75	7.2841
585.00	26.166
585.25	18.647
585.50	1.7623
585.75	-2.6350
586.00	5.3036
586.25	-7.5358
586.50	6.0756
586.75	11.648
587.00	16.381
587.25	-0.21819
587.50	-1.3763
587.75	35.094
588.00	21.298
588.25	-8.2575
588.50	-4.2462
588.75	-25.813
589.00	-17.908
589.25	27.458
589.50	33.735
589.75	13.360
590.00	-20.040
590.25	9.5834
590.50	1.2252
590.75	-27.626
591.00	19.821
591.25	30.630
591.50	4.5987
591.75	23.531
592.00	16.834
592.25	-7.0994
592.50	-2.0812
592.75	3.7092
593.00	19.368
593.25	-4.2127
593.50	40.163
593.75	32.610
594.00	14.249
594.25	19.654
594.50	-0.72169
594.75	18.277
595.00	-21.852
595.25	43.453
595.50	10.490
595.75	-15.978
596.00	-9.8184
596.25	-40.163
596.50	-18.311
596.75	14.014
597.00	22.809
597.25	22.440
597.50	18.965
597.75	-14.484
598.00	9.6002
598.25	-0.93988
598.50	-27.659
598.75	-7.4519
599.00	-13.712
599.25	23.598
599.50	-8.5596
599.75	-4.7162
600.00	15.206
