Wavelength (nm)	J01 abs e
280.00	6883.2
280.25	7130.9
280.50	7186.5
280.75	7336.5
281.00	7451.1
281.25	7435.2
281.50	7663.6
281.75	7720.2
282.00	7793.7
282.25	7899.8
282.50	7834.4
282.75	8106.8
283.00	8283.7
283.25	8228.0
283.50	8261.7
283.75	8373.4
284.00	8602.5
284.25	8630.3
284.50	8742.1
284.75	8788.3
285.00	8745.4
285.25	9016.2
285.50	9043.7
285.75	8997.3
286.00	9489.8
286.25	9314.0
286.50	9530.6
286.75	9645.5
287.00	9616.5
287.25	9910.5
287.50	9988.2
287.75	9969.9
288.00	10147
288.25	10256
288.50	10263
288.75	10462
289.00	10617
289.25	10534
289.50	10781
289.75	10859
290.00	11088
290.25	11080
290.50	11323
290.75	11414
291.00	11487
291.25	11625
291.50	11853
291.75	11867
292.00	11959
292.25	12296
292.50	12243
292.75	12271
293.00	12397
293.25	12613
293.50	12831
293.75	12722
294.00	12990
294.25	13057
294.50	13232
294.75	13183
295.00	13410
295.25	13555
295.50	13712
295.75	13750
296.00	13830
296.25	13821
296.50	14053
296.75	14058
297.00	14283
297.25	14525
297.50	14647
297.75	14759
298.00	14852
298.25	14818
298.50	15049
298.75	15414
299.00	15203
299.25	15531
299.50	15566
299.75	15658
300.00	15732
300.25	15978
300.50	16055
300.75	16259
301.00	16339
301.25	16437
301.50	16505
301.75	16784
302.00	16746
302.25	16990
302.50	17091
302.75	16997
303.00	17301
303.25	17486
303.50	17565
303.75	17629
304.00	17688
304.25	17882
304.50	18074
304.75	18213
305.00	18182
305.25	18283
305.50	18420
305.75	18550
306.00	18586
306.25	18682
306.50	18650
306.75	18852
307.00	18821
307.25	19163
307.50	19332
307.75	19246
308.00	19522
308.25	19475
308.50	19627
308.75	19442
309.00	19720
309.25	19830
309.50	19917
309.75	19805
310.00	20047
310.25	19953
310.50	20107
310.75	20532
311.00	20497
311.25	20609
311.50	20560
311.75	20955
312.00	20841
312.25	20526
312.50	20998
312.75	20934
313.00	20920
313.25	21436
313.50	21210
313.75	21188
314.00	21134
314.25	21442
314.50	21602
314.75	21447
315.00	21523
315.25	21737
315.50	21789
315.75	21632
316.00	21671
316.25	21985
316.50	21932
316.75	22007
317.00	21905
317.25	22106
317.50	22081
317.75	22191
318.00	21687
318.25	22101
318.50	22172
318.75	22167
319.00	22400
319.25	22192
319.50	22202
319.75	22261
320.00	22232
320.25	22032
320.50	22194
320.75	21805
321.00	22207
321.25	21912
321.50	21972
321.75	22232
322.00	21920
322.25	22170
322.50	21935
322.75	21620
323.00	21851
323.25	21774
323.50	21926
323.75	21955
324.00	21536
324.25	21381
324.50	21605
324.75	21533
325.00	21400
325.25	21477
325.50	21096
325.75	21071
326.00	21183
326.25	21067
326.50	21135
326.75	21002
327.00	21038
327.25	20765
327.50	20809
327.75	20599
328.00	20536
328.25	20716
328.50	20509
328.75	20328
329.00	20499
329.25	20633
329.50	20367
329.75	20445
330.00	20264
330.25	20174
330.50	20094
330.75	20065
331.00	19839
331.25	20161
331.50	19840
331.75	19891
332.00	19721
332.25	19937
332.50	19534
332.75	19572
333.00	19716
333.25	19389
333.50	19267
333.75	18936
334.00	19321
334.25	19163
334.50	18876
334.75	18900
335.00	18700
335.25	18560
335.50	18410
335.75	18139
336.00	18121
336.25	18027
336.50	17939
336.75	17706
337.00	17463
337.25	17433
337.50	17003
337.75	17136
338.00	16749
338.25	16583
338.50	16136
338.75	16042
339.00	15864
339.25	15698
339.50	15333
339.75	15095
340.00	14960
340.25	14691
340.50	14305
340.75	14250
341.00	14130
341.25	13641
341.50	13583
341.75	13480
342.00	13162
342.25	13000
342.50	12838
342.75	12311
343.00	12422
343.25	12248
343.50	12022
343.75	11928
344.00	11936
344.25	11599
344.50	11479
344.75	11264
345.00	11403
345.25	11026
345.50	10969
345.75	10868
346.00	10799
346.25	10489
346.50	10523
346.75	10192
347.00	10247
347.25	10164
347.50	9925.9
347.75	9807.7
348.00	9941.7
348.25	9718.8
348.50	9447.9
348.75	9477.9
349.00	9573.2
349.25	9241.7
349.50	9207.9
349.75	9261.5
350.00	9077.6
350.25	8978.8
350.50	8804.2
350.75	8655.0
