Wavelength (nm)	E05 abs e
215.00	11064
216.00	10561
217.00	10101
218.00	9640.4
219.00	9146.1
220.00	8485.4
221.00	7699.5
222.00	6861.8
223.00	6075.7
224.00	5376.5
225.00	4789.6
226.00	4302.4
227.00	3912.0
228.00	3598.5
229.00	3380.0
230.00	3241.2
231.00	3183.5
232.00	3193.4
233.00	3255.4
234.00	3362.8
235.00	3503.0
236.00	3673.7
237.00	3873.1
238.00	4097.1
239.00	4326.0
240.00	4571.8
241.00	4833.6
242.00	5113.0
243.00	5422.5
244.00	5757.5
245.00	6109.9
246.00	6481.1
247.00	6866.3
248.00	7271.0
249.00	7692.7
250.00	8128.8
251.00	8553.7
252.00	8942.0
253.00	9322.7
254.00	9710.6
255.00	10122
256.00	10554
257.00	10954
258.00	11247
259.00	11441
260.00	11590
261.00	11731
262.00	11929
263.00	12102
264.00	12280
265.00	12300
266.00	12178
267.00	11983
268.00	11865
269.00	11720
270.00	11586
271.00	11499
272.00	11409
273.00	11259
274.00	11109
275.00	10945
276.00	10733
277.00	10529
278.00	10295
279.00	10028
280.00	9745.8
281.00	9450.0
282.00	9153.8
283.00	8843.4
284.00	8516.3
285.00	8187.7
286.00	7840.1
287.00	7510.5
288.00	7181.6
289.00	6853.6
290.00	6511.5
291.00	6173.0
292.00	5834.2
293.00	5500.5
294.00	5174.9
295.00	4850.6
296.00	4528.0
297.00	4214.3
298.00	3906.4
299.00	3617.4
300.00	3341.2
301.00	3076.2
302.00	2815.1
303.00	2568.0
304.00	2342.8
305.00	2131.5
306.00	1938.3
307.00	1758.9
308.00	1593.6
309.00	1443.8
310.00	1307.2
311.00	1186.1
312.00	1083.6
313.00	992.94
314.00	912.60
315.00	837.79
316.00	771.02
317.00	711.59
318.00	659.37
319.00	617.16
320.00	580.84
321.00	548.48
322.00	521.56
323.00	496.89
324.00	476.65
325.00	458.31
326.00	445.21
327.00	433.67
328.00	421.04
329.00	412.01
330.00	403.57
331.00	393.19
332.00	384.77
333.00	380.19
334.00	371.36
335.00	366.07
336.00	358.73
337.00	349.81
338.00	345.45
339.00	338.33
340.00	330.92
341.00	324.15
342.00	317.38
343.00	309.10
344.00	304.98
345.00	299.57
346.00	292.51
347.00	285.09
348.00	277.15
349.00	269.86
350.00	263.14
351.00	256.42
352.00	249.80
353.00	245.30
354.00	236.34
355.00	231.25
356.00	225.59
357.00	218.76
358.00	211.43
359.00	204.94
360.00	195.36
361.00	187.24
362.00	181.23
363.00	178.06
364.00	173.16
365.00	165.97
366.00	160.02
367.00	153.78
368.00	149.60
369.00	142.54
370.00	135.72
371.00	133.16
372.00	122.98
373.00	123.23
374.00	113.91
375.00	111.00
376.00	105.12
377.00	101.95
378.00	100.94
379.00	97.860
380.00	92.655
381.00	85.750
382.00	80.264
383.00	79.682
384.00	81.752
385.00	79.364
386.00	72.137
387.00	67.339
388.00	61.499
389.00	59.439
390.00	58.989
391.00	62.807
392.00	59.127
393.00	52.667
394.00	47.319
395.00	43.687
396.00	47.738
397.00	52.233
398.00	47.192
399.00	43.094
400.00	17.613
