Wavelength (nm)	O01 abs e
380.00	1072.3
380.25	1056.9
380.50	1051.1
380.75	1020.9
381.00	1004.6
381.25	993.98
381.50	959.65
381.75	964.47
382.00	942.02
382.25	927.02
382.50	910.38
382.75	892.56
383.00	877.85
383.25	870.68
383.50	847.01
383.75	833.29
384.00	820.36
384.25	807.37
384.50	795.30
384.75	776.88
385.00	756.68
385.25	736.92
385.50	725.01
385.75	721.26
386.00	699.53
386.25	696.80
386.50	679.30
386.75	668.02
387.00	660.56
387.25	647.60
387.50	633.21
387.75	615.68
388.00	609.86
388.25	606.12
388.50	584.93
388.75	581.82
389.00	557.20
389.25	547.45
389.50	541.48
389.75	522.29
390.00	516.86
390.25	506.85
390.50	500.25
390.75	489.48
391.00	487.57
391.25	472.71
391.50	458.45
391.75	451.39
392.00	445.07
392.25	437.01
392.50	425.79
392.75	420.36
393.00	409.47
393.25	400.73
393.50	384.47
393.75	393.90
394.00	375.92
394.25	371.41
394.50	352.77
394.75	351.40
395.00	349.37
395.25	338.28
395.50	329.52
395.75	327.93
396.00	309.51
396.25	298.29
396.50	297.72
396.75	290.67
397.00	288.64
397.25	289.78
397.50	275.65
397.75	270.06
398.00	265.35
398.25	263.42
398.50	245.95
398.75	256.65
399.00	242.42
399.25	236.45
399.50	230.67
399.75	230.13
400.00	215.04
400.25	220.69
400.50	210.97
400.75	214.53
401.00	205.23
401.25	202.30
401.50	193.70
401.75	185.50
402.00	190.04
402.25	187.22
402.50	182.42
402.75	178.10
403.00	173.78
403.25	169.84
403.50	161.52
403.75	161.87
404.00	162.44
404.25	163.58
404.50	138.36
404.75	149.83
405.00	141.25
405.25	141.60
405.50	133.63
405.75	134.27
406.00	130.80
406.25	130.80
406.50	124.77
406.75	122.67
407.00	116.92
407.25	115.72
407.50	117.75
407.75	117.88
408.00	105.77
408.25	115.37
408.50	105.20
408.75	104.09
409.00	95.386
409.25	104.57
409.50	91.448
409.75	86.302
410.00	88.589
410.25	83.761
410.50	88.557
410.75	86.048
411.00	81.156
411.25	86.969
411.50	84.650
411.75	83.666
412.00	74.073
412.25	76.836
412.50	77.313
412.75	66.259
413.00	70.515
413.25	63.782
413.50	65.783
413.75	69.213
414.00	58.159
414.25	56.158
414.50	58.826
414.75	62.035
415.00	50.345
415.25	55.174
415.50	63.432
415.75	56.921
416.00	64.385
416.25	55.301
416.50	54.951
416.75	50.536
417.00	45.835
417.25	50.123
417.50	41.642
417.75	37.100
418.00	40.086
418.25	50.854
418.50	44.977
418.75	41.610
419.00	45.613
419.25	35.607
419.50	40.975
419.75	50.377
420.00	33.765
420.25	40.308
420.50	36.560
420.75	40.054
421.00	29.890
421.25	32.050
421.50	30.271
421.75	32.335
422.00	30.271
422.25	36.338
422.50	26.237
422.75	33.701
423.00	31.160
423.25	26.110
423.50	35.004
423.75	25.729
424.00	36.941
424.25	24.426
424.50	35.512
424.75	20.043
425.00	24.553
425.25	22.012
425.50	22.679
425.75	24.490
426.00	23.886
426.25	16.930
426.50	29.096
426.75	21.155
427.00	23.950
427.25	25.887
427.50	22.997
427.75	19.058
428.00	20.011
428.25	18.614
428.50	26.967
428.75	18.709
429.00	14.707
429.25	11.403
429.50	10.927
429.75	18.486
430.00	17.756
430.25	17.375
430.50	17.724
430.75	20.202
431.00	20.615
431.25	14.452
431.50	17.724
431.75	19.821
432.00	20.742
432.25	15.914
432.50	11.340
432.75	13.976
433.00	10.863
433.25	18.423
433.50	16.104
433.75	8.7985
434.00	19.948
434.25	13.500
434.50	16.962
434.75	13.849
435.00	18.677
435.25	19.090
435.50	22.171
435.75	15.278
436.00	13.658
436.25	13.087
436.50	9.1480
436.75	20.075
437.00	19.566
437.25	10.895
437.50	15.850
437.75	18.201
438.00	22.266
438.25	9.7197
438.50	18.486
438.75	4.6693
439.00	10.736
439.25	24.935
439.50	14.452
439.75	12.451
440.00	16.930
440.25	15.723
440.50	15.024
440.75	11.880
441.00	15.056
441.25	13.055
441.50	15.469
441.75	10.260
442.00	17.756
442.25	9.4021
442.50	13.563
442.75	8.5444
443.00	12.451
443.25	12.896
443.50	11.816
443.75	15.437
444.00	13.563
444.25	8.4809
444.50	11.689
444.75	13.373
445.00	8.8938
445.25	9.1797
445.50	16.739
445.75	5.9081
446.00	10.069
446.25	15.660
446.50	8.5127
446.75	15.977
447.00	14.865
447.25	13.214
447.50	6.5751
447.75	11.276
448.00	10.133
448.25	6.1622
448.50	14.834
448.75	11.530
449.00	11.403
449.25	14.262
449.50	15.945
449.75	10.260
450.00	4.4469
450.25	9.6244
450.50	9.0527
450.75	13.944
451.00	8.9891
451.25	9.1797
451.50	10.990
451.75	12.356
452.00	10.355
452.25	16.803
452.50	9.6562
452.75	13.785
453.00	16.962
453.25	10.609
453.50	12.324
453.75	19.948
454.00	12.483
454.25	9.4338
454.50	4.7328
454.75	11.943
455.00	13.690
455.25	12.674
455.50	13.849
455.75	19.916
456.00	15.374
456.25	15.469
456.50	6.3527
456.75	7.1786
457.00	6.2257
457.25	17.121
457.50	6.7339
457.75	8.4809
458.00	4.7010
458.25	8.9574
458.50	5.3045
458.75	9.7197
459.00	8.2268
459.25	10.006
459.50	18.169
459.75	10.006
460.00	14.834
460.25	13.436
460.50	19.376
460.75	8.9891
461.00	6.0986
461.25	19.439
461.50	8.3856
461.75	12.610
462.00	16.009
462.25	6.5751
462.50	5.5904
462.75	11.181
463.00	12.610
463.25	11.816
463.50	17.248
463.75	1.3658
464.00	11.880
464.25	5.8445
464.50	5.1140
464.75	11.594
465.00	6.5116
465.25	17.407
465.50	11.562
465.75	16.930
466.00	14.516
466.25	9.6562
466.50	5.5269
466.75	3.8434
467.00	10.863
467.25	11.880
467.50	11.911
467.75	12.928
468.00	14.961
468.25	15.247
468.50	10.958
468.75	12.102
469.00	8.1950
469.25	9.5291
469.50	12.356
469.75	16.771
470.00	19.916
470.25	5.5587
470.50	15.532
470.75	14.961
471.00	7.7186
471.25	12.864
471.50	11.594
471.75	8.7668
472.00	10.133
472.25	11.530
472.50	6.1622
472.75	10.133
473.00	15.469
473.25	12.038
473.50	11.975
473.75	3.2081
474.00	14.992
474.25	11.371
474.50	11.371
474.75	4.8598
475.00	10.323
475.25	19.185
475.50	7.9727
475.75	13.436
476.00	1.2705
476.25	20.932
476.50	7.8139
476.75	8.4174
477.00	11.244
477.25	9.0527
477.50	18.137
477.75	7.2739
478.00	13.150
478.25	8.5127
478.50	9.4656
478.75	12.991
479.00	12.038
479.25	18.772
479.50	18.169
479.75	13.690
480.00	7.0198
480.25	9.5609
480.50	10.164
480.75	3.7799
481.00	17.407
481.25	8.6715
481.50	7.1786
481.75	16.422
482.00	14.770
482.25	7.8774
482.50	9.0844
482.75	14.167
483.00	6.3527
483.25	14.992
483.50	11.244
483.75	6.7021
484.00	15.151
484.25	11.816
484.50	8.7350
484.75	10.800
485.00	10.927
485.25	15.723
485.50	13.500
485.75	10.863
486.00	14.865
486.25	14.707
486.50	9.7642
486.75	10.990
487.00	6.5497
487.25	8.8621
487.50	11.149
487.75	6.7021
488.00	9.5609
488.25	4.9551
488.50	13.658
488.75	7.5915
489.00	13.722
489.25	17.629
489.50	8.9891
489.75	10.609
490.00	12.324
490.25	12.737
490.50	7.5915
490.75	8.5762
491.00	7.3374
491.25	8.2903
491.50	9.1797
491.75	8.8303
492.00	14.135
492.25	9.7832
492.50	8.0997
492.75	4.8598
493.00	9.5291
493.25	16.295
493.50	11.689
493.75	8.8938
494.00	8.4809
494.25	13.468
494.50	9.5609
494.75	6.3527
495.00	12.134
495.25	10.228
495.50	13.055
495.75	6.5116
496.00	10.863
496.25	16.803
496.50	13.309
496.75	17.025
497.00	4.2246
497.25	13.563
497.50	12.705
497.75	18.741
498.00	5.8445
498.25	11.340
498.50	14.452
498.75	4.4152
499.00	10.577
499.25	7.9092
499.50	16.072
499.75	4.7646
500.00	11.340
