Wavelength (nm)	G18 abs e
200.00	6836.0
201.00	7287.1
202.00	7961.4
203.00	7656.0
204.00	7613.2
205.00	7407.6
206.00	7171.8
207.00	6873.6
208.00	6610.4
209.00	6446.7
210.00	6238.8
211.00	6097.6
212.00	5973.4
213.00	5831.5
214.00	5707.6
215.00	5625.7
216.00	5549.2
217.00	5509.3
218.00	5481.8
219.00	5476.4
220.00	5473.8
221.00	5493.6
222.00	5530.5
223.00	5576.5
224.00	5629.2
225.00	5695.9
226.00	5762.7
227.00	5829.6
228.00	5880.9
229.00	5919.9
230.00	5944.9
231.00	5956.5
232.00	5982.1
233.00	6021.0
234.00	6100.0
235.00	6196.6
236.00	6280.4
237.00	6354.1
238.00	6393.8
239.00	6435.2
240.00	6501.4
241.00	6611.3
242.00	6779.0
243.00	7013.0
244.00	7281.3
245.00	7561.8
246.00	7857.8
247.00	8129.3
248.00	8361.9
249.00	8507.5
250.00	8571.1
251.00	8551.5
252.00	8489.7
253.00	8392.5
254.00	8197.2
255.00	7851.3
256.00	7291.3
257.00	6566.9
258.00	5746.5
259.00	4925.6
260.00	4201.9
261.00	3603.2
262.00	3140.3
263.00	2784.2
264.00	2515.2
265.00	2316.2
266.00	2162.7
267.00	2042.9
268.00	1943.9
269.00	1865.9
270.00	1799.1
271.00	1742.7
272.00	1686.1
273.00	1633.5
274.00	1580.4
275.00	1528.2
276.00	1471.6
277.00	1418.3
278.00	1368.4
279.00	1317.5
280.00	1267.7
281.00	1221.9
282.00	1177.0
283.00	1129.6
284.00	1086.0
285.00	1042.5
286.00	1001.0
287.00	958.24
288.00	913.00
289.00	872.08
290.00	831.96
291.00	793.50
292.00	754.25
293.00	721.95
294.00	687.08
295.00	659.37
296.00	634.12
297.00	607.65
298.00	586.23
299.00	567.44
300.00	547.59
301.00	531.66
302.00	519.60
303.00	506.57
304.00	497.58
305.00	494.27
306.00	491.27
307.00	492.24
308.00	496.91
309.00	502.50
310.00	511.25
311.00	521.74
312.00	534.71
313.00	548.52
314.00	563.36
315.00	580.22
316.00	595.59
317.00	615.12
318.00	630.92
319.00	650.77
320.00	671.84
321.00	689.67
322.00	709.99
323.00	727.69
324.00	744.77
325.00	763.98
326.00	785.64
327.00	803.44
328.00	819.80
329.00	839.10
330.00	856.47
331.00	871.74
332.00	886.80
333.00	901.71
334.00	916.71
335.00	929.81
336.00	942.43
337.00	953.74
338.00	964.39
339.00	974.77
340.00	984.87
341.00	993.56
342.00	999.24
343.00	1002.1
344.00	1010.3
345.00	1013.2
346.00	1019.0
347.00	1023.2
348.00	1024.6
349.00	1024.5
350.00	1025.6
351.00	1028.5
352.00	1030.0
353.00	1029.9
354.00	1028.6
355.00	1026.6
356.00	1026.3
357.00	1025.9
358.00	1023.3
359.00	1019.6
360.00	1016.0
361.00	1014.1
362.00	1008.8
363.00	1006.6
364.00	1001.8
365.00	997.97
366.00	995.29
367.00	991.45
368.00	986.48
369.00	983.02
370.00	982.19
371.00	974.51
372.00	971.42
373.00	965.36
374.00	969.31
375.00	961.36
376.00	955.82
377.00	953.89
378.00	953.28
379.00	949.40
380.00	943.61
381.00	943.13
382.00	941.51
383.00	936.80
384.00	930.37
385.00	928.59
386.00	927.00
387.00	921.91
388.00	918.97
389.00	914.15
390.00	908.40
391.00	911.29
392.00	902.62
393.00	898.66
394.00	891.25
395.00	891.42
396.00	881.71
397.00	876.74
398.00	868.89
399.00	859.85
400.00	851.44
401.00	840.84
402.00	831.34
403.00	825.68
404.00	812.69
405.00	801.89
406.00	788.18
407.00	776.30
408.00	762.90
409.00	751.81
410.00	741.14
411.00	728.72
412.00	715.40
413.00	702.67
414.00	690.26
415.00	672.59
416.00	659.73
417.00	646.58
418.00	628.88
419.00	613.54
420.00	595.21
421.00	578.27
422.00	564.16
423.00	546.86
424.00	528.22
425.00	517.05
426.00	495.40
427.00	479.94
428.00	464.97
429.00	445.54
430.00	429.02
431.00	411.79
432.00	397.91
433.00	381.85
434.00	365.55
435.00	352.11
436.00	336.03
437.00	322.55
438.00	308.37
439.00	292.99
440.00	281.43
441.00	265.54
442.00	254.07
443.00	241.09
444.00	227.96
445.00	219.93
446.00	204.60
447.00	195.18
448.00	186.70
449.00	175.28
450.00	165.14
451.00	158.75
452.00	152.79
453.00	139.89
454.00	135.17
455.00	128.82
456.00	120.76
457.00	110.49
458.00	104.06
459.00	100.06
460.00	95.630
461.00	88.849
462.00	91.152
463.00	81.788
464.00	76.182
465.00	72.409
466.00	67.017
467.00	64.477
468.00	64.080
469.00	61.088
470.00	55.977
471.00	53.814
472.00	57.358
473.00	50.635
474.00	41.696
475.00	49.811
476.00	51.717
477.00	43.228
478.00	40.237
479.00	39.875
480.00	43.582
481.00	43.816
482.00	43.361
483.00	36.829
484.00	36.673
485.00	39.762
486.00	35.763
487.00	31.596
488.00	34.892
489.00	33.153
490.00	36.809
491.00	35.273
492.00	30.651
493.00	33.938
494.00	36.311
495.00	33.324
496.00	34.631
497.00	33.215
498.00	29.760
499.00	29.795
500.00	31.954
