Wavelength (nm)	F09 abs e
220.00	5816.5
220.25	5707.6
220.50	5595.9
220.75	5455.1
221.00	5345.4
221.25	5201.1
221.50	5096.5
221.75	4968.6
222.00	4848.6
222.25	4755.5
222.50	4621.2
222.75	4486.1
223.00	4372.6
223.25	4251.7
223.50	4159.4
223.75	4050.0
224.00	3937.9
224.25	3831.4
224.50	3711.6
224.75	3630.9
225.00	3532.8
225.25	3422.2
225.50	3341.1
225.75	3237.9
226.00	3165.6
226.25	3087.5
226.50	2999.1
226.75	2906.2
227.00	2842.1
227.25	2755.4
227.50	2692.5
227.75	2624.1
228.00	2557.0
228.25	2489.6
228.50	2435.7
228.75	2378.2
229.00	2320.9
229.25	2270.9
229.50	2219.5
229.75	2186.1
230.00	2137.6
230.25	2093.7
230.50	2060.2
230.75	2040.6
231.00	2022.9
231.25	1989.6
231.50	1976.7
231.75	1958.2
232.00	1940.4
232.25	1934.1
232.50	1914.4
232.75	1913.7
233.00	1906.7
233.25	1906.9
233.50	1909.6
233.75	1900.1
234.00	1926.7
234.25	1926.1
234.50	1945.8
234.75	1964.1
235.00	1995.3
235.25	2010.8
235.50	2035.2
235.75	2067.1
236.00	2097.4
236.25	2115.9
236.50	2158.7
236.75	2183.1
237.00	2207.8
237.25	2249.0
237.50	2277.5
237.75	2322.1
238.00	2355.3
238.25	2401.9
238.50	2445.5
238.75	2487.2
239.00	2529.2
239.25	2571.5
239.50	2615.4
239.75	2658.3
240.00	2704.2
240.25	2756.2
240.50	2802.4
240.75	2850.2
241.00	2897.3
241.25	2946.2
241.50	2994.5
241.75	3057.3
242.00	3107.8
242.25	3171.3
242.50	3238.0
242.75	3282.3
243.00	3339.2
243.25	3398.7
243.50	3460.7
243.75	3515.3
244.00	3582.4
244.25	3640.0
244.50	3701.8
244.75	3762.0
245.00	3811.0
245.25	3888.2
245.50	3956.1
245.75	4013.3
246.00	4088.1
246.25	4148.2
246.50	4221.5
246.75	4285.7
247.00	4344.9
247.25	4426.4
247.50	4501.9
247.75	4556.2
248.00	4624.3
248.25	4677.9
248.50	4766.8
248.75	4836.7
249.00	4894.4
249.25	4977.9
249.50	5041.4
249.75	5112.5
250.00	5180.0
250.25	5256.4
250.50	5316.9
250.75	5393.4
251.00	5464.3
251.25	5536.6
251.50	5624.7
251.75	5670.3
252.00	5745.6
252.25	5827.5
252.50	5883.3
252.75	5946.0
253.00	6041.0
253.25	6097.4
253.50	6134.7
253.75	6229.5
254.00	6292.8
254.25	6370.2
254.50	6429.9
254.75	6479.2
255.00	6480.3
255.25	6553.6
255.50	6596.7
255.75	6636.6
