Wavelength (nm)	F09 abs e
256.00	6704.2
256.25	6791.9
256.50	6838.4
256.75	6888.5
257.00	6928.6
257.25	7021.1
257.50	7069.6
257.75	7095.1
258.00	7172.2
258.25	7260.6
258.50	7266.4
258.75	7306.9
259.00	7359.0
259.25	7429.1
259.50	7479.1
259.75	7476.7
260.00	7549.7
260.25	7599.7
260.50	7627.7
260.75	7634.5
261.00	7657.7
261.25	7673.9
261.50	7750.0
261.75	7746.0
262.00	7794.0
262.25	7803.4
262.50	7805.7
262.75	7825.2
263.00	7827.7
263.25	7844.2
263.50	7856.4
263.75	7900.0
264.00	7885.1
264.25	7858.1
264.50	7860.9
264.75	7843.3
265.00	7841.1
265.25	7870.3
265.50	7853.2
265.75	7858.1
266.00	7823.9
266.25	7830.9
266.50	7766.4
266.75	7771.8
267.00	7761.6
267.25	7733.9
267.50	7718.2
267.75	7640.6
268.00	7668.5
268.25	7616.5
268.50	7566.7
268.75	7532.8
269.00	7465.8
269.25	7465.6
269.50	7391.8
269.75	7326.2
270.00	7307.2
270.25	7255.6
270.50	7189.6
270.75	7128.8
271.00	7078.2
271.25	6985.6
271.50	6969.2
271.75	6855.2
272.00	6815.8
272.25	6746.7
272.50	6630.2
272.75	6597.7
273.00	6539.2
273.25	6452.1
273.50	6401.6
273.75	6287.9
274.00	6217.1
274.25	6145.5
274.50	6055.0
274.75	5975.3
275.00	5862.3
275.25	5765.9
275.50	5669.3
275.75	5541.9
276.00	5444.7
276.25	5350.9
276.50	5250.1
276.75	5139.3
277.00	5075.4
277.25	4957.4
277.50	4861.4
277.75	4791.1
278.00	4708.9
278.25	4591.8
278.50	4492.8
278.75	4419.6
279.00	4290.3
279.25	4207.4
279.50	4121.3
279.75	4032.5
280.00	3948.8
280.25	3849.9
280.50	3749.5
280.75	3658.6
281.00	3574.8
281.25	3466.2
281.50	3373.0
281.75	3282.6
282.00	3201.6
282.25	3099.4
282.50	3009.8
282.75	2917.5
283.00	2827.4
283.25	2742.5
283.50	2656.3
283.75	2569.8
284.00	2470.6
284.25	2393.9
284.50	2302.1
284.75	2210.6
285.00	2121.6
285.25	2050.7
285.50	1974.7
285.75	1885.8
286.00	1810.2
286.25	1732.1
286.50	1656.7
286.75	1588.1
287.00	1512.4
287.25	1459.2
287.50	1382.8
287.75	1309.2
288.00	1248.4
288.25	1194.3
288.50	1120.0
288.75	1066.4
289.00	1008.0
289.25	948.53
289.50	896.35
289.75	851.55
290.00	802.83
290.25	748.15
290.50	711.21
290.75	672.65
291.00	630.84
291.25	585.87
291.50	548.97
291.75	516.78
292.00	480.93
292.25	451.65
292.50	424.05
292.75	400.89
293.00	374.74
293.25	350.34
293.50	317.07
293.75	299.70
294.00	271.51
294.25	257.43
294.50	234.61
294.75	224.00
295.00	224.20
295.25	214.08
295.50	191.72
295.75	183.02
296.00	165.78
296.25	153.62
296.50	144.42
296.75	139.75
297.00	123.51
297.25	112.02
297.50	100.86
297.75	96.194
298.00	88.532
298.25	88.740
298.50	88.532
298.75	73.499
299.00	70.459
299.25	63.047
299.50	61.464
299.75	50.138
300.00	50.887
300.25	49.097
300.50	42.267
300.75	38.728
301.00	31.607
301.25	34.105
301.50	41.892
301.75	35.854
302.00	38.145
302.25	40.851
302.50	29.816
302.75	16.615
303.00	22.487
303.25	27.942
303.50	16.282
303.75	21.446
304.00	35.563
304.25	21.363
304.50	20.988
304.75	16.449
305.00	26.943
305.25	23.570
305.50	20.946
305.75	16.948
306.00	15.366
306.25	18.156
306.50	8.6616
306.75	14.034
307.00	18.364
307.25	13.492
307.50	11.285
307.75	8.9948
308.00	4.8305
308.25	11.410
308.50	16.449
308.75	15.866
309.00	5.2886
309.25	15.366
309.50	14.908
309.75	11.493
310.00	17.990
310.25	7.9121
310.50	-8.9115
310.75	44.474
311.00	-17.990
311.25	11.868
311.50	-0.33314
311.75	13.492
312.00	-4.4141
312.25	21.113
312.50	65.420
312.75	34.438
313.00	0.95778
313.25	-3.2898
313.50	0.24986
313.75	9.4528
314.00	-3.3730
314.25	27.567
314.50	10.244
314.75	5.2470
315.00	-5.3719
315.25	19.947
315.50	20.780
315.75	2.5818
316.00	5.9549
316.25	18.489
316.50	18.031
316.75	-9.2863
317.00	14.783
317.25	1.0411
317.50	18.031
317.75	28.525
318.00	13.992
318.25	12.451
318.50	-12.451
318.75	16.407
319.00	-3.8311
319.25	6.5379
319.50	2.9566
319.75	6.8710
320.00	-11.493
320.25	3.3314
320.50	-6.9959
320.75	16.990
321.00	9.9109
321.25	-9.4945
321.50	21.571
321.75	2.4153
322.00	-8.4951
322.25	20.280
322.50	16.990
322.75	23.861
323.00	-14.117
323.25	12.326
323.50	10.494
323.75	23.112
324.00	25.069
324.25	0.20821
324.50	6.0382
324.75	10.411
325.00	15.033
325.25	-17.240
325.50	2.8733
325.75	-7.0376
326.00	29.941
326.25	16.490
326.50	17.157
326.75	25.277
327.00	-9.4945
327.25	15.200
327.50	15.116
327.75	-6.4129
328.00	-1.0827
328.25	6.2464
328.50	-1.2076
328.75	-2.2487
329.00	24.652
329.25	1.7490
329.50	8.4534
329.75	4.8722
330.00	15.741
330.25	-2.6651
330.50	15.783
330.75	5.6217
331.00	16.366
331.25	18.364
331.50	2.6235
331.75	-0.62464
332.00	21.113
332.25	-7.7871
332.50	10.952
332.75	12.368
333.00	1.1660
333.25	-7.1209
333.50	2.5402
333.75	13.117
334.00	-7.8704
334.25	7.2874
334.50	14.283
334.75	19.947
335.00	13.867
335.25	32.315
335.50	13.159
335.75	16.324
336.00	24.444
336.25	16.032
336.50	7.7871
336.75	-5.2886
337.00	20.738
337.25	-7.4124
337.50	4.9138
337.75	8.6616
338.00	4.0393
338.25	25.069
338.50	20.905
338.75	-2.8317
339.00	18.239
339.25	-8.5367
339.50	4.3308
339.75	-1.6241
340.00	-1.3326
340.25	15.324
340.50	-2.0405
340.75	10.952
341.00	4.6640
341.25	21.862
341.50	12.118
341.75	22.862
342.00	6.4546
342.25	7.4124
342.50	16.324
342.75	21.529
343.00	6.9543
343.25	-5.1637
343.50	23.320
343.75	21.154
344.00	-1.5408
344.25	-3.3314
344.50	-5.6634
344.75	7.9121
345.00	1.1243
345.25	-5.8716
345.50	17.740
345.75	18.573
346.00	27.359
346.25	1.9572
346.50	9.4528
346.75	31.523
347.00	17.448
347.25	-14.658
347.50	-5.3719
347.75	9.5361
348.00	1.7073
348.25	4.0393
348.50	9.3279
348.75	1.8739
349.00	12.576
349.25	6.5379
349.50	19.114
349.75	6.9543
350.00	14.783
