Wavelength (nm)	H03 abs e
220.00	14196
221.00	13507
222.00	12409
223.00	11071
224.00	9806.3
225.00	8816.1
226.00	8064.4
227.00	7512.6
228.00	7026.6
229.00	6577.2
230.00	6137.3
231.00	5744.1
232.00	5411.2
233.00	5144.0
234.00	4945.4
235.00	4780.7
236.00	4606.6
237.00	4417.1
238.00	4238.7
239.00	4085.1
240.00	3956.4
241.00	3855.9
242.00	3799.2
243.00	3781.7
244.00	3759.9
245.00	3690.6
246.00	3546.4
247.00	3365.4
248.00	3197.3
249.00	3075.8
250.00	3001.6
251.00	2966.4
252.00	2957.5
253.00	2966.2
254.00	2980.3
255.00	2974.4
256.00	2894.9
257.00	2726.3
258.00	2477.8
259.00	2222.8
260.00	2017.6
261.00	1896.1
262.00	1855.1
263.00	1875.1
264.00	1928.5
265.00	2017.1
266.00	2125.3
267.00	2240.9
268.00	2376.9
269.00	2521.5
270.00	2668.1
271.00	2829.3
272.00	2999.3
273.00	3182.5
274.00	3365.2
275.00	3553.9
276.00	3750.0
277.00	3952.5
278.00	4163.8
279.00	4382.8
280.00	4603.5
281.00	4831.0
282.00	5060.8
283.00	5292.6
284.00	5517.3
285.00	5744.3
286.00	5961.8
287.00	6176.5
288.00	6401.8
289.00	6629.0
290.00	6867.6
291.00	7097.8
292.00	7348.5
293.00	7593.0
294.00	7852.4
295.00	8098.7
296.00	8337.9
297.00	8575.7
298.00	8802.6
299.00	9021.0
300.00	9253.2
301.00	9509.0
302.00	9794.0
303.00	10108
304.00	10459
305.00	10832
306.00	11242
307.00	11670
308.00	12107
309.00	12554
310.00	13005
311.00	13439
312.00	13849
313.00	14224
314.00	14618
315.00	14955
316.00	15275
317.00	15525
318.00	15778
319.00	16007
320.00	16196
321.00	16365
322.00	16547
323.00	16631
324.00	16701
325.00	16777
326.00	16800
327.00	16779
328.00	16719
329.00	16513
330.00	16260
331.00	15963
332.00	15568
333.00	15149
334.00	14701
335.00	14249
336.00	13781
337.00	13311
338.00	12855
339.00	12406
340.00	11950
341.00	11516
342.00	11064
343.00	10593
344.00	10076
345.00	9543.6
346.00	8951.7
347.00	8310.1
348.00	7634.3
349.00	6900.3
350.00	6155.4
351.00	5423.1
352.00	4703.1
353.00	4027.6
354.00	3424.7
355.00	2887.1
356.00	2427.4
357.00	2042.3
358.00	1731.7
359.00	1469.0
360.00	1244.0
361.00	1061.0
362.00	916.23
363.00	806.95
364.00	725.33
365.00	659.33
366.00	605.60
367.00	566.26
368.00	544.73
369.00	521.99
370.00	511.04
371.00	499.06
372.00	490.64
373.00	482.32
374.00	484.17
375.00	473.69
376.00	472.99
377.00	467.33
378.00	462.10
379.00	459.88
380.00	455.07
381.00	444.99
382.00	444.21
383.00	438.23
384.00	433.34
385.00	432.09
386.00	421.96
387.00	415.36
388.00	399.46
389.00	388.09
390.00	374.62
391.00	368.43
392.00	351.16
393.00	345.17
394.00	326.18
395.00	312.34
396.00	299.48
397.00	286.88
398.00	271.44
399.00	259.28
400.00	248.03
401.00	236.38
402.00	224.58
403.00	207.33
404.00	199.55
405.00	186.50
406.00	176.82
407.00	168.46
408.00	160.96
409.00	150.50
410.00	138.31
411.00	130.86
412.00	123.07
413.00	115.61
414.00	111.34
415.00	98.431
416.00	93.446
417.00	90.260
418.00	90.714
419.00	87.207
420.00	81.166
421.00	76.148
422.00	69.694
423.00	68.655
424.00	67.054
425.00	59.329
426.00	69.026
427.00	63.084
428.00	64.594
429.00	55.929
430.00	57.381
431.00	52.446
432.00	54.056
433.00	53.990
434.00	50.565
435.00	51.349
436.00	54.807
437.00	48.964
438.00	46.909
439.00	49.937
440.00	45.662
441.00	48.666
442.00	45.646
443.00	45.456
444.00	44.474
445.00	44.251
446.00	45.720
447.00	44.788
448.00	44.293
449.00	44.185
450.00	47.387
