Wavelength (nm)	N08 abs e
650.50	122.77
650.75	208.50
651.00	-45.033
651.25	233.15
651.50	144.68
651.75	236.50
652.00	61.311
652.25	106.72
652.50	12.932
652.75	203.64
653.00	296.21
653.25	232.85
653.50	266.09
653.75	185.23
654.00	219.99
654.25	308.00
654.50	189.87
654.75	122.70
655.00	118.67
655.25	123.00
655.50	239.92
655.75	141.56
656.00	217.40
656.25	264.34
656.50	324.97
656.75	259.32
657.00	21.756
657.25	162.25
657.50	238.86
657.75	165.60
658.00	118.97
658.25	127.11
658.50	167.20
658.75	259.77
659.00	36.665
659.25	-71.581
659.50	192.91
659.75	191.16
660.00	124.75
660.25	200.59
660.50	122.01
660.75	122.55
661.00	226.53
661.25	149.47
661.50	124.90
661.75	86.642
662.00	230.94
662.25	48.912
662.50	165.83
662.75	111.59
663.00	223.19
663.25	-74.471
663.50	202.19
663.75	113.72
664.00	176.63
664.25	251.71
664.50	45.337
664.75	121.18
665.00	163.55
665.25	208.20
665.50	125.82
665.75	127.11
666.00	290.43
666.25	124.37
666.50	151.53
666.75	167.27
667.00	113.04
667.25	-12.703
667.50	191.69
667.75	134.41
668.00	207.97
668.25	162.86
668.50	244.03
668.75	159.36
669.00	71.657
669.25	102.62
669.50	46.858
669.75	123.46
670.00	104.97
670.25	106.27
670.50	101.48
670.75	168.95
671.00	244.03
671.25	211.09
671.50	59.486
671.75	9.8128
672.00	113.80
672.25	-98.661
672.50	166.59
672.75	72.798
673.00	84.740
673.25	268.60
673.50	205.23
673.75	-4.9444
674.00	243.57
674.25	170.32
674.50	298.65
674.75	-8.9000
675.00	94.325
675.25	101.70
675.50	11.715
675.75	207.74
676.00	155.03
676.25	7.2265
676.50	172.83
676.75	142.17
677.00	102.39
677.25	140.19
677.50	117.91
677.75	39.327
678.00	94.629
678.25	2.3581
678.50	124.60
678.75	127.42
679.00	130.23
679.25	234.98
679.50	116.08
679.75	222.35
680.00	76.829
680.25	159.52
680.50	119.73
680.75	190.25
681.00	181.65
681.25	146.43
681.50	290.73
681.75	110.22
682.00	268.22
682.25	131.07
682.50	103.45
682.75	69.755
683.00	242.96
683.25	286.85
683.50	91.130
683.75	143.39
684.00	322.68
684.25	186.29
684.50	75.764
684.75	239.08
685.00	84.436
685.25	175.49
685.50	214.82
685.75	283.05
686.00	299.56
686.25	109.92
686.50	195.65
686.75	22.745
687.00	127.49
687.25	223.11
687.50	174.96
687.75	295.68
688.00	251.33
688.25	250.34
688.50	159.59
688.75	211.09
689.00	130.23
689.25	111.74
689.50	227.90
689.75	174.43
690.00	323.29
690.25	300.24
690.50	275.67
690.75	162.10
691.00	295.75
691.25	316.07
691.50	174.35
691.75	196.94
692.00	113.04
692.25	11.639
692.50	129.32
692.75	347.41
693.00	122.01
693.25	165.91
693.50	327.70
693.75	231.63
694.00	129.47
694.25	116.31
694.50	156.40
694.75	207.13
695.00	174.96
695.25	52.259
695.50	18.561
695.75	128.63
696.00	183.17
696.25	259.01
696.50	185.76
696.75	161.95
697.00	133.58
697.25	69.451
697.50	132.36
697.75	270.58
698.00	365.43
698.25	203.94
698.50	174.81
698.75	149.47
699.00	170.55
699.25	117.83
699.50	-112.89
699.75	164.54
700.00	305.80
