Wavelength (nm)	A41 abs e
365.25	11.972
365.50	12.070
365.75	12.366
366.00	12.251
366.25	12.364
366.50	12.592
366.75	12.758
367.00	12.794
367.25	12.936
367.50	13.253
367.75	13.005
368.00	13.658
368.25	13.806
368.50	13.835
368.75	14.027
369.00	14.319
369.25	14.277
369.50	14.406
369.75	14.695
370.00	14.868
370.25	15.229
370.50	15.477
370.75	15.311
371.00	15.750
371.25	15.816
371.50	16.306
371.75	16.578
372.00	16.603
372.25	16.932
372.50	17.277
372.75	17.406
373.00	17.422
373.25	17.501
373.50	18.237
373.75	18.334
374.00	18.390
374.25	18.716
374.50	19.000
374.75	19.135
375.00	19.047
375.25	19.404
375.50	19.510
375.75	20.180
376.00	20.519
376.25	20.664
376.50	21.221
376.75	21.493
377.00	21.632
377.25	22.295
377.50	22.420
377.75	22.817
378.00	23.456
378.25	23.411
378.50	23.582
378.75	24.001
379.00	24.378
379.25	25.045
379.50	25.121
379.75	25.563
380.00	26.018
380.25	26.397
380.50	26.640
380.75	26.990
381.00	27.138
381.25	27.432
381.50	27.873
381.75	28.422
382.00	28.862
382.25	29.363
382.50	29.500
382.75	29.856
383.00	30.420
383.25	30.732
383.50	31.229
383.75	31.649
384.00	31.974
384.25	32.422
384.50	32.575
384.75	33.267
385.00	33.857
385.25	34.028
385.50	34.554
385.75	35.197
386.00	35.048
386.25	35.449
386.50	36.423
386.75	36.841
387.00	37.013
387.25	37.624
387.50	37.767
387.75	38.380
388.00	38.757
388.25	39.389
388.50	39.580
388.75	40.472
389.00	40.663
389.25	41.058
389.50	41.380
389.75	41.922
390.00	42.122
390.25	42.691
390.50	43.383
390.75	43.809
391.00	44.083
391.25	44.873
391.50	45.205
391.75	45.541
392.00	46.070
392.25	46.442
392.50	46.706
392.75	47.044
393.00	47.676
393.25	48.368
393.50	48.887
393.75	49.202
394.00	49.741
394.25	50.119
394.50	50.477
394.75	50.987
395.00	51.646
395.25	51.931
395.50	52.585
395.75	53.052
396.00	53.483
396.25	53.956
396.50	54.627
396.75	55.258
397.00	55.470
397.25	55.870
397.50	56.595
397.75	57.083
398.00	57.334
398.25	57.435
398.50	58.135
398.75	58.424
399.00	58.915
399.25	59.294
399.50	59.782
399.75	60.214
400.00	60.706
400.25	61.043
400.50	61.640
400.75	61.764
401.00	62.211
401.25	62.465
401.50	63.171
401.75	63.762
402.00	64.123
402.25	64.223
402.50	65.024
402.75	65.106
403.00	65.755
403.25	65.970
403.50	66.229
403.75	66.671
404.00	67.014
404.25	67.598
404.50	68.063
404.75	68.492
405.00	68.793
405.25	69.004
405.50	69.780
405.75	69.929
406.00	70.294
406.25	70.677
406.50	71.266
406.75	71.187
407.00	72.201
407.25	72.146
407.50	72.690
407.75	72.658
408.00	73.214
408.25	73.855
408.50	73.861
408.75	74.475
409.00	74.702
409.25	75.307
409.50	75.201
409.75	76.092
410.00	76.058
410.25	76.556
410.50	76.925
410.75	77.239
411.00	77.780
411.25	77.600
411.50	78.270
411.75	78.602
412.00	78.894
412.25	79.155
412.50	79.707
412.75	79.651
413.00	80.292
413.25	80.725
413.50	81.073
413.75	81.102
414.00	81.398
414.25	81.483
414.50	81.889
414.75	82.218
415.00	82.282
415.25	82.247
415.50	83.067
415.75	83.143
416.00	83.222
416.25	83.726
416.50	83.863
416.75	84.111
417.00	84.625
417.25	84.928
417.50	85.355
417.75	85.196
418.00	85.875
418.25	85.662
418.50	86.103
418.75	86.001
419.00	86.695
419.25	86.971
419.50	86.799
419.75	87.295
420.00	87.332
420.25	87.831
420.50	87.738
420.75	88.183
421.00	88.608
421.25	88.645
421.50	89.006
421.75	89.222
422.00	88.950
422.25	89.439
422.50	89.564
422.75	89.683
423.00	90.227
423.25	90.067
423.50	90.271
423.75	90.538
424.00	90.922
424.25	91.135
424.50	90.822
424.75	91.021
425.00	91.463
425.25	91.328
425.50	91.782
425.75	91.668
426.00	92.506
426.25	92.062
426.50	92.151
426.75	92.289
427.00	92.499
427.25	92.463
427.50	92.337
427.75	92.519
428.00	92.913
428.25	92.738
428.50	93.007
428.75	93.210
429.00	92.857
429.25	93.536
429.50	93.836
429.75	93.771
430.00	93.742
430.25	94.071
430.50	93.980
430.75	93.982
431.00	94.218
431.25	94.673
431.50	93.987
431.75	94.391
432.00	94.986
432.25	94.354
432.50	94.695
432.75	95.041
433.00	94.733
433.25	94.740
433.50	94.902
433.75	95.012
434.00	94.938
434.25	95.252
434.50	94.861
434.75	94.909
435.00	95.066
435.25	95.628
435.50	95.320
435.75	95.500
436.00	95.562
436.25	95.703
436.50	95.848
436.75	95.853
437.00	95.549
437.25	95.672
437.50	95.970
437.75	95.790
438.00	95.677
438.25	95.750
438.50	95.646
438.75	95.732
439.00	95.264
439.25	95.674
439.50	95.639
439.75	95.564
440.00	95.950
440.25	95.303
440.50	95.564
440.75	95.626
441.00	95.405
441.25	95.962
441.50	95.512
441.75	95.784
442.00	96.004
442.25	95.602
442.50	95.668
442.75	95.767
443.00	95.374
443.25	95.521
443.50	95.604
443.75	95.465
444.00	95.469
444.25	95.416
444.50	95.394
444.75	95.508
445.00	95.086
445.25	95.366
445.50	94.981
445.75	95.100
446.00	95.084
446.25	95.415
446.50	95.014
446.75	94.739
447.00	94.958
447.25	94.633
447.50	94.665
447.75	94.564
448.00	94.800
448.25	94.652
448.50	94.199
448.75	94.368
449.00	94.458
449.25	94.219
449.50	93.866
449.75	93.933
450.00	93.605
450.25	93.774
450.50	93.927
450.75	93.476
451.00	93.774
451.25	93.352
451.50	93.441
451.75	93.288
452.00	92.983
452.25	92.957
452.50	92.802
452.75	92.583
453.00	92.720
453.25	92.108
453.50	92.563
453.75	92.342
454.00	92.041
454.25	91.984
454.50	91.698
454.75	91.652
455.00	91.375
455.25	91.277
455.50	91.089
455.75	91.326
456.00	90.902
456.25	90.854
456.50	90.414
456.75	90.385
457.00	90.344
457.25	89.934
457.50	89.931
457.75	89.617
458.00	89.522
458.25	89.372
458.50	89.069
458.75	88.837
459.00	88.695
459.25	88.523
459.50	88.175
459.75	88.246
460.00	87.726
460.25	87.698
460.50	87.631
460.75	87.395
461.00	86.954
461.25	86.825
461.50	86.475
461.75	86.205
462.00	86.196
462.25	86.336
462.50	85.649
462.75	85.526
463.00	85.175
463.25	84.722
463.50	84.481
463.75	84.490
464.00	84.014
464.25	84.104
464.50	83.523
464.75	83.608
465.00	83.112
465.25	82.698
465.50	82.627
465.75	82.434
466.00	81.860
466.25	81.913
466.50	81.406
466.75	81.099
467.00	81.142
467.25	80.683
467.50	80.344
467.75	80.376
468.00	79.630
468.25	79.279
468.50	79.187
468.75	78.848
469.00	78.401
469.25	78.248
469.50	78.078
469.75	77.535
470.00	77.384
470.25	77.155
470.50	76.480
470.75	76.490
471.00	75.847
471.25	75.639
471.50	75.570
471.75	74.961
472.00	74.810
472.25	74.376
472.50	74.102
472.75	73.702
473.00	73.238
473.25	72.981
473.50	72.570
473.75	72.630
474.00	71.993
474.25	71.759
474.50	71.530
474.75	71.151
475.00	70.574
475.25	70.204
475.50	69.692
475.75	69.453
476.00	68.940
476.25	68.387
476.50	67.926
476.75	67.775
477.00	67.510
477.25	67.047
477.50	66.450
477.75	65.988
478.00	65.940
478.25	65.401
478.50	65.163
478.75	64.843
479.00	64.568
479.25	64.103
479.50	63.722
479.75	63.095
480.00	62.992
480.25	62.383
480.50	62.274
480.75	61.909
481.00	61.249
481.25	60.963
481.50	60.778
481.75	60.353
482.00	59.955
482.25	59.520
482.50	59.303
482.75	59.017
483.00	58.582
483.25	57.895
483.50	57.442
483.75	57.174
484.00	57.033
484.25	56.602
484.50	56.420
484.75	55.749
485.00	55.492
485.25	55.029
485.50	54.537
485.75	54.216
486.00	53.800
486.25	53.363
486.50	52.835
486.75	52.827
487.00	52.303
487.25	51.882
487.50	51.544
487.75	51.022
488.00	50.684
488.25	50.177
488.50	49.883
488.75	49.319
489.00	49.047
489.25	48.717
489.50	48.555
489.75	48.095
490.00	47.742
490.25	47.123
490.50	46.873
490.75	46.354
491.00	46.003
491.25	45.601
491.50	45.044
491.75	44.730
492.00	44.249
492.25	44.258
492.50	43.500
492.75	43.211
493.00	42.835
493.25	42.425
493.50	41.847
493.75	41.527
494.00	41.431
494.25	40.884
494.50	40.726
494.75	40.416
495.00	40.291
495.25	39.945
495.50	39.398
495.75	39.102
496.00	38.656
496.25	38.551
496.50	38.105
496.75	37.774
497.00	37.174
497.25	36.903
497.50	36.461
497.75	35.972
498.00	35.567
498.25	35.288
498.50	34.966
498.75	34.745
499.00	34.329
499.25	34.131
499.50	33.454
499.75	33.165
500.00	32.755
500.25	32.471
500.50	32.166
500.75	31.672
501.00	31.413
501.25	31.007
501.50	30.701
501.75	30.470
502.00	29.997
502.25	29.790
502.50	29.316
502.75	29.023
503.00	28.617
503.25	28.173
503.50	27.908
503.75	27.726
504.00	27.311
504.25	26.816
504.50	26.673
504.75	26.397
505.00	26.081
505.25	26.007
505.50	25.531
505.75	25.278
506.00	24.998
506.25	24.674
506.50	24.114
506.75	24.059
507.00	23.606
507.25	23.423
507.50	23.338
507.75	22.952
508.00	22.697
508.25	22.271
508.50	22.138
508.75	21.766
509.00	21.520
509.25	21.333
509.50	20.849
509.75	20.749
510.00	20.309
510.25	20.229
510.50	19.927
510.75	19.613
511.00	19.461
511.25	18.891
511.50	18.866
511.75	18.457
512.00	18.588
512.25	18.352
512.50	17.962
512.75	17.579
513.00	17.333
513.25	17.169
513.50	16.895
513.75	16.666
514.00	16.592
514.25	16.299
514.50	16.218
514.75	15.990
515.00	15.835
515.25	15.313
515.50	15.388
515.75	14.780
516.00	14.743
516.25	14.530
516.50	14.341
516.75	14.083
517.00	13.726
517.25	13.750
517.50	13.363
517.75	13.445
518.00	13.086
518.25	12.911
518.50	12.823
518.75	12.527
519.00	12.461
519.25	12.236
519.50	12.119
519.75	11.855
520.00	11.782
520.25	11.501
520.50	11.231
520.75	11.478
521.00	11.129
521.25	10.698
521.50	10.843
521.75	10.584
522.00	10.609
522.25	10.280
522.50	10.148
522.75	10.100
523.00	9.8632
523.25	9.6964
523.50	9.6399
523.75	9.4608
524.00	9.0041
524.25	9.1868
524.50	8.8366
524.75	8.7946
525.00	8.8352
525.25	8.7010
525.50	8.4734
525.75	8.4125
526.00	8.0616
526.25	7.9471
526.50	7.9065
526.75	7.7789
527.00	7.6919
527.25	7.7963
527.50	7.4353
527.75	7.3483
528.00	7.3236
528.25	7.2700
528.50	7.1503
528.75	6.8821
529.00	6.7647
529.25	6.8560
529.50	6.7516
529.75	6.5428
530.00	6.3797
530.25	6.3659
530.50	6.2369
530.75	6.0810
531.00	5.8563
531.25	5.7968
531.50	5.8425
531.75	5.7751
532.00	5.6011
532.25	5.5540
532.50	5.2734
532.75	5.4416
533.00	5.4960
533.25	5.0385
533.50	5.1647
533.75	5.0827
534.00	5.0313
534.25	4.7739
534.50	4.7601
534.75	4.9631
535.00	4.8529
535.25	4.6804
535.50	4.4977
535.75	4.7833
536.00	4.3694
536.25	4.2874
536.50	4.2737
536.75	3.9982
537.00	4.2418
537.25	3.8822
537.50	4.1229
537.75	3.8626
538.00	4.0257
538.25	3.7495
538.50	3.5705
538.75	3.5038
539.00	3.6379
539.25	3.5676
539.50	3.6640
539.75	3.3928
540.00	3.2565
540.25	3.4015
540.50	3.4139
540.75	3.1355
541.00	3.2130
541.25	3.1790
541.50	3.0434
541.75	3.0528
542.00	2.8129
542.25	2.7512
542.50	2.5910
542.75	2.9782
543.00	2.7404
543.25	2.5794
543.50	2.8738
543.75	2.8078
544.00	2.6273
544.25	2.3192
544.50	2.5874
544.75	2.2554
545.00	2.4656
545.25	2.3112
545.50	2.1959
545.75	2.5403
546.00	2.3018
546.25	2.4214
546.50	2.2786
546.75	2.1357
547.00	2.0618
547.25	1.9371
547.50	2.0792
547.75	1.9422
548.00	2.0314
548.25	1.8363
548.50	1.9603
548.75	2.0176
549.00	1.8081
549.25	1.8421
549.50	1.7109
549.75	1.7544
550.00	1.6203
550.25	1.7392
550.50	1.7269
550.75	1.8139
551.00	1.8624
551.25	1.5348
551.50	1.7464
551.75	1.5275
552.00	1.6594
552.25	1.5319
552.50	1.5485
552.75	1.5094
553.00	1.2788
553.25	1.4594
553.50	1.1476
553.75	1.4652
554.00	1.4376
554.25	1.2375
554.50	1.3267
554.75	1.4644
555.00	1.4731
555.25	1.1708
555.50	1.4057
555.75	1.2361
556.00	1.2092
556.25	1.1157
556.50	1.1520
556.75	1.2477
557.00	1.0403
557.25	1.3354
557.50	1.1650
557.75	1.0889
558.00	1.2013
558.25	1.0026
558.50	1.0193
558.75	0.85328
559.00	1.0998
559.25	1.0664
559.50	1.0222
559.75	1.0940
560.00	0.79964
560.25	0.92361
560.50	0.91708
560.75	1.0403
561.00	0.88156
561.25	0.87286
561.50	1.0816
561.75	0.95696
562.00	0.89751
562.25	0.88011
562.50	0.82791
562.75	0.82501
563.00	0.96493
563.25	0.93666
563.50	0.69669
563.75	1.0744
564.00	0.71554
564.25	0.98305
564.50	0.70467
564.75	0.98740
565.00	0.70249
565.25	0.69017
565.50	0.77571
565.75	0.81486
566.00	0.88011
566.25	0.75541
566.50	0.68074
566.75	0.81849
567.00	0.65102
567.25	0.80616
567.50	0.55097
567.75	0.67929
568.00	0.63435
568.25	0.66987
568.50	0.74454
568.75	0.71409
569.00	0.69162
569.25	0.77064
569.50	0.73149
569.75	0.80761
570.00	0.62130
570.25	0.59665
570.50	0.64667
570.75	0.53502
571.00	0.75614
571.25	0.42773
571.50	0.89243
571.75	0.77354
572.00	0.58722
572.25	0.54227
572.50	0.46615
572.75	0.60680
573.00	0.71119
573.25	0.58795
573.50	0.61187
573.75	0.59737
574.00	0.59882
574.25	0.56837
574.50	0.61912
574.75	0.37191
575.00	0.61912
575.25	0.55750
575.50	0.61550
575.75	0.57490
576.00	0.58940
576.25	0.60462
576.50	0.49153
576.75	0.58215
577.00	0.50168
577.25	0.50530
577.50	0.54517
577.75	0.46978
578.00	0.61622
578.25	0.46978
578.50	0.55822
578.75	0.51618
579.00	0.47123
579.25	0.42990
579.50	0.50458
579.75	0.62202
580.00	0.45165
580.25	0.64884
580.50	0.52778
580.75	0.57345
581.00	0.55605
581.25	0.54372
581.50	0.40961
581.75	0.44223
582.00	0.56910
582.25	0.38133
582.50	0.46688
582.75	0.47485
583.00	0.71554
583.25	0.59737
583.50	0.49733
583.75	0.58650
584.00	0.55677
584.25	0.75976
584.50	0.57562
584.75	0.58577
585.00	0.56185
585.25	0.29361
585.50	0.48500
585.75	0.36466
586.00	0.44875
586.25	0.61042
586.50	0.61695
586.75	0.50748
587.00	0.37263
587.25	0.48138
587.50	0.54372
587.75	0.36901
588.00	0.48355
588.25	0.37046
588.50	0.50385
588.75	0.27911
589.00	0.40453
589.25	0.35378
589.50	0.54227
589.75	0.44078
590.00	0.55895
590.25	0.52995
590.50	0.51545
590.75	0.59882
591.00	0.22039
591.25	0.51763
591.50	0.43063
591.75	0.46325
592.00	0.37263
592.25	0.24649
592.50	0.52995
592.75	0.55097
593.00	0.55895
593.25	0.32043
593.50	0.38858
593.75	0.54807
594.00	0.42990
594.25	0.39728
594.50	0.38278
594.75	0.46180
595.00	0.36538
595.25	0.36103
595.50	0.38496
595.75	0.42773
596.00	0.41396
596.25	0.40671
596.50	0.52125
596.75	0.33711
597.00	0.50820
597.25	0.56982
597.50	0.33566
597.75	0.47920
598.00	0.41178
598.25	0.41831
598.50	0.34653
598.75	0.44005
599.00	0.46615
599.25	0.46108
599.50	0.43933
599.75	0.38496
600.00	0.21604
