Wavelength (nm)	A41 abs e
300.00	27.990
300.25	27.960
300.50	27.987
300.75	27.847
301.00	27.780
301.25	27.772
301.50	27.881
301.75	28.027
302.00	28.017
302.25	27.985
302.50	28.274
302.75	28.197
303.00	28.659
303.25	28.691
303.50	29.008
303.75	29.107
304.00	29.481
304.25	29.682
304.50	30.262
304.75	30.341
305.00	30.492
305.25	30.853
305.50	31.159
305.75	31.414
306.00	31.689
306.25	32.166
306.50	32.415
306.75	32.695
307.00	33.163
307.25	33.490
307.50	33.740
307.75	34.258
308.00	34.653
308.25	35.091
308.50	35.395
308.75	35.518
309.00	36.003
309.25	36.366
309.50	36.799
309.75	36.762
310.00	37.481
310.25	37.721
310.50	37.901
310.75	38.312
311.00	39.609
311.25	39.350
311.50	40.038
311.75	39.697
312.00	40.878
312.25	40.146
312.50	41.112
312.75	41.282
313.00	42.300
313.25	42.331
313.50	42.743
313.75	43.533
314.00	43.452
314.25	43.878
314.50	44.101
314.75	44.337
315.00	45.124
315.25	45.655
315.50	45.977
315.75	46.391
316.00	47.124
316.25	47.358
316.50	47.930
316.75	47.760
317.00	47.948
317.25	48.368
317.50	49.168
317.75	48.628
318.00	49.476
318.25	50.018
318.50	50.284
318.75	50.020
319.00	51.178
319.25	51.204
319.50	51.629
319.75	51.231
320.00	51.524
320.25	51.810
320.50	51.948
320.75	52.718
321.00	53.329
321.25	53.255
321.50	52.864
321.75	52.717
322.00	53.880
322.25	54.028
322.50	53.911
322.75	53.661
323.00	54.327
323.25	54.543
323.50	53.842
323.75	54.361
324.00	55.110
324.25	54.807
324.50	54.701
324.75	54.278
325.00	54.765
325.25	54.254
325.50	54.676
325.75	54.258
326.00	54.668
326.25	55.071
326.50	55.140
326.75	54.509
327.00	55.076
327.25	54.517
327.50	54.487
327.75	54.026
328.00	54.388
328.25	53.966
328.50	54.273
328.75	54.002
329.00	53.489
329.25	53.336
329.50	52.957
329.75	52.551
330.00	52.586
330.25	52.398
330.50	51.672
330.75	51.680
331.00	51.408
331.25	50.634
331.50	50.658
331.75	50.210
332.00	49.971
332.25	49.411
332.50	48.963
332.75	48.807
333.00	48.489
333.25	48.482
333.50	47.360
333.75	46.648
334.00	46.217
334.25	46.085
334.50	45.776
334.75	45.473
335.00	44.930
335.25	45.239
335.50	44.616
335.75	43.890
336.00	43.352
336.25	43.304
336.50	42.650
336.75	41.973
337.00	41.903
337.25	40.737
337.50	40.449
337.75	40.069
338.00	39.515
338.25	39.037
338.50	38.199
338.75	37.930
339.00	37.200
339.25	36.694
339.50	36.061
339.75	35.636
340.00	34.980
340.25	34.806
340.50	34.089
340.75	33.012
341.00	33.255
341.25	32.366
341.50	31.348
341.75	30.906
342.00	30.682
342.25	30.296
342.50	29.740
342.75	29.054
343.00	28.804
343.25	27.955
343.50	27.773
343.75	26.811
344.00	26.838
344.25	26.616
344.50	25.812
344.75	24.865
345.00	24.608
345.25	24.226
345.50	23.949
345.75	23.263
346.00	22.904
346.25	22.604
346.50	21.915
346.75	21.870
347.00	21.325
347.25	21.084
347.50	20.798
347.75	20.323
348.00	19.800
348.25	19.501
348.50	19.297
348.75	18.756
349.00	18.147
349.25	17.786
349.50	17.635
349.75	17.151
350.00	16.887
350.25	16.478
350.50	16.208
350.75	15.557
351.00	15.880
351.25	15.374
351.50	14.982
351.75	14.921
352.00	14.618
352.25	14.467
352.50	14.325
352.75	13.814
353.00	14.043
353.25	13.575
353.50	13.414
353.75	13.188
354.00	13.019
354.25	13.220
354.50	12.534
354.75	12.356
355.00	12.278
355.25	12.432
355.50	11.726
355.75	11.930
356.00	11.818
356.25	11.671
356.50	11.364
356.75	11.449
357.00	10.914
357.25	11.111
357.50	11.220
357.75	10.865
358.00	11.088
358.25	11.110
358.50	11.209
358.75	10.703
359.00	10.825
359.25	10.973
359.50	10.946
359.75	10.517
360.00	10.786
360.25	10.695
360.50	10.831
360.75	10.750
361.00	10.834
361.25	10.842
361.50	10.972
361.75	10.735
362.00	11.075
362.25	11.104
362.50	11.130
362.75	10.993
363.00	11.185
363.25	11.236
363.50	11.169
363.75	11.462
364.00	11.174
364.25	11.301
364.50	11.589
364.75	11.538
365.00	11.869
