Wavelength (nm)	A21 abs e
220.00	3431.2
221.00	3067.2
222.00	2799.1
223.00	2622.3
224.00	2524.0
225.00	2490.2
226.00	2515.1
227.00	2583.2
228.00	2684.4
229.00	2809.3
230.00	2944.7
231.00	3092.9
232.00	3247.4
233.00	3406.8
234.00	3572.9
235.00	3755.9
236.00	3946.6
237.00	4149.0
238.00	4360.6
239.00	4569.8
240.00	4789.2
241.00	5021.3
242.00	5252.5
243.00	5494.3
244.00	5742.8
245.00	5988.5
246.00	6234.0
247.00	6477.7
248.00	6714.5
249.00	6932.6
250.00	7149.6
251.00	7346.0
252.00	7528.7
253.00	7689.2
254.00	7828.0
255.00	7944.1
256.00	8033.4
257.00	8099.2
258.00	8140.0
259.00	8131.9
260.00	8101.4
261.00	8052.0
262.00	7954.9
263.00	7848.3
264.00	7710.9
265.00	7536.9
266.00	7346.7
267.00	7139.8
268.00	6915.9
269.00	6672.1
270.00	6412.3
271.00	6166.4
272.00	5886.9
273.00	5613.3
274.00	5336.4
275.00	5059.2
276.00	4785.7
277.00	4516.5
278.00	4259.7
279.00	4014.8
280.00	3783.0
281.00	3566.7
282.00	3359.1
283.00	3166.0
284.00	2979.6
285.00	2800.5
286.00	2634.1
287.00	2480.1
288.00	2336.5
289.00	2198.0
290.00	2065.2
291.00	1936.9
292.00	1815.5
293.00	1703.2
294.00	1596.4
295.00	1492.9
296.00	1389.8
297.00	1292.3
298.00	1201.4
299.00	1121.5
300.00	1045.3
301.00	973.23
302.00	900.67
303.00	832.52
304.00	769.69
305.00	713.20
306.00	663.27
307.00	616.92
308.00	570.26
309.00	524.33
310.00	481.15
311.00	444.37
312.00	416.10
313.00	390.30
314.00	367.93
315.00	345.91
316.00	327.40
317.00	310.53
318.00	298.04
319.00	284.19
320.00	272.78
321.00	264.92
322.00	256.07
323.00	249.98
324.00	245.74
325.00	240.50
326.00	237.37
327.00	234.11
328.00	228.66
329.00	224.18
330.00	221.98
331.00	218.63
332.00	216.62
333.00	212.56
334.00	208.35
335.00	205.37
336.00	202.62
337.00	198.64
338.00	197.28
339.00	193.93
340.00	190.55
341.00	187.33
342.00	184.60
343.00	181.55
344.00	176.47
345.00	174.45
346.00	169.47
347.00	167.92
348.00	162.74
349.00	158.30
350.00	155.35
351.00	151.34
352.00	148.06
353.00	143.04
354.00	139.80
355.00	136.73
356.00	131.36
357.00	127.83
358.00	123.73
359.00	118.25
360.00	115.64
361.00	112.09
362.00	110.06
363.00	104.20
364.00	99.799
365.00	95.929
366.00	92.288
367.00	89.735
368.00	87.366
369.00	82.924
370.00	80.261
371.00	77.246
372.00	73.245
373.00	68.454
374.00	65.071
375.00	63.746
376.00	59.712
377.00	57.663
378.00	56.791
379.00	53.175
380.00	49.865
381.00	47.476
382.00	45.660
383.00	44.911
384.00	39.683
385.00	39.417
386.00	37.908
387.00	34.230
388.00	29.632
389.00	31.203
390.00	29.084
391.00	27.460
392.00	28.667
393.00	23.811
394.00	22.252
395.00	21.892
396.00	23.238
397.00	18.529
398.00	18.681
399.00	17.200
400.00	17.122
