Wavelength (nm)	I09 abs e
200.00	25375
201.00	27749
202.00	27946
203.00	27360
204.00	26553
205.00	25685
206.00	24855
207.00	23996
208.00	23080
209.00	22129
210.00	21130
211.00	20098
212.00	19036
213.00	17953
214.00	17001
215.00	16167
216.00	15491
217.00	14988
218.00	14614
219.00	14366
220.00	14227
221.00	14160
222.00	14165
223.00	14224
224.00	14318
225.00	14429
226.00	14565
227.00	14696
228.00	14817
229.00	14927
230.00	15027
231.00	15106
232.00	15158
233.00	15188
234.00	15196
235.00	15185
236.00	15138
237.00	15074
238.00	14980
239.00	14865
240.00	14733
241.00	14581
242.00	14422
243.00	14251
244.00	14090
245.00	13937
246.00	13802
247.00	13696
248.00	13620
249.00	13571
250.00	13553
251.00	13580
252.00	13643
253.00	13736
254.00	13865
255.00	14014
256.00	14187
257.00	14371
258.00	14600
259.00	14852
260.00	15116
261.00	15383
262.00	15672
263.00	15972
264.00	16287
265.00	16646
266.00	17006
267.00	17357
268.00	17740
269.00	18116
270.00	18507
271.00	18914
272.00	19328
273.00	19755
274.00	20202
275.00	20612
276.00	21045
277.00	21461
278.00	21861
279.00	22232
280.00	22528
281.00	22798
282.00	23051
283.00	23212
284.00	23318
285.00	23322
286.00	23299
287.00	23183
288.00	22954
289.00	22697
290.00	22346
291.00	21970
292.00	21517
293.00	21024
294.00	20510
295.00	19967
296.00	19389
297.00	18836
298.00	18280
299.00	17722
300.00	17178
301.00	16665
302.00	16175
303.00	15683
304.00	15228
305.00	14781
306.00	14364
307.00	13929
308.00	13528
309.00	13134
310.00	12743
311.00	12375
312.00	12016
313.00	11671
314.00	11337
315.00	11012
316.00	10714
317.00	10424
318.00	10147
319.00	9894.0
320.00	9661.2
321.00	9446.3
322.00	9254.1
323.00	9083.2
324.00	8930.1
325.00	8799.2
326.00	8678.3
327.00	8593.2
328.00	8515.7
329.00	8455.0
330.00	8402.0
331.00	8364.4
332.00	8343.2
333.00	8325.3
334.00	8335.2
335.00	8353.1
336.00	8365.8
337.00	8390.1
338.00	8430.3
339.00	8478.6
340.00	8523.7
341.00	8575.0
342.00	8634.8
343.00	8698.4
344.00	8765.1
345.00	8840.4
346.00	8913.0
347.00	8991.5
348.00	9061.2
349.00	9144.2
350.00	9243.0
351.00	9313.7
352.00	9415.3
353.00	9494.7
354.00	9603.8
355.00	9700.8
356.00	9799.5
357.00	9893.3
358.00	9977.7
359.00	10069
360.00	10174
361.00	10299
362.00	10421
363.00	10501
364.00	10584
365.00	10680
366.00	10794
367.00	10887
368.00	10994
369.00	11091
370.00	11203
371.00	11274
372.00	11353
373.00	11441
374.00	11533
375.00	11638
376.00	11712
377.00	11803
378.00	11892
379.00	11957
380.00	12016
381.00	12088
382.00	12166
383.00	12236
384.00	12289
385.00	12340
