Wavelength (nm)	B09 abs e
220.00	21013
220.25	20766
220.50	21006
220.75	21066
221.00	21331
221.25	21475
221.50	21440
221.75	21397
222.00	21683
222.25	21574
222.50	21766
222.75	21666
223.00	21796
223.25	21667
223.50	21503
223.75	21367
224.00	21270
224.25	20984
224.50	20600
224.75	20517
225.00	20055
225.25	19641
225.50	19340
225.75	18973
226.00	18602
226.25	18160
226.50	17740
226.75	17618
227.00	17249
227.25	16990
227.50	16598
227.75	16418
228.00	16163
228.25	15970
228.50	15727
228.75	15542
229.00	15331
229.25	15169
229.50	15035
229.75	14853
230.00	14588
230.25	14482
230.50	14263
230.75	14044
231.00	13773
231.25	13508
231.50	13130
231.75	12768
232.00	12313
232.25	11894
232.50	11267
232.75	10740
233.00	10093
233.25	9501.7
233.50	8849.9
233.75	8308.3
234.00	7686.4
234.25	7114.2
234.50	6670.3
234.75	6113.3
235.00	5547.9
235.25	5177.0
235.50	4843.0
235.75	4558.5
236.00	4409.7
236.25	4266.1
236.50	4118.7
236.75	3971.7
237.00	3857.1
237.25	3815.9
237.50	3779.9
237.75	3746.0
238.00	3731.9
238.25	3592.7
238.50	3575.5
238.75	3490.4
239.00	3486.0
239.25	3372.7
239.50	3294.7
239.75	3291.3
240.00	3245.3
240.25	3160.5
240.50	3177.5
240.75	3059.5
241.00	3004.2
241.25	2970.0
241.50	2936.1
241.75	2954.3
242.00	2955.1
242.25	2925.9
242.50	2923.5
242.75	2954.3
243.00	2929.3
243.25	2968.4
243.50	3012.5
243.75	3037.8
244.00	3009.1
244.25	3030.5
244.50	3133.9
244.75	3173.6
245.00	3187.7
245.25	3250.8
245.50	3294.4
245.75	3262.8
246.00	3320.5
246.25	3379.2
246.50	3454.4
246.75	3419.4
247.00	3524.6
247.25	3564.0
247.50	3587.8
247.75	3707.1
248.00	3706.8
248.25	3740.2
248.50	3853.7
248.75	3853.2
249.00	3951.9
249.25	3967.0
249.50	4005.1
249.75	4042.5
250.00	4120.8
250.25	4198.0
250.50	4206.6
250.75	4232.2
251.00	4351.5
251.25	4429.0
251.50	4447.0
251.75	4540.2
252.00	4504.4
252.25	4670.4
252.50	4716.4
252.75	4826.8
253.00	4857.6
253.25	4892.3
253.50	4980.2
253.75	5041.3
254.00	5120.9
254.25	5198.7
254.50	5260.3
254.75	5281.2
255.00	5345.9
255.25	5394.5
255.50	5419.0
255.75	5467.8
256.00	5561.0
256.25	5614.2
256.50	5700.6
256.75	5774.5
257.00	5859.3
257.25	5938.7
257.50	5944.9
257.75	6075.7
258.00	6127.4
258.25	6205.4
258.50	6327.3
258.75	6374.3
259.00	6421.0
259.25	6521.5
259.50	6654.3
259.75	6735.8
260.00	6781.4
260.25	6963.1
260.50	7049.2
260.75	7071.9
261.00	7126.0
261.25	7232.2
261.50	7349.1
261.75	7483.0
262.00	7589.0
262.25	7672.0
262.50	7705.4
262.75	7811.6
263.00	7953.9
263.25	8054.9
263.50	8199.0
263.75	8305.5
264.00	8316.7
264.25	8488.4
264.50	8580.6
264.75	8730.6
265.00	8826.4
265.25	8950.4
265.50	9024.0
265.75	9130.0
266.00	9266.0
266.25	9353.4
266.50	9527.0
266.75	9633.5
267.00	9755.3
267.25	9840.7
267.50	10012
267.75	10059
268.00	10244
268.25	10384
268.50	10541
268.75	10666
269.00	10768
269.25	10916
269.50	11097
269.75	11131
270.00	11325
270.25	11430
270.50	11584
270.75	11718
271.00	11924
271.25	12040
271.50	12172
271.75	12344
272.00	12487
272.25	12697
272.50	12867
272.75	12904
273.00	13154
273.25	13334
273.50	13421
273.75	13606
274.00	13850
274.25	13954
274.50	14151
274.75	14363
275.00	14547
275.25	14793
275.50	15003
275.75	15199
276.00	15381
276.25	15590
276.50	15711
276.75	15883
277.00	16005
277.25	16270
277.50	16426
277.75	16533
278.00	16759
278.25	16868
278.50	17130
278.75	17316
279.00	17522
279.25	17654
279.50	17850
279.75	18080
280.00	18293
280.25	18502
280.50	18642
280.75	18910
281.00	19113
281.25	19212
281.50	19484
281.75	19574
282.00	19744
282.25	19990
282.50	20176
282.75	20399
283.00	20522
283.25	20733
283.50	20899
283.75	21141
284.00	21288
284.25	21542
284.50	21770
284.75	22035
285.00	22235
285.25	22514
285.50	22633
285.75	22953
286.00	23131
286.25	23374
286.50	23679
286.75	23919
287.00	24164
287.25	24477
287.50	24689
287.75	24847
288.00	25064
288.25	25384
288.50	25627
288.75	25781
289.00	25984
289.25	26218
289.50	26286
289.75	26475
290.00	26644
290.25	26847
290.50	27037
290.75	27230
291.00	27387
291.25	27632
291.50	27677
291.75	27913
292.00	28042
292.25	28292
292.50	28460
292.75	28826
293.00	28887
293.25	29189
293.50	29364
293.75	29500
294.00	29735
294.25	29974
294.50	30007
294.75	30244
295.00	30327
295.25	30378
295.50	30494
295.75	30655
296.00	30758
296.25	30950
296.50	31111
296.75	31122
297.00	31372
297.25	31472
297.50	31641
297.75	31738
298.00	32033
298.25	32120
298.50	32338
298.75	32560
299.00	32754
299.25	33056
299.50	33172
299.75	33393
300.00	33763
300.25	33909
300.50	34255
