Wavelength (nm)	E20 abs e
220.00	21010
220.25	20854
220.50	20463
220.75	19906
221.00	19572
221.25	18774
221.50	18885
221.75	17985
222.00	17940
222.25	17530
222.50	17264
222.75	17482
223.00	16692
223.25	16676
223.50	16418
223.75	16444
224.00	16004
224.25	15835
224.50	15888
224.75	15812
225.00	15514
225.25	15348
225.50	15344
225.75	15549
226.00	15306
226.25	15554
226.50	15419
226.75	15279
227.00	15461
227.25	15745
227.50	15350
227.75	15447
228.00	15813
228.25	15988
228.50	15991
228.75	16152
229.00	16335
229.25	16344
229.50	16277
229.75	16622
230.00	17037
230.25	17337
230.50	17797
230.75	17587
231.00	17613
231.25	17918
231.50	18235
231.75	18804
232.00	19054
232.25	19198
232.50	19484
232.75	19715
233.00	19898
233.25	20102
233.50	20433
233.75	20956
234.00	21082
234.25	21417
234.50	21733
234.75	21869
235.00	22191
235.25	22533
235.50	23242
235.75	23090
236.00	22903
236.25	23481
236.50	23796
236.75	24288
237.00	23824
237.25	24378
237.50	24781
237.75	24716
238.00	25170
238.25	25146
238.50	25309
238.75	25097
239.00	25569
239.25	25812
239.50	25753
239.75	25814
240.00	26355
240.25	26449
240.50	26508
240.75	26634
241.00	26861
241.25	26827
241.50	26914
241.75	27038
242.00	27016
242.25	26910
242.50	27502
242.75	27359
243.00	27565
243.25	27369
243.50	26959
243.75	26877
244.00	27389
244.25	26992
244.50	26791
244.75	26963
245.00	26497
245.25	27009
245.50	26566
245.75	26367
246.00	26478
246.25	25723
246.50	25712
246.75	25649
247.00	25630
247.25	25598
247.50	25311
247.75	25062
248.00	25359
248.25	25125
248.50	24528
248.75	24317
249.00	24343
249.25	24411
249.50	23906
249.75	24183
250.00	24328
250.25	23545
250.50	23719
250.75	23772
251.00	23589
251.25	23580
251.50	23476
251.75	23531
252.00	23198
252.25	23355
252.50	23488
252.75	23215
253.00	23592
253.25	23294
253.50	23221
253.75	23265
254.00	22851
254.25	22952
254.50	22769
254.75	22900
255.00	22781
255.25	22237
255.50	22009
255.75	21607
256.00	21113
256.25	20448
256.50	19664
256.75	19257
257.00	19393
257.25	18563
257.50	17917
257.75	17294
258.00	16661
258.25	15852
258.50	15747
258.75	14989
259.00	14482
259.25	14031
259.50	13604
259.75	13432
260.00	13108
260.25	12624
260.50	12519
260.75	12419
261.00	11982
261.25	11885
261.50	11982
261.75	12358
262.00	12259
262.25	12376
262.50	12269
262.75	12793
263.00	12602
263.25	12752
263.50	13103
263.75	13385
264.00	13604
264.25	14252
264.50	14325
264.75	14901
265.00	15439
265.25	15627
265.50	16262
265.75	16338
266.00	17195
266.25	17331
266.50	18169
266.75	18987
267.00	19112
267.25	20021
267.50	20819
267.75	21135
268.00	21658
268.25	22476
268.50	23115
268.75	24103
269.00	24915
269.25	25520
269.50	26711
269.75	27221
270.00	27971
270.25	28912
270.50	29811
270.75	30698
271.00	31851
271.25	32757
271.50	33597
271.75	35126
272.00	36070
272.25	36969
272.50	38025
272.75	39184
273.00	40336
273.25	41202
273.50	42772
273.75	43838
274.00	45594
274.25	46448
274.50	48071
274.75	49712
275.00	51473
275.25	52985
275.50	54850
275.75	55758
276.00	56674
276.25	58688
276.50	59753
276.75	60666
277.00	62400
277.25	63962
277.50	64656
277.75	65773
278.00	66255
278.25	68420
278.50	68363
278.75	68989
279.00	71429
279.25	72007
279.50	72172
279.75	73324
280.00	74131
280.25	75274
280.50	75464
280.75	75987
281.00	77432
281.25	78015
281.50	78468
281.75	79770
282.00	80308
282.25	80531
282.50	80964
282.75	80997
283.00	83042
283.25	83838
283.50	82834
283.75	84057
284.00	84126
284.25	84340
284.50	85678
284.75	85388
285.00	84981
285.25	84697
285.50	85864
285.75	85828
286.00	87001
286.25	85631
286.50	86177
286.75	85558
287.00	85853
287.25	84474
287.50	84132
287.75	83382
288.00	81671
288.25	82443
288.50	81216
288.75	79868
289.00	79828
289.25	78447
289.50	77611
289.75	76065
290.00	74847
290.25	73633
290.50	72290
290.75	71134
291.00	69599
291.25	68323
291.50	66279
291.75	65133
292.00	63961
292.25	61856
292.50	60999
292.75	59371
293.00	58295
293.25	56285
293.50	55161
293.75	53182
294.00	52106
294.25	50428
294.50	49571
294.75	48655
295.00	47682
295.25	47180
295.50	45548
295.75	44473
296.00	43012
296.25	41997
296.50	40135
296.75	39184
297.00	38198
297.25	36750
297.50	35975
297.75	35050
298.00	33827
298.25	32945
298.50	31696
298.75	30906
299.00	30146
299.25	29068
299.50	28507
299.75	27737
300.00	26993
300.25	26609
300.50	25821
300.75	24959
301.00	24594
301.25	24261
301.50	22841
301.75	22876
302.00	22362
302.25	21377
302.50	20848
302.75	21091
303.00	20547
303.25	19777
303.50	19526
303.75	18791
304.00	18795
304.25	18370
304.50	18303
304.75	17682
305.00	17352
305.25	17207
305.50	16807
305.75	16763
306.00	15912
306.25	15863
306.50	15732
306.75	15606
307.00	15700
307.25	15076
307.50	14940
307.75	14494
308.00	14574
308.25	14261
308.50	14308
308.75	13808
309.00	13870
309.25	13600
309.50	13364
309.75	13903
310.00	13851
310.25	13777
310.50	13837
310.75	13270
311.00	13246
311.25	13353
311.50	13698
311.75	13206
312.00	12950
312.25	13260
312.50	13033
312.75	12494
313.00	12305
313.25	12782
313.50	12152
313.75	12283
314.00	12043
314.25	12376
314.50	11952
314.75	11706
315.00	11812
315.25	11722
315.50	11593
315.75	12161
316.00	11701
316.25	11461
316.50	11667
316.75	11076
317.00	11923
317.25	11305
317.50	11132
317.75	11103
318.00	11922
318.25	11394
318.50	11219
318.75	10543
319.00	11405
319.25	11209
319.50	10508
319.75	10858
320.00	11097
320.25	11067
320.50	10859
320.75	10304
321.00	10954
321.25	10705
321.50	10842
321.75	10551
322.00	10629
322.25	10627
322.50	10671
322.75	10334
323.00	10199
323.25	10475
323.50	10378
323.75	10298
324.00	10332
324.25	10270
324.50	9736.9
324.75	10057
325.00	10123
325.25	9807.4
325.50	10236
325.75	10168
326.00	9588.2
326.25	9597.9
326.50	9384.4
326.75	9644.4
327.00	9515.7
327.25	9271.5
327.50	9454.9
327.75	9410.0
328.00	8944.1
328.25	9123.9
328.50	8913.5
328.75	9029.4
329.00	8715.8
329.25	8997.3
329.50	8959.5
329.75	9149.5
330.00	8696.4
330.25	8237.2
330.50	8609.1
330.75	8493.1
331.00	8580.5
331.25	8442.5
331.50	8363.9
331.75	8211.7
332.00	8420.6
332.25	7970.6
332.50	7985.4
332.75	7973.6
333.00	8124.3
333.25	7995.6
333.50	7530.8
333.75	7959.3
334.00	7728.5
334.25	7644.7
334.50	7757.1
334.75	7955.8
335.00	7601.8
335.25	7903.2
335.50	7643.2
335.75	7400.0
336.00	7533.3
336.25	7440.4
336.50	7571.1
336.75	7321.4
337.00	7331.1
337.25	7551.2
337.50	7316.3
337.75	7172.7
338.00	7146.2
338.25	7147.2
338.50	7138.5
338.75	7199.3
339.00	7466.9
339.25	7213.1
339.50	6792.2
339.75	6955.1
340.00	7180.9
340.25	6861.7
340.50	6887.7
340.75	6978.1
341.00	6837.7
341.25	6522.5
341.50	6610.4
341.75	7045.0
342.00	6839.2
342.25	6692.1
342.50	6818.8
342.75	6713.0
343.00	6753.9
343.25	6726.8
343.50	6497.0
343.75	6458.6
344.00	6694.1
344.25	6533.7
344.50	6522.0
344.75	6554.2
345.00	6828.5
345.25	6508.7
345.50	6306.9
345.75	6250.8
346.00	6530.2
346.25	6343.2
346.50	6359.0
346.75	6465.3
347.00	6459.7
347.25	6392.8
347.50	6307.5
347.75	6429.0
348.00	6455.1
348.25	6285.5
348.50	6292.1
348.75	6286.0
349.00	6244.6
349.25	6267.1
349.50	6352.4
349.75	6289.1
350.00	6085.3
350.25	6219.6
350.50	6233.9
350.75	6396.3
351.00	6109.8
351.25	6069.4
351.50	6519.9
351.75	6051.0
352.00	5980.0
352.25	5983.1
352.50	6212.4
352.75	6194.6
353.00	5874.3
353.25	5987.2
353.50	6236.5
353.75	5973.4
354.00	6082.2
354.25	5951.9
354.50	6080.2
354.75	5951.9
355.00	5969.3
355.25	6000.5
355.50	5568.3
355.75	5899.8
356.00	5695.0
356.25	5728.2
356.50	5559.7
356.75	5600.5
357.00	5645.0
357.25	5635.8
357.50	5530.5
357.75	5393.7
358.00	5519.3
358.25	5388.5
358.50	5262.9
358.75	5275.2
359.00	5037.6
359.25	5206.2
359.50	5225.6
359.75	5273.6
360.00	4956.4
360.25	4760.8
360.50	5075.4
360.75	4877.8
361.00	4823.6
361.25	4783.3
361.50	4673.4
361.75	4932.4
362.00	4821.1
362.25	4960.0
362.50	4678.6
362.75	4579.0
363.00	4612.2
363.25	4916.6
363.50	4671.4
363.75	4708.7
364.00	4880.3
364.25	4661.2
364.50	4585.6
364.75	4655.1
365.00	4599.4
365.25	4435.4
365.50	4608.1
365.75	4634.1
366.00	4686.7
366.25	4422.1
366.50	4659.7
366.75	4621.3
367.00	4482.9
367.25	4529.9
367.50	4624.4
367.75	4536.6
368.00	4449.7
368.25	4444.6
368.50	4374.1
368.75	4395.1
369.00	4445.1
369.25	4416.5
369.50	4391.0
369.75	4445.6
370.00	4354.2
370.25	4373.6
370.50	4359.3
370.75	4157.0
371.00	4146.8
371.25	4457.4
371.50	4343.5
371.75	4449.7
372.00	4190.2
372.25	4415.5
372.50	4449.7
372.75	4558.5
373.00	4347.6
373.25	4286.8
373.50	4521.7
373.75	4357.3
374.00	4309.3
374.25	4275.0
374.50	4255.6
374.75	4360.3
375.00	4177.0
375.25	4388.9
375.50	4206.6
375.75	4357.8
376.00	4587.1
376.25	4368.0
376.50	4246.9
376.75	4168.3
377.00	4232.6
377.25	4501.3
377.50	4304.1
377.75	4353.7
378.00	4439.0
378.25	4296.5
378.50	4348.1
378.75	4319.5
379.00	4463.0
379.25	4469.1
379.50	4591.2
379.75	4373.1
380.00	4451.8
380.25	4445.1
380.50	4356.8
380.75	4450.2
381.00	4562.1
381.25	4624.4
381.50	4577.4
381.75	4541.7
382.00	4605.5
382.25	4654.5
382.50	4624.4
382.75	4591.7
383.00	4779.2
383.25	4798.1
383.50	4713.3
383.75	4804.7
384.00	4910.5
384.25	4762.8
384.50	4876.7
384.75	4891.0
385.00	4849.7
385.25	5001.9
385.50	5080.0
385.75	5084.1
386.00	4984.5
