Wavelength (nm)	E20 abs e
386.25	5004.9
386.50	4980.9
386.75	5208.2
387.00	5135.7
387.25	5286.4
387.50	5247.6
387.75	5150.5
388.00	5128.0
388.25	5234.3
388.50	5219.0
388.75	5371.7
389.00	5433.5
389.25	5216.9
389.50	5336.4
389.75	5254.2
390.00	5547.4
390.25	5373.2
390.50	5330.8
390.75	5508.6
391.00	5402.3
391.25	5601.5
391.50	5407.4
391.75	5494.8
392.00	5622.0
392.25	5560.2
392.50	5696.6
392.75	5613.8
393.00	5676.1
393.25	5703.2
393.50	5692.5
393.75	5711.4
394.00	5791.6
394.25	5919.3
394.50	5812.5
394.75	5708.3
395.00	5798.7
395.25	5726.2
395.50	6045.9
395.75	5802.3
396.00	6003.5
396.25	5903.4
396.50	6070.4
396.75	5989.7
397.00	5968.8
397.25	6207.9
397.50	6129.2
397.75	6208.4
398.00	6103.6
398.25	6127.1
398.50	6194.6
398.75	6197.1
399.00	6343.2
399.25	6289.1
399.50	6403.5
399.75	6296.2
400.00	6304.9
400.25	6488.8
400.50	6353.4
400.75	6460.7
401.00	6385.6
401.25	6618.5
401.50	6657.9
401.75	6574.6
402.00	6829.0
402.25	6580.2
402.50	6734.5
402.75	6838.7
403.00	6883.1
403.25	6809.6
403.50	6897.9
403.75	7091.5
404.00	7041.5
404.25	7169.7
404.50	7089.0
404.75	7081.3
405.00	7215.1
405.25	7214.6
405.50	7446.0
405.75	7446.0
406.00	7437.3
406.25	7529.8
406.50	7655.9
406.75	7668.7
407.00	7915.9
407.25	7788.2
407.50	7893.4
407.75	7882.7
408.00	8025.7
408.25	7966.5
408.50	8180.0
408.75	8264.3
409.00	8168.3
409.25	8364.9
409.50	8350.6
409.75	8522.7
410.00	8631.0
410.25	8592.2
410.50	8670.9
410.75	8797.0
411.00	8980.9
411.25	8965.6
411.50	9052.4
411.75	9180.1
412.00	9153.6
412.25	9336.9
412.50	9352.3
412.75	9369.1
413.00	9547.9
413.25	9506.0
413.50	9771.6
413.75	9805.3
414.00	10011
414.25	9903.4
414.50	10054
414.75	9855.4
415.00	10018
415.25	10021
415.50	10209
415.75	10328
416.00	10290
416.25	10418
416.50	10354
416.75	10467
417.00	10676
417.25	10644
417.50	10737
417.75	10747
418.00	10807
418.25	11023
418.50	11072
418.75	11022
419.00	11206
419.25	11182
419.50	11274
419.75	11273
420.00	11196
420.25	11341
420.50	11431
420.75	11437
421.00	11494
421.25	11535
421.50	11560
421.75	11747
422.00	11688
422.25	11564
422.50	11747
422.75	11855
423.00	11845
423.25	11706
423.50	11880
423.75	12059
424.00	12088
424.25	11946
424.50	12066
424.75	12174
425.00	12107
425.25	12086
425.50	12042
425.75	12069
426.00	12137
426.25	12412
426.50	12335
426.75	12260
427.00	12155
427.25	12357
427.50	12222
427.75	12410
428.00	12393
428.25	12327
428.50	12465
428.75	12422
429.00	12469
429.25	12415
429.50	12346
429.75	12653
430.00	12562
430.25	12691
430.50	12479
430.75	12506
431.00	12617
431.25	12665
431.50	12604
431.75	12735
432.00	12871
432.25	12618
432.50	12770
432.75	12722
433.00	12631
433.25	12895
433.50	12734
433.75	12756
434.00	12853
434.25	12898
434.50	12846
434.75	12805
435.00	12893
435.25	13037
435.50	12994
435.75	13053
436.00	13015
436.25	13034
436.50	13067
436.75	13073
437.00	13148
437.25	13110
437.50	13198
437.75	13141
438.00	13293
438.25	13284
438.50	13265
438.75	13342
439.00	13346
439.25	13253
439.50	13364
439.75	13333
440.00	13290
440.25	13312
440.50	13500
440.75	13473
441.00	13394
441.25	13587
441.50	13679
441.75	13578
442.00	13590
442.25	13692
442.50	13592
442.75	13741
443.00	13689
443.25	13818
443.50	13896
443.75	13707
444.00	13914
444.25	14002
444.50	13979
444.75	14073
445.00	14046
445.25	14009
445.50	14011
445.75	14047
446.00	14034
446.25	14169
446.50	14203
446.75	14242
447.00	14208
447.25	14297
447.50	14320
447.75	14406
448.00	14473
448.25	14489
448.50	14433
448.75	14506
449.00	14362
449.25	14398
449.50	14501
449.75	14450
450.00	14449
450.25	14587
450.50	14533
450.75	14590
451.00	14494
451.25	14589
451.50	14488
451.75	14627
452.00	14793
452.25	14578
452.50	14727
452.75	14625
453.00	14567
453.25	14618
453.50	14606
453.75	14647
454.00	14523
454.25	14565
454.50	14610
454.75	14465
455.00	14541
455.25	14633
455.50	14486
455.75	14509
456.00	14446
456.25	14396
456.50	14397
456.75	14371
457.00	14282
457.25	14344
457.50	14352
457.75	14211
458.00	14180
458.25	14187
458.50	14159
458.75	14105
459.00	14048
459.25	13940
459.50	13895
459.75	13830
460.00	13854
460.25	13697
460.50	13763
460.75	13621
461.00	13692
461.25	13449
461.50	13479
461.75	13363
462.00	13302
462.25	13331
462.50	13252
462.75	13090
463.00	13011
463.25	12939
463.50	12807
463.75	12662
464.00	12730
464.25	12603
464.50	12517
464.75	12350
465.00	12255
465.25	12242
465.50	12223
465.75	12026
466.00	11935
466.25	11938
466.50	11853
466.75	11638
467.00	11569
467.25	11396
467.50	11303
467.75	11317
468.00	11252
468.25	11067
468.50	10970
468.75	10856
469.00	10797
469.25	10571
469.50	10428
469.75	10454
470.00	10276
470.25	10200
470.50	10040
470.75	9997.9
471.00	9837.0
471.25	9725.1
471.50	9564.2
471.75	9414.1
472.00	9467.7
472.25	9391.1
472.50	9182.7
472.75	9093.3
473.00	8963.0
473.25	8865.0
473.50	8649.4
473.75	8539.1
474.00	8526.3
474.25	8445.6
474.50	8305.7
474.75	8292.4
475.00	8153.9
475.25	7993.1
475.50	7750.9
475.75	7616.1
476.00	7529.3
476.25	7412.8
476.50	7351.0
476.75	7216.7
477.00	7280.0
477.25	7049.6
477.50	6963.3
477.75	6935.2
478.00	6850.4
478.25	6648.1
478.50	6597.1
478.75	6555.7
479.00	6488.3
479.25	6475.0
479.50	6225.7
479.75	6117.4
480.00	6074.0
480.25	5964.2
480.50	5933.6
480.75	5973.9
481.00	5764.5
481.25	5734.4
481.50	5696.6
481.75	5505.5
482.00	5507.1
482.25	5411.5
482.50	5367.6
482.75	5191.4
483.00	5160.2
483.25	5133.7
483.50	5015.2
483.75	4997.3
484.00	4890.0
484.25	4862.9
484.50	4813.9
484.75	4728.1
485.00	4650.5
485.25	4610.1
485.50	4538.6
485.75	4435.4
486.00	4308.7
486.25	4328.7
486.50	4244.9
486.75	4332.8
487.00	4208.6
487.25	4069.2
487.50	4074.3
487.75	3978.3
488.00	3948.6
488.25	3921.1
488.50	3822.0
488.75	3826.6
489.00	3672.3
489.25	3805.6
489.50	3626.8
489.75	3559.9
490.00	3553.8
490.25	3409.2
490.50	3479.2
490.75	3465.4
491.00	3464.9
491.25	3453.7
491.50	3221.3
491.75	3277.0
492.00	3233.0
492.25	3087.5
492.50	3152.8
492.75	3104.8
493.00	3062.4
493.25	3079.3
493.50	3130.9
493.75	3002.2
494.00	2923.5
494.25	2879.1
494.50	2905.1
494.75	2917.9
495.00	2786.1
495.25	2785.6
495.50	2843.3
495.75	2668.6
496.00	2799.9
496.25	2645.6
496.50	2554.2
496.75	2680.9
497.00	2610.9
497.25	2666.6
497.50	2531.7
497.75	2537.3
498.00	2544.5
498.25	2363.7
498.50	2495.4
498.75	2430.1
499.00	2459.7
499.25	2356.0
499.50	2298.8
499.75	2301.4
500.00	2340.2
500.25	2324.8
500.50	2323.8
500.75	2221.2
501.00	2336.6
501.25	2185.9
501.50	2124.1
501.75	2099.6
502.00	2096.0
502.25	2060.3
502.50	2048.5
502.75	2114.4
503.00	2143.0
503.25	2061.3
503.50	2055.7
503.75	1986.2
504.00	1864.1
504.25	1927.5
504.50	1825.3
504.75	1826.3
505.00	1842.2
505.25	1946.4
505.50	1787.5
505.75	1810.5
506.00	1758.4
506.25	1881.5
506.50	1860.5
506.75	1803.8
507.00	1748.7
507.25	1715.5
507.50	1859.5
507.75	1658.3
508.00	1778.3
508.25	1700.2
508.50	1654.7
508.75	1753.3
509.00	1624.0
509.25	1672.1
509.50	1600.0
509.75	1563.8
510.00	1569.9
510.25	1538.2
510.50	1506.1
510.75	1578.1
511.00	1563.8
511.25	1526.0
511.50	1532.6
511.75	1626.1
512.00	1451.9
512.25	1584.7
512.50	1511.2
512.75	1476.4
513.00	1462.6
513.25	1392.7
513.50	1465.2
513.75	1466.7
514.00	1331.9
514.25	1361.5
514.50	1361.5
514.75	1480.5
515.00	1441.2
515.25	1310.4
515.50	1377.3
515.75	1435.6
516.00	1383.0
516.25	1270.6
516.50	1316.6
516.75	1253.7
517.00	1228.7
517.25	1363.5
517.50	1377.8
517.75	1307.4
518.00	1352.3
518.25	1258.8
518.50	1330.3
518.75	1166.4
519.00	1336.0
519.25	1262.9
519.50	1236.4
519.75	1227.7
520.00	1146.0
520.25	1182.2
520.50	1227.2
520.75	1249.6
521.00	1244.0
521.25	1268.0
521.50	1158.7
521.75	1093.9
522.00	1150.0
522.25	1196.5
522.50	1113.8
522.75	1133.2
523.00	1105.6
523.25	1078.5
523.50	1112.7
523.75	1127.1
524.00	1058.6
524.25	971.77
524.50	1072.4
524.75	1112.7
525.00	1005.0
525.25	1146.5
525.50	1053.0
525.75	1111.7
526.00	964.62
526.25	937.55
526.50	859.91
526.75	1034.1
527.00	909.46
527.25	1086.7
527.50	931.42
527.75	1031.5
528.00	908.95
528.25	974.33
528.50	988.12
528.75	987.10
529.00	935.00
529.25	949.30
529.50	904.35
529.75	812.92
530.00	938.06
530.25	955.94
530.50	936.53
530.75	954.41
531.00	833.86
531.25	827.73
531.50	908.95
531.75	860.42
532.00	831.31
532.25	880.85
532.50	871.15
532.75	779.72
533.00	806.79
533.25	771.54
533.50	842.03
533.75	838.97
534.00	907.92
534.25	763.88
534.50	818.54
534.75	935.00
535.00	732.21
535.25	795.55
535.50	802.19
535.75	786.87
536.00	755.71
536.25	756.22
536.50	832.33
536.75	758.77
537.00	784.31
537.25	754.69
537.50	660.70
537.75	729.66
538.00	806.79
538.25	737.32
538.50	713.31
538.75	715.36
539.00	725.06
539.25	800.15
539.50	670.41
539.75	751.11
540.00	733.75
540.25	708.21
540.50	629.03
540.75	741.41
541.00	637.21
541.25	695.44
541.50	652.02
541.75	710.25
542.00	704.63
542.25	573.36
542.50	601.45
542.75	606.05
543.00	550.88
543.25	606.05
543.50	596.85
543.75	560.59
544.00	600.43
544.25	585.62
544.50	647.42
544.75	581.02
545.00	634.65
545.25	639.76
545.50	659.17
545.75	505.93
546.00	482.95
546.25	480.91
546.50	594.81
546.75	522.79
547.00	566.72
547.25	558.03
547.50	424.72
547.75	572.85
548.00	644.87
548.25	621.37
548.50	459.96
548.75	593.79
549.00	444.13
549.25	527.90
549.50	432.89
549.75	420.12
550.00	500.83
550.25	424.72
550.50	403.27
550.75	348.61
551.00	474.78
551.25	419.10
551.50	516.15
551.75	430.85
552.00	481.42
552.25	453.32
552.50	439.02
552.75	481.42
553.00	414.50
553.25	478.86
553.50	391.52
553.75	384.37
554.00	335.84
554.25	428.30
554.50	476.82
554.75	466.60
555.00	417.06
555.25	336.86
555.50	318.48
555.75	401.22
556.00	340.95
556.25	365.47
556.50	354.74
556.75	360.36
557.00	405.31
557.25	347.08
557.50	453.83
557.75	231.64
558.00	326.65
558.25	300.60
558.50	481.42
558.75	293.45
559.00	334.82
559.25	355.25
559.50	231.13
559.75	380.28
560.00	354.74
560.25	347.59
560.50	299.07
560.75	278.63
561.00	331.25
561.25	220.92
561.50	321.03
561.75	337.37
562.00	325.12
562.25	313.37
562.50	275.06
562.75	247.48
563.00	310.81
563.25	186.69
563.50	236.75
563.75	294.98
564.00	308.77
564.25	252.58
564.50	218.87
564.75	241.35
565.00	199.46
565.25	300.09
565.50	270.46
565.75	226.53
566.00	300.60
566.25	275.06
566.50	263.31
566.75	257.18
567.00	164.22
567.25	261.27
567.50	234.20
567.75	322.56
568.00	183.12
568.25	148.89
568.50	245.94
568.75	140.21
569.00	238.79
569.25	171.88
569.50	202.02
569.75	179.54
570.00	196.40
570.25	172.90
570.50	222.45
570.75	159.11
571.00	76.873
571.25	286.81
571.50	174.43
571.75	188.74
572.00	191.29
572.25	202.02
572.50	128.46
572.75	115.69
573.00	166.26
573.25	199.46
573.50	135.61
573.75	169.33
574.00	140.72
574.25	183.12
574.50	147.36
574.75	155.02
575.00	146.85
575.25	143.28
575.50	112.63
575.75	232.15
576.00	237.77
576.25	115.69
576.50	241.86
576.75	195.38
577.00	239.81
577.25	249.01
577.50	142.77
577.75	144.30
578.00	154.00
578.25	103.43
578.50	140.72
578.75	154.00
579.00	130.00
579.25	116.20
579.50	97.816
579.75	125.40
580.00	11.493
580.25	161.66
580.50	219.89
580.75	109.56
581.00	113.65
581.25	61.039
581.50	145.83
581.75	68.190
582.00	135.10
582.25	141.23
582.50	114.67
582.75	102.41
583.00	103.43
583.25	121.82
583.50	76.363
583.75	184.65
584.00	89.132
584.25	143.28
584.50	4.3417
584.75	234.20
585.00	124.38
585.25	126.93
585.50	109.56
585.75	62.571
586.00	164.22
586.25	71.255
586.50	135.61
586.75	19.155
587.00	79.427
587.25	31.413
587.50	130.00
587.75	72.787
588.00	126.93
588.25	21.198
588.50	133.57
588.75	104.46
589.00	51.845
589.25	173.92
589.50	67.169
589.75	85.046
590.00	140.72
590.25	53.377
590.50	67.169
590.75	111.10
591.00	159.11
591.25	54.910
591.50	90.154
591.75	98.327
592.00	161.66
592.25	111.61
592.50	59.507
592.75	16.090
593.00	35.500
593.25	4.8525
593.50	132.55
593.75	104.46
594.00	98.327
594.25	75.852
594.50	113.65
594.75	33.457
595.00	169.84
595.25	70.233
595.50	71.766
595.75	75.341
596.00	99.859
596.25	31.413
596.50	15.502
596.75	45.205
597.00	87.089
597.25	57.464
597.50	81.471
597.75	63.082
598.00	52.356
598.25	116.71
598.50	84.025
598.75	80.449
599.00	19.155
599.25	143.79
599.50	92.708
599.75	41.118
600.00	117.23
