Wavelength (nm)	F13 abs e
206.00	944.71
207.00	934.33
208.00	948.19
209.00	961.07
210.00	977.87
211.00	991.87
212.00	998.23
213.00	996.91
214.00	995.96
215.00	981.20
216.00	960.87
217.00	934.06
218.00	904.32
219.00	869.37
220.00	819.54
221.00	757.12
222.00	687.20
223.00	617.93
224.00	544.96
225.00	460.88
226.00	358.35
227.00	254.66
228.00	165.70
229.00	103.60
230.00	64.479
231.00	41.740
232.00	28.975
233.00	22.096
234.00	18.085
235.00	15.908
236.00	14.869
237.00	14.723
238.00	14.825
239.00	15.264
240.00	15.902
241.00	16.921
242.00	18.042
243.00	19.134
244.00	20.796
245.00	22.722
246.00	24.702
247.00	27.112
248.00	29.770
249.00	32.624
250.00	35.888
251.00	39.563
252.00	43.646
253.00	47.945
254.00	52.527
255.00	57.493
256.00	62.629
257.00	68.109
258.00	74.468
259.00	81.031
260.00	87.486
261.00	93.803
262.00	99.489
263.00	104.99
264.00	110.46
265.00	116.50
266.00	122.38
267.00	127.13
268.00	130.00
269.00	129.63
270.00	126.47
271.00	121.84
272.00	118.48
273.00	117.51
274.00	115.33
275.00	109.82
276.00	100.45
277.00	87.516
278.00	72.415
279.00	56.093
280.00	40.285
281.00	27.058
282.00	17.846
283.00	11.818
284.00	8.1785
285.00	5.9476
286.00	4.8349
287.00	3.7515
288.00	3.1009
289.00	2.7934
290.00	2.8517
291.00	2.4136
292.00	2.2684
293.00	2.3847
294.00	2.2743
295.00	2.1843
296.00	1.8755
297.00	2.0161
298.00	2.1708
299.00	2.2146
300.00	1.7919
