Wavelength (nm)	H07 abs e
359.25	1030.2
359.50	928.05
359.75	998.34
360.00	988.17
360.25	1121.3
360.50	1185.2
360.75	954.87
361.00	1175.9
361.25	1028.9
361.50	1143.5
361.75	1232.3
362.00	1273.5
362.25	1215.2
362.50	1298.9
362.75	1365.5
363.00	1348.4
363.25	1289.2
363.50	1517.6
363.75	1302.6
364.00	1458.9
364.25	1407.1
364.50	1477.9
364.75	1393.2
365.00	1446.9
365.25	1615.7
365.50	1652.6
365.75	1593.9
366.00	1662.4
366.25	1543.5
366.50	1548.6
366.75	1736.3
367.00	1617.0
367.25	1696.6
367.50	1858.0
367.75	1751.6
368.00	1872.8
368.25	1888.9
368.50	1868.1
368.75	1943.0
369.00	1983.7
369.25	1983.7
369.50	2201.1
369.75	2083.1
370.00	2189.5
370.25	2251.0
370.50	2160.4
370.75	2211.7
371.00	2453.1
371.25	2274.1
371.50	2441.5
371.75	2374.0
372.00	2442.9
372.25	2543.7
372.50	2463.2
372.75	2544.6
373.00	2637.6
373.25	2823.0
373.50	2711.6
373.75	2908.1
374.00	2848.9
374.25	2848.0
374.50	2804.0
374.75	2738.8
375.00	2843.3
375.25	2985.3
375.50	3051.4
375.75	3097.2
376.00	3303.4
376.25	3399.6
376.50	3251.2
376.75	3434.8
377.00	3351.1
377.25	3506.4
377.50	3607.2
377.75	3622.0
378.00	3742.7
378.25	3558.7
378.50	3918.0
378.75	3873.6
379.00	3850.5
379.25	4024.8
379.50	4038.2
379.75	4112.2
380.00	4273.1
380.25	4264.8
380.50	4447.9
380.75	4490.0
381.00	4439.6
381.25	4480.7
381.50	4699.0
381.75	4646.7
382.00	4761.0
382.25	4883.0
382.50	4839.1
382.75	5050.0
383.00	5074.9
383.25	5261.7
383.50	5345.4
383.75	5285.3
384.00	5510.1
384.25	5710.7
384.50	5510.5
384.75	5812.9
385.00	5864.3
385.25	5759.8
385.50	6131.5
385.75	6074.2
386.00	6257.8
386.25	6251.8
386.50	6513.9
386.75	6566.2
387.00	6617.5
387.25	6708.6
387.50	6853.8
387.75	6990.2
388.00	7053.1
388.25	7096.6
388.50	7195.5
388.75	7366.6
389.00	7494.2
389.25	7537.7
389.50	7717.1
389.75	7787.9
390.00	7935.4
390.25	7981.2
390.50	7847.5
390.75	8236.4
391.00	8303.0
391.25	8527.3
391.50	8420.4
391.75	8704.4
392.00	8920.3
392.25	8986.0
392.50	8977.7
392.75	9225.0
393.00	9317.5
393.25	9546.4
393.50	9650.9
393.75	9730.9
394.00	9899.7
394.25	10046
394.50	10151
394.75	10242
395.00	10319
395.25	10486
395.50	10847
395.75	10996
396.00	11149
396.25	11200
396.50	11304
396.75	11512
397.00	11575
397.25	11790
397.50	11967
397.75	11992
398.00	12225
398.25	12406
398.50	12719
398.75	12838
399.00	12882
399.25	13001
399.50	13184
399.75	13385
400.00	13505
400.25	13682
400.50	13810
400.75	13998
401.00	14044
401.25	14155
401.50	14448
401.75	14619
402.00	14706
402.25	14936
402.50	15159
402.75	15309
403.00	15445
403.25	15773
403.50	15824
403.75	15733
404.00	16228
404.25	16445
404.50	16457
404.75	16738
405.00	16868
405.25	17069
405.50	17269
405.75	17420
406.00	17690
406.25	17990
406.50	18061
406.75	18275
407.00	18525
407.25	18605
407.50	19002
407.75	19158
408.00	19283
408.25	19439
408.50	19717
408.75	19973
409.00	20022
409.25	20312
409.50	20612
409.75	20787
410.00	21026
410.25	21249
410.50	21320
410.75	21588
411.00	21901
411.25	22072
411.50	22380
411.75	22590
412.00	22690
412.25	23076
412.50	23273
412.75	23535
413.00	23565
413.25	23907
413.50	24091
413.75	24383
414.00	24540
414.25	24842
414.50	24820
414.75	25056
415.00	25152
415.25	25576
415.50	25664
415.75	25938
416.00	26100
416.25	26487
416.50	26709
416.75	26908
417.00	27186
417.25	27375
417.50	27740
417.75	27928
418.00	28160
418.25	28356
418.50	28507
418.75	28904
419.00	29149
419.25	29398
419.50	29562
419.75	29926
420.00	30009
420.25	30380
420.50	30743
420.75	30859
421.00	31185
421.25	31257
421.50	31628
421.75	31949
422.00	32149
422.25	32321
422.50	32654
422.75	32865
423.00	33168
423.25	33538
423.50	33858
423.75	34043
424.00	34241
424.25	34612
424.50	34706
424.75	34938
425.00	35266
425.25	35440
425.50	35919
425.75	35832
426.00	36114
426.25	36636
426.50	36686
426.75	37044
427.00	37357
427.25	37628
427.50	37705
427.75	38016
428.00	38430
428.25	38601
428.50	38874
428.75	39194
429.00	39373
429.25	39709
429.50	39945
429.75	40211
430.00	40410
430.25	40864
430.50	41080
430.75	41304
431.00	41729
431.25	41820
431.50	42009
431.75	42432
432.00	42670
432.25	42891
432.50	43121
432.75	43452
433.00	43624
433.25	43978
433.50	44030
433.75	44371
434.00	44827
434.25	44845
434.50	45193
434.75	45537
435.00	45665
435.25	46002
435.50	46249
435.75	46410
436.00	46964
436.25	47133
436.50	47348
436.75	47447
437.00	47837
437.25	48088
437.50	48138
437.75	48288
438.00	48607
438.25	48695
438.50	48910
438.75	49044
439.00	49239
439.25	49412
439.50	49615
439.75	50001
440.00	49978
440.25	50168
440.50	50426
440.75	50462
441.00	50663
441.25	50631
441.50	50994
441.75	51140
442.00	51228
442.25	51165
442.50	51391
442.75	51486
443.00	51668
443.25	51841
443.50	51900
443.75	52032
444.00	52123
444.25	52208
444.50	52390
444.75	52398
445.00	52306
445.25	52545
445.50	52567
445.75	52555
446.00	52639
446.25	52754
446.50	53016
446.75	52977
447.00	53153
447.25	52939
447.50	53012
447.75	53122
448.00	53144
448.25	53071
448.50	53268
448.75	53346
449.00	53300
449.25	53294
449.50	53380
449.75	53519
450.00	53446
450.25	53519
450.50	53540
450.75	53352
451.00	53600
451.25	53447
451.50	53520
451.75	53600
452.00	53780
452.25	53737
452.50	53671
452.75	53732
453.00	53751
453.25	53636
453.50	53625
453.75	53712
454.00	53755
454.25	53786
454.50	53774
454.75	53684
455.00	53907
455.25	53918
455.50	53929
455.75	53753
456.00	53935
456.25	53825
456.50	53973
456.75	53859
457.00	53854
457.25	53895
457.50	53900
457.75	53882
458.00	53782
458.25	53772
458.50	53767
458.75	53852
459.00	53798
459.25	54001
459.50	53886
459.75	53999
460.00	53686
460.25	53791
460.50	53808
460.75	53722
461.00	53744
461.25	53629
461.50	53651
461.75	53700
462.00	53523
462.25	53506
462.50	53520
462.75	53196
463.00	53195
463.25	53130
463.50	53125
463.75	52976
464.00	52872
464.25	52678
464.50	52518
464.75	52626
465.00	52195
465.25	52045
465.50	52032
465.75	51843
466.00	51596
466.25	51491
466.50	51201
466.75	51178
467.00	50876
467.25	50519
467.50	50450
467.75	50193
468.00	49928
468.25	49833
468.50	49420
468.75	49220
469.00	48804
469.25	48567
469.50	48245
469.75	47992
470.00	47579
470.25	47244
470.50	46891
470.75	46609
471.00	46142
471.25	45910
471.50	45345
471.75	45015
472.00	44684
472.25	44145
472.50	43778
472.75	43382
473.00	43019
473.25	42470
473.50	42041
473.75	41747
474.00	41146
474.25	40678
474.50	40409
474.75	39859
475.00	39335
475.25	38651
475.50	38171
475.75	37326
476.00	36863
476.25	36372
476.50	35734
476.75	35143
477.00	34743
477.25	34264
477.50	33744
477.75	33278
478.00	32551
478.25	32174
478.50	31619
478.75	31208
479.00	30522
479.25	30118
479.50	29636
479.75	29045
480.00	28544
480.25	28039
480.50	27511
480.75	27068
481.00	26474
481.25	26069
481.50	25449
481.75	25031
482.00	24398
482.25	23907
482.50	23483
482.75	22926
483.00	22448
483.25	21998
483.50	21559
483.75	21020
484.00	20640
484.25	20055
484.50	19626
484.75	19213
485.00	18655
485.25	18245
485.50	17785
485.75	17367
486.00	16945
486.25	16453
486.50	15981
486.75	15581
487.00	15260
487.25	14783
487.50	14460
487.75	14019
488.00	13608
488.25	13301
488.50	12861
488.75	12534
489.00	12091
489.25	11781
489.50	11396
489.75	10991
490.00	10699
490.25	10388
490.50	10163
490.75	9665.3
491.00	9386.9
491.25	9160.3
491.50	8869.0
491.75	8604.0
492.00	8311.8
492.25	8045.9
492.50	7624.6
492.75	7461.4
493.00	7288.0
493.25	7081.8
493.50	6803.4
493.75	6490.4
494.00	6277.2
494.25	6241.1
494.50	6043.2
494.75	5880.0
495.00	5653.9
495.25	5503.1
495.50	5303.8
495.75	5130.9
496.00	4904.8
496.25	4774.8
496.50	4611.1
496.75	4500.6
497.00	4134.9
497.25	4060.4
497.50	3891.6
497.75	3676.1
498.00	3633.1
498.25	3456.5
498.50	3235.9
498.75	3173.5
499.00	2981.1
499.25	2946.9
499.50	2864.6
499.75	2723.1
500.00	2530.3
500.25	2416.5
500.50	2341.6
500.75	2266.7
501.00	2139.1
501.25	2178.4
501.50	1939.8
501.75	1938.4
502.00	1796.5
502.25	1703.0
502.50	1739.1
502.75	1687.8
503.00	1480.2
503.25	1519.0
503.50	1475.5
503.75	1325.7
504.00	1310.9
504.25	1225.8
504.50	1230.5
504.75	1077.9
505.00	1166.7
505.25	1008.5
505.50	1134.3
505.75	942.39
506.00	975.22
506.25	946.55
506.50	822.16
506.75	933.60
507.00	717.66
507.25	744.48
507.50	744.48
507.75	700.55
508.00	740.32
508.25	669.10
508.50	664.02
508.75	537.78
509.00	542.87
509.25	498.01
509.50	545.64
509.75	495.24
510.00	576.16
510.25	502.18
510.50	345.88
510.75	466.11
511.00	413.39
511.25	403.68
511.50	355.59
511.75	367.15
512.00	246.46
512.25	281.14
512.50	339.41
512.75	372.70
513.00	314.44
513.25	359.29
513.50	255.25
513.75	287.16
514.00	225.19
514.25	306.58
514.50	228.89
514.75	200.69
515.00	201.15
515.25	228.43
515.50	203.00
515.75	162.31
516.00	152.59
516.25	273.75
516.50	55.951
516.75	136.87
517.00	223.34
517.25	190.51
517.50	176.18
517.75	128.55
518.00	174.79
518.25	155.83
518.50	161.38
518.75	138.72
519.00	201.15
519.25	18.034
519.50	148.90
519.75	92.944
520.00	148.43
520.25	-33.293
520.50	13.872
520.75	64.275
521.00	30.057
521.25	53.639
521.50	3.2368
521.75	154.91
522.00	24.508
522.25	180.34
522.50	93.406
522.75	14.797
523.00	57.801
523.25	109.59
523.50	74.448
523.75	-7.8609
524.00	82.771
524.25	223.34
524.50	-2.3120
524.75	33.756
525.00	6.0113
525.25	189.12
525.50	109.13
525.75	89.707
526.00	69.361
526.25	-35.605
526.50	161.84
526.75	110.05
527.00	-33.756
527.25	-64.275
527.50	109.13
527.75	84.158
528.00	6.4737
528.25	95.256
528.50	65.200
528.75	139.18
529.00	59.188
529.25	32.369
529.50	-25.895
529.75	-1.3872
530.00	156.29
530.25	-95.256
530.50	43.466
530.75	75.373
531.00	-39.767
531.25	29.594
531.50	-35.605
531.75	68.899
532.00	75.373
532.25	203.92
532.50	44.854
532.75	28.669
533.00	-48.553
533.25	131.32
533.50	119.76
533.75	-123.46
534.00	67.974
534.25	-13.410
534.50	162.77
534.75	-68.436
535.00	20.808
535.25	58.263
535.50	-48.553
535.75	133.17
536.00	29.594
536.25	90.170
536.50	24.508
536.75	63.812
537.00	3.2368
537.25	-11.098
537.50	101.27
537.75	86.470
538.00	81.384
538.25	-27.744
538.50	22.658
538.75	20.346
539.00	16.184
539.25	89.245
539.50	41.154
539.75	41.154
540.00	110.98
540.25	-69.824
540.50	13.872
540.75	-11.098
541.00	74.448
541.25	-0.92481
541.50	92.482
541.75	-17.109
542.00	58.726
542.25	179.88
542.50	78.609
542.75	37.455
543.00	48.090
543.25	118.38
543.50	19.884
543.75	165.54
544.00	73.523
544.25	77.222
544.50	78.147
544.75	-27.744
545.00	-65.200
545.25	24.045
545.50	64.737
545.75	-6.9361
546.00	7.8609
546.25	111.90
546.50	28.669
546.75	183.11
547.00	-78.147
547.25	-61.038
547.50	52.252
547.75	72.598
548.00	171.55
548.25	-4.6241
548.50	6.0113
548.75	40.229
549.00	174.33
549.25	8.3233
549.50	62.425
549.75	13.410
550.00	-17.571
550.25	10.173
550.50	-104.50
550.75	131.79
551.00	74.910
551.25	132.71
551.50	11.560
551.75	-53.177
552.00	121.15
552.25	56.414
552.50	118.84
552.75	-8.3234
553.00	20.808
553.25	134.10
553.50	29.132
553.75	65.662
554.00	-22.196
554.25	36.993
554.50	116.06
554.75	6.0113
555.00	-46.241
555.25	78.147
555.50	54.564
555.75	63.350
556.00	79.072
556.25	59.188
556.50	10.173
556.75	189.59
557.00	100.80
557.25	-23.120
557.50	1.3872
557.75	79.534
558.00	135.02
558.25	64.275
558.50	29.132
558.75	91.557
559.00	176.18
559.25	-104.97
559.50	121.15
559.75	-5.0865
560.00	60.113
560.25	178.03
560.50	-22.658
560.75	164.15
561.00	105.43
561.25	154.91
561.50	126.70
561.75	150.28
562.00	-35.605
562.25	67.049
562.50	185.89
562.75	92.482
563.00	212.25
563.25	-6.0113
563.50	171.55
563.75	9.7106
564.00	56.876
564.25	277.44
564.50	96.643
564.75	80.459
565.00	31.906
565.25	105.89
565.50	40.229
565.75	243.69
566.00	173.40
566.25	117.45
566.50	122.08
566.75	108.20
567.00	135.95
567.25	81.384
567.50	103.58
567.75	141.96
568.00	59.188
568.25	145.66
568.50	64.737
568.75	226.12
569.00	135.49
569.25	126.24
569.50	169.70
569.75	3.2368
570.00	64.737
570.25	138.26
570.50	12.023
570.75	150.74
571.00	287.16
571.25	121.61
571.50	117.45
571.75	113.29
572.00	215.94
572.25	191.44
572.50	105.43
572.75	232.13
573.00	59.188
573.25	166.93
573.50	100.80
573.75	166.00
574.00	124.85
574.25	116.06
574.50	209.47
574.75	181.73
575.00	176.64
575.25	153.52
575.50	248.31
575.75	107.74
576.00	151.67
576.25	-12.947
576.50	251.55
576.75	107.74
577.00	155.83
577.25	157.22
577.50	202.53
577.75	177.56
578.00	171.55
578.25	153.06
578.50	138.72
578.75	159.07
579.00	153.06
579.25	219.18
579.50	187.28
579.75	237.22
580.00	137.34
580.25	130.86
580.50	112.83
580.75	93.406
581.00	4.1617
581.25	184.86
581.50	71.673
581.75	135.49
582.00	252.01
582.25	165.08
582.50	96.643
582.75	66.124
583.00	217.33
583.25	127.62
583.50	174.33
583.75	227.04
584.00	112.83
584.25	257.10
584.50	75.835
584.75	98.493
585.00	71.673
585.25	151.21
585.50	259.41
585.75	50.865
586.00	199.76
586.25	173.40
586.50	102.65
586.75	164.15
587.00	156.29
587.25	124.85
587.50	146.12
587.75	149.36
588.00	140.57
588.25	244.61
588.50	90.170
588.75	212.25
589.00	199.76
589.25	94.331
589.50	122.54
589.75	131.79
590.00	280.22
590.25	38.842
590.50	42.542
590.75	146.58
591.00	170.17
591.25	171.09
591.50	106.35
591.75	197.45
592.00	180.80
592.25	215.48
592.50	143.35
592.75	127.62
593.00	120.23
593.25	220.57
593.50	203.00
593.75	149.82
594.00	186.35
594.25	221.49
594.50	85.545
594.75	140.57
595.00	79.997
595.25	309.81
595.50	74.448
595.75	139.65
596.00	106.82
596.25	88.320
596.50	187.74
596.75	107.74
597.00	273.28
597.25	37.455
597.50	172.48
597.75	242.76
598.00	80.921
598.25	193.75
598.50	105.89
598.75	268.20
599.00	93.869
599.25	-5.5489
599.50	51.327
599.75	118.38
600.00	227.04
