Wavelength (nm)	H07 abs e
220.00	35691
220.25	35381
220.50	34997
220.75	34413
221.00	33869
221.25	33216
221.50	32634
221.75	32093
222.00	31399
222.25	30737
222.50	30214
222.75	29497
223.00	28677
223.25	28079
223.50	27545
223.75	26820
224.00	26237
224.25	25582
224.50	25044
224.75	24343
225.00	23788
225.25	23104
225.50	22584
225.75	22018
226.00	21494
226.25	20841
226.50	20516
226.75	20008
227.00	19667
227.25	19073
227.50	18714
227.75	18232
228.00	17846
228.25	17501
228.50	17293
228.75	16919
229.00	16474
229.25	16160
229.50	15959
229.75	15678
230.00	15328
230.25	15118
230.50	14876
230.75	14622
231.00	14370
231.25	14211
231.50	14064
231.75	13726
232.00	13550
232.25	13617
232.50	13383
232.75	13251
233.00	13099
233.25	12953
233.50	12845
233.75	12824
234.00	12743
234.25	12783
234.50	12630
234.75	12396
235.00	12278
235.25	12160
235.50	12098
235.75	11944
236.00	11945
236.25	11858
236.50	11709
236.75	11532
237.00	11554
237.25	11399
237.50	11328
237.75	11156
238.00	10948
238.25	10979
238.50	10964
238.75	10805
239.00	10699
239.25	10723
239.50	10637
239.75	10585
240.00	10630
240.25	10472
240.50	10394
240.75	10425
241.00	10308
241.25	10129
241.50	10152
241.75	10124
242.00	10108
242.25	9865.9
242.50	9782.7
242.75	9664.3
243.00	9630.6
243.25	9590.3
243.50	9500.6
243.75	9336.0
244.00	9206.1
244.25	9072.9
244.50	9050.7
244.75	8974.4
245.00	8792.2
245.25	8724.3
245.50	8599.9
245.75	8445.4
246.00	8434.3
246.25	8319.6
246.50	8285.4
246.75	8177.7
247.00	8146.7
247.25	8026.5
247.50	7990.9
247.75	7964.5
248.00	7918.3
248.25	7863.2
248.50	7903.9
248.75	7846.1
249.00	7753.7
249.25	7752.3
249.50	7795.3
249.75	7846.6
250.00	7846.1
250.25	7764.3
250.50	7733.8
250.75	7770.8
251.00	7726.8
251.25	7686.6
251.50	7762.9
251.75	7762.0
252.00	7635.7
252.25	7670.0
252.50	7587.2
252.75	7610.3
253.00	7647.3
253.25	7581.2
253.50	7510.0
253.75	7517.4
254.00	7411.5
254.25	7424.9
254.50	7342.6
254.75	7375.9
255.00	7390.7
255.25	7331.5
255.50	7184.9
255.75	7162.2
256.00	7141.4
256.25	7156.7
256.50	7066.1
256.75	7079.9
257.00	7052.6
257.25	6978.7
257.50	6932.4
257.75	6931.0
258.00	6932.0
258.25	6915.8
258.50	6929.6
258.75	6864.4
259.00	6851.5
259.25	6927.3
259.50	6936.6
259.75	6975.9
260.00	6838.6
260.25	6830.2
260.50	6950.5
260.75	6950.5
261.00	6968.5
261.25	6981.4
261.50	7060.0
261.75	7042.9
262.00	7037.8
262.25	7118.8
262.50	7131.3
262.75	7116.5
263.00	7211.3
263.25	7175.6
263.50	7277.8
263.75	7267.7
264.00	7287.1
264.25	7337.0
264.50	7448.5
264.75	7430.4
265.00	7433.7
265.25	7507.7
265.50	7444.3
265.75	7539.6
266.00	7535.9
266.25	7596.4
266.50	7668.1
266.75	7557.1
267.00	7737.0
267.25	7793.4
267.50	7725.9
267.75	7793.9
268.00	7756.0
268.25	7887.8
268.50	7876.2
268.75	7928.4
269.00	7992.3
269.25	8043.6
269.50	8070.9
269.75	8178.6
270.00	8182.3
270.25	8310.4
270.50	8288.7
270.75	8340.0
271.00	8354.8
271.25	8442.2
271.50	8498.6
271.75	8472.2
272.00	8430.2
272.25	8554.1
272.50	8601.7
272.75	8609.6
273.00	8650.7
273.25	8717.8
273.50	8678.9
273.75	8626.2
274.00	8658.1
274.25	8612.3
274.50	8685.9
274.75	8690.5
275.00	8529.6
275.25	8495.4
275.50	8567.5
275.75	8436.6
276.00	8367.3
276.25	8422.3
276.50	8333.5
276.75	8260.5
277.00	8265.1
277.25	8249.8
277.50	8209.6
277.75	8197.6
278.00	8171.2
278.25	8206.4
278.50	8159.2
278.75	8094.5
279.00	8091.2
279.25	8244.7
279.50	8236.9
279.75	8335.8
280.00	8360.3
280.25	8304.4
280.50	8392.2
280.75	8465.8
281.00	8420.9
281.25	8479.2
281.50	8506.5
281.75	8633.2
282.00	8637.8
282.25	8646.1
282.50	8780.2
282.75	8782.5
283.00	8837.5
283.25	8904.1
283.50	9000.8
283.75	8985.5
284.00	8993.8
284.25	9108.5
284.50	9118.2
284.75	9147.4
285.00	9173.7
285.25	9243.1
285.50	9300.4
285.75	9390.1
286.00	9403.1
286.25	9418.8
286.50	9589.4
286.75	9568.1
287.00	9581.6
287.25	9595.0
287.50	9657.4
287.75	9681.9
288.00	9597.3
288.25	9725.8
288.50	9767.4
288.75	9748.0
289.00	9805.8
289.25	9853.0
289.50	9793.8
289.75	9894.6
290.00	9896.5
290.25	9800.7
290.50	9945.0
290.75	9817.4
291.00	9762.4
291.25	9803.5
291.50	9899.2
291.75	9800.3
292.00	9754.0
292.25	9775.3
292.50	9756.3
292.75	9766.5
293.00	9707.3
293.25	9638.9
293.50	9576.5
293.75	9608.4
294.00	9590.8
294.25	9488.6
294.50	9451.2
294.75	9452.5
295.00	9326.3
295.25	9299.0
295.50	9185.3
295.75	9156.6
296.00	9154.3
296.25	9180.6
296.50	9112.2
296.75	8916.6
297.00	8898.1
297.25	8830.6
297.50	8784.8
297.75	8581.8
298.00	8587.4
298.25	8441.3
298.50	8431.5
298.75	8260.9
299.00	8210.5
299.25	8160.6
299.50	8014.0
299.75	8010.8
300.00	7890.5
300.25	7917.3
300.50	7727.3
300.75	7769.8
301.00	7566.8
301.25	7560.4
301.50	7520.6
301.75	7435.1
302.00	7361.5
302.25	7228.4
302.50	7255.2
302.75	7183.0
303.00	7095.6
303.25	7060.0
303.50	6949.1
303.75	6966.6
304.00	6819.6
304.25	6841.8
304.50	6686.9
304.75	6783.5
305.00	6638.8
305.25	6595.3
305.50	6530.1
305.75	6452.9
306.00	6427.5
306.25	6397.4
306.50	6375.2
306.75	6335.0
307.00	6261.5
307.25	6171.8
307.50	6124.6
307.75	6200.9
308.00	6081.1
308.25	6003.0
308.50	5956.3
308.75	5932.2
309.00	5931.8
309.25	5927.6
309.50	5955.4
309.75	5889.2
310.00	6014.1
310.25	6202.7
310.50	6080.7
310.75	6028.9
311.00	6380.8
311.25	5911.0
311.50	5701.5
311.75	5969.2
312.00	5688.1
312.25	5483.7
312.50	5964.6
312.75	5912.3
313.00	5832.4
313.25	5729.2
313.50	5939.6
313.75	5760.2
314.00	5407.4
314.25	5752.4
314.50	5655.7
314.75	5488.8
315.00	5508.2
315.25	5511.9
315.50	5470.3
315.75	5153.1
316.00	5253.0
316.25	5253.0
316.50	5010.7
316.75	5404.2
317.00	5242.3
317.25	5123.9
317.50	5101.3
317.75	4765.6
318.00	4720.7
318.25	4718.9
318.50	4621.8
318.75	4652.7
319.00	4747.1
319.25	4692.5
319.50	4613.9
319.75	4552.9
320.00	4830.3
320.25	4230.6
320.50	4411.8
320.75	4244.0
321.00	4364.7
321.25	4207.9
321.50	3935.6
321.75	4154.7
322.00	4198.2
322.25	3826.9
322.50	3571.6
322.75	3642.9
323.00	3744.6
323.25	3792.2
323.50	3758.0
323.75	3728.4
324.00	3733.5
324.25	3676.1
324.50	3642.9
324.75	3638.7
325.00	3748.7
325.25	3846.3
325.50	3532.3
325.75	3531.4
326.00	3455.6
326.25	3167.0
326.50	3459.7
326.75	3404.2
327.00	3435.2
327.25	3363.1
327.50	3390.8
327.75	3149.0
328.00	2956.2
328.25	2975.6
328.50	3071.8
328.75	2894.7
329.00	2834.6
329.25	2742.1
329.50	2698.2
329.75	2375.4
330.00	2316.7
330.25	2397.6
330.50	2765.2
330.75	2374.0
331.00	2159.4
331.25	2145.1
331.50	1703.0
331.75	1970.8
332.00	2082.7
332.25	1929.6
332.50	1828.8
332.75	1509.3
333.00	1647.1
333.25	1502.8
333.50	1323.9
333.75	1723.4
334.00	1396.9
334.25	1472.3
334.50	1199.5
334.75	1493.1
335.00	1178.2
335.25	1171.3
335.50	1202.3
335.75	1217.5
336.00	1115.3
336.25	1071.4
336.50	1224.0
336.75	1043.7
337.00	1183.3
337.25	1044.6
337.50	914.64
337.75	1022.8
338.00	924.35
338.25	1018.7
338.50	811.06
338.75	799.04
339.00	792.57
339.25	957.18
339.50	931.75
339.75	646.45
340.00	696.85
340.25	858.69
340.50	822.16
340.75	853.14
341.00	689.91
341.25	619.63
341.50	555.35
341.75	660.32
342.00	716.27
342.25	613.62
342.50	620.55
342.75	559.51
343.00	839.73
343.25	778.23
343.50	593.73
343.75	728.29
344.00	762.97
344.25	819.85
344.50	658.01
344.75	439.29
345.00	1015.9
345.25	580.32
345.50	419.40
345.75	739.39
346.00	651.53
346.25	662.17
346.50	825.40
346.75	630.72
347.00	663.09
347.25	564.14
347.50	626.10
347.75	545.18
348.00	711.18
348.25	953.49
348.50	609.45
348.75	936.38
349.00	608.99
349.25	678.81
349.50	1025.6
349.75	617.78
350.00	704.71
350.25	751.88
350.50	712.11
350.75	703.78
351.00	817.07
351.25	836.96
351.50	825.40
351.75	547.95
352.00	854.53
352.25	907.71
352.50	684.83
352.75	706.56
353.00	935.45
353.25	701.94
353.50	778.23
353.75	932.68
354.00	778.70
354.25	951.64
354.50	939.61
354.75	670.49
355.00	846.21
355.25	842.51
355.50	872.10
355.75	532.69
356.00	837.88
356.25	1032.6
356.50	919.27
356.75	897.53
357.00	974.76
357.25	1254.5
357.50	932.68
357.75	978.46
358.00	873.49
358.25	834.65
358.50	953.95
358.75	946.55
359.00	923.89
