Wavelength (nm)	G11 abs e
240.00	3547.0
241.00	3765.0
242.00	3584.4
243.00	3284.2
244.00	3060.1
245.00	2868.5
246.00	2665.9
247.00	2481.4
248.00	2297.7
249.00	2131.2
250.00	1978.6
251.00	1830.5
252.00	1697.8
253.00	1571.0
254.00	1444.8
255.00	1336.4
256.00	1220.9
257.00	1148.3
258.00	1052.0
259.00	974.46
260.00	908.00
261.00	828.80
262.00	742.78
263.00	679.17
264.00	597.44
265.00	525.89
266.00	460.57
267.00	413.49
268.00	348.06
269.00	287.44
270.00	250.36
271.00	220.57
272.00	202.74
273.00	175.00
274.00	156.36
275.00	140.37
276.00	119.51
277.00	105.08
278.00	111.39
279.00	106.54
280.00	104.50
281.00	100.31
282.00	95.349
283.00	96.381
284.00	89.674
285.00	93.958
286.00	102.84
287.00	107.71
288.00	112.04
289.00	114.59
290.00	120.13
291.00	129.13
292.00	144.31
293.00	163.67
294.00	173.43
295.00	175.98
296.00	181.68
297.00	201.53
298.00	217.81
299.00	241.93
300.00	259.44
301.00	270.79
302.00	286.58
303.00	311.77
304.00	338.91
305.00	378.37
306.00	408.49
307.00	440.29
308.00	468.35
309.00	492.26
310.00	541.21
311.00	586.15
312.00	630.30
313.00	673.97
314.00	732.08
315.00	766.04
316.00	822.50
317.00	896.04
318.00	973.58
319.00	1036.3
320.00	1128.0
321.00	1208.1
322.00	1281.9
323.00	1376.8
324.00	1472.8
325.00	1589.8
326.00	1693.0
327.00	1805.6
328.00	1933.8
329.00	2057.4
330.00	2198.1
331.00	2351.7
332.00	2514.3
333.00	2684.5
334.00	2865.5
335.00	3059.8
336.00	3266.6
337.00	3483.3
338.00	3702.1
339.00	3929.6
340.00	4172.6
341.00	4416.0
342.00	4667.6
343.00	4933.1
344.00	5208.8
345.00	5520.3
346.00	5820.7
347.00	6169.9
348.00	6523.1
349.00	6934.4
350.00	7339.4
351.00	7791.6
352.00	8265.3
353.00	8745.6
354.00	9248.6
355.00	9746.8
356.00	10241
357.00	10671
358.00	11103
359.00	11530
360.00	11965
361.00	12409
362.00	12883
363.00	13374
364.00	13942
365.00	14572
366.00	15292
367.00	16125
368.00	16983
369.00	17968
370.00	19025
371.00	20124
372.00	21259
373.00	22372
374.00	23351
375.00	24228
376.00	24979
377.00	25573
378.00	25981
379.00	26264
380.00	26434
381.00	26458
382.00	26616
383.00	26789
384.00	27069
385.00	27512
386.00	28151
387.00	28971
388.00	29971
389.00	31012
390.00	32250
391.00	33540
392.00	34907
393.00	36270
394.00	37607
395.00	39044
396.00	40256
397.00	41155
398.00	41960
399.00	42405
400.00	42642
401.00	42700
402.00	42621
403.00	42400
404.00	41839
405.00	41040
406.00	39939
407.00	38732
408.00	36906
409.00	34884
410.00	32507
411.00	29683
412.00	26729
413.00	23841
414.00	21060
415.00	18261
416.00	15745
417.00	13527
418.00	11613
419.00	9977.9
420.00	8581.6
421.00	7420.0
422.00	6506.3
423.00	5716.1
424.00	5060.2
425.00	4440.3
426.00	3897.2
427.00	3362.2
428.00	2938.3
429.00	2520.2
430.00	2160.9
431.00	1856.3
432.00	1582.0
433.00	1312.6
434.00	1098.4
435.00	914.48
436.00	760.70
437.00	628.84
438.00	526.42
439.00	438.21
440.00	359.48
441.00	294.39
442.00	242.98
443.00	220.35
444.00	186.53
445.00	159.95
446.00	138.82
447.00	102.01
448.00	96.112
449.00	104.86
450.00	88.306
451.00	79.648
452.00	64.284
453.00	49.144
454.00	55.424
455.00	49.593
456.00	64.979
457.00	54.303
458.00	49.436
459.00	49.413
460.00	29.630
461.00	51.948
462.00	57.039
463.00	78.213
464.00	55.559
465.00	41.899
466.00	32.995
467.00	43.043
468.00	47.888
469.00	50.355
470.00	54.236
471.00	37.324
472.00	26.109
473.00	46.744
474.00	38.041
475.00	48.583
476.00	62.826
477.00	55.379
478.00	29.406
479.00	24.157
480.00	49.436
481.00	44.053
482.00	47.193
483.00	65.832
484.00	40.464
485.00	57.987
486.00	44.838
487.00	61.772
488.00	56.277
489.00	47.260
490.00	25.301
491.00	25.997
492.00	34.161
493.00	62.019
494.00	42.595
495.00	60.247
496.00	65.002
497.00	52.082
498.00	63.095
499.00	33.152
500.00	33.712
