Wavelength (nm)	K06 abs e
743.00	54920
744.00	55047
745.00	55173
746.00	55246
747.00	55217
748.00	55182
749.00	55108
750.00	55040
751.00	54953
752.00	54891
753.00	54803
754.00	54761
755.00	54666
756.00	54663
757.00	54645
758.00	54677
759.00	54621
760.00	54892
761.00	55077
762.00	55255
763.00	55785
764.00	56108
765.00	56469
766.00	56902
767.00	57590
768.00	58545
769.00	59381
770.00	60166
771.00	61194
772.00	62229
773.00	63451
774.00	64844
775.00	66203
776.00	67593
777.00	69437
778.00	71165
779.00	73192
780.00	74924
781.00	77031
782.00	79415
783.00	81563
784.00	84170
785.00	86737
786.00	89480
787.00	92363
788.00	95391
789.00	98793
790.00	1.0199e+05
791.00	1.0539e+05
792.00	1.0931e+05
793.00	1.1309e+05
794.00	1.1740e+05
795.00	1.2134e+05
796.00	1.2527e+05
797.00	1.2993e+05
798.00	1.3469e+05
799.00	1.3944e+05
800.00	1.4431e+05
801.00	1.4919e+05
802.00	1.5368e+05
803.00	1.5863e+05
804.00	1.6372e+05
805.00	1.6946e+05
806.00	1.7461e+05
807.00	1.7840e+05
808.00	1.8329e+05
809.00	1.8777e+05
810.00	1.9263e+05
811.00	1.9706e+05
812.00	2.0019e+05
813.00	2.0372e+05
814.00	2.0648e+05
815.00	2.0908e+05
816.00	2.1090e+05
817.00	2.1239e+05
818.00	2.1300e+05
819.00	2.1278e+05
820.00	2.1255e+05
821.00	2.1112e+05
822.00	2.0923e+05
823.00	2.0623e+05
824.00	2.0413e+05
825.00	1.9906e+05
826.00	1.9510e+05
827.00	1.8963e+05
828.00	1.8448e+05
829.00	1.7839e+05
830.00	1.7199e+05
831.00	1.6520e+05
832.00	1.5813e+05
833.00	1.5057e+05
834.00	1.4332e+05
835.00	1.3600e+05
836.00	1.2830e+05
837.00	1.2040e+05
838.00	1.1293e+05
839.00	1.0574e+05
840.00	98615
841.00	91545
842.00	85174
843.00	78571
844.00	72233
845.00	66476
846.00	61041
847.00	55849
848.00	51232
849.00	46833
850.00	42698
851.00	38787
852.00	35230
853.00	32013
854.00	29283
855.00	26824
856.00	24395
857.00	22303
858.00	20221
859.00	18530
860.00	16994
861.00	15540
862.00	14322
863.00	13073
864.00	12105
865.00	11048
866.00	9996.9
867.00	9325.9
868.00	8633.7
869.00	7937.7
870.00	7253.2
871.00	6689.0
872.00	6420.4
873.00	5747.4
874.00	5259.1
875.00	4997.8
876.00	4510.7
877.00	4121.1
878.00	3816.0
879.00	3620.9
880.00	3223.0
881.00	3121.8
882.00	2698.0
883.00	2440.0
884.00	2490.6
885.00	2205.3
886.00	2083.4
887.00	1973.8
888.00	1765.1
889.00	1779.1
890.00	1566.8
891.00	1528.5
892.00	1399.0
893.00	1315.5
894.00	1249.2
895.00	1001.6
896.00	875.98
897.00	880.76
898.00	798.11
899.00	922.60
900.00	866.21
901.00	607.46
902.00	795.26
903.00	851.96
904.00	817.75
905.00	793.63
906.00	673.72
907.00	513.31
908.00	461.09
909.00	618.15
910.00	659.68
911.00	533.66
912.00	547.20
913.00	555.45
914.00	453.05
915.00	371.31
916.00	533.56
917.00	320.52
918.00	331.10
919.00	215.07
920.00	417.32
921.00	395.64
922.00	268.30
923.00	406.53
924.00	348.61
925.00	250.49
926.00	242.55
927.00	422.61
928.00	298.84
929.00	412.23
930.00	304.23
931.00	279.09
932.00	357.16
933.00	271.97
934.00	180.36
935.00	290.59
936.00	176.69
937.00	283.57
938.00	356.45
939.00	424.65
940.00	309.63
941.00	160.04
942.00	208.59
943.00	349.94
944.00	281.94
945.00	284.89
946.00	167.98
947.00	322.05
948.00	271.15
949.00	358.23
950.00	229.21
951.00	314.41
952.00	180.60
953.00	212.73
954.00	270.85
955.00	335.79
956.00	189.72
957.00	131.09
958.00	181.37
959.00	267.59
960.00	367.86
961.00	302.24
962.00	362.83
963.00	357.69
964.00	253.85
965.00	225.08
966.00	351.05
967.00	321.26
968.00	346.80
969.00	369.07
970.00	404.49
971.00	230.23
972.00	298.43
973.00	347.88
974.00	371.22
975.00	355.43
976.00	323.29
977.00	250.56
978.00	548.83
979.00	343.01
980.00	377.41
981.00	365.32
982.00	355.14
983.00	328.37
984.00	390.35
985.00	370.29
986.00	398.49
987.00	514.43
988.00	326.73
989.00	400.89
990.00	378.07
991.00	406.41
992.00	366.53
993.00	425.47
994.00	330.49
995.00	362.92
996.00	403.16
997.00	380.06
998.00	350.84
999.00	365.77
1000.0	331.51
