Wavelength (nm)	O13 abs e
200.00	31736
201.00	37700
202.00	40695
203.00	41700
204.00	41086
205.00	39410
206.00	37248
207.00	35154
208.00	33375
209.00	31995
210.00	31001
211.00	30253
212.00	29639
213.00	29011
214.00	28307
215.00	27551
216.00	26756
217.00	26016
218.00	25356
219.00	24833
220.00	24414
221.00	24118
222.00	23893
223.00	23720
224.00	23593
225.00	23501
226.00	23394
227.00	23168
228.00	22708
229.00	21979
230.00	20937
231.00	19648
232.00	18194
233.00	16512
234.00	14556
235.00	12342
236.00	10211
237.00	8353.3
238.00	6878.1
239.00	5755.5
240.00	4872.4
241.00	4189.4
242.00	3670.5
243.00	3269.4
244.00	2973.9
245.00	2770.0
246.00	2637.0
247.00	2565.6
248.00	2543.0
249.00	2563.0
250.00	2619.8
251.00	2710.3
252.00	2829.7
253.00	2981.0
254.00	3166.6
255.00	3381.9
256.00	3631.6
257.00	3907.9
258.00	4223.2
259.00	4575.8
260.00	4963.1
261.00	5391.5
262.00	5851.5
263.00	6356.1
264.00	6898.4
265.00	7476.7
266.00	8093.5
267.00	8733.6
268.00	9400.6
269.00	10093
270.00	10806
271.00	11518
272.00	12245
273.00	12977
274.00	13698
275.00	14390
276.00	15049
277.00	15650
278.00	16181
279.00	16642
280.00	17018
281.00	17307
282.00	17510
283.00	17620
284.00	17646
285.00	17587
286.00	17415
287.00	17088
288.00	16588
289.00	15908
290.00	15061
291.00	14112
292.00	13102
293.00	12076
294.00	11066
295.00	10103
296.00	9203.1
297.00	8378.4
298.00	7628.2
299.00	6969.2
300.00	6384.1
301.00	5874.0
302.00	5431.4
303.00	5041.4
304.00	4712.5
305.00	4437.4
306.00	4209.2
307.00	4022.3
308.00	3877.6
309.00	3764.1
310.00	3677.3
311.00	3617.2
312.00	3577.0
313.00	3549.3
314.00	3533.5
315.00	3529.4
316.00	3532.0
317.00	3542.0
318.00	3559.1
319.00	3575.8
320.00	3603.2
321.00	3629.4
322.00	3654.0
323.00	3676.5
324.00	3694.1
325.00	3709.9
326.00	3718.9
327.00	3723.5
328.00	3722.3
329.00	3714.6
330.00	3702.6
331.00	3688.0
332.00	3668.3
333.00	3645.3
334.00	3616.6
335.00	3579.1
336.00	3537.8
337.00	3488.5
338.00	3426.7
339.00	3361.4
340.00	3285.4
341.00	3199.1
342.00	3104.7
343.00	3007.0
344.00	2901.2
345.00	2790.5
346.00	2678.4
347.00	2556.6
348.00	2437.9
349.00	2318.4
350.00	2197.9
351.00	2081.8
352.00	1966.0
353.00	1851.9
354.00	1741.1
355.00	1629.1
356.00	1527.4
357.00	1431.7
358.00	1340.3
359.00	1254.7
360.00	1170.5
361.00	1090.6
362.00	1009.2
363.00	938.49
364.00	870.57
365.00	810.52
366.00	752.50
367.00	697.51
368.00	648.34
369.00	605.44
370.00	562.52
371.00	524.57
372.00	490.74
373.00	463.72
374.00	430.12
375.00	407.15
376.00	383.57
377.00	358.98
378.00	338.51
379.00	322.29
380.00	301.31
381.00	284.11
382.00	272.90
383.00	258.81
384.00	246.79
385.00	236.19
386.00	227.12
387.00	212.15
388.00	205.66
389.00	194.92
390.00	186.24
391.00	180.40
392.00	173.75
393.00	162.18
394.00	160.16
395.00	152.46
396.00	150.67
397.00	144.79
398.00	138.48
399.00	134.04
400.00	125.39
401.00	123.11
402.00	118.12
403.00	112.24
404.00	112.70
405.00	105.44
406.00	102.24
407.00	102.02
408.00	94.119
409.00	94.786
410.00	89.943
411.00	90.663
412.00	86.820
413.00	82.609
414.00	83.241
415.00	77.082
416.00	77.871
417.00	76.257
418.00	72.590
419.00	73.116
420.00	69.045
421.00	66.835
422.00	69.203
423.00	67.659
424.00	66.361
425.00	65.922
426.00	63.431
427.00	60.500
428.00	64.080
429.00	59.290
430.00	55.780
431.00	57.833
432.00	53.324
433.00	53.605
434.00	55.289
435.00	52.955
436.00	49.850
437.00	49.639
438.00	47.253
439.00	46.779
440.00	47.393
441.00	45.779
442.00	43.919
443.00	45.287
444.00	46.007
445.00	41.673
446.00	44.322
447.00	41.427
448.00	39.058
449.00	38.795
450.00	41.462
451.00	38.076
452.00	39.497
453.00	37.602
454.00	33.286
455.00	35.058
456.00	35.760
457.00	32.882
458.00	30.566
459.00	34.970
460.00	30.057
461.00	31.320
462.00	31.478
463.00	28.724
464.00	29.548
465.00	32.250
466.00	31.566
467.00	25.706
468.00	24.197
469.00	26.250
470.00	26.653
471.00	24.548
472.00	21.705
473.00	23.530
474.00	26.267
475.00	23.512
476.00	22.933
477.00	24.355
478.00	23.319
479.00	21.880
480.00	21.056
481.00	20.951
482.00	20.196
483.00	17.582
484.00	18.196
485.00	19.266
486.00	21.056
487.00	20.319
488.00	17.336
489.00	12.528
490.00	18.564
491.00	16.143
492.00	14.915
493.00	15.704
494.00	16.195
495.00	16.073
496.00	15.055
497.00	14.528
498.00	14.827
499.00	15.722
500.00	13.897
