Wavelength (nm)	E08 abs e
210.00	3442.6
211.00	3130.3
212.00	2868.2
213.00	2654.1
214.00	2509.3
215.00	2435.2
216.00	2430.9
217.00	2490.8
218.00	2611.9
219.00	2786.6
220.00	3017.7
221.00	3296.3
222.00	3623.9
223.00	3982.4
224.00	4381.0
225.00	4805.4
226.00	5258.2
227.00	5712.0
228.00	6171.8
229.00	6615.5
230.00	7039.4
231.00	7417.7
232.00	7766.0
233.00	8125.4
234.00	8466.9
235.00	8720.6
236.00	8820.0
237.00	8780.9
238.00	8634.6
239.00	8375.4
240.00	8020.4
241.00	7733.0
242.00	7685.0
243.00	7827.1
244.00	7742.5
245.00	7040.4
246.00	5910.8
247.00	4878.6
248.00	4179.0
249.00	3786.3
250.00	3598.2
251.00	3548.1
252.00	3588.4
253.00	3697.3
254.00	3860.3
255.00	4066.5
256.00	4305.9
257.00	4568.4
258.00	4858.6
259.00	5168.2
260.00	5495.9
261.00	5842.9
262.00	6197.1
263.00	6568.1
264.00	6943.5
265.00	7323.0
266.00	7703.1
267.00	8078.6
268.00	8444.9
269.00	8804.4
270.00	9160.6
271.00	9502.9
272.00	9830.2
273.00	10118
274.00	10361
275.00	10561
276.00	10727
277.00	10862
278.00	10982
279.00	11086
280.00	11164
281.00	11200
282.00	11164
283.00	11036
284.00	10798
285.00	10450
286.00	10006
287.00	9476.0
288.00	8889.9
289.00	8285.0
290.00	7695.9
291.00	7160.8
292.00	6643.9
293.00	6079.9
294.00	5424.5
295.00	4689.1
296.00	3933.0
297.00	3219.8
298.00	2584.5
299.00	2060.7
300.00	1633.2
301.00	1291.0
302.00	1019.3
303.00	800.89
304.00	631.33
305.00	497.08
306.00	392.09
307.00	309.04
308.00	244.67
309.00	194.40
310.00	155.43
311.00	124.64
312.00	101.47
313.00	82.975
314.00	69.587
315.00	58.536
316.00	49.748
317.00	42.473
318.00	38.107
319.00	33.429
320.00	30.098
321.00	26.894
322.00	25.659
323.00	23.879
324.00	21.772
325.00	20.476
326.00	19.853
327.00	18.902
328.00	18.190
329.00	16.888
330.00	16.910
331.00	15.247
332.00	14.980
333.00	15.286
334.00	14.663
335.00	14.063
336.00	13.473
337.00	12.889
338.00	12.828
339.00	13.156
340.00	12.873
341.00	12.238
342.00	11.693
343.00	11.232
344.00	11.732
345.00	11.393
346.00	11.410
347.00	11.126
348.00	11.399
349.00	10.609
350.00	10.787
