Wavelength (nm)	C04 abs e
270.00	2.0806e+05
271.00	1.9994e+05
272.00	1.9491e+05
273.00	1.9087e+05
274.00	1.8725e+05
275.00	1.8320e+05
276.00	1.7976e+05
277.00	1.7606e+05
278.00	1.7131e+05
279.00	1.6480e+05
280.00	1.5795e+05
281.00	1.5195e+05
282.00	1.4697e+05
283.00	1.4331e+05
284.00	1.4129e+05
285.00	1.4244e+05
286.00	1.4889e+05
287.00	1.6022e+05
288.00	1.7047e+05
289.00	1.7229e+05
290.00	1.6623e+05
291.00	1.5856e+05
292.00	1.5574e+05
293.00	1.5811e+05
294.00	1.6230e+05
295.00	1.6595e+05
296.00	1.7651e+05
297.00	2.0887e+05
298.00	2.7813e+05
299.00	3.8226e+05
300.00	4.8211e+05
301.00	5.0920e+05
302.00	4.4710e+05
303.00	3.4136e+05
304.00	2.4565e+05
305.00	1.7576e+05
306.00	1.3009e+05
307.00	1.0103e+05
308.00	83110
309.00	71150
310.00	63174
311.00	57655
312.00	53785
313.00	51024
314.00	48559
315.00	46555
316.00	44941
317.00	43905
318.00	43412
319.00	43378
320.00	43657
321.00	44026
322.00	44534
323.00	44969
324.00	45151
325.00	44913
326.00	44340
327.00	43371
328.00	41573
329.00	39128
330.00	36489
331.00	33890
332.00	31493
333.00	29783
334.00	28606
335.00	27877
336.00	27783
337.00	28101
338.00	28628
339.00	29378
340.00	29883
341.00	30110
342.00	29899
343.00	29248
344.00	28135
345.00	26517
346.00	24525
347.00	22250
348.00	19991
349.00	17927
350.00	16157
351.00	14711
352.00	13475
353.00	12575
354.00	12000
355.00	11496
356.00	11206
357.00	10926
358.00	10713
359.00	10491
360.00	10146
361.00	9759.0
362.00	9466.3
363.00	9184.3
364.00	8906.7
365.00	8865.2
366.00	8683.4
367.00	8553.3
368.00	8500.1
369.00	8422.3
370.00	8581.4
371.00	8622.2
372.00	8762.5
373.00	8916.8
374.00	9072.8
375.00	9110.6
376.00	9408.8
377.00	9592.6
378.00	9813.9
379.00	9863.7
380.00	9717.4
381.00	9545.8
382.00	9282.4
383.00	9248.7
384.00	9180.3
385.00	8974.3
386.00	8907.8
387.00	8888.1
388.00	8607.3
389.00	8604.0
390.00	8510.8
391.00	8280.8
392.00	8066.5
393.00	8171.2
394.00	8017.6
395.00	8058.6
396.00	8143.5
397.00	8210.1
398.00	8367.5
399.00	8492.1
400.00	8533.8
401.00	8595.1
402.00	8632.9
403.00	8742.9
404.00	8694.6
405.00	8641.6
406.00	8522.0
407.00	8378.1
408.00	8177.3
409.00	8311.1
410.00	8008.3
411.00	7917.7
412.00	7845.7
413.00	7703.3
414.00	7481.7
415.00	7088.4
416.00	6750.7
417.00	6415.5
418.00	6091.5
419.00	5733.1
420.00	5515.9
421.00	5371.0
422.00	5364.6
423.00	5119.6
424.00	5058.6
425.00	5073.9
426.00	5027.9
427.00	4922.4
428.00	5006.1
429.00	4810.2
430.00	4876.9
431.00	4816.9
432.00	4781.2
433.00	4761.9
434.00	4551.7
435.00	4610.4
436.00	4677.2
437.00	4610.0
438.00	4467.1
439.00	4531.5
440.00	4599.7
441.00	4561.2
442.00	4472.8
443.00	4555.4
444.00	4689.6
445.00	4578.8
446.00	4566.9
447.00	4501.4
448.00	4578.7
449.00	4672.5
450.00	4607.2
451.00	4580.0
452.00	4732.4
453.00	4763.1
454.00	4844.4
455.00	4910.8
456.00	4758.5
457.00	4881.9
458.00	4829.6
459.00	4758.0
460.00	4793.2
461.00	4752.3
462.00	4488.7
463.00	4602.1
464.00	4445.3
465.00	4380.1
466.00	4369.7
467.00	4217.6
468.00	4193.1
469.00	4086.9
470.00	4070.7
471.00	3865.7
472.00	3608.3
473.00	3566.0
474.00	3654.1
475.00	3455.9
476.00	3321.3
477.00	3297.9
478.00	3534.4
479.00	3314.4
480.00	3125.4
481.00	3126.1
482.00	3103.4
483.00	3067.0
484.00	3292.4
485.00	3183.3
486.00	3322.4
487.00	3113.1
488.00	3211.2
489.00	3296.3
490.00	3182.9
491.00	3369.8
492.00	3454.9
493.00	3341.6
494.00	3402.3
495.00	3363.6
496.00	3215.1
497.00	3257.9
498.00	3156.3
499.00	3124.0
500.00	3257.7
501.00	3095.0
502.00	3074.7
503.00	2938.4
504.00	2874.4
505.00	2704.3
506.00	2755.2
507.00	2593.7
508.00	2440.7
509.00	2516.1
510.00	2556.7
511.00	2664.1
512.00	2408.1
513.00	2423.8
514.00	2358.3
515.00	2511.9
516.00	2800.7
517.00	2587.6
518.00	2790.7
519.00	2635.2
520.00	2694.0
521.00	3133.7
522.00	3216.8
523.00	3205.7
524.00	3749.1
525.00	3685.9
526.00	3955.9
527.00	4181.9
528.00	4531.0
529.00	5045.8
530.00	4837.8
531.00	5013.4
532.00	5386.1
533.00	5573.3
534.00	5223.9
535.00	5387.8
536.00	5330.2
537.00	5061.3
538.00	4933.8
539.00	4973.0
540.00	4651.9
541.00	4406.9
542.00	4442.9
543.00	4041.6
544.00	4027.1
545.00	3735.6
546.00	3491.0
547.00	3299.9
548.00	3257.1
549.00	3045.3
550.00	2901.4
551.00	2742.7
552.00	2700.9
553.00	2583.8
554.00	2571.3
555.00	2539.6
556.00	2491.4
557.00	2453.7
558.00	2074.9
559.00	2149.5
560.00	2145.9
561.00	2182.9
562.00	2198.6
563.00	2349.4
564.00	2384.7
565.00	2609.4
566.00	2850.7
567.00	2972.5
568.00	3326.4
569.00	3602.5
570.00	3941.7
