Wavelength (nm)	C04 abs e
571.00	4388.2
572.00	4875.7
573.00	5324.9
574.00	5943.7
575.00	6410.7
576.00	6707.7
577.00	6990.5
578.00	7200.0
579.00	6979.9
580.00	6666.8
581.00	6281.6
582.00	5957.6
583.00	5439.4
584.00	4762.8
585.00	4337.1
586.00	3818.5
587.00	3317.1
588.00	3045.2
589.00	2671.0
590.00	2383.6
591.00	2082.1
592.00	1872.3
593.00	1746.3
594.00	1533.0
595.00	1369.7
596.00	1251.2
597.00	1195.8
598.00	1020.8
599.00	1029.8
600.00	869.77
