Wavelength (nm)	Q21 abs e
300.00	5936.4
301.00	5862.7
302.00	5834.3
303.00	5786.8
304.00	5780.3
305.00	5828.1
306.00	5882.8
307.00	5935.4
308.00	6027.8
309.00	6106.4
310.00	6251.7
311.00	6396.6
312.00	6535.6
313.00	6737.3
314.00	6906.2
315.00	7123.0
316.00	7354.2
317.00	7608.5
318.00	7878.3
319.00	8155.0
320.00	8469.6
321.00	8789.7
322.00	9115.5
323.00	9462.9
324.00	9822.4
325.00	10206
326.00	10602
327.00	10972
328.00	11364
329.00	11758
330.00	12132
331.00	12519
332.00	12881
333.00	13248
334.00	13615
335.00	13989
336.00	14359
337.00	14741
338.00	15126
339.00	15536
340.00	15985
341.00	16423
342.00	16923
343.00	17473
344.00	18047
345.00	18694
346.00	19375
347.00	20076
348.00	20846
349.00	21692
350.00	22577
351.00	23494
352.00	24474
353.00	25458
354.00	26470
355.00	27538
356.00	28601
357.00	29722
358.00	30750
359.00	31956
360.00	33175
361.00	34500
362.00	35773
363.00	37146
364.00	38521
365.00	39873
366.00	41493
367.00	43455
368.00	45626
369.00	47903
370.00	50073
371.00	52136
372.00	54167
373.00	56282
374.00	58418
375.00	60711
376.00	63072
377.00	65510
378.00	68052
379.00	70494
380.00	72746
381.00	75304
382.00	77750
383.00	80392
384.00	82773
385.00	85273
386.00	87892
387.00	90550
388.00	93340
389.00	96022
390.00	98794
391.00	1.0201e+05
392.00	1.0549e+05
393.00	1.0907e+05
394.00	1.1254e+05
395.00	1.1652e+05
396.00	1.2061e+05
397.00	1.2533e+05
398.00	1.3048e+05
399.00	1.3499e+05
400.00	1.3947e+05
401.00	1.4426e+05
402.00	1.4893e+05
403.00	1.5358e+05
404.00	1.5763e+05
405.00	1.6133e+05
406.00	1.6396e+05
407.00	1.6508e+05
408.00	1.6600e+05
409.00	1.6572e+05
410.00	1.6376e+05
411.00	1.6086e+05
412.00	1.5686e+05
413.00	1.5173e+05
414.00	1.4542e+05
415.00	1.3857e+05
416.00	1.3075e+05
417.00	1.2280e+05
418.00	1.1476e+05
419.00	1.0646e+05
420.00	98287
421.00	90260
422.00	82933
423.00	76288
424.00	69626
425.00	63244
426.00	57472
427.00	51683
428.00	46668
429.00	41896
430.00	37545
431.00	33992
432.00	30631
433.00	27189
434.00	24225
435.00	21790
436.00	19365
437.00	17292
438.00	15452
439.00	13788
440.00	12323
441.00	10941
442.00	9817.1
443.00	8807.6
444.00	7892.3
445.00	7099.7
446.00	6395.0
447.00	5796.8
448.00	5272.7
449.00	4804.2
450.00	4405.9
451.00	4078.2
452.00	3775.1
453.00	3462.9
454.00	3240.4
455.00	3089.8
456.00	2904.7
457.00	2744.8
458.00	2616.0
459.00	2496.3
460.00	2402.6
461.00	2302.5
462.00	2236.0
463.00	2181.4
464.00	2189.9
465.00	2173.3
466.00	2130.2
467.00	2131.1
468.00	2129.7
469.00	2144.8
470.00	2200.3
471.00	2317.2
472.00	2421.0
473.00	2504.1
474.00	2575.8
475.00	2665.2
476.00	2796.7
477.00	2886.6
478.00	2981.1
479.00	3032.2
480.00	3189.6
481.00	3304.0
482.00	3403.1
483.00	3535.0
484.00	3674.8
485.00	3980.3
486.00	4304.8
487.00	4335.6
488.00	4588.5
489.00	5041.8
490.00	5453.9
491.00	5857.2
492.00	6357.1
493.00	6897.1
494.00	7411.9
495.00	7876.2
496.00	8553.9
497.00	9097.3
