Wavelength (nm)	A27 abs e
210.00	6516.2
211.00	6189.0
212.00	5927.9
213.00	5835.2
214.00	5984.2
215.00	6240.1
216.00	6525.6
217.00	6828.3
218.00	7228.5
219.00	7773.5
220.00	8506.3
221.00	9287.7
222.00	9770.1
223.00	9695.7
224.00	9253.4
225.00	8911.6
226.00	8852.5
227.00	9127.0
228.00	9552.4
229.00	9320.9
230.00	7665.9
231.00	5187.8
232.00	3090.8
233.00	1765.9
234.00	1081.1
235.00	760.05
236.00	635.67
237.00	607.57
238.00	626.81
239.00	675.65
240.00	747.45
241.00	835.10
242.00	935.36
243.00	1051.2
244.00	1183.1
245.00	1332.2
246.00	1505.4
247.00	1698.5
248.00	1913.7
249.00	2144.2
250.00	2392.5
251.00	2651.9
252.00	2921.8
253.00	3216.2
254.00	3530.6
255.00	3865.7
256.00	4222.8
257.00	4595.5
258.00	4994.6
259.00	5381.2
260.00	5744.0
261.00	6071.2
262.00	6349.6
263.00	6600.3
264.00	6819.1
265.00	6990.2
266.00	7170.7
267.00	7347.3
268.00	7554.7
269.00	7721.1
270.00	7789.5
271.00	7696.5
272.00	7441.5
273.00	7038.3
274.00	6541.2
275.00	5972.5
276.00	5407.8
277.00	4886.3
278.00	4437.8
279.00	4084.1
280.00	3825.9
281.00	3658.1
282.00	3562.9
283.00	3516.3
284.00	3494.1
285.00	3489.5
286.00	3499.8
287.00	3549.1
288.00	3634.9
289.00	3745.2
290.00	3861.4
291.00	3987.6
292.00	4141.9
293.00	4351.1
294.00	4567.9
295.00	4707.3
296.00	4706.5
297.00	4579.3
298.00	4447.5
299.00	4405.0
300.00	4426.5
301.00	4415.3
302.00	4337.3
303.00	4245.8
304.00	4196.9
305.00	4257.5
306.00	4399.0
307.00	4348.8
308.00	3852.9
309.00	3014.4
310.00	2160.6
311.00	1484.8
312.00	1032.0
313.00	737.31
314.00	537.87
315.00	390.94
316.00	285.65
317.00	214.12
318.00	164.03
319.00	132.46
320.00	112.93
321.00	98.494
322.00	89.461
323.00	83.258
324.00	80.737
325.00	78.485
326.00	75.326
327.00	70.064
328.00	61.199
329.00	57.205
330.00	49.525
331.00	48.728
332.00	45.877
333.00	41.293
334.00	39.289
335.00	38.805
336.00	40.394
337.00	37.012
338.00	36.866
339.00	38.352
340.00	35.843
341.00	33.814
342.00	31.207
343.00	28.929
344.00	29.126
345.00	27.042
346.00	28.009
347.00	25.175
348.00	22.825
349.00	21.652
350.00	18.998
