Wavelength (nm)	C08 abs e
394.00	13008
394.25	12984
394.50	12791
394.75	12612
395.00	12394
395.25	12085
395.50	11833
395.75	11525
396.00	11284
396.25	10972
396.50	10694
396.75	10423
397.00	10181
397.25	9859.5
397.50	9527.2
397.75	9280.9
398.00	8950.8
398.25	8680.5
398.50	8389.6
398.75	8059.9
399.00	7757.4
399.25	7474.2
399.50	7158.3
399.75	6845.6
400.00	6591.0
400.25	6304.3
400.50	6011.6
400.75	5761.9
401.00	5499.9
401.25	5252.6
401.50	5022.0
401.75	4787.0
402.00	4548.7
402.25	4315.9
402.50	4114.1
402.75	3887.1
403.00	3708.7
403.25	3491.6
403.50	3297.4
403.75	3129.7
404.00	2980.4
404.25	2782.7
404.50	2630.9
404.75	2494.3
405.00	2355.6
405.25	2202.4
405.50	2093.7
405.75	1958.2
406.00	1841.4
406.25	1773.1
406.50	1663.3
406.75	1552.5
407.00	1452.5
407.25	1341.2
407.50	1279.9
407.75	1177.4
408.00	1134.7
408.25	1032.8
408.50	1004.2
408.75	947.39
409.00	863.04
409.25	817.40
409.50	785.14
409.75	743.66
410.00	670.09
410.25	652.12
410.50	606.39
410.75	558.27
411.00	545.18
411.25	491.62
411.50	481.94
411.75	475.77
412.00	422.58
412.25	396.30
412.50	340.81
412.75	361.09
413.00	341.82
413.25	338.32
413.50	295.82
413.75	265.40
414.00	255.08
414.25	257.38
414.50	259.78
414.75	243.92
415.00	213.78
415.25	209.54
415.50	189.90
415.75	186.40
416.00	196.26
416.25	170.82
416.50	171.10
416.75	158.10
417.00	121.22
417.25	132.84
417.50	128.78
417.75	140.77
418.00	107.03
418.25	99.929
418.50	99.099
418.75	113.30
419.00	102.88
419.25	96.979
419.50	94.766
419.75	92.554
420.00	89.973
420.25	75.776
420.50	70.061
420.75	78.910
421.00	56.970
421.25	62.778
421.50	52.453
421.75	77.804
422.00	57.155
422.25	56.602
422.50	45.539
422.75	46.185
423.00	33.094
423.25	39.824
423.50	44.618
423.75	69.415
424.00	30.974
424.25	34.201
424.50	52.085
424.75	23.231
425.00	50.149
425.25	31.159
425.50	32.910
425.75	51.255
426.00	35.952
426.25	25.535
426.50	42.589
426.75	18.990
427.00	27.932
427.25	30.974
427.50	32.265
427.75	27.102
428.00	48.028
428.25	16.040
428.50	22.493
428.75	9.4029
429.00	38.257
429.25	22.124
429.50	18.898
429.75	35.215
430.00	21.387
430.25	38.718
430.50	31.159
430.75	39.824
431.00	49.780
431.25	53.099
431.50	15.395
431.75	14.473
432.00	10.048
432.25	24.706
432.50	20.281
432.75	25.351
433.00	26.549
433.25	21.387
433.50	33.740
433.75	30.145
434.00	20.649
434.25	7.4670
434.50	14.473
434.75	14.381
435.00	22.954
435.25	45.632
435.50	28.854
435.75	25.996
436.00	25.627
436.25	29.315
436.50	22.954
436.75	14.934
437.00	23.323
437.25	17.976
437.50	23.138
437.75	17.884
438.00	25.627
438.25	17.239
438.50	20.281
438.75	27.932
439.00	13.551
439.25	15.395
439.50	20.096
439.75	27.102
440.00	38.810
440.25	15.948
440.50	10.878
440.75	26.641
441.00	47.107
441.25	17.423
441.50	14.565
441.75	12.353
442.00	16.132
442.25	14.196
442.50	23.046
442.75	38.902
443.00	17.146
443.25	17.700
443.50	16.132
443.75	26.549
444.00	31.988
444.25	28.209
444.50	28.762
444.75	20.189
445.00	19.359
445.25	17.146
445.50	24.337
445.75	32.265
446.00	31.435
446.25	18.068
446.50	27.287
446.75	14.565
447.00	34.662
447.25	28.393
447.50	11.800
447.75	13.920
448.00	27.563
448.25	15.487
448.50	16.225
448.75	19.635
449.00	23.415
449.25	25.074
449.50	11.615
449.75	26.641
450.00	33.924
450.25	29.776
450.50	19.543
450.75	33.187
451.00	40.377
451.25	20.189
451.50	17.884
451.75	18.068
452.00	24.245
452.25	20.557
452.50	16.962
452.75	16.962
453.00	1.0140
453.25	26.457
453.50	8.6654
453.75	19.543
454.00	7.6514
454.25	31.896
454.50	24.613
454.75	8.2967
455.00	12.537
455.25	29.407
455.50	21.848
455.75	20.926
456.00	31.988
456.25	20.465
456.50	34.201
456.75	14.196
457.00	6.3608
457.25	33.832
457.50	14.381
457.75	13.275
458.00	6.1764
458.25	8.4810
458.50	9.8638
458.75	17.884
459.00	27.471
459.25	20.281
459.50	17.607
459.75	19.820
460.00	20.465
460.25	20.281
460.50	15.487
460.75	16.409
461.00	18.806
461.25	18.990
461.50	16.501
461.75	10.693
462.00	10.786
462.25	14.381
462.50	11.339
462.75	21.940
463.00	23.784
463.25	11.800
463.50	24.890
463.75	22.954
464.00	10.140
464.25	15.948
464.50	20.557
464.75	12.445
465.00	26.826
465.25	18.345
465.50	24.890
465.75	9.6794
466.00	26.273
466.25	16.409
466.50	7.0982
466.75	21.756
467.00	6.7295
467.25	43.235
467.50	1.6593
467.75	25.167
468.00	15.026
468.25	20.649
468.50	1.5671
468.75	6.2686
469.00	35.399
469.25	10.509
469.50	12.445
469.75	7.4670
470.00	13.182
470.25	7.4670
470.50	29.130
470.75	7.0982
471.00	31.712
471.25	6.3608
471.50	28.946
471.75	25.535
472.00	23.046
472.25	23.415
472.50	21.571
472.75	17.607
473.00	20.649
473.25	23.876
473.50	13.090
473.75	13.459
474.00	26.826
474.25	23.507
474.50	45.539
474.75	16.870
475.00	5.7155
475.25	18.529
475.50	12.168
475.75	26.088
476.00	20.649
476.25	19.451
476.50	6.3608
476.75	16.409
477.00	0.92185
477.25	14.842
477.50	17.976
477.75	14.104
478.00	21.479
478.25	17.515
478.50	18.529
478.75	7.6514
479.00	10.233
479.25	7.3748
479.50	22.585
479.75	20.557
480.00	36.597
480.25	21.387
480.50	8.6654
480.75	15.487
481.00	19.359
481.25	6.9139
481.50	21.387
481.75	29.407
482.00	24.152
482.25	17.792
482.50	10.601
482.75	13.459
483.00	10.233
483.25	20.281
483.50	10.970
483.75	17.515
484.00	22.585
484.25	4.8858
484.50	49.227
484.75	13.459
485.00	14.196
485.25	10.693
485.50	7.9279
485.75	39.179
486.00	19.359
486.25	51.716
486.50	13.367
486.75	40.285
487.00	16.870
487.25	3.8718
487.50	20.926
487.75	4.5171
488.00	18.160
488.25	5.8998
488.50	20.189
488.75	31.159
489.00	30.974
489.25	3.0421
489.50	12.537
489.75	31.619
490.00	17.054
490.25	23.692
490.50	6.3608
490.75	12.353
491.00	26.181
491.25	10.509
491.50	31.804
491.75	20.649
492.00	16.685
492.25	11.523
492.50	8.3888
492.75	31.988
493.00	24.060
493.25	10.509
493.50	10.601
493.75	33.371
494.00	23.138
494.25	33.279
494.50	12.537
494.75	23.231
495.00	21.756
495.25	21.295
495.50	28.577
495.75	34.293
496.00	15.026
496.25	27.563
496.50	16.501
496.75	8.5732
497.00	14.565
497.25	30.145
497.50	5.1180
497.75	13.459
498.00	9.7716
498.25	4.7014
498.50	21.387
498.75	20.373
499.00	9.2185
499.25	23.692
499.50	30.145
499.75	12.076
500.00	34.016
