Wavelength (nm)	C08 abs e
275.00	7059.3
275.25	6655.1
275.50	6273.8
275.75	5963.6
276.00	5678.5
276.25	5398.6
276.50	5153.4
276.75	4933.3
277.00	4737.8
277.25	4549.1
277.50	4374.8
277.75	4201.1
278.00	4054.1
278.25	3902.3
278.50	3733.4
278.75	3619.2
279.00	3458.0
279.25	3353.0
279.50	3247.2
279.75	3146.7
280.00	3029.3
280.25	2933.8
280.50	2841.1
280.75	2734.4
281.00	2656.3
281.25	2553.0
281.50	2479.2
281.75	2411.1
282.00	2341.1
282.25	2275.4
282.50	2197.5
282.75	2141.4
283.00	2055.1
283.25	2019.9
283.50	1943.1
283.75	1879.2
284.00	1850.1
284.25	1776.5
284.50	1748.6
284.75	1675.6
285.00	1641.2
285.25	1605.1
285.50	1545.3
285.75	1523.7
286.00	1475.1
286.25	1429.6
286.50	1388.7
286.75	1357.1
287.00	1326.5
287.25	1315.0
287.50	1266.1
287.75	1239.3
288.00	1233.9
288.25	1177.8
288.50	1175.5
288.75	1126.2
289.00	1103.0
289.25	1078.9
289.50	1048.1
289.75	1027.9
290.00	1010.1
290.25	1001.8
290.50	950.52
290.75	947.57
291.00	911.34
291.25	896.59
291.50	867.09
291.75	865.89
292.00	843.68
292.25	819.80
292.50	802.29
292.75	764.58
293.00	781.08
293.25	740.43
293.50	725.22
293.75	728.26
294.00	690.28
294.25	687.33
294.50	671.20
294.75	653.13
295.00	656.54
295.25	630.08
295.50	613.49
295.75	607.68
296.00	590.26
296.25	576.99
296.50	556.61
296.75	564.73
297.00	538.54
297.25	517.62
297.50	519.19
297.75	491.90
298.00	484.80
298.25	470.24
298.50	471.62
298.75	457.98
299.00	441.66
299.25	445.90
299.50	435.57
299.75	436.31
300.00	440.64
300.25	430.41
300.50	428.48
300.75	437.69
301.00	416.49
301.25	422.85
301.50	421.93
301.75	413.63
302.00	414.28
302.25	427.92
302.50	434.84
302.75	436.04
303.00	434.19
303.25	427.46
303.50	429.67
303.75	438.52
304.00	470.70
304.25	447.37
304.50	452.91
304.75	447.47
305.00	457.70
305.25	466.83
305.50	471.90
305.75	481.57
306.00	491.35
306.25	489.32
306.50	510.98
306.75	495.77
307.00	498.44
307.25	503.88
307.50	501.67
307.75	521.49
308.00	512.18
308.25	524.63
308.50	528.13
308.75	522.50
309.00	525.55
309.25	540.39
309.50	565.19
309.75	514.76
310.00	628.15
310.25	575.33
310.50	597.54
310.75	588.42
311.00	532.09
311.25	546.10
311.50	666.77
311.75	604.73
312.00	617.82
312.25	670.19
312.50	699.32
312.75	664.19
313.00	688.07
313.25	678.85
313.50	699.13
313.75	681.25
314.00	758.96
314.25	727.06
314.50	793.07
314.75	836.86
315.00	817.77
315.25	860.27
315.50	847.46
315.75	927.57
316.00	966.84
316.25	1033.1
316.50	1006.2
316.75	1045.7
317.00	1055.3
317.25	1108.9
317.50	1099.7
317.75	1160.1
318.00	1192.1
318.25	1217.5
318.50	1176.4
318.75	1242.4
319.00	1267.5
319.25	1352.1
319.50	1330.3
319.75	1324.1
320.00	1367.3
320.25	1371.4
320.50	1401.8
320.75	1382.6
321.00	1451.4
321.25	1456.4
321.50	1423.1
321.75	1549.8
322.00	1472.0
322.25	1539.9
322.50	1520.6
322.75	1532.5
323.00	1558.7
323.25	1540.5
323.50	1578.2
323.75	1507.2
324.00	1540.3
324.25	1528.7
324.50	1533.8
324.75	1534.1
325.00	1563.4
325.25	1563.5
325.50	1570.4
325.75	1629.5
326.00	1579.7
326.25	1609.5
326.50	1603.4
326.75	1642.5
327.00	1745.8
327.25	1723.3
327.50	1727.7
327.75	1805.5
328.00	1812.4
328.25	1776.6
328.50	1879.9
328.75	1961.5
329.00	1947.3
329.25	2026.9
329.50	2100.4
329.75	2089.7
330.00	2248.0
330.25	2199.8
330.50	2270.8
330.75	2388.8
331.00	2524.9
331.25	2556.9
331.50	2564.0
331.75	2647.0
332.00	2722.7
332.25	2826.5
332.50	2821.0
332.75	3031.1
333.00	3015.9
333.25	3085.4
333.50	3134.8
333.75	3293.3
334.00	3332.7
334.25	3424.2
334.50	3414.3
334.75	3574.0
335.00	3510.1
335.25	3600.5
335.50	3672.4
335.75	3706.4
336.00	3783.8
336.25	3772.1
336.50	3833.1
336.75	3873.3
337.00	3892.1
337.25	3978.5
337.50	3968.9
337.75	3939.2
338.00	4018.6
338.25	4004.0
338.50	4033.4
338.75	3954.5
339.00	3968.3
339.25	3976.1
339.50	3881.5
339.75	3920.4
340.00	3874.2
340.25	3868.3
340.50	3829.6
340.75	3787.0
341.00	3793.5
341.25	3773.2
341.50	3778.9
341.75	3744.5
342.00	3752.0
342.25	3712.8
342.50	3727.8
342.75	3701.4
343.00	3745.4
343.25	3744.2
343.50	3824.8
343.75	3833.0
344.00	3946.3
344.25	3909.6
344.50	3985.1
344.75	4023.8
345.00	4104.3
345.25	4252.9
345.50	4308.3
345.75	4368.8
346.00	4427.8
346.25	4596.4
346.50	4664.9
346.75	4821.3
347.00	4996.1
347.25	5108.9
347.50	5269.4
347.75	5381.4
348.00	5525.8
348.25	5684.4
348.50	5875.5
348.75	6062.4
349.00	6162.6
349.25	6394.1
349.50	6539.6
349.75	6689.5
350.00	6894.5
350.25	7047.3
350.50	7278.6
350.75	7397.8
351.00	7531.7
351.25	7790.6
351.50	7864.4
351.75	8081.9
352.00	8150.6
352.25	8310.2
352.50	8413.4
352.75	8492.0
353.00	8597.1
353.25	8636.3
353.50	8665.5
353.75	8690.6
354.00	8740.0
354.25	8718.6
354.50	8705.7
354.75	8699.4
355.00	8596.5
355.25	8626.5
355.50	8515.2
355.75	8470.0
356.00	8312.2
356.25	8227.6
356.50	8193.7
356.75	8106.0
357.00	7936.1
357.25	7832.4
357.50	7688.0
357.75	7624.4
358.00	7472.3
358.25	7334.0
358.50	7295.0
358.75	7146.4
359.00	7062.9
359.25	6913.7
359.50	6821.5
359.75	6731.4
360.00	6675.9
360.25	6604.3
360.50	6509.1
360.75	6491.8
361.00	6435.3
361.25	6399.5
361.50	6334.4
361.75	6347.8
362.00	6357.5
362.25	6365.5
362.50	6416.1
362.75	6431.5
363.00	6538.2
363.25	6561.5
363.50	6732.6
363.75	6777.2
364.00	6862.2
364.25	6993.2
364.50	7161.8
364.75	7367.2
365.00	7481.7
365.25	7674.9
365.50	7816.0
365.75	8036.6
366.00	8183.9
366.25	8382.6
366.50	8576.8
366.75	8803.8
367.00	9023.4
367.25	9296.8
367.50	9593.3
367.75	9801.9
368.00	10133
368.25	10389
368.50	10689
368.75	11054
369.00	11290
369.25	11630
369.50	11935
369.75	12205
370.00	12542
370.25	12782
370.50	13014
370.75	13270
371.00	13352
371.25	13617
371.50	13707
371.75	13764
372.00	13875
372.25	13867
372.50	14000
372.75	13929
373.00	13870
373.25	13817
373.50	13766
373.75	13664
374.00	13514
374.25	13457
374.50	13307
374.75	13274
375.00	13209
375.25	12988
375.50	12849
375.75	12552
376.00	12408
376.25	12107
376.50	11863
376.75	11598
377.00	11271
377.25	11031
377.50	10722
377.75	10433
378.00	10183
378.25	9924.5
378.50	9614.6
378.75	9373.2
379.00	9109.3
379.25	8894.9
379.50	8627.4
379.75	8297.7
380.00	8120.0
380.25	7893.3
380.50	7663.9
380.75	7497.1
381.00	7370.7
381.25	7159.3
381.50	7016.8
381.75	6953.1
382.00	6837.0
382.25	6770.4
382.50	6742.0
382.75	6696.9
383.00	6680.6
383.25	6696.0
383.50	6724.2
383.75	6764.5
384.00	6848.5
384.25	6934.1
384.50	6987.2
384.75	7021.8
385.00	7126.4
385.25	7272.6
385.50	7329.3
385.75	7468.6
386.00	7617.9
386.25	7713.9
386.50	7871.2
386.75	8030.5
387.00	8200.2
387.25	8358.0
387.50	8581.0
387.75	8859.3
388.00	9062.5
388.25	9313.9
388.50	9549.7
388.75	9874.4
389.00	10235
389.25	10602
389.50	10875
389.75	11174
390.00	11476
390.25	11831
390.50	12125
390.75	12371
391.00	12570
391.25	12768
391.50	12972
391.75	13124
392.00	13191
392.25	13400
392.50	13353
392.75	13385
393.00	13346
393.25	13304
393.50	13224
393.75	13203
