Wavelength (nm)	K13 abs e
200.00	43749
201.00	41546
202.00	40137
203.00	39420
204.00	39498
205.00	40414
206.00	41648
207.00	43323
208.00	45416
209.00	47915
210.00	50729
211.00	53711
212.00	56529
213.00	58965
214.00	60974
215.00	62384
216.00	63333
217.00	63465
218.00	62791
219.00	61286
220.00	58889
221.00	55970
222.00	52650
223.00	49433
224.00	46560
225.00	44154
226.00	42247
227.00	40851
228.00	39810
229.00	39048
230.00	38469
231.00	37899
232.00	37228
233.00	36299
234.00	35084
235.00	33658
236.00	32147
237.00	30573
238.00	29030
239.00	27576
240.00	26157
241.00	24837
242.00	23637
243.00	22526
244.00	21539
245.00	20675
246.00	19913
247.00	19269
248.00	18737
249.00	18307
250.00	17976
251.00	17730
252.00	17574
253.00	17506
254.00	17458
255.00	17433
256.00	17395
257.00	17379
258.00	17424
259.00	17538
260.00	17726
261.00	17994
262.00	18187
263.00	18287
264.00	18245
265.00	18031
266.00	17681
267.00	17246
268.00	16751
269.00	16202
270.00	15624
271.00	15028
272.00	14439
273.00	13909
274.00	13429
275.00	12949
276.00	12580
277.00	12249
278.00	11970
279.00	11739
280.00	11534
281.00	11360
282.00	11216
283.00	11060
284.00	10859
285.00	10659
286.00	10503
287.00	10334
288.00	10113
289.00	9951.4
290.00	9723.7
291.00	9537.6
292.00	9404.3
293.00	9185.1
294.00	8991.0
295.00	8771.5
296.00	8593.9
297.00	8426.6
298.00	8260.4
299.00	8152.5
300.00	8056.1
301.00	7978.6
302.00	7964.2
303.00	7972.8
304.00	8003.7
305.00	8009.1
306.00	7992.0
307.00	8023.1
308.00	8026.1
309.00	8018.1
310.00	8036.2
311.00	8029.2
312.00	8018.6
313.00	8053.7
314.00	8056.2
315.00	8082.1
316.00	8104.7
317.00	8218.4
318.00	8331.3
319.00	8425.4
320.00	8531.3
321.00	8597.9
322.00	8690.7
323.00	8682.5
324.00	8580.9
325.00	8425.2
326.00	8174.3
327.00	7919.7
328.00	7562.8
329.00	7244.4
330.00	6852.6
331.00	6531.7
332.00	6245.0
333.00	5973.7
334.00	5721.5
335.00	5546.6
336.00	5420.6
337.00	5338.2
338.00	5250.7
339.00	5206.7
340.00	5166.6
341.00	5170.6
342.00	5162.8
343.00	5172.5
344.00	5199.1
345.00	5240.0
346.00	5319.5
347.00	5338.4
348.00	5386.8
349.00	5480.7
350.00	5585.6
351.00	5679.4
352.00	5754.1
353.00	5899.4
354.00	6056.3
355.00	6197.9
356.00	6323.2
357.00	6468.1
358.00	6589.1
359.00	6734.6
360.00	6905.2
361.00	7080.0
362.00	7265.0
363.00	7402.9
364.00	7566.7
365.00	7678.8
366.00	7830.2
367.00	8020.7
368.00	8114.7
369.00	8314.5
370.00	8430.4
371.00	8590.9
372.00	8716.7
373.00	8856.3
374.00	9019.4
375.00	9132.9
376.00	9257.7
377.00	9442.5
378.00	9567.4
379.00	9656.2
380.00	9707.5
381.00	9826.0
382.00	9966.4
383.00	9953.6
384.00	10062
385.00	10180
386.00	10201
387.00	10246
388.00	10343
389.00	10355
390.00	10432
391.00	10530
392.00	10624
393.00	10740
394.00	10781
395.00	10818
396.00	10860
397.00	10835
398.00	10697
399.00	10553
400.00	10337
401.00	10022
402.00	9719.7
403.00	9286.4
404.00	8859.1
405.00	8452.7
406.00	8162.2
407.00	7708.1
408.00	7345.8
409.00	7048.6
410.00	6737.7
411.00	6532.5
412.00	6419.6
413.00	6173.7
414.00	5954.5
415.00	5783.8
416.00	5737.5
417.00	5613.2
418.00	5434.8
419.00	5403.0
420.00	5377.7
421.00	5224.4
422.00	5116.6
423.00	5050.3
424.00	5012.3
425.00	4992.5
426.00	4898.6
427.00	4908.4
428.00	4818.0
429.00	4787.5
430.00	4796.0
431.00	4704.9
432.00	4677.4
433.00	4666.7
434.00	4664.0
435.00	4567.0
436.00	4517.7
437.00	4487.6
438.00	4424.8
439.00	4421.1
440.00	4339.3
441.00	4295.4
442.00	4231.8
443.00	4168.4
444.00	4156.7
445.00	4157.3
446.00	4109.6
447.00	4106.4
448.00	4157.2
449.00	4152.1
450.00	4117.4
451.00	4189.1
452.00	4208.2
453.00	4199.5
454.00	4274.4
455.00	4232.4
456.00	4217.7
457.00	4200.4
458.00	4192.5
459.00	4182.0
460.00	4133.3
461.00	4028.2
462.00	4044.4
463.00	3865.2
464.00	3836.8
465.00	3670.2
466.00	3613.8
467.00	3459.9
468.00	3269.1
469.00	3146.7
470.00	2947.7
471.00	2893.7
472.00	2755.4
473.00	2609.8
474.00	2553.7
475.00	2425.8
476.00	2344.9
477.00	2246.3
478.00	2199.4
479.00	2056.5
480.00	1965.5
481.00	1950.9
482.00	1884.0
483.00	1850.9
484.00	1804.6
485.00	1796.2
486.00	1688.7
487.00	1579.9
488.00	1478.6
489.00	1554.4
490.00	1613.5
491.00	1585.9
492.00	1595.9
493.00	1484.3
494.00	1515.3
495.00	1535.6
496.00	1452.0
497.00	1420.4
498.00	1433.6
499.00	1454.1
500.00	1343.7
501.00	1425.3
502.00	1402.6
503.00	1279.2
504.00	1328.3
505.00	1328.1
506.00	1199.7
507.00	1177.2
508.00	1239.7
509.00	1158.6
510.00	1149.0
511.00	1170.6
512.00	1156.4
513.00	1137.7
514.00	1126.6
515.00	1130.3
516.00	1121.8
517.00	1110.4
518.00	1061.4
519.00	1053.9
520.00	1057.3
521.00	1133.4
522.00	1185.3
523.00	1072.9
524.00	1060.3
525.00	1009.5
526.00	1072.4
527.00	972.33
528.00	1130.8
529.00	1229.5
530.00	1122.9
531.00	1227.8
532.00	1019.0
533.00	1026.6
534.00	1128.7
535.00	1127.9
536.00	1156.4
537.00	1102.2
538.00	1226.9
539.00	1232.9
540.00	1176.0
541.00	1244.2
542.00	1223.9
543.00	1280.4
544.00	1284.3
545.00	1297.0
546.00	1308.3
547.00	1352.2
548.00	1351.5
549.00	1387.8
550.00	1350.1
551.00	1426.2
552.00	1459.7
553.00	1525.3
554.00	1573.4
555.00	1536.0
556.00	1508.2
557.00	1583.5
558.00	1679.5
559.00	1695.9
560.00	1680.9
561.00	1670.3
562.00	1749.1
563.00	1830.1
564.00	1869.9
565.00	1891.9
566.00	1959.3
567.00	2007.2
568.00	2039.9
569.00	2008.3
570.00	2046.3
571.00	2117.6
572.00	2127.3
573.00	2167.2
574.00	2232.9
575.00	2262.3
576.00	2338.6
577.00	2425.1
578.00	2456.6
579.00	2492.4
580.00	2597.5
581.00	2666.2
582.00	2707.0
583.00	2746.0
584.00	2899.8
585.00	2969.8
586.00	3018.4
587.00	3082.7
588.00	3196.1
589.00	3235.2
590.00	3388.6
591.00	3510.1
592.00	3599.1
593.00	3688.7
594.00	3742.0
595.00	3827.8
596.00	3934.9
597.00	4071.6
598.00	4132.2
599.00	4237.4
600.00	4315.0
601.00	4434.1
602.00	4543.2
603.00	4688.6
604.00	4764.8
605.00	4883.7
606.00	4993.7
607.00	5114.1
608.00	5260.2
609.00	5393.7
610.00	5538.6
611.00	5663.1
612.00	5804.2
613.00	5944.4
614.00	6070.1
615.00	6240.0
