Wavelength (nm)	D06 abs e
281.25	3338.7
281.50	3543.7
281.75	3446.5
282.00	3451.8
282.25	3560.2
282.50	3693.1
282.75	3566.8
283.00	3714.9
283.25	3931.1
283.50	3867.0
283.75	3918.5
284.00	3882.8
284.25	3898.7
284.50	4076.5
284.75	4220.7
285.00	4295.4
285.25	4354.9
285.50	4341.0
285.75	4468.6
286.00	4559.2
286.25	4696.7
286.50	4781.3
286.75	4811.0
287.00	4915.5
287.25	5171.4
287.50	5143.6
287.75	5234.2
288.00	5318.1
288.25	5390.9
288.50	5524.4
288.75	5574.7
289.00	5741.9
289.25	5859.6
289.50	5949.5
289.75	5997.1
290.00	6114.8
290.25	6130.0
290.50	6465.2
290.75	6645.7
291.00	6747.5
291.25	6982.2
291.50	6895.6
291.75	7173.3
292.00	7035.8
292.25	7361.7
292.50	7503.8
292.75	7665.1
293.00	7742.5
293.25	7678.4
293.50	7899.8
293.75	7955.4
294.00	8036.7
294.25	8259.5
294.50	8243.0
294.75	8405.6
295.00	8465.1
295.25	8440.7
295.50	8576.8
295.75	8800.3
296.00	9029.7
296.25	9060.8
296.50	9176.5
296.75	9289.5
297.00	9429.0
297.25	9713.3
297.50	9649.2
297.75	9902.4
298.00	10181
298.25	10316
298.50	10513
298.75	10806
299.00	10825
299.25	11098
299.50	11143
299.75	11367
300.00	11853
300.25	12059
300.50	12187
300.75	12468
301.00	12641
301.25	12957
301.50	13132
301.75	13352
302.00	13710
302.25	13734
302.50	13950
302.75	14245
303.00	14370
303.25	14745
303.50	14919
303.75	15096
304.00	15347
304.25	15576
304.50	15820
304.75	15807
305.00	16128
305.25	16398
305.50	16421
305.75	16538
306.00	16829
306.25	16905
306.50	17043
306.75	17507
307.00	17415
307.25	17644
307.50	17903
307.75	17931
308.00	18264
308.25	18508
308.50	18707
308.75	18921
309.00	19136
309.25	19361
309.50	19527
309.75	19407
310.00	19366
310.25	19480
310.50	19916
310.75	20176
311.00	20461
311.25	20914
311.50	21089
311.75	21494
312.00	21715
312.25	22295
312.50	22638
312.75	22763
313.00	23426
313.25	23893
313.50	24037
313.75	24353
314.00	24828
314.25	24991
314.50	24718
314.75	25655
315.00	26695
315.25	26872
315.50	26749
315.75	28115
316.00	28020
316.25	28743
316.50	29702
316.75	30306
317.00	30596
317.25	30253
317.50	31034
317.75	31076
318.00	31207
318.25	32226
318.50	32473
318.75	32598
319.00	32760
319.25	33006
319.50	32998
319.75	33387
320.00	33917
320.25	34253
320.50	34263
320.75	34379
321.00	34545
321.25	35361
321.50	35300
321.75	35583
322.00	36047
322.25	35933
322.50	36693
322.75	36703
323.00	36370
323.25	36540
323.50	37403
323.75	37009
324.00	37245
324.25	38012
324.50	38099
324.75	38146
325.00	38437
325.25	38830
325.50	39234
325.75	39206
326.00	40113
326.25	40288
326.50	40414
326.75	40765
327.00	40974
327.25	41629
327.50	42444
327.75	42851
328.00	43216
328.25	43858
328.50	44375
328.75	44903
329.00	45407
329.25	45691
329.50	46216
329.75	47381
330.00	48185
330.25	48235
330.50	49047
330.75	49627
331.00	50145
331.25	51375
331.50	51755
331.75	52588
332.00	53348
332.25	54393
332.50	55384
332.75	56235
333.00	55961
333.25	57244
333.50	57735
333.75	58105
334.00	58916
334.25	59898
334.50	59824
334.75	59857
335.00	60316
335.25	61328
335.50	60197
335.75	61646
336.00	61340
336.25	62147
336.50	61907
336.75	62226
337.00	62488
337.25	61859
337.50	62225
337.75	62218
338.00	61806
338.25	61858
338.50	61578
338.75	61574
339.00	61800
339.25	61349
339.50	61278
339.75	61668
340.00	60930
340.25	60567
340.50	60224
340.75	59921
341.00	59928
341.25	60081
341.50	59996
341.75	59850
342.00	59890
342.25	59481
342.50	59543
342.75	59836
343.00	59298
343.25	60008
343.50	59957
343.75	60713
344.00	60603
344.25	61062
344.50	61038
344.75	61327
345.00	61914
345.25	62343
345.50	63058
345.75	63564
346.00	63675
346.25	64411
346.50	64971
346.75	65896
347.00	66368
347.25	67207
347.50	67787
347.75	68802
348.00	69281
348.25	70038
348.50	70540
348.75	72127
349.00	73206
349.25	73107
349.50	74470
349.75	74776
350.00	76092
350.25	76925
350.50	77775
350.75	78153
351.00	79014
351.25	80278
351.50	80746
351.75	80870
352.00	81587
352.25	82202
352.50	82320
352.75	82315
353.00	81894
353.25	82400
353.50	82269
353.75	81381
354.00	81535
354.25	80969
354.50	80672
354.75	80036
355.00	79158
355.25	78503
355.50	77071
355.75	75608
356.00	74559
356.25	73432
356.50	72388
356.75	71033
357.00	69571
357.25	67991
357.50	67197
357.75	65958
358.00	65046
358.25	63707
358.50	62374
358.75	61409
359.00	60050
359.25	59249
359.50	57795
359.75	57149
360.00	56403
360.25	55799
360.50	54551
360.75	53782
361.00	53112
361.25	52682
361.50	51856
361.75	51085
362.00	50767
362.25	50178
362.50	50268
362.75	49911
363.00	49427
363.25	49043
363.50	49101
363.75	49242
364.00	48807
364.25	49067
364.50	49170
364.75	49122
365.00	49774
365.25	49905
365.50	49911
365.75	50238
366.00	50387
366.25	51213
366.50	51392
366.75	51517
367.00	52094
367.25	52516
367.50	52906
367.75	53387
368.00	53682
368.25	54945
368.50	54673
368.75	55443
369.00	55781
369.25	56125
369.50	57110
369.75	57407
370.00	57760
370.25	58146
370.50	58578
370.75	58918
371.00	59703
371.25	59517
371.50	60155
371.75	60199
372.00	60345
372.25	60644
372.50	60717
372.75	60258
373.00	60030
373.25	60240
373.50	59641
373.75	58985
374.00	58541
374.25	57998
374.50	57137
374.75	57139
375.00	56479
375.25	56023
375.50	54498
375.75	53444
376.00	51610
376.25	50351
376.50	48370
376.75	46672
377.00	45235
377.25	43530
377.50	41597
377.75	39958
378.00	38106
378.25	35943
378.50	34099
378.75	32374
379.00	30551
379.25	28761
379.50	26927
379.75	25582
380.00	23896
380.25	22344
380.50	20793
380.75	19545
381.00	18508
381.25	17068
381.50	16024
381.75	14696
382.00	14124
382.25	12940
382.50	12189
382.75	11443
383.00	10647
383.25	10039
383.50	9478.0
383.75	8724.9
384.00	8615.2
384.25	8059.8
384.50	7608.9
384.75	7171.3
385.00	6571.6
385.25	6537.9
385.50	6063.2
385.75	5886.7
386.00	5629.5
386.25	5540.9
386.50	5068.9
386.75	4977.0
387.00	4719.1
387.25	4419.0
387.50	4436.2
387.75	4136.7
388.00	4310.6
388.25	3919.2
388.50	4050.1
388.75	3718.9
389.00	3511.3
389.25	3477.5
389.50	3163.5
389.75	3160.9
390.00	3094.8
390.25	2903.0
390.50	2854.1
390.75	2880.5
391.00	2638.6
391.25	2661.1
391.50	2569.2
391.75	2394.6
392.00	2488.5
392.25	2438.2
392.50	2255.8
392.75	1990.7
393.00	2185.7
393.25	2130.2
393.50	2017.1
393.75	1967.5
394.00	1751.3
394.25	1732.2
394.50	1625.7
394.75	1717.6
395.00	1437.3
395.25	1492.2
395.50	1369.9
395.75	1402.3
396.00	1313.0
396.25	1266.1
396.50	1190.7
396.75	1334.8
397.00	1274.0
397.25	1072.4
397.50	1174.8
397.75	942.77
398.00	1003.6
398.25	881.29
398.50	1051.9
398.75	895.17
399.00	743.77
399.25	885.91
399.50	665.10
399.75	623.45
400.00	636.01
400.25	655.18
400.50	732.53
400.75	516.34
401.00	692.86
401.25	645.92
401.50	553.37
401.75	460.15
402.00	477.34
402.25	549.40
402.50	434.36
402.75	371.56
403.00	531.55
403.25	532.21
403.50	365.61
403.75	364.94
404.00	422.46
404.25	413.21
404.50	417.17
404.75	411.88
405.00	450.23
405.25	515.68
405.50	514.36
405.75	330.57
406.00	336.52
406.25	203.63
406.50	518.99
406.75	345.77
407.00	206.27
407.25	310.07
407.50	101.81
407.75	340.48
408.00	334.53
408.25	284.95
408.50	416.51
408.75	-4.6279
409.00	382.79
409.25	398.66
409.50	411.22
409.75	335.19
410.00	340.48
410.25	215.53
410.50	421.14
410.75	263.13
411.00	282.30
411.25	240.65
411.50	319.99
411.75	255.20
412.00	321.31
412.25	213.55
412.50	375.52
412.75	188.42
413.00	286.93
413.25	93.881
413.50	272.39
413.75	339.82
414.00	362.30
414.25	319.99
414.50	278.34
414.75	290.90
415.00	226.11
415.25	253.87
415.50	232.06
415.75	247.26
416.00	216.85
416.25	230.73
416.50	308.75
416.75	195.03
417.00	74.047
417.25	257.84
417.50	165.28
417.75	277.67
418.00	274.37
418.25	249.25
418.50	197.02
418.75	110.41
419.00	132.23
419.25	111.07
419.50	318.00
419.75	236.68
420.00	197.68
420.25	339.16
420.50	201.64
420.75	194.37
421.00	156.03
421.25	290.90
421.50	200.32
421.75	124.95
422.00	188.42
422.25	216.85
422.50	267.10
422.75	234.04
423.00	74.047
423.25	234.70
423.50	195.69
423.75	269.74
424.00	292.22
424.25	115.70
424.50	142.80
424.75	156.69
425.00	328.58
425.25	433.70
425.50	255.20
425.75	218.17
426.00	268.42
426.25	311.39
426.50	265.77
426.75	234.70
427.00	281.64
427.25	271.72
427.50	274.37
427.75	217.51
428.00	333.87
428.25	183.79
428.50	113.05
428.75	195.03
429.00	257.18
429.25	161.98
429.50	171.89
429.75	302.14
430.00	204.95
430.25	101.81
430.50	192.39
430.75	214.21
431.00	154.70
431.25	299.49
431.50	224.78
431.75	159.99
432.00	173.22
432.25	154.70
432.50	101.81
432.75	256.52
433.00	200.32
433.25	293.54
433.50	405.93
433.75	235.36
434.00	324.62
434.25	233.38
434.50	412.55
434.75	185.78
435.00	136.85
435.25	271.72
435.50	179.17
435.75	288.25
436.00	222.80
436.25	180.49
436.50	316.02
436.75	224.12
437.00	212.22
437.25	239.99
437.50	48.924
437.75	73.385
438.00	233.38
438.25	372.88
438.50	148.09
438.75	165.28
439.00	289.58
439.25	269.08
439.50	275.03
439.75	171.89
440.00	158.67
440.25	228.75
440.50	276.35
440.75	228.75
441.00	74.708
441.25	238.01
441.50	327.26
441.75	194.37
442.00	226.11
442.25	233.38
442.50	267.76
442.75	236.02
443.00	159.33
443.25	152.06
443.50	208.92
443.75	165.94
444.00	208.92
444.25	144.79
444.50	233.38
444.75	269.08
445.00	140.16
445.25	147.43
445.50	255.86
445.75	154.70
446.00	308.09
446.25	259.16
446.50	294.20
446.75	183.13
447.00	137.52
447.25	330.57
447.50	224.12
447.75	312.71
448.00	175.20
448.25	252.55
448.50	201.64
448.75	181.81
449.00	310.07
449.25	148.09
449.50	157.35
449.75	171.89
450.00	185.78
