Wavelength (nm)	A24 abs e
240.00	9600.8
241.00	8722.4
242.00	8563.9
243.00	8687.6
244.00	9116.9
245.00	9780.3
246.00	10641
247.00	11605
248.00	12513
249.00	13353
250.00	14084
251.00	14691
252.00	15297
253.00	16017
254.00	16908
255.00	17736
256.00	18542
257.00	19708
258.00	21376
259.00	23517
260.00	25209
261.00	25706
262.00	25409
263.00	24714
264.00	23779
265.00	22991
266.00	22118
267.00	21450
268.00	21098
269.00	20804
270.00	20983
271.00	22046
272.00	24146
273.00	26857
274.00	28201
275.00	26097
276.00	20998
277.00	14963
278.00	9804.1
279.00	6412.8
280.00	4458.3
281.00	3371.1
282.00	2866.3
283.00	2489.6
284.00	2089.0
285.00	1794.1
286.00	1536.7
287.00	1243.1
288.00	1030.7
289.00	968.13
290.00	985.60
291.00	1103.4
292.00	1209.5
293.00	1083.0
294.00	863.45
295.00	752.08
296.00	724.60
297.00	668.49
298.00	550.11
299.00	458.74
300.00	407.13
301.00	377.22
302.00	358.89
303.00	339.25
304.00	332.43
305.00	322.01
306.00	327.88
307.00	336.64
308.00	346.33
309.00	356.28
310.00	365.50
311.00	372.06
312.00	366.30
313.00	345.82
314.00	331.09
315.00	319.75
316.00	309.72
317.00	298.51
318.00	297.79
319.00	291.97
320.00	294.93
321.00	293.66
322.00	289.46
323.00	283.99
324.00	266.95
325.00	269.79
326.00	267.99
327.00	277.20
328.00	290.81
329.00	302.52
330.00	319.03
331.00	340.76
332.00	352.93
333.00	340.74
334.00	313.38
335.00	281.52
336.00	236.37
337.00	187.26
338.00	149.30
339.00	122.56
340.00	107.55
341.00	95.264
342.00	94.991
343.00	89.014
344.00	88.108
345.00	87.513
346.00	86.211
347.00	92.585
348.00	90.303
349.00	84.227
350.00	86.992
351.00	93.726
352.00	101.22
353.00	102.38
354.00	108.78
355.00	106.13
356.00	94.867
357.00	84.462
358.00	79.117
359.00	67.150
360.00	58.866
361.00	55.270
362.00	50.036
363.00	41.839
364.00	43.302
365.00	31.794
366.00	32.439
367.00	31.732
368.00	31.000
369.00	30.864
370.00	23.671
371.00	17.507
372.00	36.308
373.00	13.539
374.00	18.648
375.00	18.983
376.00	19.070
377.00	24.192
378.00	16.552
379.00	12.609
380.00	20.769
381.00	22.170
382.00	27.143
383.00	21.439
384.00	26.523
385.00	19.120
386.00	18.636
387.00	26.722
388.00	20.719
389.00	16.825
390.00	18.158
391.00	17.817
392.00	18.075
393.00	16.032
394.00	13.737
395.00	19.219
396.00	18.611
397.00	22.121
398.00	16.862
399.00	18.214
400.00	20.629
