Wavelength (nm)	Q16 abs e
350.00	17044
350.25	17921
350.50	18235
350.75	18099
351.00	18945
351.25	18242
351.50	17947
351.75	18028
352.00	18554
352.25	17326
352.50	18131
352.75	18468
353.00	18302
353.25	19323
353.50	18832
353.75	18810
354.00	18452
354.25	18967
354.50	19043
354.75	19233
355.00	18005
355.25	19306
355.50	18818
355.75	18972
356.00	18871
356.25	19606
356.50	19138
356.75	18987
357.00	19428
357.25	20106
357.50	19143
357.75	18655
358.00	19523
358.25	18937
358.50	20316
358.75	19320
359.00	19787
359.25	19730
359.50	19792
359.75	19370
360.00	20905
360.25	20068
360.50	20709
360.75	20483
361.00	20684
361.25	20713
361.50	21343
361.75	20371
362.00	21360
362.25	21316
362.50	21087
362.75	20762
363.00	20627
363.25	21445
363.50	21726
363.75	21153
364.00	21441
364.25	20953
364.50	22248
364.75	21968
365.00	22257
365.25	22023
365.50	21853
365.75	21837
366.00	22472
366.25	22503
366.50	22046
366.75	22802
367.00	21897
367.25	22516
367.50	22621
367.75	23178
368.00	22212
368.25	23155
368.50	23043
368.75	22034
369.00	22953
369.25	22576
369.50	21979
369.75	22845
370.00	22365
370.25	23907
370.50	22748
370.75	23448
371.00	23703
371.25	23392
371.50	22778
371.75	23292
372.00	22664
372.25	23017
372.50	23172
372.75	23307
373.00	22726
373.25	23001
373.50	23259
373.75	22951
374.00	23409
374.25	23456
374.50	23145
374.75	23074
375.00	23683
375.25	23184
375.50	22826
375.75	23205
376.00	22740
376.25	22798
376.50	22915
376.75	22672
377.00	22487
377.25	22615
377.50	23236
377.75	22559
378.00	22812
378.25	23149
378.50	22346
378.75	22338
379.00	22713
379.25	23441
379.50	22666
379.75	23133
380.00	22202
380.25	23106
380.50	22455
380.75	22642
381.00	22526
381.25	22853
381.50	22479
381.75	22667
382.00	22631
382.25	22618
382.50	21943
382.75	22978
383.00	22553
383.25	22924
383.50	22214
383.75	23376
384.00	23137
384.25	23040
384.50	23425
384.75	23051
385.00	24155
385.25	24362
385.50	24087
385.75	24139
386.00	23609
386.25	24319
386.50	24811
386.75	24305
387.00	25112
387.25	25010
387.50	26066
387.75	25857
388.00	26324
388.25	27069
388.50	27114
388.75	27992
389.00	27827
389.25	29089
389.50	28605
389.75	29148
390.00	29717
390.25	30830
390.50	31473
390.75	32124
391.00	32574
391.25	33731
391.50	34557
391.75	35679
392.00	35930
392.25	37110
392.50	38191
392.75	38141
393.00	39167
393.25	40876
393.50	41313
393.75	42390
394.00	43533
394.25	44517
394.50	46430
394.75	47810
395.00	48756
395.25	50334
395.50	52136
395.75	53019
396.00	54822
396.25	55795
396.50	57517
396.75	58134
397.00	59570
397.25	60029
397.50	60914
397.75	62139
398.00	62506
398.25	64002
398.50	65309
398.75	65100
399.00	66625
399.25	67343
399.50	67803
399.75	69129
400.00	69384
400.25	69700
400.50	70320
400.75	70770
401.00	71221
401.25	72102
401.50	72082
401.75	72818
402.00	73188
402.25	74538
402.50	74308
402.75	75050
403.00	75167
403.25	75965
403.50	76612
403.75	77226
404.00	78727
404.25	78730
404.50	79654
404.75	80270
405.00	81282
405.25	82231
405.50	82824
405.75	85576
406.00	85675
406.25	86774
406.50	89235
406.75	90547
407.00	92341
407.25	93224
407.50	96538
407.75	98426
408.00	1.0039e+05
408.25	1.0247e+05
408.50	1.0540e+05
408.75	1.0729e+05
409.00	1.1001e+05
409.25	1.1446e+05
409.50	1.1680e+05
409.75	1.2020e+05
410.00	1.2397e+05
410.25	1.2773e+05
410.50	1.3182e+05
410.75	1.3621e+05
411.00	1.4119e+05
411.25	1.4565e+05
411.50	1.5064e+05
411.75	1.5642e+05
412.00	1.6185e+05
412.25	1.6704e+05
412.50	1.7373e+05
412.75	1.7908e+05
413.00	1.8627e+05
413.25	1.9236e+05
413.50	1.9785e+05
413.75	2.0521e+05
414.00	2.1260e+05
414.25	2.2009e+05
414.50	2.2258e+05
414.75	2.2471e+05
415.00	2.3144e+05
415.25	2.3837e+05
415.50	2.4537e+05
415.75	2.5306e+05
416.00	2.5871e+05
416.25	2.6496e+05
416.50	2.7211e+05
416.75	2.7741e+05
417.00	2.8269e+05
