Wavelength (nm)	O02 abs e
304.00	4837.7
304.25	4670.8
304.50	4534.7
304.75	4411.4
305.00	4309.2
305.25	4177.8
305.50	4123.5
305.75	3980.4
306.00	3892.6
306.25	3812.1
306.50	3689.2
306.75	3612.9
307.00	3499.7
307.25	3455.7
307.50	3365.5
307.75	3297.2
308.00	3275.2
308.25	3177.9
308.50	3154.6
308.75	3073.4
309.00	3036.1
309.25	3019.3
309.50	2997.4
309.75	3163.0
310.00	3182.5
310.25	2937.3
310.50	2979.6
310.75	2980.5
311.00	3003.8
311.25	2887.0
311.50	2919.9
311.75	3001.1
312.00	2812.3
312.25	2795.0
312.50	2941.9
312.75	2874.8
313.00	2885.7
313.25	2837.3
313.50	2924.5
313.75	2733.7
314.00	2812.3
314.25	2749.9
314.50	2802.0
314.75	2750.4
315.00	2690.5
315.25	2675.7
315.50	2794.1
315.75	2718.7
316.00	2775.5
316.25	2585.4
316.50	2603.5
316.75	2611.4
317.00	2522.9
317.25	2552.7
317.50	2450.3
317.75	2588.6
318.00	2550.5
318.25	2613.8
318.50	2615.7
318.75	2465.6
319.00	2527.2
319.25	2619.9
319.50	2424.8
319.75	2554.7
320.00	2437.3
320.25	2515.8
320.50	2485.2
320.75	2458.0
321.00	2440.4
321.25	2473.7
321.50	2505.3
321.75	2481.1
322.00	2447.7
322.25	2457.4
322.50	2452.5
322.75	2469.7
323.00	2438.1
323.25	2431.3
323.50	2455.3
323.75	2485.2
324.00	2477.3
324.25	2479.7
324.50	2448.5
324.75	2460.7
325.00	2428.9
325.25	2543.8
325.50	2526.2
325.75	2504.9
326.00	2527.8
326.25	2547.4
326.50	2568.0
326.75	2569.6
327.00	2715.7
327.25	2763.5
327.50	2600.3
327.75	2786.8
328.00	2615.5
328.25	2761.1
328.50	2715.1
328.75	2788.7
329.00	2831.6
329.25	2824.1
329.50	2935.1
329.75	2852.3
330.00	2794.1
330.25	2849.5
330.50	2846.8
330.75	2849.8
331.00	2858.9
331.25	2879.7
331.50	2843.9
331.75	2805.1
332.00	2756.9
332.25	2770.9
332.50	2755.3
332.75	2739.4
333.00	2781.5
333.25	2732.6
333.50	2641.1
333.75	2695.1
334.00	2705.1
334.25	2650.3
334.50	2651.8
334.75	2676.9
335.00	2640.0
335.25	2677.1
335.50	2667.3
335.75	2566.9
336.00	2556.0
336.25	2610.4
336.50	2624.8
336.75	2632.9
337.00	2673.6
337.25	2540.0
337.50	2545.7
337.75	2595.9
338.00	2609.0
338.25	2588.9
338.50	2556.5
338.75	2621.7
339.00	2536.4
339.25	2529.4
339.50	2557.6
339.75	2525.9
340.00	2568.0
340.25	2515.2
340.50	2576.3
340.75	2460.9
341.00	2493.3
341.25	2517.4
341.50	2485.9
341.75	2523.9
342.00	2608.2
342.25	2646.2
342.50	2621.7
342.75	2648.0
343.00	2651.6
343.25	2706.0
343.50	2808.8
343.75	2823.3
344.00	2900.7
344.25	3002.5
344.50	3050.8
344.75	3018.0
345.00	3112.7
345.25	3145.9
345.50	3141.8
345.75	3248.6
346.00	3330.2
346.25	3380.7
346.50	3341.6
346.75	3358.8
347.00	3343.0
347.25	3292.8
347.50	3236.3
347.75	3330.3
348.00	3266.4
348.25	3213.3
348.50	3177.4
348.75	3170.0
349.00	3112.4
349.25	3018.0
349.50	3002.7
349.75	2977.3
350.00	2928.1
350.25	2846.1
350.50	2695.4
350.75	2717.6
351.00	2648.0
351.25	2615.8
351.50	2543.2
351.75	2497.9
352.00	2434.6
352.25	2462.8
352.50	2328.1
352.75	2330.3
353.00	2270.0
353.25	2295.6
353.50	2247.7
353.75	2208.6
354.00	2172.8
354.25	2165.5
354.50	2077.3
354.75	2202.2
355.00	2164.2
355.25	2167.6
355.50	2129.6
355.75	2063.2
356.00	2090.6
356.25	2080.0
356.50	2061.7
356.75	2040.0
357.00	2145.1
357.25	2098.2
357.50	2026.5
357.75	2059.9
358.00	2033.5
358.25	2127.4
358.50	2131.3
358.75	2078.9
359.00	2105.4
359.25	2100.4
359.50	2126.2
359.75	2120.9
360.00	2169.0
360.25	2145.2
360.50	2158.7
360.75	2202.5
361.00	2115.6
361.25	2237.5
361.50	2229.6
361.75	2257.3
362.00	2298.1
362.25	2260.8
362.50	2233.6
362.75	2306.7
363.00	2329.3
363.25	2327.7
363.50	2251.1
363.75	2301.9
364.00	2345.3
364.25	2370.8
364.50	2391.5
364.75	2403.2
365.00	2443.8
365.25	2444.2
365.50	2449.5
365.75	2473.4
366.00	2494.4
366.25	2546.0
366.50	2596.4
366.75	2543.3
367.00	2617.1
367.25	2604.1
367.50	2659.8
367.75	2624.7
368.00	2701.3
368.25	2709.5
368.50	2775.7
368.75	2802.4
369.00	2793.9
369.25	2842.0
369.50	2813.4
369.75	2895.8
370.00	2820.8
370.25	2880.8
370.50	2938.7
370.75	3003.0
371.00	2965.5
371.25	3021.5
371.50	3013.1
371.75	3061.6
372.00	3095.6
372.25	3132.3
372.50	3098.4
372.75	3250.2
373.00	3220.8
373.25	3279.4
373.50	3283.9
373.75	3344.3
374.00	3278.6
374.25	3387.5
374.50	3378.8
374.75	3353.3
375.00	3412.8
375.25	3447.9
375.50	3438.1
375.75	3519.8
376.00	3546.4
376.25	3627.3
376.50	3689.3
376.75	3639.8
377.00	3759.4
377.25	3789.7
377.50	3778.0
377.75	3790.6
378.00	3891.3
378.25	3904.1
378.50	3982.3
378.75	3941.9
379.00	4029.8
379.25	4000.5
379.50	4023.0
379.75	4117.3
380.00	4158.9
380.25	4201.5
380.50	4279.7
380.75	4287.9
381.00	4319.6
381.25	4345.6
381.50	4364.6
381.75	4471.6
382.00	4451.3
382.25	4562.9
382.50	4582.0
382.75	4587.7
383.00	4682.4
383.25	4649.9
383.50	4719.9
383.75	4748.1
384.00	4821.7
384.25	4879.8
384.50	4880.3
384.75	4938.8
385.00	4989.0
385.25	5041.2
385.50	5081.6
385.75	5070.2
386.00	5163.0
386.25	5241.1
386.50	5230.5
386.75	5257.4
387.00	5401.5
387.25	5404.0
387.50	5429.0
387.75	5469.1
388.00	5504.5
388.25	5524.5
388.50	5608.4
388.75	5652.8
389.00	5757.9
389.25	5753.8
389.50	5776.3
389.75	5825.7
390.00	5911.5
390.25	5893.9
390.50	5998.7
390.75	6002.3
391.00	6061.9
391.25	6133.7
391.50	6158.6
391.75	6205.7
392.00	6268.4
392.25	6303.9
392.50	6383.2
392.75	6410.4
393.00	6464.7
393.25	6464.4
393.50	6582.1
393.75	6626.8
394.00	6599.4
394.25	6682.6
394.50	6755.0
394.75	6815.0
395.00	6852.8
395.25	6894.8
395.50	6946.8
395.75	7008.7
396.00	7067.6
396.25	7111.8
396.50	7183.1
396.75	7229.0
397.00	7295.1
397.25	7372.3
397.50	7384.0
397.75	7432.9
398.00	7431.8
398.25	7519.8
398.50	7554.5
398.75	7634.7
399.00	7648.8
399.25	7698.5
399.50	7792.1
399.75	7766.4
400.00	7863.8
400.25	7932.2
400.50	7967.8
400.75	7968.6
401.00	7999.6
401.25	8048.5
401.50	8118.8
401.75	8128.9
402.00	8195.2
402.25	8245.4
402.50	8265.2
402.75	8303.5
403.00	8395.8
403.25	8428.9
403.50	8505.3
403.75	8507.0
404.00	8578.4
404.25	8632.2
404.50	8641.6
404.75	8742.9
405.00	8754.4
405.25	8776.4
405.50	8861.8
405.75	8866.2
406.00	8952.1
406.25	9001.1
406.50	9024.2
406.75	9059.5
407.00	9137.5
407.25	9109.3
407.50	9200.5
407.75	9221.7
408.00	9265.2
408.25	9363.7
408.50	9352.0
408.75	9486.7
409.00	9443.6
409.25	9509.1
409.50	9496.6
409.75	9595.6
410.00	9621.5
410.25	9655.6
410.50	9727.9
410.75	9777.8
411.00	9789.3
411.25	9813.8
411.50	9812.4
411.75	9956.5
412.00	9905.2
412.25	9988.6
412.50	10055
412.75	10033
413.00	10119
413.25	10083
413.50	10141
413.75	10167
414.00	10234
414.25	10226
414.50	10260
414.75	10290
415.00	10322
415.25	10357
415.50	10392
415.75	10446
416.00	10449
416.25	10509
416.50	10529
416.75	10524
417.00	10595
417.25	10606
417.50	10656
417.75	10678
418.00	10749
418.25	10698
418.50	10828
418.75	10796
419.00	10861
419.25	10844
419.50	10872
419.75	10898
420.00	10927
420.25	10969
420.50	10991
420.75	10987
421.00	11010
421.25	11069
421.50	11058
421.75	11045
422.00	11091
422.25	11117
422.50	11125
422.75	11130
423.00	11169
423.25	11135
423.50	11155
423.75	11172
424.00	11191
424.25	11217
424.50	11231
424.75	11231
425.00	11194
425.25	11259
425.50	11262
425.75	11242
426.00	11247
426.25	11275
426.50	11253
426.75	11283
427.00	11249
427.25	11309
427.50	11277
427.75	11287
428.00	11291
428.25	11280
428.50	11279
428.75	11252
429.00	11268
429.25	11243
429.50	11277
429.75	11222
430.00	11195
430.25	11270
430.50	11286
430.75	11206
431.00	11201
431.25	11231
431.50	11141
431.75	11170
432.00	11133
432.25	11169
432.50	11120
432.75	11121
433.00	11134
433.25	11095
433.50	11095
433.75	11068
434.00	11071
434.25	11029
434.50	11014
434.75	10998
435.00	10978
435.25	10973
435.50	10903
435.75	10850
436.00	10790
436.25	10827
436.50	10815
436.75	10697
437.00	10790
437.25	10737
437.50	10753
437.75	10640
438.00	10629
438.25	10563
438.50	10525
438.75	10502
439.00	10464
439.25	10524
439.50	10443
439.75	10417
440.00	10371
440.25	10302
440.50	10284
440.75	10229
441.00	10198
441.25	10159
441.50	10134
441.75	10126
442.00	10068
442.25	9997.0
442.50	10004
442.75	9960.3
443.00	9891.1
443.25	9890.8
443.50	9799.9
443.75	9746.4
444.00	9735.7
444.25	9690.9
444.50	9617.4
444.75	9622.8
445.00	9570.6
445.25	9535.1
445.50	9456.6
445.75	9405.6
446.00	9372.7
446.25	9314.9
446.50	9199.7
446.75	9200.2
447.00	9231.7
447.25	9096.5
447.50	9059.0
447.75	8962.4
448.00	8951.5
448.25	8914.3
448.50	8833.9
448.75	8784.7
449.00	8758.4
449.25	8682.7
449.50	8573.8
449.75	8544.4
450.00	8508.0
450.25	8436.0
450.50	8377.4
450.75	8280.9
451.00	8229.4
451.25	8172.7
451.50	8139.3
451.75	8055.0
452.00	8011.5
452.25	7976.8
452.50	7912.0
452.75	7854.3
453.00	7749.2
453.25	7755.3
453.50	7641.9
453.75	7609.6
454.00	7529.0
454.25	7436.4
454.50	7453.2
454.75	7402.7
455.00	7319.9
455.25	7264.0
455.50	7232.7
455.75	7150.4
456.00	7085.2
456.25	6985.3
456.50	6937.2
456.75	6887.5
457.00	6857.1
457.25	6737.6
457.50	6689.6
457.75	6576.4
458.00	6552.4
458.25	6473.6
458.50	6416.9
458.75	6358.8
459.00	6279.0
459.25	6220.0
459.50	6154.0
459.75	6096.7
460.00	5985.2
460.25	5980.3
460.50	5860.2
460.75	5827.6
461.00	5731.8
461.25	5675.5
461.50	5624.7
461.75	5546.2
462.00	5486.0
462.25	5368.1
462.50	5318.1
462.75	5257.9
463.00	5192.1
463.25	5113.4
463.50	5040.9
463.75	5061.3
464.00	4940.6
464.25	4896.2
464.50	4803.3
464.75	4783.1
465.00	4687.8
465.25	4633.2
465.50	4591.9
465.75	4530.9
466.00	4457.8
466.25	4376.0
466.50	4341.6
466.75	4319.9
467.00	4214.0
467.25	4211.7
467.50	4068.6
467.75	4083.9
468.00	4007.0
468.25	3943.2
468.50	3883.2
468.75	3839.4
469.00	3766.6
469.25	3712.6
469.50	3686.1
469.75	3618.1
470.00	3560.5
470.25	3517.4
470.50	3451.3
470.75	3386.2
471.00	3335.1
471.25	3317.2
471.50	3230.1
471.75	3172.2
472.00	3156.1
472.25	3100.2
472.50	3052.8
472.75	2980.4
473.00	2977.7
473.25	2914.7
473.50	2874.9
473.75	2832.0
474.00	2775.2
474.25	2735.6
474.50	2697.5
474.75	2691.2
475.00	2593.7
475.25	2529.1
475.50	2495.2
475.75	2434.0
476.00	2392.0
476.25	2353.4
476.50	2345.3
476.75	2335.0
477.00	2245.3
477.25	2196.7
477.50	2194.6
477.75	2128.3
478.00	2115.0
478.25	2075.3
478.50	2005.0
478.75	2025.6
479.00	1968.3
479.25	1938.8
479.50	1924.7
479.75	1917.9
480.00	1892.5
480.25	1848.8
480.50	1757.1
480.75	1755.4
481.00	1730.4
481.25	1710.1
481.50	1662.8
481.75	1617.0
482.00	1610.6
482.25	1581.1
482.50	1585.7
482.75	1570.3
483.00	1508.6
483.25	1483.6
483.50	1507.7
483.75	1426.5
484.00	1412.1
484.25	1410.8
484.50	1372.7
484.75	1377.2
485.00	1291.8
485.25	1265.5
485.50	1280.5
485.75	1271.7
486.00	1233.4
486.25	1238.1
486.50	1195.1
486.75	1201.9
487.00	1170.5
487.25	1120.0
487.50	1129.2
487.75	1126.5
488.00	1102.5
488.25	1111.3
488.50	1087.6
488.75	1029.8
489.00	1028.5
489.25	1014.8
489.50	991.50
489.75	981.05
490.00	986.28
490.25	975.35
490.50	962.85
490.75	920.43
491.00	952.40
491.25	892.73
491.50	899.22
491.75	890.51
492.00	874.05
492.25	832.11
492.50	819.92
492.75	809.47
493.00	775.76
493.25	817.70
493.50	838.75
493.75	807.89
494.00	783.99
494.25	788.42
494.50	785.41
494.75	757.40
495.00	734.29
495.25	731.28
495.50	733.49
495.75	731.59
496.00	702.95
496.25	721.62
496.50	720.51
496.75	722.10
497.00	696.14
497.25	710.86
497.50	642.16
497.75	689.33
498.00	669.23
498.25	591.51
498.50	653.40
498.75	608.13
499.00	645.65
499.25	617.15
499.50	596.58
499.75	651.19
500.00	586.76
500.25	589.45
500.50	579.32
500.75	557.80
501.00	584.23
501.25	581.54
501.50	546.08
501.75	551.94
502.00	547.67
502.25	592.94
502.50	563.02
502.75	517.75
503.00	552.42
503.25	560.49
503.50	522.82
503.75	573.63
504.00	526.46
504.25	523.61
504.50	542.44
504.75	536.11
505.00	508.73
505.25	516.33
505.50	535.00
505.75	515.06
506.00	526.77
506.25	531.52
506.50	537.85
506.75	510.95
507.00	458.55
507.25	514.74
507.50	522.82
507.75	515.06
508.00	514.74
508.25	472.96
508.50	469.79
508.75	477.39
509.00	486.41
509.25	459.50
509.50	526.77
509.75	479.76
510.00	478.34
510.25	442.72
510.50	417.24
510.75	509.36
511.00	486.89
511.25	430.54
511.50	455.39
511.75	441.46
512.00	467.89
512.25	454.91
512.50	471.37
512.75	427.69
513.00	477.07
513.25	472.17
513.50	416.29
513.75	459.82
514.00	460.45
514.25	459.98
514.50	438.93
514.75	429.11
515.00	426.74
515.25	445.89
515.50	446.52
515.75	366.75
516.00	399.51
516.25	447.31
516.50	459.34
516.75	411.38
517.00	457.76
517.25	434.81
517.50	432.75
517.75	432.75
518.00	413.44
518.25	428.95
518.50	443.04
518.75	466.47
519.00	406.63
519.25	412.81
519.50	465.68
519.75	426.42
520.00	451.11
520.25	467.89
520.50	407.27
520.75	409.96
521.00	374.50
521.25	425.47
521.50	354.24
521.75	440.82
522.00	405.53
522.25	410.12
522.50	421.83
522.75	416.29
523.00	455.86
523.25	412.17
523.50	377.04
523.75	412.97
524.00	433.07
524.25	418.03
524.50	446.05
524.75	414.87
525.00	424.05
525.25	419.77
525.50	413.60
525.75	419.46
526.00	416.61
526.25	401.57
526.50	421.36
526.75	406.48
527.00	363.26
527.25	390.02
527.50	387.32
527.75	357.09
528.00	398.72
528.25	404.26
528.50	406.48
528.75	455.70
529.00	373.87
529.25	450.32
529.50	412.49
529.75	409.17
530.00	400.30
530.25	395.71
530.50	390.02
530.75	463.30
531.00	405.84
531.25	387.80
531.50	391.76
531.75	390.17
532.00	411.86
532.25	406.63
532.50	370.86
532.75	435.13
533.00	405.37
533.25	412.17
533.50	383.68
533.75	368.49
534.00	362.16
534.25	406.00
534.50	387.48
534.75	385.11
535.00	408.69
535.25	379.73
535.50	408.85
535.75	374.66
536.00	363.11
536.25	332.40
536.50	394.45
536.75	312.14
537.00	348.86
537.25	365.32
537.50	376.72
537.75	361.37
538.00	391.28
538.25	346.64
538.50	405.21
538.75	353.13
539.00	338.41
539.25	349.49
539.50	385.58
539.75	378.94
540.00	368.49
540.25	333.98
540.50	406.95
540.75	367.06
541.00	380.36
541.25	365.01
541.50	350.29
541.75	355.51
542.00	320.05
542.25	336.67
542.50	342.85
542.75	317.20
543.00	352.03
543.25	350.29
543.50	311.82
543.75	343.16
544.00	337.94
544.25	346.64
544.50	356.78
544.75	338.89
545.00	333.67
545.25	363.58
545.50	312.14
545.75	343.64
546.00	311.98
546.25	336.83
546.50	316.10
546.75	346.64
547.00	310.56
547.25	357.88
547.50	312.30
547.75	340.63
548.00	279.06
548.25	342.85
548.50	365.80
548.75	296.47
549.00	352.34
549.25	360.26
549.50	358.83
549.75	315.15
550.00	290.30
550.25	293.62
550.50	264.97
550.75	333.67
551.00	315.30
551.25	291.09
551.50	293.62
551.75	359.47
552.00	314.51
552.25	269.72
552.50	318.15
552.75	290.93
553.00	306.60
553.25	265.29
553.50	229.04
553.75	296.94
554.00	290.45
554.25	329.23
554.50	293.78
554.75	286.81
555.00	332.08
555.25	272.41
555.50	277.63
555.75	280.01
556.00	290.30
556.25	277.16
556.50	286.18
556.75	238.54
557.00	278.42
557.25	289.19
557.50	262.91
557.75	251.67
558.00	224.45
558.25	282.54
558.50	225.56
558.75	240.59
559.00	208.62
559.25	266.55
559.50	280.64
559.75	296.15
560.00	274.94
560.25	237.27
560.50	276.37
560.75	304.86
561.00	301.53
561.25	232.05
561.50	241.54
561.75	257.53
562.00	215.11
562.25	223.50
562.50	260.38
562.75	234.74
563.00	242.97
563.25	236.95
563.50	209.57
563.75	178.70
564.00	244.87
564.25	193.90
564.50	187.88
564.75	209.09
565.00	223.18
565.25	215.27
565.50	263.07
565.75	198.17
566.00	188.83
566.25	210.04
566.50	231.73
566.75	205.61
567.00	224.29
567.25	230.46
567.50	242.18
567.75	193.74
568.00	231.25
568.25	227.14
568.50	202.13
568.75	194.69
569.00	202.61
569.25	244.08
569.50	198.96
569.75	217.96
570.00	151.80
570.25	198.17
570.50	156.54
570.75	164.14
571.00	186.93
571.25	150.37
571.50	179.18
571.75	154.33
572.00	180.92
572.25	154.17
572.50	179.34
572.75	201.02
573.00	197.07
573.25	166.04
573.50	145.62
573.75	149.74
574.00	195.32
574.25	179.02
574.50	182.66
574.75	154.49
575.00	170.16
575.25	170.47
575.50	172.85
575.75	172.21
576.00	192.95
576.25	190.73
576.50	175.70
576.75	159.71
577.00	155.91
577.25	172.69
577.50	145.46
577.75	127.10
578.00	147.21
578.25	160.98
578.50	172.06
578.75	150.37
579.00	138.82
579.25	143.25
579.50	158.92
579.75	152.59
580.00	141.19
580.25	147.36
580.50	164.14
580.75	198.33
581.00	153.06
581.25	166.83
581.50	97.504
581.75	117.13
582.00	157.49
582.25	107.16
582.50	157.81
582.75	128.84
583.00	126.00
583.25	144.36
583.50	121.56
583.75	172.69
584.00	158.92
584.25	155.28
584.50	97.345
584.75	131.22
585.00	132.64
585.25	110.48
585.50	105.10
585.75	90.697
586.00	142.30
586.25	90.064
586.50	167.47
586.75	98.612
587.00	137.23
587.25	132.17
587.50	148.95
587.75	141.67
588.00	120.93
588.25	98.453
588.50	92.280
588.75	92.597
589.00	99.087
589.25	91.331
589.50	139.61
589.75	97.979
590.00	112.07
590.25	81.042
590.50	116.97
590.75	95.763
591.00	90.064
591.25	115.23
591.50	73.286
591.75	122.35
592.00	72.336
592.25	104.78
592.50	99.245
592.75	165.72
593.00	122.83
593.25	101.46
593.50	122.04
593.75	95.763
594.00	109.85
594.25	62.364
594.50	108.43
594.75	110.01
595.00	72.178
595.25	106.84
595.50	79.934
595.75	50.810
596.00	59.990
596.25	88.007
596.50	116.81
596.75	71.070
597.00	98.612
597.25	78.035
597.50	89.589
597.75	28.017
598.00	57.774
598.25	96.554
598.50	110.48
598.75	106.37
599.00	77.085
599.25	75.660
599.50	65.214
599.75	113.49
600.00	73.128
600.25	71.070
600.50	86.740
600.75	35.139
601.00	108.74
601.25	62.681
601.50	81.517
601.75	69.487
602.00	69.012
602.25	72.178
602.50	69.171
602.75	82.625
603.00	36.564
603.25	54.925
603.50	57.616
603.75	50.176
604.00	62.839
604.25	46.378
604.50	58.091
604.75	54.608
605.00	89.906
605.25	60.465
605.50	31.024
605.75	38.622
606.00	71.703
606.25	78.510
606.50	49.068
606.75	48.594
607.00	109.53
607.25	85.158
607.50	87.215
607.75	71.070
608.00	74.394
608.25	87.373
608.50	47.802
608.75	79.618
609.00	59.357
609.25	68.063
609.50	93.072
609.75	85.949
610.00	50.968
610.25	71.545
610.50	97.187
610.75	44.636
611.00	58.407
611.25	48.752
611.50	101.14
611.75	76.135
612.00	72.811
612.25	66.955
612.50	69.646
612.75	73.761
613.00	82.625
613.25	61.098
613.50	16.145
613.75	59.199
614.00	58.091
614.25	63.947
614.50	44.478
614.75	75.186
615.00	62.364
615.25	49.227
615.50	37.988
615.75	65.372
616.00	78.668
616.25	72.653
616.50	32.923
616.75	115.07
617.00	43.212
617.25	70.279
617.50	54.450
617.75	68.221
618.00	38.147
618.25	84.366
618.50	71.070
618.75	30.391
619.00	67.113
619.25	62.681
619.50	71.387
619.75	89.431
620.00	92.913
620.25	70.754
620.50	62.523
620.75	69.962
621.00	85.632
621.25	72.020
621.50	50.651
621.75	71.387
622.00	65.688
622.25	65.688
622.50	16.937
622.75	17.095
623.00	68.221
623.25	54.292
623.50	72.336
623.75	91.014
624.00	33.715
624.25	12.821
624.50	23.585
624.75	60.623
625.00	28.808
625.25	49.860
625.50	30.866
625.75	26.592
626.00	53.342
626.25	39.255
626.50	40.363
626.75	48.910
627.00	50.651
627.25	77.085
627.50	59.990
627.75	33.556
628.00	34.348
628.25	4.7486
628.50	60.940
628.75	66.005
629.00	50.810
629.25	70.912
629.50	66.955
629.75	28.491
630.00	15.512
630.25	39.413
630.50	27.225
630.75	17.095
631.00	13.296
631.25	42.420
631.50	43.845
631.75	53.659
632.00	56.666
632.25	71.703
632.50	72.020
632.75	71.387
633.00	55.400
633.25	13.929
633.50	38.938
633.75	56.033
634.00	13.771
634.25	38.938
634.50	76.927
634.75	55.558
635.00	86.899
635.25	9.1805
635.50	36.880
635.75	19.944
636.00	45.903
636.25	71.545
636.50	3.6406
636.75	29.758
637.00	19.469
637.25	37.514
637.50	70.437
637.75	21.843
638.00	57.932
638.25	56.191
638.50	60.940
638.75	45.270
639.00	33.873
639.25	33.240
639.50	21.527
639.75	35.139
640.00	67.588
640.25	39.096
640.50	40.046
640.75	50.493
641.00	66.163
641.25	64.580
641.50	78.984
641.75	34.823
642.00	69.487
642.25	26.592
642.50	46.694
642.75	60.148
643.00	33.082
643.25	32.290
643.50	42.420
643.75	18.045
644.00	69.012
644.25	-3.7988
644.50	64.106
644.75	48.752
645.00	64.264
645.25	19.153
645.50	26.275
645.75	45.428
646.00	12.505
646.25	47.960
646.50	38.780
646.75	37.830
647.00	40.046
647.25	60.148
647.50	56.191
647.75	23.110
648.00	67.430
648.25	8.3891
648.50	37.355
648.75	45.903
649.00	26.275
649.25	82.467
649.50	52.709
649.75	37.988
650.00	40.204
650.25	19.469
650.50	10.447
650.75	28.333
651.00	47.011
651.25	48.435
651.50	47.644
651.75	66.796
652.00	56.191
652.25	72.495
652.50	34.190
652.75	61.256
653.00	62.523
653.25	46.694
653.50	55.875
653.75	59.357
654.00	41.312
654.25	44.795
654.50	36.089
654.75	20.261
655.00	29.441
655.25	34.031
655.50	71.228
655.75	50.968
656.00	50.810
656.25	69.804
656.50	56.350
656.75	66.163
657.00	61.098
657.25	44.162
657.50	14.721
657.75	44.162
658.00	60.307
658.25	44.795
658.50	52.234
658.75	6.6480
659.00	63.472
659.25	76.294
659.50	51.759
659.75	62.681
660.00	31.974
660.25	51.601
660.50	40.046
660.75	51.759
661.00	39.571
661.25	50.176
661.50	24.693
661.75	31.182
662.00	52.551
662.25	43.212
662.50	82.625
662.75	27.383
663.00	50.968
663.25	58.091
663.50	40.838
663.75	63.472
664.00	30.074
664.25	47.327
664.50	17.886
664.75	42.420
665.00	47.327
665.25	57.458
665.50	54.608
665.75	32.448
666.00	67.588
666.25	64.739
666.50	38.780
