Wavelength (nm)	O02 abs e
240.00	11217
240.25	11054
240.50	10910
240.75	10781
241.00	10670
241.25	10566
241.50	10481
241.75	10416
242.00	10394
242.25	10317
242.50	10284
242.75	10287
243.00	10278
243.25	10320
243.50	10325
243.75	10302
244.00	10362
244.25	10384
244.50	10403
244.75	10468
245.00	10533
245.25	10601
245.50	10645
245.75	10682
246.00	10744
246.25	10818
246.50	10932
246.75	10999
247.00	11092
247.25	11157
247.50	11221
247.75	11275
248.00	11374
248.25	11466
248.50	11570
248.75	11652
249.00	11716
249.25	11831
249.50	11933
249.75	12029
250.00	12131
250.25	12233
250.50	12337
250.75	12474
251.00	12563
251.25	12650
251.50	12743
251.75	12879
252.00	12937
252.25	13054
252.50	13129
252.75	13227
253.00	13352
253.25	13433
253.50	13571
253.75	13631
254.00	13726
254.25	13812
254.50	13858
254.75	13909
255.00	13949
255.25	14078
255.50	14104
255.75	14187
256.00	14225
256.25	14328
256.50	14394
256.75	14420
257.00	14457
257.25	14566
257.50	14544
257.75	14632
258.00	14707
258.25	14761
258.50	14801
258.75	14843
259.00	14870
259.25	14883
259.50	14947
259.75	15055
260.00	15106
260.25	15189
260.50	15198
260.75	15252
261.00	15312
261.25	15437
261.50	15468
261.75	15588
262.00	15632
262.25	15683
262.50	15821
262.75	15943
263.00	16015
263.25	16133
263.50	16226
263.75	16352
264.00	16431
264.25	16537
264.50	16706
264.75	16791
265.00	16876
265.25	17026
265.50	17148
265.75	17259
266.00	17420
266.25	17554
266.50	17750
266.75	17842
267.00	18151
267.25	18255
267.50	18372
267.75	18547
268.00	18727
268.25	18915
268.50	19126
268.75	19137
269.00	19403
269.25	19497
269.50	19738
269.75	19941
270.00	20127
270.25	20313
270.50	20386
270.75	20593
271.00	20769
271.25	20987
271.50	21137
271.75	21254
272.00	21434
272.25	21559
272.50	21814
272.75	21980
273.00	22057
273.25	22204
273.50	22423
273.75	22596
274.00	22639
274.25	22751
274.50	22885
274.75	22933
275.00	23180
275.25	23302
275.50	23345
275.75	23553
276.00	23640
276.25	23733
276.50	23760
276.75	23816
277.00	23928
277.25	23999
277.50	24010
277.75	24029
278.00	24048
278.25	24031
278.50	24128
278.75	24148
279.00	24131
279.25	24147
279.50	24143
279.75	24200
280.00	24167
280.25	24133
280.50	24062
280.75	24048
281.00	23997
281.25	24003
281.50	23907
281.75	23917
282.00	23703
282.25	23769
282.50	23640
282.75	23460
283.00	23526
283.25	23360
283.50	23246
283.75	23167
284.00	22929
284.25	22854
284.50	22685
284.75	22511
285.00	22391
285.25	22168
285.50	22019
285.75	21899
286.00	21718
286.25	21429
286.50	21251
286.75	21057
287.00	20856
287.25	20595
287.50	20342
287.75	20148
288.00	19866
288.25	19646
288.50	19498
288.75	19208
289.00	18960
289.25	18679
289.50	18383
289.75	18103
290.00	17896
290.25	17507
290.50	17315
290.75	17060
291.00	16818
291.25	16538
291.50	16272
291.75	15978
292.00	15678
292.25	15431
292.50	15173
292.75	14827
293.00	14619
293.25	14323
293.50	14099
293.75	13845
294.00	13543
294.25	13312
294.50	13072
294.75	13016
295.00	12773
295.25	12522
295.50	12229
295.75	12079
296.00	11772
296.25	11498
296.50	11258
296.75	11001
297.00	10738
297.25	10477
297.50	10202
297.75	9972.3
298.00	9706.2
298.25	9469.3
298.50	9163.3
298.75	8939.8
299.00	8718.5
299.25	8478.9
299.50	8276.6
299.75	7994.7
300.00	7816.3
300.25	7560.3
300.50	7342.7
300.75	7152.8
301.00	6887.5
301.25	6717.2
301.50	6500.6
301.75	6319.4
302.00	6138.6
302.25	5982.4
302.50	5790.7
302.75	5591.6
303.00	5449.3
303.25	5261.4
303.50	5098.1
303.75	4979.7
