Wavelength (nm)	G17 abs e
334.00	1962.1
335.00	1976.5
336.00	1988.7
337.00	1999.6
338.00	2004.4
339.00	2008.0
340.00	2005.1
341.00	2002.7
342.00	1996.3
343.00	1990.2
344.00	1976.3
345.00	1963.4
346.00	1952.2
347.00	1933.3
348.00	1911.4
349.00	1890.2
350.00	1866.3
351.00	1842.5
352.00	1816.8
353.00	1791.3
354.00	1764.7
355.00	1741.7
356.00	1716.3
357.00	1689.6
358.00	1668.2
359.00	1646.3
360.00	1625.2
361.00	1605.4
362.00	1584.7
363.00	1569.6
364.00	1552.4
365.00	1542.5
366.00	1537.1
367.00	1527.1
368.00	1517.1
369.00	1512.3
370.00	1512.1
371.00	1512.2
372.00	1517.0
373.00	1525.6
374.00	1529.5
375.00	1540.9
376.00	1547.8
377.00	1565.1
378.00	1575.6
379.00	1589.7
380.00	1603.5
381.00	1619.6
382.00	1639.8
383.00	1648.9
384.00	1661.9
385.00	1670.0
386.00	1685.6
387.00	1705.7
388.00	1714.9
389.00	1725.6
390.00	1740.4
391.00	1753.3
392.00	1759.1
393.00	1767.1
394.00	1776.5
395.00	1786.7
396.00	1788.8
397.00	1792.1
398.00	1791.9
399.00	1794.6
400.00	1788.4
401.00	1785.5
402.00	1786.3
403.00	1790.9
404.00	1777.2
405.00	1772.3
406.00	1768.2
407.00	1754.7
408.00	1744.3
409.00	1723.1
410.00	1707.1
411.00	1693.5
412.00	1679.2
413.00	1658.0
414.00	1637.2
415.00	1620.2
416.00	1598.4
417.00	1575.7
418.00	1551.6
419.00	1527.2
420.00	1499.6
421.00	1466.6
422.00	1437.2
423.00	1416.7
424.00	1387.8
425.00	1358.9
426.00	1327.5
427.00	1287.1
428.00	1259.7
429.00	1228.5
430.00	1195.0
431.00	1163.5
432.00	1138.6
433.00	1101.2
434.00	1069.0
435.00	1038.8
436.00	1004.4
437.00	978.62
438.00	941.08
439.00	913.12
440.00	876.81
441.00	843.07
442.00	813.19
443.00	785.06
444.00	755.91
445.00	733.22
446.00	702.01
447.00	674.72
448.00	647.45
449.00	620.50
450.00	594.86
451.00	569.28
452.00	545.37
453.00	519.67
454.00	497.75
455.00	478.85
456.00	457.21
457.00	431.52
458.00	415.85
459.00	394.30
460.00	391.99
461.00	367.60
462.00	356.49
463.00	337.60
464.00	318.41
465.00	310.89
466.00	298.21
467.00	284.71
468.00	273.48
469.00	271.13
470.00	263.06
471.00	246.01
472.00	247.43
473.00	234.96
474.00	233.08
475.00	221.20
476.00	222.83
477.00	214.75
478.00	208.89
479.00	200.18
480.00	198.59
481.00	194.77
482.00	189.39
483.00	185.14
484.00	187.91
485.00	178.37
486.00	177.76
487.00	187.18
488.00	178.08
489.00	165.51
490.00	170.79
491.00	170.05
492.00	168.35
493.00	163.02
494.00	165.13
495.00	160.63
496.00	160.80
497.00	161.56
498.00	162.95
499.00	159.29
500.00	147.14
501.00	139.82
502.00	145.15
503.00	145.06
504.00	135.98
505.00	145.25
506.00	142.77
507.00	148.48
508.00	153.41
509.00	149.24
510.00	138.69
511.00	136.27
512.00	138.48
513.00	134.40
514.00	137.84
515.00	139.55
516.00	138.67
517.00	137.99
518.00	135.84
519.00	130.46
520.00	134.48
521.00	124.67
522.00	122.94
523.00	115.68
524.00	116.88
525.00	109.79
526.00	109.75
527.00	105.38
528.00	102.67
529.00	111.39
530.00	106.70
531.00	106.08
532.00	108.40
533.00	96.287
534.00	99.488
535.00	100.99
536.00	95.850
537.00	91.993
538.00	94.926
539.00	89.513
540.00	89.513
541.00	89.788
542.00	92.941
543.00	83.727
544.00	84.181
545.00	81.540
546.00	78.298
547.00	75.924
548.00	76.524
549.00	66.768
550.00	66.111
551.00	70.325
552.00	68.542
553.00	66.014
554.00	68.915
555.00	65.641
556.00	68.324
557.00	64.604
558.00	59.491
559.00	64.653
560.00	64.831
561.00	60.480
562.00	59.491
563.00	60.982
564.00	54.881
565.00	56.274
566.00	54.257
567.00	53.779
568.00	51.915
569.00	48.495
570.00	50.092
571.00	49.541
572.00	46.770
573.00	43.123
574.00	43.374
575.00	45.149
576.00	47.507
577.00	42.532
578.00	43.220
579.00	45.287
580.00	41.422
581.00	40.149
582.00	38.034
583.00	40.611
584.00	36.560
585.00	37.613
586.00	39.023
587.00	33.140
588.00	33.545
589.00	35.531
590.00	33.383
591.00	37.095
592.00	33.132
593.00	30.588
594.00	35.458
595.00	33.270
596.00	31.439
597.00	30.879
598.00	29.389
599.00	29.624
600.00	28.781
