Wavelength (nm)	G17 abs e
200.00	13006
201.00	13688
202.00	13493
203.00	13117
204.00	12612
205.00	12029
206.00	11495
207.00	10958
208.00	10511
209.00	10079
210.00	9684.2
211.00	9350.4
212.00	9054.4
213.00	8804.6
214.00	8596.9
215.00	8431.2
216.00	8316.5
217.00	8227.8
218.00	8169.1
219.00	8122.7
220.00	8074.9
221.00	8013.0
222.00	7938.5
223.00	7857.5
224.00	7772.3
225.00	7707.8
226.00	7667.1
227.00	7671.2
228.00	7708.3
229.00	7730.9
230.00	7723.6
231.00	7697.7
232.00	7724.1
233.00	7867.1
234.00	8154.6
235.00	8595.2
236.00	9162.5
237.00	9843.1
238.00	10586
239.00	11365
240.00	12216
241.00	13116
242.00	14069
243.00	15109
244.00	16124
245.00	17070
246.00	17918
247.00	18588
248.00	19024
249.00	19200
250.00	19200
251.00	19170
252.00	19121
253.00	18946
254.00	18311
255.00	17083
256.00	15262
257.00	13089
258.00	10851
259.00	8853.3
260.00	7205.4
261.00	5916.6
262.00	4952.0
263.00	4218.5
264.00	3659.2
265.00	3239.5
266.00	2906.3
267.00	2649.4
268.00	2441.4
269.00	2267.0
270.00	2124.9
271.00	2005.0
272.00	1890.9
273.00	1786.2
274.00	1693.3
275.00	1602.6
276.00	1520.0
277.00	1441.5
278.00	1371.6
279.00	1312.6
280.00	1255.1
281.00	1202.5
282.00	1158.2
283.00	1118.7
284.00	1082.1
285.00	1048.4
286.00	1018.1
287.00	989.13
288.00	964.00
289.00	944.21
290.00	927.33
291.00	908.60
292.00	893.73
293.00	877.54
294.00	864.51
295.00	856.38
296.00	846.17
297.00	843.28
298.00	840.85
299.00	843.36
300.00	847.07
301.00	858.60
302.00	873.64
303.00	889.17
304.00	908.88
305.00	936.31
306.00	959.15
307.00	988.28
308.00	1023.7
309.00	1053.3
310.00	1088.1
311.00	1128.2
312.00	1162.6
313.00	1203.8
314.00	1243.5
315.00	1286.3
316.00	1330.8
317.00	1369.7
318.00	1416.4
319.00	1456.8
320.00	1499.8
321.00	1542.4
322.00	1586.4
323.00	1625.6
324.00	1665.9
325.00	1701.0
326.00	1742.7
327.00	1777.8
328.00	1811.4
329.00	1845.0
330.00	1876.0
331.00	1900.4
332.00	1926.4
333.00	1945.8
