Wavelength (nm)	I17 abs e
220.00	17693
220.25	17599
220.50	17591
220.75	17490
221.00	17123
221.25	17142
221.50	16994
221.75	16880
222.00	16703
222.25	16742
222.50	16380
222.75	16148
223.00	16062
223.25	16065
223.50	15905
223.75	15814
224.00	15521
224.25	15636
224.50	15342
224.75	15475
225.00	15375
225.25	15358
225.50	15292
225.75	15201
226.00	15117
226.25	15201
226.50	15355
226.75	15341
227.00	15212
227.25	15237
227.50	15657
227.75	15511
228.00	15334
228.25	15671
228.50	15944
228.75	15913
229.00	16055
229.25	16107
229.50	16186
229.75	16200
230.00	16432
230.25	16755
230.50	16887
230.75	17014
231.00	17268
231.25	17470
231.50	17666
231.75	17649
232.00	17959
232.25	18109
232.50	18458
232.75	18470
233.00	18734
233.25	18819
233.50	19044
233.75	19460
234.00	19587
234.25	19738
234.50	20134
234.75	20179
235.00	20390
235.25	20540
235.50	20854
235.75	21024
236.00	21198
236.25	21723
236.50	21794
236.75	22018
237.00	22159
237.25	22443
237.50	22345
237.75	22532
238.00	22605
238.25	22677
238.50	22789
238.75	22863
239.00	22914
239.25	23008
239.50	22902
239.75	23007
240.00	23030
240.25	23108
240.50	23244
240.75	23246
241.00	23278
241.25	23315
241.50	23324
241.75	23568
242.00	23651
242.25	23965
242.50	23927
242.75	24048
243.00	24126
243.25	24102
243.50	23884
243.75	23962
244.00	23852
244.25	23858
244.50	23650
244.75	23672
245.00	23653
245.25	23575
245.50	23446
245.75	23432
246.00	23620
246.25	23675
246.50	23806
246.75	23789
247.00	24146
247.25	24355
247.50	24617
247.75	24950
248.00	25318
248.25	25638
248.50	25785
248.75	26222
249.00	26239
249.25	26044
249.50	25998
249.75	26119
250.00	26187
250.25	26368
250.50	26411
250.75	26541
251.00	26596
251.25	26737
251.50	26703
251.75	27056
252.00	27283
252.25	27566
252.50	27762
252.75	28109
253.00	28671
253.25	29259
253.50	29568
253.75	30284
254.00	30643
254.25	30956
254.50	31072
254.75	31281
255.00	31152
255.25	31176
255.50	30966
255.75	31188
256.00	31048
256.25	31127
256.50	31081
256.75	31347
257.00	31357
257.25	31517
257.50	31599
257.75	31974
258.00	32116
258.25	32338
