Wavelength (nm)	E16 abs e
190.00	6044.6
191.00	6491.6
192.00	7265.4
193.00	8559.9
194.00	9612.6
195.00	10475
196.00	11157
197.00	11683
198.00	12228
199.00	12708
200.00	13183
201.00	13652
202.00	14080
203.00	14423
204.00	14689
205.00	14909
206.00	15001
207.00	14949
208.00	14872
209.00	14828
210.00	14729
211.00	14457
212.00	14049
213.00	13516
214.00	12921
215.00	12252
216.00	11458
217.00	10517
218.00	9490.1
219.00	8459.3
220.00	7380.2
221.00	6182.4
222.00	4920.4
223.00	3840.4
224.00	2954.2
225.00	2282.5
226.00	1794.7
227.00	1462.9
228.00	1225.2
229.00	1055.6
230.00	925.04
231.00	821.02
232.00	737.97
233.00	666.34
234.00	605.58
235.00	552.26
236.00	505.86
237.00	464.61
238.00	427.72
239.00	394.99
240.00	366.24
241.00	341.10
242.00	319.12
243.00	299.55
244.00	282.22
245.00	268.43
246.00	256.14
247.00	245.70
248.00	236.46
249.00	229.08
250.00	223.58
251.00	218.43
252.00	214.28
253.00	210.42
254.00	205.36
255.00	200.74
256.00	196.40
257.00	191.75
258.00	186.18
259.00	182.04
260.00	175.85
261.00	169.75
262.00	162.54
263.00	156.61
264.00	151.57
265.00	145.28
266.00	140.18
267.00	133.77
268.00	128.21
269.00	121.47
270.00	115.06
271.00	109.49
272.00	103.64
273.00	96.864
274.00	91.549
275.00	86.144
276.00	79.117
277.00	73.180
278.00	70.630
279.00	64.598
280.00	59.899
281.00	56.677
282.00	55.855
283.00	52.073
284.00	49.427
285.00	49.098
286.00	48.349
287.00	46.990
288.00	46.169
289.00	45.403
290.00	44.878
291.00	45.282
292.00	44.589
293.00	45.155
294.00	45.201
295.00	42.600
296.00	43.143
297.00	41.997
298.00	41.942
299.00	41.003
300.00	39.885
