Wavelength (nm)	E07 abs e
200.00	21812
201.00	23241
202.00	24673
203.00	26196
204.00	27731
205.00	29242
206.00	30814
207.00	32381
208.00	34037
209.00	35864
210.00	37934
211.00	39955
212.00	41597
213.00	42747
214.00	43617
215.00	44097
216.00	43958
217.00	43086
218.00	41187
219.00	38182
220.00	34554
221.00	31330
222.00	28369
223.00	25440
224.00	22823
225.00	20943
226.00	19370
227.00	17987
228.00	17492
229.00	17800
230.00	17215
231.00	15141
232.00	12979
233.00	11793
234.00	11325
235.00	10847
236.00	10821
237.00	11523
238.00	11400
239.00	9364.0
240.00	6451.0
241.00	4098.9
242.00	2654.1
243.00	1836.6
244.00	1408.3
245.00	1188.4
246.00	1073.2
247.00	1016.2
248.00	989.94
249.00	979.51
250.00	979.06
251.00	986.67
252.00	998.76
253.00	1012.6
254.00	1027.7
255.00	1046.4
256.00	1062.2
257.00	1081.2
258.00	1099.6
259.00	1115.9
260.00	1133.3
261.00	1151.9
262.00	1166.4
263.00	1183.4
264.00	1199.3
265.00	1217.5
266.00	1238.8
267.00	1261.3
268.00	1280.4
269.00	1304.5
270.00	1327.9
271.00	1359.4
272.00	1384.8
273.00	1411.6
274.00	1438.7
275.00	1469.7
276.00	1504.8
277.00	1545.7
278.00	1588.9
279.00	1635.1
280.00	1678.2
281.00	1719.1
282.00	1758.9
283.00	1798.3
284.00	1844.2
285.00	1890.5
286.00	1945.1
287.00	1999.4
288.00	2044.1
289.00	2077.1
290.00	2093.6
291.00	2092.4
292.00	2076.9
293.00	2047.3
294.00	2019.8
295.00	1995.8
296.00	1988.3
297.00	1984.7
298.00	1970.6
299.00	1932.7
300.00	1866.8
301.00	1762.6
302.00	1623.6
303.00	1466.6
304.00	1295.9
305.00	1123.7
306.00	963.37
307.00	811.32
308.00	680.97
309.00	570.33
310.00	482.46
311.00	408.76
312.00	346.01
313.00	304.42
314.00	265.68
315.00	232.75
316.00	212.18
317.00	191.30
318.00	177.35
319.00	169.15
320.00	160.54
321.00	151.67
322.00	144.73
323.00	139.91
324.00	132.46
325.00	128.49
326.00	128.76
327.00	127.83
328.00	123.75
329.00	120.98
330.00	115.55
331.00	116.84
332.00	116.13
333.00	115.41
334.00	110.44
335.00	107.54
336.00	106.41
337.00	104.85
338.00	105.21
339.00	108.35
340.00	105.60
341.00	105.74
342.00	101.71
343.00	102.43
344.00	99.805
345.00	103.38
346.00	104.83
347.00	102.04
348.00	102.18
349.00	99.225
350.00	99.329
