Wavelength (nm)	A23 abs e
210.00	5336.3
211.00	4475.2
212.00	4034.9
213.00	3868.8
214.00	3888.4
215.00	4046.3
216.00	4352.2
217.00	4712.8
218.00	5105.7
219.00	5566.9
220.00	6185.7
221.00	6860.8
222.00	7514.3
223.00	8154.7
224.00	9023.7
225.00	10014
226.00	10786
227.00	11162
228.00	11499
229.00	12096
230.00	12979
231.00	13721
232.00	14152
233.00	14764
234.00	16121
235.00	17522
236.00	17601
237.00	16236
238.00	14670
239.00	13836
240.00	13706
241.00	13731
242.00	13367
243.00	12866
244.00	13115
245.00	14634
246.00	15947
247.00	14332
248.00	10309
249.00	6491.4
250.00	3860.1
251.00	2310.6
252.00	1462.9
253.00	996.91
254.00	729.09
255.00	569.98
256.00	481.48
257.00	427.89
258.00	388.83
259.00	382.40
260.00	370.94
261.00	360.26
262.00	369.87
263.00	381.01
264.00	370.73
265.00	333.74
266.00	302.04
267.00	289.64
268.00	303.25
269.00	350.12
270.00	394.96
271.00	399.64
272.00	341.67
273.00	277.50
274.00	239.46
275.00	227.70
276.00	241.75
277.00	301.16
278.00	322.65
279.00	246.91
280.00	178.67
281.00	163.32
282.00	149.73
283.00	109.74
284.00	76.740
285.00	59.598
286.00	51.866
287.00	42.512
288.00	35.345
289.00	30.639
290.00	25.288
291.00	25.345
292.00	23.166
293.00	20.979
294.00	18.888
295.00	19.744
296.00	16.612
297.00	16.806
298.00	14.465
299.00	13.343
300.00	14.255
