Wavelength (nm)	Q23 abs e
300.00	7224.5
301.00	7241.5
302.00	7277.1
303.00	7321.9
304.00	7335.1
305.00	7360.1
306.00	7387.0
307.00	7383.5
308.00	7399.6
309.00	7396.8
310.00	7376.8
311.00	7374.5
312.00	7368.6
313.00	7357.1
314.00	7352.3
315.00	7345.2
316.00	7347.7
317.00	7323.6
318.00	7287.0
319.00	7239.5
320.00	7192.8
321.00	7151.2
322.00	7073.6
323.00	6988.9
324.00	6918.5
325.00	6830.0
326.00	6750.6
327.00	6670.9
328.00	6621.3
329.00	6561.7
330.00	6516.2
331.00	6465.3
332.00	6407.1
333.00	6358.9
334.00	6331.6
335.00	6280.1
336.00	6237.3
337.00	6204.7
338.00	6161.0
339.00	6137.7
340.00	6117.3
341.00	6083.5
342.00	6025.9
343.00	5989.0
344.00	5958.4
345.00	5917.1
346.00	5883.8
347.00	5840.6
348.00	5800.2
349.00	5740.7
350.00	5693.2
351.00	5635.2
352.00	5595.1
353.00	5570.0
354.00	5555.7
355.00	5555.3
356.00	5563.9
357.00	5573.8
358.00	5617.6
359.00	5715.1
360.00	5838.2
361.00	5985.9
362.00	6046.3
363.00	6084.2
364.00	6103.8
365.00	6097.5
366.00	6055.8
367.00	6005.3
368.00	5943.1
369.00	5897.9
370.00	5862.6
371.00	5926.7
372.00	6009.1
373.00	6105.0
374.00	6255.8
375.00	6453.7
376.00	6715.8
377.00	7092.7
378.00	7568.0
379.00	8127.5
380.00	8842.9
381.00	9707.2
382.00	10692
383.00	11653
384.00	12377
385.00	12832
386.00	12804
387.00	12417
388.00	11968
389.00	11577
390.00	11299
391.00	11106
392.00	10892
393.00	10648
394.00	10409
395.00	10397
396.00	10657
397.00	11226
398.00	12047
399.00	12974
400.00	14074
401.00	15461
402.00	17014
403.00	18790
404.00	20803
405.00	23051
406.00	25284
407.00	27747
408.00	31121
409.00	35177
410.00	40353
411.00	46573
412.00	52858
413.00	56502
414.00	56568
415.00	52804
416.00	47175
417.00	41356
418.00	36314
419.00	32556
420.00	30219
421.00	29444
422.00	30183
423.00	32503
424.00	36156
425.00	41782
426.00	49078
427.00	58081
428.00	63997
429.00	66126
