Wavelength (nm)	Q10 abs e
350.00	15830
350.25	16912
350.50	15303
350.75	16446
351.00	16134
351.25	15464
351.50	16313
351.75	15009
352.00	14915
352.25	14557
352.50	15593
352.75	15328
353.00	14722
353.25	15105
353.50	14123
353.75	14234
354.00	14786
354.25	15303
354.50	15579
354.75	14869
355.00	15514
355.25	16532
355.50	15625
355.75	13586
356.00	14163
356.25	13399
356.50	14704
356.75	14758
357.00	14335
357.25	14826
357.50	14607
357.75	14113
358.00	13869
358.25	14546
358.50	15338
358.75	13912
359.00	14399
359.25	12851
359.50	12951
359.75	13141
360.00	14245
360.25	12439
360.50	14163
360.75	13811
361.00	14116
361.25	12919
361.50	12442
361.75	14779
362.00	12768
362.25	13360
362.50	13428
362.75	13740
363.00	12485
363.25	12654
363.50	12094
363.75	11883
364.00	11876
364.25	11904
364.50	12367
364.75	11381
365.00	12521
365.25	12037
365.50	12826
365.75	11299
366.00	12080
366.25	11496
366.50	12621
366.75	11539
367.00	12428
367.25	11295
367.50	11625
367.75	12557
368.00	12629
368.25	10216
368.50	12360
368.75	10395
369.00	10940
369.25	11302
369.50	9728.6
369.75	10851
370.00	9968.7
370.25	10585
370.50	11403
370.75	10851
371.00	10765
371.25	9843.3
371.50	12102
371.75	10596
372.00	10295
372.25	10833
372.50	10055
372.75	10754
373.00	9696.3
373.25	9187.3
373.50	9771.6
373.75	10711
374.00	10152
374.25	9854.0
374.50	10682
374.75	9825.4
375.00	9474.1
375.25	9040.3
375.50	10865
375.75	9879.1
376.00	9151.5
376.25	9337.9
376.50	9484.8
376.75	9492.0
377.00	10159
377.25	8861.1
377.50	9660.5
377.75	10066
378.00	10643
378.25	9341.4
378.50	10969
378.75	11130
379.00	10886
379.25	10338
379.50	10743
379.75	10195
380.00	11076
380.25	10822
380.50	9807.4
380.75	11743
381.00	10661
381.25	9915.0
381.50	11001
381.75	10223
382.00	11757
382.25	11349
382.50	10033
382.75	10506
383.00	10915
383.25	10585
383.50	10521
383.75	10445
384.00	11342
384.25	10765
384.50	10198
384.75	11234
385.00	10471
385.25	11155
385.50	12417
385.75	11302
386.00	11306
386.25	10872
386.50	11399
386.75	12299
387.00	11822
387.25	12507
387.50	12887
387.75	12266
388.00	11829
388.25	12729
388.50	14156
388.75	13116
389.00	13170
389.25	14639
389.50	15170
389.75	15589
390.00	14930
390.25	15485
390.50	15665
390.75	16403
391.00	16654
391.25	16597
391.50	16801
391.75	18346
392.00	19454
392.25	21009
392.50	21551
392.75	21647
393.00	22565
393.25	21870
393.50	24891
393.75	25149
394.00	25637
394.25	27042
394.50	28229
394.75	29888
395.00	29770
395.25	31591
395.50	33939
395.75	33229
396.00	34358
396.25	37014
396.50	38126
396.75	38904
397.00	38957
397.25	41130
397.50	40545
397.75	42761
398.00	43736
398.25	44972
398.50	45861
398.75	45327
399.00	48116
399.25	47467
399.50	47689
399.75	48980
400.00	48611
400.25	49736
400.50	49872
400.75	49618
401.00	50403
401.25	51643
401.50	52665
401.75	50887
402.00	51414
402.25	50966
402.50	51787
402.75	51360
403.00	51632
403.25	51134
403.50	51876
403.75	50966
404.00	53192
404.25	52106
404.50	52192
404.75	51496
405.00	52801
405.25	52267
405.50	52668
405.75	52758
406.00	52339
406.25	53600
406.50	54962
406.75	55730
407.00	57332
407.25	57102
407.50	58673
407.75	61372
408.00	61454
408.25	63293
408.50	66738
408.75	67487
409.00	69573
409.25	73592
409.50	76215
409.75	80040
410.00	83180
410.25	87019
410.50	90658
410.75	95838
411.00	1.0029e+05
411.25	1.0476e+05
411.50	1.1162e+05
411.75	1.1805e+05
412.00	1.2372e+05
412.25	1.3157e+05
412.50	1.4012e+05
412.75	1.4613e+05
413.00	1.5630e+05
413.25	1.6545e+05
413.50	1.7553e+05
413.75	1.8521e+05
414.00	1.9626e+05
414.25	2.0653e+05
414.50	2.1630e+05
414.75	2.1798e+05
415.00	2.2512e+05
415.25	2.3757e+05
415.50	2.5067e+05
415.75	2.6452e+05
416.00	2.7866e+05
416.25	2.9507e+05
416.50	3.0975e+05
416.75	3.2554e+05
417.00	3.3982e+05
417.25	3.5577e+05
417.50	3.7139e+05
417.75	3.8653e+05
418.00	4.0302e+05
418.25	4.1884e+05
418.50	4.3528e+05
418.75	4.4935e+05
419.00	4.6247e+05
419.25	4.7638e+05
419.50	4.9107e+05
419.75	5.0282e+05
420.00	5.1270e+05
420.25	5.2378e+05
420.50	5.3150e+05
420.75	5.4130e+05
421.00	5.4751e+05
421.25	5.5496e+05
421.50	5.5927e+05
421.75	5.6481e+05
422.00	5.6772e+05
422.25	5.6876e+05
422.50	5.6985e+05
422.75	5.7400e+05
423.00	5.7274e+05
423.25	5.7257e+05
423.50	5.6948e+05
423.75	5.6475e+05
424.00	5.6007e+05
424.25	5.5588e+05
424.50	5.4903e+05
424.75	5.3832e+05
425.00	5.3201e+05
425.25	5.2229e+05
425.50	5.0760e+05
425.75	4.9500e+05
426.00	4.8082e+05
426.25	4.6742e+05
426.50	4.5204e+05
426.75	4.3464e+05
427.00	4.1737e+05
427.25	3.9812e+05
427.50	3.8138e+05
427.75	3.6130e+05
428.00	3.4444e+05
428.25	3.2609e+05
428.50	3.0620e+05
428.75	2.8893e+05
429.00	2.7049e+05
429.25	2.5501e+05
429.50	2.3721e+05
429.75	2.2187e+05
430.00	2.0796e+05
430.25	1.9264e+05
430.50	1.7853e+05
430.75	1.6653e+05
431.00	1.5268e+05
431.25	1.4286e+05
431.50	1.3117e+05
431.75	1.2070e+05
432.00	1.1217e+05
432.25	1.0378e+05
432.50	95784
432.75	88202
433.00	81338
433.25	75126
433.50	68985
433.75	63971
434.00	57920
434.25	53418
434.50	51073
434.75	46195
435.00	42219
435.25	37599
435.50	34000
435.75	31695
436.00	28006
436.25	25927
436.50	24970
436.75	22737
437.00	20995
437.25	19773
437.50	18267
437.75	17260
438.00	16550
438.25	15812
438.50	13822
438.75	14177
439.00	12872
439.25	12722
439.50	13267
439.75	11406
440.00	10790
440.25	10263
440.50	8767.9
440.75	10782
441.00	9291.3
441.25	8484.7
441.50	8836.0
441.75	8836.0
442.00	7233.7
442.25	6896.7
442.50	7527.6
442.75	6678.1
443.00	6946.9
443.25	7172.8
443.50	5746.1
443.75	6498.9
444.00	5613.5
444.25	5946.8
444.50	6151.2
444.75	5541.8
445.00	5921.7
445.25	4835.6
445.50	4878.6
445.75	5434.2
446.00	4595.4
446.25	5384.1
446.50	5606.3
446.75	4477.1
447.00	4645.6
447.25	3853.4
447.50	4885.8
447.75	4136.6
448.00	4265.7
448.25	3756.6
448.50	3896.4
448.75	4319.4
449.00	4161.7
449.25	4247.7
449.50	3538.0
449.75	3172.4
450.00	3839.1
450.25	3150.9
450.50	4409.0
450.75	3358.8
451.00	3269.1
451.25	3093.5
451.50	3118.6
451.75	2530.7
452.00	2982.4
452.25	2390.9
452.50	1896.2
452.75	2218.9
453.00	2573.7
453.25	2674.1
453.50	2118.5
453.75	3007.5
454.00	2709.9
454.25	1602.3
454.50	2079.1
454.75	2745.8
455.00	1950.0
455.25	2215.3
455.50	2347.9
455.75	1881.9
456.00	1831.7
456.25	1792.3
456.50	1871.2
456.75	2043.2
457.00	1527.0
457.25	1957.2
457.50	1415.9
457.75	1476.9
458.00	2154.3
458.25	1885.5
458.50	2157.9
458.75	2086.2
459.00	2211.7
459.25	1487.6
459.50	1853.2
459.75	2326.4
460.00	1903.4
460.25	2183.0
460.50	1989.4
460.75	2054.0
461.00	1810.2
461.25	2129.2
461.50	1519.9
461.75	1473.3
462.00	1494.8
462.25	1415.9
462.50	2082.6
462.75	1957.2
463.00	1903.4
463.25	2373.0
463.50	2136.4
463.75	1476.9
464.00	2351.5
464.25	2218.9
464.50	1846.1
464.75	1659.7
465.00	2308.5
465.25	1831.7
465.50	1286.9
465.75	1878.3
466.00	2509.2
466.25	1788.7
466.50	1856.8
466.75	1509.1
467.00	1537.8
467.25	2100.6
467.50	1731.4
467.75	2319.2
468.00	2132.8
468.25	1749.3
468.50	1942.8
468.75	1932.1
469.00	2401.7
469.25	1939.3
469.50	1329.9
469.75	2437.5
470.00	2179.4
470.25	1770.8
470.50	1598.7
470.75	1960.8
471.00	2136.4
471.25	2860.5
471.50	2097.0
471.75	1745.7
472.00	3072.0
472.25	1541.4
472.50	2114.9
472.75	2240.4
473.00	1950.0
473.25	1960.8
473.50	1964.4
473.75	2175.8
474.00	2670.5
474.25	2494.9
474.50	2394.5
474.75	2462.6
475.00	2738.6
475.25	1917.8
475.50	2233.2
475.75	3401.8
476.00	2426.8
476.25	2283.4
476.50	2376.6
476.75	2882.0
477.00	2107.7
477.25	2939.4
477.50	2021.7
477.75	2856.9
478.00	2641.8
478.25	2957.3
478.50	2627.5
478.75	2821.1
479.00	3222.5
479.25	2774.5
479.50	2903.5
479.75	3003.9
480.00	2688.4
480.25	3333.7
480.50	2616.7
480.75	2864.1
481.00	3606.1
481.25	2627.5
481.50	3563.1
481.75	3032.6
482.00	3086.3
482.25	2555.8
482.50	2853.3
482.75	2484.1
483.00	3322.9
483.25	3477.1
483.50	2971.6
483.75	3527.2
484.00	3107.8
484.25	3190.3
484.50	3025.4
484.75	3097.1
485.00	3061.2
485.25	3348.0
485.50	2505.6
485.75	2477.0
486.00	2541.5
486.25	2828.2
486.50	3602.5
486.75	3279.9
487.00	2695.6
487.25	2638.3
487.50	2279.8
487.75	3989.6
488.00	3426.9
488.25	2584.5
488.50	2695.6
488.75	2738.6
489.00	2308.5
489.25	2681.3
489.50	2831.8
489.75	3326.5
490.00	3294.2
490.25	3688.5
490.50	2960.9
490.75	2412.4
491.00	3054.1
491.25	2978.8
491.50	3294.2
491.75	3771.0
492.00	2240.4
492.25	3032.6
492.50	3054.1
492.75	3383.9
493.00	2910.7
493.25	2534.3
493.50	2878.4
493.75	2623.9
494.00	2742.2
494.25	3548.7
494.50	2867.7
494.75	3473.5
495.00	3158.0
495.25	2591.7
495.50	2638.3
495.75	3165.2
496.00	3530.8
496.25	3301.4
496.50	3469.9
496.75	3685.0
497.00	3007.5
497.25	3735.1
497.50	3405.4
497.75	3667.0
498.00	3502.1
498.25	3670.6
498.50	3104.3
498.75	3720.8
499.00	4204.7
499.25	3724.4
499.50	3129.3
499.75	4072.1
500.00	3591.8
500.25	4194.0
500.50	3211.8
500.75	3882.1
501.00	4380.4
501.25	4283.6
501.50	3907.2
501.75	4104.4
502.00	3903.6
502.25	4122.3
502.50	3677.8
502.75	4233.4
503.00	3853.4
503.25	3229.7
503.50	4333.8
503.75	4559.6
504.00	3763.8
504.25	4412.6
504.50	5233.5
504.75	4452.1
505.00	4358.9
505.25	4215.5
505.50	4613.4
505.75	3989.6
506.00	4624.1
506.25	4667.1
506.50	4638.5
506.75	4262.1
507.00	4573.9
507.25	4251.3
507.50	4921.6
507.75	4021.9
508.00	4753.2
508.25	4814.1
508.50	4921.6
508.75	4928.8
509.00	4803.3
509.25	4351.7
509.50	5029.2
509.75	4466.4
510.00	4559.6
510.25	4538.1
510.50	4853.5
510.75	4305.1
511.00	5455.7
511.25	4634.9
511.50	4971.8
511.75	4566.8
512.00	4520.2
512.25	5147.5
512.50	4459.2
512.75	5011.3
513.00	5208.4
513.25	4720.9
513.50	5294.4
513.75	4971.8
514.00	5344.6
514.25	5351.8
514.50	4785.4
514.75	4670.7
515.00	5122.4
515.25	4738.8
515.50	4254.9
515.75	4591.9
516.00	4247.7
516.25	4487.9
516.50	4853.5
516.75	4394.7
517.00	4534.5
517.25	4860.7
517.50	5151.1
517.75	4254.9
518.00	5143.9
518.25	4297.9
518.50	5394.8
518.75	3294.2
519.00	4882.2
519.25	4204.7
519.50	4434.1
519.75	5011.3
520.00	4828.4
520.25	4717.3
520.50	4936.0
520.75	4434.1
521.00	5262.2
521.25	4602.6
521.50	4305.1
521.75	4498.7
522.00	4319.4
522.25	4559.6
522.50	4441.3
522.75	4129.4
523.00	4427.0
523.25	4677.9
523.50	4642.0
523.75	4720.9
524.00	5140.3
524.25	4032.7
524.50	4760.3
524.75	5197.7
525.00	4703.0
525.25	4760.3
525.50	4979.0
525.75	5527.4
526.00	5556.1
526.25	5280.1
526.50	5348.2
526.75	5305.2
527.00	5570.4
527.25	6014.9
527.50	6115.3
527.75	5592.0
528.00	5900.2
528.25	6047.2
528.50	5943.2
528.75	6136.8
529.00	5534.6
529.25	6387.7
529.50	7183.5
529.75	7283.9
530.00	6147.6
530.25	7674.6
530.50	7864.6
530.75	7516.9
531.00	7889.7
531.25	7907.6
531.50	8567.2
531.75	8319.8
532.00	8502.6
532.25	8771.5
532.50	9983.1
532.75	8620.9
533.00	8764.3
533.25	9574.4
533.50	10367
533.75	10610
534.00	10955
534.25	10919
534.50	11198
534.75	11618
535.00	11084
535.25	12062
535.50	11951
535.75	12388
536.00	13034
536.25	13216
536.50	13700
536.75	13292
537.00	13883
537.25	15191
537.50	14797
537.75	15202
538.00	16206
538.25	16460
538.50	16475
538.75	17149
539.00	17823
539.25	18131
539.50	18436
539.75	19371
540.00	19224
540.25	18952
540.50	20045
540.75	20672
541.00	21425
541.25	21085
541.50	22303
541.75	22475
542.00	22773
542.25	23303
542.50	23579
542.75	23128
543.00	25329
543.25	23906
543.50	25153
543.75	25515
544.00	25727
544.25	26651
544.50	25978
544.75	27462
545.00	27254
545.25	27673
545.50	28361
545.75	28623
546.00	28863
546.25	28307
546.50	29143
546.75	29243
547.00	29505
547.25	29924
547.50	30039
547.75	30261
548.00	29956
548.25	30541
548.50	30498
548.75	30186
549.00	30770
549.25	29971
549.50	29906
549.75	30035
550.00	29849
550.25	30146
550.50	30369
550.75	30254
551.00	30021
551.25	29999
551.50	29390
551.75	29053
552.00	28763
552.25	28748
552.50	28411
552.75	27619
553.00	27583
553.25	27272
