Wavelength (nm)	C14 abs e
210.00	19731
211.00	20347
212.00	20944
213.00	21625
214.00	22457
215.00	23365
216.00	24225
217.00	24824
218.00	25100
219.00	25029
220.00	24683
221.00	24214
222.00	23516
223.00	22382
224.00	20518
225.00	18085
226.00	15281
227.00	12656
228.00	10443
229.00	8751.8
230.00	7494.5
231.00	6609.4
232.00	5993.9
233.00	5569.5
234.00	5276.6
235.00	5078.7
236.00	4948.7
237.00	4858.8
238.00	4793.4
239.00	4742.5
240.00	4710.4
241.00	4685.3
242.00	4683.3
243.00	4701.6
244.00	4725.4
245.00	4757.1
246.00	4780.7
247.00	4813.2
248.00	4874.4
249.00	4967.8
250.00	5110.8
251.00	5303.0
252.00	5525.1
253.00	5791.3
254.00	6091.1
255.00	6415.3
256.00	6753.3
257.00	7105.1
258.00	7459.3
259.00	7790.2
260.00	8122.6
261.00	8440.1
262.00	8731.9
263.00	8990.0
264.00	9217.9
265.00	9393.3
266.00	9526.2
267.00	9628.9
268.00	9689.3
269.00	9715.1
270.00	9714.5
271.00	9661.2
272.00	9571.1
273.00	9453.3
274.00	9316.0
275.00	9170.8
276.00	9022.7
277.00	8831.8
278.00	8632.4
279.00	8416.9
280.00	8178.9
281.00	7941.0
282.00	7688.7
283.00	7431.4
284.00	7162.5
285.00	6882.5
286.00	6595.8
287.00	6299.9
288.00	5997.6
289.00	5684.7
290.00	5354.5
291.00	5032.7
292.00	4709.1
293.00	4387.8
294.00	4091.8
295.00	3820.4
296.00	3565.2
297.00	3330.9
298.00	3111.7
299.00	2906.2
300.00	2718.6
301.00	2556.1
302.00	2410.2
303.00	2272.8
304.00	2163.0
305.00	2060.5
306.00	1961.9
307.00	1871.7
308.00	1802.4
309.00	1751.4
310.00	1705.7
311.00	1662.9
312.00	1626.6
313.00	1598.2
314.00	1579.5
315.00	1573.3
316.00	1571.9
317.00	1586.0
318.00	1603.5
319.00	1623.2
320.00	1655.1
321.00	1697.6
322.00	1742.4
323.00	1800.9
324.00	1852.3
325.00	1922.4
326.00	1989.1
327.00	2050.4
328.00	2123.1
329.00	2195.9
330.00	2269.7
331.00	2341.0
332.00	2422.6
333.00	2495.7
334.00	2569.6
335.00	2649.0
336.00	2722.1
337.00	2795.2
338.00	2876.4
339.00	2945.3
340.00	3023.3
341.00	3097.1
342.00	3170.9
343.00	3247.2
344.00	3315.4
345.00	3375.3
346.00	3441.0
347.00	3481.6
348.00	3539.7
349.00	3579.1
350.00	3612.1
351.00	3634.5
352.00	3645.1
353.00	3652.3
354.00	3674.0
355.00	3687.6
356.00	3704.3
357.00	3712.7
358.00	3717.3
359.00	3725.9
360.00	3750.7
361.00	3770.5
362.00	3795.4
363.00	3827.0
364.00	3853.2
365.00	3868.5
366.00	3882.2
367.00	3913.3
368.00	3940.4
369.00	3961.5
370.00	3967.6
371.00	3954.1
372.00	3975.0
373.00	3963.9
374.00	3965.8
375.00	3961.1
376.00	3928.8
377.00	3903.5
378.00	3878.3
379.00	3833.4
380.00	3787.2
381.00	3739.5
382.00	3682.7
383.00	3635.7
384.00	3574.9
385.00	3486.1
386.00	3417.8
387.00	3331.0
388.00	3257.1
389.00	3166.8
390.00	3067.9
391.00	2953.3
392.00	2851.3
393.00	2745.8
394.00	2647.0
395.00	2523.0
396.00	2405.5
397.00	2291.1
398.00	2163.7
399.00	2042.6
400.00	1937.4
401.00	1811.5
402.00	1697.5
403.00	1596.2
404.00	1481.4
405.00	1367.9
406.00	1269.7
407.00	1178.1
408.00	1084.6
409.00	995.53
410.00	912.27
411.00	818.92
412.00	748.85
413.00	671.51
414.00	605.95
415.00	549.95
416.00	495.25
417.00	448.95
418.00	391.42
419.00	349.97
420.00	316.72
421.00	289.59
422.00	262.66
423.00	230.62
424.00	210.80
425.00	189.96
426.00	169.74
427.00	157.51
428.00	136.21
429.00	125.65
430.00	115.96
431.00	100.93
432.00	89.841
433.00	94.351
434.00	98.509
435.00	83.910
436.00	83.192
437.00	67.835
438.00	59.479
439.00	63.014
440.00	60.454
441.00	68.945
442.00	58.071
443.00	46.966
444.00	45.354
445.00	50.135
446.00	46.505
447.00	51.611
448.00	50.554
449.00	42.063
450.00	36.998
451.00	36.226
452.00	44.189
453.00	51.543
454.00	56.500
455.00	49.173
456.00	42.375
457.00	42.889
458.00	45.517
459.00	53.994
460.00	46.505
461.00	37.757
462.00	38.447
463.00	38.867
464.00	40.384
465.00	39.504
466.00	50.080
467.00	43.323
468.00	41.169
469.00	26.516
470.00	33.911
471.00	59.235
472.00	46.058
473.00	52.667
474.00	31.581
475.00	41.589
476.00	40.777
477.00	42.591
478.00	61.497
479.00	50.080
480.00	45.963
481.00	34.534
482.00	24.756
483.00	46.221
484.00	47.670
485.00	61.321
486.00	44.460
487.00	29.807
488.00	40.880
489.00	31.077
490.00	42.158
491.00	35.861
492.00	48.388
493.00	49.065
494.00	44.149
495.00	48.035
496.00	38.678
497.00	38.095
498.00	37.229
499.00	52.247
500.00	41.576
