Wavelength (nm)	S10 abs e
640.12	7906.4
640.31	7434.8
640.50	7228.4
640.69	7084.4
640.88	6911.8
641.06	6843.3
641.25	6537.9
641.44	6337.0
641.62	6422.7
641.81	6119.4
642.00	5974.6
642.19	5830.7
642.37	5621.6
642.56	5565.1
642.75	5286.7
642.94	5228.8
643.13	5188.2
643.31	5013.0
643.50	4786.4
643.69	4699.8
643.88	4614.6
644.06	4495.1
644.25	4555.1
644.44	4294.6
644.63	4298.5
644.81	4159.3
645.00	4179.0
645.19	3939.5
645.37	3821.3
645.56	3721.1
645.75	3661.5
645.94	3685.1
646.12	3665.8
646.31	3450.8
646.50	3436.6
646.69	3384.4
646.87	3311.1
647.06	3274.7
647.25	3173.2
647.44	3041.7
647.63	3086.2
647.81	3134.7
648.00	3008.7
648.19	2872.1
648.38	2893.5
648.56	2759.8
648.75	2748.3
648.94	2745.3
649.12	2761.6
649.31	2607.8
649.50	2770.1
649.69	2633.9
649.87	2688.3
650.06	2592.8
650.25	2601.4
650.44	2498.1
650.62	2409.0
650.81	2369.6
651.00	2371.3
651.19	2508.4
651.37	2365.3
651.56	2296.4
651.75	2252.3
651.94	2215.4
652.13	2164.0
652.31	2135.3
652.50	2113.9
652.69	2224.0
652.87	2121.2
653.06	2075.8
653.25	1992.7
653.44	2027.4
653.62	1994.0
653.81	1923.7
654.00	1929.7
654.19	1805.1
654.38	1942.1
654.56	1848.8
654.75	1704.4
654.94	1760.1
655.13	1824.8
655.31	1705.7
655.50	1661.6
655.69	1608.4
655.88	1725.8
656.06	1625.6
656.25	1768.6
656.44	1687.3
656.62	1676.1
656.81	1578.0
657.00	1707.8
657.19	1627.3
657.37	1707.0
657.56	1467.9
657.75	1419.5
657.94	1474.4
658.12	1488.9
658.31	1423.4
658.50	1414.8
658.69	1553.6
658.87	1251.6
659.06	1458.1
659.25	1336.4
659.44	1307.3
659.63	1258.9
659.81	1529.2
660.00	1416.5
660.19	1291.9
660.37	1357.4
660.56	1407.6
660.75	1190.0
660.94	1211.8
661.12	1392.6
661.31	1323.6
661.50	1139.4
661.69	1335.2
661.88	1307.3
662.06	1175.8
662.25	1285.5
662.44	1339.9
662.63	1276.0
662.81	1024.6
663.00	1269.6
663.19	1217.4
663.38	1176.2
663.56	1061.0
663.75	1293.2
663.94	1198.9
664.12	1056.7
664.31	1019.9
664.50	1129.1
664.69	1073.4
664.87	986.91
665.06	1193.8
665.25	1109.8
665.44	1206.7
665.62	1276.9
665.81	1143.7
666.00	1167.2
666.19	1267.1
666.38	1047.3
666.56	1130.4
666.75	1067.9
666.94	1171.5
667.13	1023.3
667.31	1033.2
667.50	1157.0
667.69	1232.4
667.87	1031.0
668.06	1250.8
668.25	1240.9
668.44	1150.5
668.62	1174.5
668.81	1157.8
669.00	1003.6
669.19	1107.7
669.37	1182.7
669.56	1176.2
669.75	1225.9
669.94	1342.0
670.12	1254.2
670.31	1435.8
670.50	1288.0
670.69	1310.7
670.88	1336.4
671.06	1343.3
671.25	1249.5
671.44	1366.9
671.62	1234.5
671.81	1507.8
672.00	1331.3
672.19	1468.8
672.37	1462.4
672.56	1367.3
672.75	1492.8
672.94	1324.9
673.13	1384.0
673.31	1554.0
673.50	1525.8
673.69	1531.3
673.88	1684.7
674.06	1646.6
674.25	1551.5
674.44	1734.4
674.63	1615.7
674.81	1806.3
675.00	1701.4
675.19	1928.0
675.37	1864.6
675.56	1729.7
675.75	1789.2
675.94	1808.5
676.12	1877.0
676.31	1880.9
676.50	1964.4
676.69	1913.0
676.87	1916.4
677.06	2010.2
677.25	2041.1
677.44	1963.1
677.62	2032.9
677.81	2140.5
678.00	2044.1
678.19	2066.8
678.38	2193.6
678.56	2253.1
678.75	2236.4
678.94	2149.5
679.12	2319.9
679.31	2196.1
679.50	2236.4
679.69	2267.7
679.87	2335.8
680.06	2262.1
680.25	2409.0
680.44	2298.9
680.63	2397.0
680.81	2397.0
681.00	2366.6
681.19	2495.6
681.38	2383.8
681.56	2393.2
681.75	2422.3
681.94	2457.0
682.13	2433.0
682.31	2493.0
682.50	2463.0
682.69	2634.3
682.87	2502.8
683.06	2438.2
683.25	2452.3
683.44	2571.4
683.62	2549.1
683.81	2441.6
684.00	2427.4
684.19	2470.7
684.37	2605.2
684.56	2396.6
684.75	2593.2
684.94	2523.8
685.13	2427.9
685.31	2514.8
685.50	2432.2
685.69	2347.3
685.88	2471.1
686.06	2352.5
686.25	2475.0
686.44	2477.1
686.62	2287.4
686.81	2512.3
687.00	2357.6
687.19	2273.7
687.37	2342.2
687.56	2418.9
687.75	2242.8
687.94	2316.9
688.12	2357.6
688.31	2257.4
688.50	2239.8
688.69	2197.9
688.87	2213.7
689.06	2276.7
689.25	2183.7
689.44	2202.1
689.63	2193.1
689.81	2066.8
690.00	2210.3
690.19	2089.1
690.37	2232.1
690.56	2075.3
690.75	2129.7
690.94	2008.5
691.12	2038.9
691.31	1928.4
691.50	1989.7
691.69	2004.2
691.88	1859.9
692.06	2049.2
692.25	1949.8
692.44	1913.9
692.63	1829.0
692.81	1849.6
693.00	1880.0
693.19	1673.6
693.38	1785.4
693.56	1772.5
693.75	1862.9
693.94	1647.9
694.12	1605.0
694.31	1692.0
694.50	1612.7
694.69	1566.0
694.87	1592.6
695.06	1522.8
695.25	1573.3
695.44	1554.5
695.62	1519.4
695.81	1451.2
696.00	1387.0
696.19	1457.7
696.37	1366.4
696.56	1519.8
696.75	1459.0
696.94	1372.9
697.13	1393.4
697.31	1183.5
697.50	1382.3
697.69	1252.9
697.87	1264.5
698.06	1179.7
698.25	1153.5
698.44	1246.9
698.62	1225.1
698.81	1033.2
699.00	1098.3
699.19	998.48
699.38	1076.9
699.56	1119.7
699.75	1183.1
699.94	948.36
700.13	1063.6
700.31	925.66
700.50	1040.0
700.69	1030.6
700.88	1043.5
701.06	870.83
701.25	899.10
701.44	901.24
701.62	872.97
701.81	904.67
702.00	1022.0
702.19	733.33
702.37	908.95
702.56	746.61
702.75	973.64
702.94	913.24
703.12	891.39
703.31	799.30
703.50	948.36
703.69	758.18
703.88	792.44
704.06	683.64
704.25	879.83
704.44	651.52
704.63	631.39
704.81	798.44
705.00	603.54
705.19	615.11
705.37	574.41
705.56	666.94
705.75	623.25
705.94	793.73
706.12	522.16
706.31	550.86
706.50	617.25
706.69	629.67
706.87	673.79
707.06	628.39
707.25	575.27
707.44	621.10
707.62	631.81
707.81	530.29
708.00	550.86
708.19	483.18
708.38	616.39
708.56	522.58
708.75	429.20
708.94	552.57
709.12	436.92
709.31	443.34
709.50	450.19
709.69	446.77
709.87	440.77
710.06	288.71
710.25	403.93
710.44	541.43
710.63	508.88
710.81	418.07
711.00	486.18
711.19	323.83
711.38	446.34
711.56	394.08
711.75	343.54
711.94	421.92
712.13	273.71
712.31	312.69
712.50	405.65
712.69	260.86
712.87	571.42
713.06	243.73
713.25	334.11
713.44	412.93
713.62	130.22
713.81	384.66
714.00	329.83
714.19	363.24
714.37	221.03
714.56	268.57
714.75	290.85
714.94	171.77
715.12	358.10
715.31	259.58
715.50	342.25
715.69	233.88
715.88	479.32
716.06	256.58
716.25	243.73
716.44	421.92
716.62	324.26
716.81	263.43
717.00	439.06
717.19	298.99
717.37	438.20
717.56	290.85
717.75	269.43
717.94	176.05
718.13	58.684
718.31	196.61
718.50	297.70
718.69	198.33
718.88	279.71
719.06	80.529
719.25	262.15
719.44	173.48
719.63	122.08
719.81	310.98
720.00	251.87
720.19	259.58
720.37	286.14
720.56	310.55
720.75	139.21
720.94	147.35
721.12	197.04
721.31	191.04
721.50	271.57
721.69	198.75
721.87	110.51
722.06	185.47
722.25	300.70
722.44	127.65
722.63	237.30
722.81	143.92
723.00	239.87
723.19	275.00
723.38	248.87
723.56	140.07
723.75	152.06
723.94	120.37
724.12	445.91
724.31	67.679
724.50	208.18
724.69	146.50
724.87	278.85
725.06	70.677
725.25	-54.400
725.44	281.00
725.62	146.92
725.81	9.8520
726.00	292.13
726.19	101.95
726.37	154.63
726.56	372.23
726.75	221.46
726.94	96.378
727.13	209.46
727.31	185.05
727.50	482.75
727.69	209.03
727.87	143.50
728.06	297.70
728.25	378.23
728.44	327.26
728.62	154.21
728.81	107.09
729.00	332.83
729.19	179.91
729.38	98.092
729.56	193.18
729.75	134.93
729.94	195.33
730.13	283.14
730.31	252.73
730.50	10.280
730.69	3.4268
730.88	243.30
731.06	166.20
731.25	229.59
731.44	176.91
731.62	282.28
731.81	325.54
732.00	90.381
732.19	76.246
732.37	140.93
732.56	-28.271
732.75	152.49
732.94	100.23
733.12	61.682
733.31	226.60
733.50	203.47
733.69	324.26
733.87	-63.824
734.06	370.95
734.25	152.92
734.44	260.01
734.63	158.06
734.81	176.05
735.00	62.967
735.19	-85.670
735.37	292.13
735.56	123.36
735.75	145.64
735.94	417.21
736.12	64.252
736.31	32.554
736.50	11.137
736.69	52.258
736.88	400.51
737.06	147.78
737.25	126.79
737.44	133.64
737.63	-14.564
737.81	218.03
738.00	83.100
738.19	84.385
738.38	-83.100
738.56	123.79
738.75	121.65
738.94	104.09
739.12	110.94
739.31	130.22
739.50	178.19
739.69	10.709
739.87	159.35
740.06	179.91
740.25	242.02
740.44	98.948
740.62	363.24
740.81	262.58
741.00	-58.684
741.19	91.666
741.38	286.99
741.56	227.88
741.75	77.531
741.94	115.65
742.13	-9.4237
742.31	134.50
742.50	-18.847
742.69	-33.840
742.87	129.79
743.06	155.06
743.25	206.04
743.44	179.91
743.62	171.77
743.81	240.30
744.00	-66.394
744.19	-64.252
744.37	194.47
744.56	234.73
744.75	-11.137
744.94	72.819
745.12	-143.50
745.31	-76.674
745.50	-67.679
745.69	237.30
745.88	65.966
746.06	137.93
746.25	127.22
746.44	-146.92
746.62	-37.695
746.81	284.42
747.00	149.92
747.19	306.70
747.37	45.833
747.56	194.90
747.75	140.50
747.94	195.33
748.13	92.952
748.31	-11.565
748.50	-151.21
748.69	41.550
748.88	164.06
749.06	250.58
749.25	-88.240
749.44	-43.263
749.63	199.18
749.81	184.62
750.00	130.65
