Wavelength (nm)	G14 abs e
220.00	11779
221.00	11100
222.00	10444
223.00	9863.3
224.00	9337.6
225.00	8840.9
226.00	8340.8
227.00	7897.9
228.00	7542.7
229.00	7288.9
230.00	7135.7
231.00	7130.3
232.00	7284.1
233.00	7571.1
234.00	7931.5
235.00	8386.5
236.00	8947.4
237.00	9549.3
238.00	10044
239.00	10468
240.00	11072
241.00	11930
242.00	12779
243.00	13309
244.00	13569
245.00	13970
246.00	14513
247.00	14627
248.00	14036
249.00	13231
250.00	13075
251.00	13908
252.00	14916
253.00	14939
254.00	13623
255.00	11569
256.00	9784.7
257.00	8742.0
258.00	8338.2
259.00	8366.7
260.00	8685.9
261.00	9102.5
262.00	9545.9
263.00	10084
264.00	10761
265.00	11530
266.00	12424
267.00	13313
268.00	14219
269.00	15007
270.00	15605
271.00	16001
272.00	16242
273.00	16414
274.00	16558
275.00	16803
276.00	17152
277.00	17567
278.00	17996
279.00	18328
280.00	18389
281.00	18048
282.00	17236
283.00	15983
284.00	14377
285.00	12599
286.00	10798
287.00	9100.5
288.00	7581.2
289.00	6274.1
290.00	5160.5
291.00	4268.3
292.00	3548.4
293.00	2979.6
294.00	2530.7
295.00	2188.5
296.00	1927.9
297.00	1730.1
298.00	1581.2
299.00	1479.0
300.00	1409.4
301.00	1362.9
302.00	1335.2
303.00	1326.5
304.00	1331.9
305.00	1348.3
306.00	1375.3
307.00	1411.7
308.00	1455.3
309.00	1506.7
310.00	1561.0
311.00	1620.9
312.00	1681.1
313.00	1748.4
314.00	1819.6
315.00	1892.8
316.00	1968.2
317.00	2042.2
318.00	2122.2
319.00	2196.4
320.00	2274.4
321.00	2352.9
322.00	2429.0
323.00	2505.7
324.00	2578.0
325.00	2648.6
326.00	2719.3
327.00	2785.9
328.00	2845.1
329.00	2901.8
330.00	2954.0
331.00	3007.2
332.00	3052.8
333.00	3092.8
334.00	3123.6
335.00	3151.9
336.00	3170.5
337.00	3185.6
338.00	3195.4
339.00	3200.0
340.00	3198.1
341.00	3181.9
342.00	3162.0
343.00	3142.2
344.00	3109.4
345.00	3075.4
346.00	3030.9
347.00	2983.1
348.00	2928.5
349.00	2871.6
350.00	2808.9
351.00	2744.0
352.00	2672.1
353.00	2601.4
354.00	2521.6
355.00	2440.9
356.00	2365.5
357.00	2286.1
358.00	2204.5
359.00	2126.9
360.00	2042.5
361.00	1949.8
362.00	1861.4
363.00	1777.4
364.00	1695.8
365.00	1605.3
366.00	1520.9
367.00	1440.9
368.00	1354.6
369.00	1272.5
370.00	1205.0
371.00	1130.1
372.00	1051.1
373.00	990.38
374.00	922.52
375.00	854.35
376.00	802.34
377.00	747.12
378.00	692.11
379.00	644.77
380.00	597.23
381.00	553.73
382.00	520.66
383.00	480.12
384.00	449.33
385.00	419.35
386.00	397.15
387.00	361.52
388.00	340.05
389.00	323.37
390.00	306.22
391.00	288.12
392.00	272.53
393.00	260.08
394.00	247.48
395.00	234.44
396.00	219.78
397.00	209.15
398.00	201.11
399.00	192.12
400.00	189.82
401.00	181.47
402.00	171.45
403.00	165.73
404.00	156.39
405.00	150.84
406.00	152.98
407.00	139.91
408.00	142.14
409.00	132.80
410.00	133.98
411.00	123.97
412.00	127.94
413.00	125.52
414.00	119.68
415.00	118.22
416.00	112.63
417.00	114.69
418.00	113.40
419.00	110.51
420.00	103.69
421.00	97.993
422.00	100.86
423.00	95.961
424.00	92.910
425.00	85.776
426.00	90.225
427.00	80.970
428.00	85.714
429.00	75.699
430.00	73.936
431.00	75.001
432.00	72.495
433.00	73.345
434.00	64.082
435.00	66.266
436.00	64.261
437.00	61.495
438.00	59.965
439.00	60.743
440.00	62.471
441.00	58.443
442.00	59.911
443.00	51.856
444.00	51.033
445.00	55.051
446.00	50.263
447.00	54.998
448.00	49.019
449.00	48.043
450.00	41.215
451.00	36.892
452.00	39.371
453.00	39.854
454.00	44.061
455.00	46.030
456.00	41.385
457.00	33.974
458.00	37.751
459.00	35.334
460.00	34.806
461.00	38.261
462.00	36.310
463.00	34.216
464.00	31.405
465.00	30.385
466.00	31.781
467.00	28.873
468.00	29.741
469.00	30.412
470.00	35.111
471.00	32.730
472.00	31.432
473.00	31.388
474.00	34.905
475.00	33.437
476.00	27.557
477.00	34.019
478.00	36.471
479.00	35.308
480.00	32.435
481.00	29.759
482.00	34.431
483.00	30.734
484.00	34.234
485.00	25.131
486.00	26.707
487.00	28.031
488.00	29.785
489.00	27.709
490.00	25.633
491.00	26.563
492.00	28.649
493.00	29.445
494.00	22.303
495.00	22.921
496.00	23.377
497.00	22.241
498.00	29.293
499.00	27.297
500.00	27.047
