Wavelength (nm)	S09 abs e
337.75	61358
337.94	60376
338.13	60787
338.31	59556
338.50	60818
338.69	59717
338.88	61726
339.06	60378
339.25	61111
339.44	60157
339.63	60539
339.81	60744
340.00	58576
340.19	58692
340.38	60768
340.56	58638
340.75	59004
340.94	60136
341.13	58783
341.31	58415
341.50	59201
341.69	57975
341.88	59261
342.06	60193
342.25	60356
342.44	57899
342.63	58641
342.81	57600
343.00	59842
343.19	58562
343.38	58590
343.56	58117
343.75	57809
343.94	58656
344.13	58566
344.31	57194
344.50	57963
344.69	58364
344.88	57925
345.06	58163
345.25	58985
345.44	58259
345.63	59362
345.81	58350
346.00	58951
346.19	59446
346.38	59852
346.56	58261
346.75	57815
346.94	59718
347.13	58519
347.31	57923
347.50	59722
347.69	59564
347.88	58913
348.06	59914
348.25	59117
348.44	58533
348.63	58829
348.81	58989
349.00	59772
349.19	59727
349.38	59297
349.56	59809
349.75	59705
349.94	58689
350.13	59879
350.31	59540
350.50	60472
350.69	60025
350.88	58619
351.06	60112
351.25	60871
351.44	59025
351.63	61121
351.81	59429
352.00	59585
352.19	60016
352.38	61089
352.56	60630
352.75	60321
352.94	60207
353.13	61520
353.31	60823
353.50	61837
353.69	60554
353.88	60563
354.06	61279
354.25	62164
354.44	61553
354.63	62351
354.81	62238
355.00	62279
355.19	62759
355.38	62620
355.56	63721
355.75	63526
355.94	63408
356.13	63459
356.31	62987
356.50	64139
356.69	64748
356.88	65405
357.06	64069
357.25	64112
357.44	65241
357.63	64612
357.81	64432
358.00	64845
358.19	64355
358.38	65388
358.56	64968
358.75	65200
358.94	66121
359.13	65647
359.31	67401
359.50	65273
359.69	66462
359.88	66332
360.06	66764
360.25	66262
360.44	67389
360.63	66078
360.81	66907
361.00	66657
361.19	67367
361.38	66632
361.56	67752
361.75	67127
361.94	66710
362.13	68064
362.31	67591
362.50	66815
362.69	66637
362.88	67421
363.06	66762
363.25	66990
363.44	67084
363.63	66418
363.81	66991
364.00	66986
364.19	66608
364.38	66493
364.56	66262
364.75	66632
364.94	65921
365.13	64926
365.31	65270
365.50	65878
365.69	65080
365.88	65573
366.06	64602
366.25	64110
366.44	63413
366.63	63362
366.81	63165
367.00	64235
367.19	63382
367.38	61800
367.56	61964
367.75	62480
367.94	62207
368.13	61359
368.31	60839
368.50	60470
368.69	60147
368.88	59530
369.06	59278
369.25	59050
369.44	59400
369.63	57862
369.81	58307
370.00	57569
370.19	57346
370.38	57493
370.56	56173
370.75	55243
370.94	55628
371.13	55265
371.31	55912
371.50	54808
371.69	54669
371.88	54544
372.06	53804
372.25	53158
372.44	53059
372.63	53317
372.81	52685
373.00	52711
373.19	52560
373.38	52744
373.56	51867
373.75	51293
373.94	50620
374.13	51337
374.31	49931
374.50	50304
374.69	50102
374.88	49218
375.06	49088
375.25	48655
375.44	48622
375.63	47966
375.81	47514
376.00	47398
376.19	47577
376.38	47139
376.56	47062
376.75	46834
376.94	45945
377.13	45803
377.31	46147
377.50	45495
377.69	44648
377.88	44707
378.06	44540
378.25	44618
378.44	43624
378.63	43833
378.81	43540
379.00	43653
379.19	43117
379.38	43170
379.56	42636
379.75	43665
379.94	42432
380.13	42096
380.31	42355
380.50	41421
380.69	42197
380.88	42170
381.06	41918
381.25	41545
381.44	40779
381.63	40647
381.81	41509
382.00	40841
382.19	40591
382.38	41032
382.56	41563
382.75	39914
382.94	40512
383.13	40339
383.31	40214
383.50	39217
383.69	39960
383.88	39775
384.06	39726
384.25	39948
384.44	39493
384.63	39561
384.81	39196
385.00	39344
385.19	39823
385.38	39366
385.56	39337
385.75	38530
385.94	39294
386.13	39251
386.31	38612
386.50	39328
386.69	39306
386.88	38986
387.06	38470
387.25	38499
387.44	38470
387.63	38278
387.81	38090
388.00	37744
388.19	38218
388.38	38261
388.56	38778
388.75	39083
388.94	38333
389.13	38160
389.31	38189
389.50	38311
389.69	37278
389.88	37495
390.06	37598
390.25	37223
390.44	37653
390.63	37619
390.81	37427
391.00	37221
391.19	37178
391.38	36867
391.56	37475
391.75	37338
391.94	36373
392.13	37518
392.31	37324
392.50	37228
392.69	35890
392.88	37160
393.06	36952
393.25	36613
393.44	37360
393.63	36872
393.81	36043
394.00	36901
394.19	36723
394.38	36738
394.56	36957
394.75	36646
394.94	35469
395.13	36173
395.31	36029
395.50	36322
395.69	36666
395.88	36402
396.06	36190
396.25	36166
396.44	35950
396.63	35841
396.81	36075
397.00	36598
397.19	36204
397.38	35995
397.56	35613
397.75	35567
397.94	35317
398.13	35512
398.31	35174
398.50	36074
398.69	35524
398.88	35719
399.06	36438
399.25	35688
399.44	35113
399.63	35128
399.81	35854
400.00	35714
400.19	35734
400.38	35155
400.56	35560
400.75	35267
400.94	34390
401.13	34672
401.31	34388
401.50	35179
401.69	34873
401.88	34116
402.06	35173
402.25	35005
402.44	34434
402.63	34201
402.81	34926
403.00	34777
403.19	34835
403.38	34513
403.56	34976
403.75	35106
403.94	34695
404.13	34559
404.31	34750
404.50	34469
404.69	34063
404.88	34224
405.06	34594
405.25	34095
405.44	33840
405.63	33939
405.81	33912
406.00	34227
406.19	33318
406.38	33823
406.56	33268
406.75	33672
406.94	34136
407.13	34354
407.31	33729
407.50	33456
407.69	33893
407.88	34003
408.06	34082
408.25	32653
408.44	33580
408.63	33712
408.81	34020
409.00	33518
409.19	33854
409.38	33549
409.56	32894
409.75	32833
409.94	32494
410.13	32775
410.31	33059
410.50	33254
410.69	32696
410.88	33105
411.06	33251
411.25	31922
411.44	32929
411.63	33042
411.81	32554
412.00	32658
412.19	32860
412.38	32718
412.56	32708
412.75	32394
412.94	31958
413.13	32190
413.31	32634
413.50	32804
413.69	31702
413.88	32233
414.06	32781
414.25	31634
414.44	31615
414.63	32225
414.81	31711
415.00	31687
415.19	31596
415.38	31315
415.56	31757
415.75	31695
415.94	31752
416.13	32024
416.31	32057
416.50	31726
416.69	31224
416.88	31594
417.06	31526
417.25	31240
417.44	30639
417.63	31257
417.81	31247
418.00	31322
418.19	31081
418.38	31104
418.56	30678
418.75	31029
418.94	30767
419.13	30380
419.31	30371
419.50	31029
419.69	30591
419.88	30818
420.06	29983
420.25	30315
420.44	30664
420.63	29580
420.81	30169
421.00	30130
421.19	29712
421.38	29827
421.56	30053
421.75	29919
421.94	30358
422.13	29409
422.31	29215
422.50	29327
422.69	29436
422.88	29681
423.06	29186
423.25	29541
423.44	29064
423.63	29445
423.81	29148
424.00	29107
424.19	28657
424.38	28640
424.56	28254
424.75	28782
424.94	28945
425.13	28280
425.31	28256
425.50	28054
425.69	28316
425.88	28057
426.06	28004
426.25	27447
426.44	27759
426.63	27410
426.81	27977
427.00	27329
427.19	27408
427.38	27686
427.56	27105
427.75	27112
427.94	27002
428.13	27023
428.31	26997
428.50	27273
428.69	26349
428.88	26584
429.06	26043
429.25	27002
429.44	26709
429.63	26314
429.81	26250
430.00	26053
430.19	25813
430.38	25385
430.56	25704
430.75	25692
430.94	25325
431.13	25031
431.31	25418
431.50	25060
431.69	24673
431.88	24779
432.06	24530
432.25	24760
432.44	24582
432.63	24380
432.81	23482
433.00	23806
433.19	24313
433.38	23585
433.56	24136
433.75	23285
433.94	23498
434.13	23480
434.31	23160
434.50	22528
434.69	22290
434.88	22756
435.06	22533
435.25	22297
435.44	22137
435.63	22668
435.81	21855
436.00	22018
436.19	21675
436.38	21485
436.56	21248
436.75	21795
436.94	21661
437.13	21343
437.31	21398
437.50	20784
437.69	20729
437.88	21093
438.06	20966
438.25	20902
438.44	20745
438.63	20421
438.81	20918
439.00	20676
439.19	21113
439.38	19890
439.56	20255
439.75	20106
439.94	20106
440.13	19864
440.31	19991
440.50	19316
440.69	20190
440.88	20567
441.06	19673
441.25	19609
441.44	19441
441.63	19734
441.81	19352
442.00	19251
442.19	19099
442.38	19515
442.56	18741
442.75	19345
442.94	19333
443.13	18808
443.31	18385
443.50	18844
443.69	18809
443.88	18799
444.06	18420
444.25	18169
444.44	18703
444.63	18378
444.81	17742
445.00	18181
445.19	18271
445.38	17336
445.56	17722
445.75	17740
445.94	17674
446.13	17569
446.31	17531
446.50	17240
446.69	17285
446.88	17461
447.06	17144
447.25	16505
447.44	17122
447.63	17060
447.81	16756
448.00	16588
448.19	16314
448.38	16147
448.56	16183
448.75	15813
448.94	15834
449.13	15959
449.31	15769
449.50	15423
449.69	15209
449.88	15007
450.06	15044
450.25	14662
450.44	15099
450.63	14984
450.81	14877
451.00	14642
451.19	14680
451.38	14244
451.56	14073
451.75	14083
451.94	13705
452.13	13943
452.31	13393
452.50	13953
452.69	13458
452.88	13544
453.06	13097
453.25	12771
453.44	12963
453.63	12956
453.81	12729
454.00	12598
454.19	12297
454.38	12269
454.56	12206
454.75	12143
454.94	11893
455.13	11648
455.31	11903
455.50	11350
455.69	11434
455.88	11178
456.06	11577
456.25	11197
456.44	10983
456.63	10649
456.81	10959
457.00	10197
457.19	10700
457.38	10235
457.56	10456
457.75	10325
457.94	10176
458.13	9833.7
458.31	9741.2
458.50	9614.5
458.69	9295.9
458.88	8886.5
459.06	9403.8
459.25	9235.9
459.44	9160.6
459.63	8836.8
459.81	8621.0
460.00	8598.7
460.19	8879.7
460.38	8302.4
460.56	8192.8
460.75	8144.8
460.94	8531.9
461.13	8066.0
461.31	7834.8
461.50	8197.9
461.69	7990.7
461.88	7982.1
462.06	7451.1
462.25	7547.0
462.44	7514.5
462.63	7358.6
462.81	7559.0
463.00	6896.1
463.19	6800.2
463.38	7228.4
463.56	6954.4
463.75	6988.6
463.94	6813.9
464.13	6887.6
464.31	6462.8
464.50	6457.6
464.69	6856.7
464.88	6627.2
465.06	6575.8
465.25	6176.7
465.44	5919.8
465.63	6574.1
465.81	6541.6
466.00	5554.9
466.19	6240.1
466.38	5546.4
466.56	5813.6
466.75	5092.4
466.94	5748.5
467.13	5556.6
467.31	5493.3
467.50	5681.7
467.69	5260.3
467.88	5510.4
468.06	5102.7
468.25	5380.2
468.44	5041.1
468.63	4804.7
468.81	5258.6
469.00	4874.9
469.19	4890.3
469.38	5020.5
469.56	4689.9
469.75	4379.9
469.94	5039.3
470.13	4325.1
470.31	4696.8
470.50	4558.0
470.69	4284.0
470.88	4373.0
471.06	4417.6
471.25	4470.7
471.44	4361.0
471.63	4311.4
471.81	4289.1
472.00	4253.1
472.19	4164.1
472.38	4522.0
472.56	3821.5
472.75	4020.2
472.94	3864.3
473.13	3746.1
473.31	3564.5
473.50	3761.5
473.69	3663.9
473.88	3980.8
474.06	3670.7
474.25	3922.5
474.44	4054.4
474.63	3662.2
474.81	3292.2
475.00	3651.9
475.19	3780.4
475.38	3523.4
475.56	3622.8
475.75	3501.2
475.94	3466.9
476.13	3415.5
476.31	3696.4
476.50	3717.0
476.69	3302.5
476.88	3480.6
477.06	3615.9
477.25	3504.6
477.44	3432.6
477.63	3162.0
477.81	2982.2
478.00	3119.2
478.19	3021.6
478.38	3254.5
478.56	3177.4
478.75	3359.0
478.94	3263.1
479.13	2725.2
479.31	2798.9
479.50	2718.4
479.69	2603.6
479.88	3201.4
480.06	3216.8
480.25	3281.9
480.44	3302.5
480.63	2925.6
480.81	2826.3
481.00	3035.3
481.19	2687.5
481.38	2684.1
481.56	3066.1
481.75	2812.6
481.94	2877.7
482.13	2821.1
482.31	2804.0
482.50	2660.1
482.69	2953.0
482.88	2780.0
483.06	2464.9
483.25	2713.2
483.44	2370.6
483.63	2242.2
483.81	2670.4
484.00	2615.6
484.19	2816.0
484.38	2619.0
484.56	2889.7
484.75	2574.5
484.94	2504.3
485.13	2461.4
485.31	2607.0
485.50	2226.8
485.69	2291.9
485.88	2637.9
486.06	2581.3
486.25	2386.1
486.44	2322.7
486.63	2581.3
486.81	2523.1
487.00	2562.5
487.19	2864.0
487.38	2382.6
487.56	2046.9
487.75	2540.2
487.94	2512.8
488.13	2394.6
488.31	2137.7
488.50	2740.6
488.69	2637.9
488.88	2192.5
489.06	2620.7
489.25	2540.2
489.44	2648.1
489.63	2170.2
489.81	2579.6
490.00	2470.0
490.19	2497.4
490.38	2105.2
490.56	2274.7
490.75	2730.4
490.94	2365.5
491.13	2170.2
491.31	2321.0
491.50	2454.6
491.69	2303.8
491.88	2189.1
492.06	1966.4
492.25	2261.0
492.44	2446.0
492.63	2368.9
492.81	2297.0
493.00	2254.2
493.19	2528.2
493.38	2160.0
493.56	2401.5
493.75	2680.7
493.94	2411.8
494.13	2291.9
494.31	2300.4
494.50	2607.0
494.69	2595.0
494.88	2557.4
495.06	2285.0
495.25	2398.1
495.44	2089.7
495.63	2488.8
495.81	2723.5
496.00	2334.7
496.19	2497.4
496.38	2649.9
496.56	2269.6
496.75	2692.7
496.94	2305.6
497.13	2685.8
497.31	2526.5
497.50	2206.2
497.69	2588.2
497.88	2581.3
498.06	2207.9
498.25	2117.1
498.44	2398.1
498.63	2701.2
498.81	2598.5
499.00	2435.7
499.19	2533.4
499.38	2677.3
499.56	2625.9
499.75	2449.4
499.94	2624.2
500.13	2194.2
500.31	2867.4
500.50	2531.7
500.69	2574.5
500.88	2274.7
501.06	2557.4
501.25	2990.7
501.44	2879.4
501.63	2577.9
501.81	2774.9
502.00	2545.4
502.19	2913.6
502.38	2725.2
502.56	2502.5
502.75	2744.1
502.94	2446.0
503.13	2584.8
503.31	2485.4
503.50	2738.9
503.69	2805.7
503.88	3014.7
504.06	2752.6
504.25	2423.7
504.44	2615.6
504.63	2696.1
504.81	2281.6
505.00	2581.3
505.19	2529.9
505.38	2526.5
505.56	2966.7
505.75	2247.3
505.94	2446.0
506.13	2223.3
506.31	2243.9
506.50	2295.3
506.69	2670.4
506.88	2709.8
507.06	2355.2
507.25	2810.9
507.44	2518.0
507.63	2082.9
507.81	2502.5
508.00	2691.0
508.19	2226.8
508.38	2360.4
508.56	2117.1
508.75	2655.0
508.94	2665.3
509.13	2165.1
509.31	2101.7
509.50	2668.7
509.69	2528.2
509.88	2336.4
510.06	2353.5
510.25	2250.7
510.44	2375.8
510.63	2406.6
510.81	2692.7
511.00	2345.0
511.19	2190.8
511.38	2625.9
511.56	2809.2
511.75	2290.1
511.94	2228.5
512.12	1957.8
512.31	2512.8
512.50	2070.9
512.69	2195.9
512.88	2252.5
513.06	2422.0
513.25	2252.5
513.44	2178.8
513.62	2195.9
513.81	1849.9
514.00	1891.0
514.19	1752.3
514.37	2036.6
514.56	2387.8
514.75	1620.4
514.94	2288.4
515.12	2514.5
515.31	2124.0
515.50	1783.1
515.69	1968.1
515.87	2046.9
516.06	1779.7
516.25	2165.1
516.44	1997.2
516.62	2185.7
516.81	1711.2
517.00	2197.6
517.19	1629.0
517.37	1884.2
517.56	1848.2
517.75	1976.7
517.94	1921.9
518.13	1880.8
518.31	1557.0
518.50	2070.9
518.69	1932.1
518.88	2046.9
519.06	2154.8
519.25	1688.9
519.44	1476.5
519.62	2146.3
519.81	1695.8
520.00	2089.7
520.19	1637.5
520.38	1680.4
520.56	1557.0
520.75	1716.3
520.94	1726.6
521.12	1384.0
521.31	1815.7
521.50	1086.0
521.69	1639.2
521.87	1903.0
522.06	1743.7
522.25	1603.3
522.44	1834.5
522.63	1815.7
522.81	1825.9
523.00	1444.0
523.19	1603.3
523.37	1373.7
523.56	1637.5
523.75	1123.7
523.94	1790.0
524.12	1783.1
524.31	1406.3
524.50	1733.5
524.69	1783.1
524.87	1289.8
525.06	1414.9
525.25	1557.0
525.44	1539.9
525.62	1610.1
525.81	1308.7
526.00	1274.4
526.19	1500.5
526.37	1505.6
526.56	1527.9
526.75	1445.7
526.94	1356.6
527.13	1627.3
527.31	1551.9
527.50	1365.2
527.69	1375.5
527.88	609.79
528.06	1390.9
528.25	962.65
528.44	1546.7
528.62	782.79
528.81	1038.0
529.00	955.80
529.19	1312.1
529.38	834.18
529.56	1106.5
529.75	1243.6
529.94	986.63
530.13	1108.2
530.31	935.24
530.50	613.22
530.69	1034.6
530.87	1110.0
531.06	1003.8
531.25	1647.8
531.44	976.35
531.63	959.22
531.81	1596.4
532.00	1046.6
532.19	1077.4
532.37	782.79
532.56	829.04
532.75	1221.3
532.94	1019.2
533.12	1200.7
533.31	1176.8
533.50	892.42
533.69	1291.5
533.87	1245.3
534.06	1086.0
534.25	964.36
534.44	981.49
534.62	1050.0
534.81	784.51
535.00	813.63
535.19	978.06
535.37	578.96
535.56	948.94
535.75	680.02
535.94	1070.6
536.12	916.40
536.31	823.90
536.50	1074.0
536.69	781.08
536.88	964.36
537.06	685.16
537.25	767.38
537.44	878.72
537.63	834.18
537.81	873.58
538.00	710.85
538.19	733.12
538.37	942.09
538.56	808.49
538.75	837.61
538.94	854.74
539.13	1271.0
539.31	1135.7
539.50	590.95
539.69	787.93
539.87	957.51
540.06	815.34
540.25	630.35
540.44	664.60
540.62	830.76
540.81	599.51
541.00	722.84
541.19	793.07
541.38	900.98
541.56	623.49
541.75	224.39
541.94	657.75
542.12	623.49
542.31	888.99
542.50	719.42
542.69	704.00
542.87	757.10
543.06	560.12
543.25	981.49
543.44	486.46
543.62	794.78
543.81	1079.1
544.00	669.74
544.19	467.62
544.37	613.22
544.56	733.12
544.75	851.31
544.94	751.96
545.12	714.28
545.31	763.95
545.50	825.62
545.69	440.21
545.88	775.94
546.06	573.82
546.25	613.22
546.44	798.21
546.63	875.29
546.81	441.93
547.00	757.10
547.19	620.07
547.37	635.48
547.56	560.12
547.75	531.00
547.94	972.93
548.13	803.35
548.31	745.11
548.50	419.66
548.69	590.95
548.88	650.90
549.06	626.92
549.25	654.33
549.44	657.75
549.62	426.51
549.81	630.35
550.00	722.84
550.19	837.61
550.38	779.37
550.56	536.14
550.75	786.22
550.94	813.63
551.12	633.77
551.31	1065.4
551.50	976.35
551.69	813.63
551.87	661.18
552.06	650.90
552.25	839.32
552.44	729.69
552.62	695.44
552.81	912.97
553.00	556.69
553.19	859.87
553.37	548.13
553.56	457.34
553.75	608.08
553.94	642.34
554.12	630.35
554.31	890.71
554.50	820.48
554.69	717.70
554.87	560.12
555.06	746.82
555.25	849.60
555.44	541.28
555.63	662.89
555.81	683.45
556.00	928.39
556.19	685.16
556.38	830.76
556.56	645.76
556.75	942.09
556.94	751.96
557.12	554.98
557.31	142.17
557.50	493.31
557.69	1123.7
557.88	924.96
558.06	758.81
558.25	412.81
558.44	1074.0
558.62	847.88
558.81	972.93
559.00	441.93
559.19	602.94
559.37	1062.0
559.56	789.65
559.75	966.07
559.94	532.71
560.13	664.60
560.31	477.90
560.50	650.90
560.69	54.813
560.87	327.16
561.06	549.84
561.25	500.17
561.44	731.41
561.62	969.50
561.81	1103.1
562.00	601.23
562.19	779.37
562.37	429.94
562.56	906.12
562.75	296.33
562.94	358.00
563.12	380.26
563.31	914.69
563.50	575.53
563.69	645.76
563.87	423.09
564.06	284.34
564.25	467.62
564.44	736.55
564.63	171.29
564.81	157.59
565.00	361.42
565.19	220.96
565.38	616.64
565.56	590.95
565.75	433.36
565.94	279.20
566.12	560.12
566.31	527.57
566.50	810.20
566.69	346.01
566.88	102.77
567.06	635.48
567.25	882.14
567.44	656.04
567.63	621.78
567.81	346.01
568.00	500.17
568.19	609.79
568.37	510.44
568.56	678.31
568.75	385.40
568.94	337.44
569.13	405.96
569.31	724.56
569.50	501.88
569.69	793.07
569.87	793.07
570.06	166.15
570.25	390.54
570.44	546.41
570.62	1099.7
570.81	268.92
571.00	690.30
571.19	531.00
571.37	352.86
571.56	527.57
571.75	400.82
571.94	347.72
572.12	656.04
572.31	592.66
572.50	327.16
572.69	585.81
572.87	647.48
573.06	601.23
573.25	328.88
573.44	373.41
573.62	918.11
573.81	871.86
574.00	698.86
574.19	568.68
574.38	690.30
574.56	739.97
574.75	659.47
574.94	561.83
575.13	859.87
575.31	519.01
575.50	472.76
575.69	250.08
575.87	445.35
576.06	986.63
576.25	460.77
576.44	508.73
576.63	469.33
576.81	539.56
577.00	554.98
577.19	644.05
577.37	907.84
577.56	892.42
577.75	657.75
577.94	919.83
578.12	602.94
578.31	690.30
578.50	822.19
578.69	904.41
578.88	630.35
579.06	476.19
579.25	688.58
579.44	455.63
579.62	969.50
579.81	553.27
580.00	757.10
580.19	376.84
580.37	388.83
580.56	495.03
580.75	416.23
580.94	656.04
581.12	657.75
581.31	505.30
581.50	594.38
581.69	637.20
581.87	870.15
582.06	842.75
582.25	681.73
582.44	974.64
582.62	561.83
582.81	817.05
583.00	1098.0
583.19	847.88
583.38	554.98
583.56	705.71
583.75	597.80
583.94	609.79
584.13	786.22
584.31	757.10
584.50	936.95
584.69	823.90
584.87	690.30
585.06	931.82
585.25	837.61
585.44	1214.4
585.63	1031.2
585.81	834.18
586.00	435.08
586.19	717.70
586.38	644.05
586.56	681.73
586.75	959.22
586.94	866.73
587.12	741.68
587.31	945.52
587.50	998.62
587.69	849.60
587.88	842.75
588.06	863.30
588.25	1022.6
588.44	765.66
588.62	1108.2
588.81	1110.0
589.00	952.37
589.19	1192.2
589.37	810.20
589.56	1128.8
589.75	1038.0
589.94	342.58
590.12	825.62
590.31	1087.7
590.50	936.95
590.69	811.91
590.87	899.27
591.06	935.24
591.25	984.92
591.44	714.28
591.62	995.19
591.81	1312.1
592.00	868.44
592.19	942.09
592.37	1229.9
592.56	1169.9
592.75	972.93
592.94	902.70
593.13	1036.3
593.31	1163.1
593.50	1010.6
593.69	1199.0
593.88	745.11
594.06	851.31
594.25	1322.4
594.44	1565.6
594.62	1007.2
594.81	1512.5
595.00	1062.0
595.19	1310.4
595.38	1110.0
595.56	1226.4
595.75	1103.1
595.94	1193.9
596.12	1200.7
596.31	1015.7
596.50	729.69
596.69	1168.2
596.87	1202.5
597.06	1454.2
597.25	1120.2
597.44	1289.8
597.63	1873.9
597.81	1193.9
598.00	1221.3
598.19	1694.1
598.37	1193.9
598.56	1137.4
598.75	1223.0
598.94	1036.3
599.12	1276.1
599.31	1387.4
599.50	1051.7
599.69	1964.7
599.87	1284.7
600.06	2012.7
600.25	1341.2
600.44	1466.2
600.62	1351.5
600.81	1509.1
601.00	1437.1
601.19	1125.4
601.37	1365.2
601.56	959.22
601.75	1613.5
601.94	1721.5
602.13	993.48
602.31	1250.4
602.50	1735.2
602.69	1420.0
602.88	1517.6
603.06	1211.0
603.25	1454.2
603.44	1546.7
603.62	1820.8
603.81	1560.4
604.00	1500.5
604.19	1396.0
604.38	1800.3
604.56	1432.0
604.75	1397.7
604.94	1534.8
605.13	1502.2
605.31	1426.8
605.50	1363.5
605.69	1848.2
605.87	1432.0
606.06	1353.2
606.25	1435.4
606.44	1790.0
606.63	1469.7
606.81	1611.8
607.00	1464.5
607.19	1594.7
607.37	1697.5
607.56	1909.9
607.75	1603.3
607.94	1738.6
608.12	1529.6
608.31	1495.4
608.50	1618.7
608.69	1623.8
608.87	1704.3
609.06	1476.5
609.25	1769.4
609.44	1844.8
609.62	1980.1
609.81	1807.1
610.00	1289.8
610.19	1921.9
610.37	1503.9
610.56	1433.7
610.75	2106.9
610.94	1425.1
611.12	1772.8
611.31	2274.7
611.50	2074.3
611.69	2101.7
611.88	1808.8
612.06	1918.4
612.25	1918.4
612.44	2017.8
612.63	1634.1
612.81	2158.3
613.00	1728.3
613.19	2211.3
613.37	2002.4
613.56	1891.0
613.75	1817.4
613.94	1570.7
614.13	1865.3
614.31	1634.1
614.50	1298.4
614.69	1644.4
614.87	1856.8
615.06	1951.0
615.25	2079.5
615.44	1882.5
615.62	2365.5
615.81	2009.2
616.00	1983.5
616.19	2516.2
616.38	1832.8
616.56	2132.6
616.75	2286.7
616.94	1771.1
617.12	2177.1
617.31	1995.5
617.50	2408.3
617.69	2295.3
617.87	2502.5
618.06	2084.6
618.25	2814.3
618.44	2384.4
618.62	2649.9
618.81	2564.2
619.00	2351.8
619.19	2365.5
619.37	2466.6
619.56	2211.3
619.75	2048.6
619.94	2639.6
620.12	2148.0
620.31	2644.7
620.50	2189.1
620.69	2658.4
620.88	2404.9
621.06	2822.9
621.25	2848.5
621.44	2660.1
621.63	3119.2
621.81	3410.4
622.00	3062.7
622.19	3256.2
622.37	2781.7
622.56	2653.3
622.75	2500.8
622.94	3083.2
623.13	3018.1
623.31	3605.6
623.50	3501.2
623.69	3071.2
623.88	3035.3
624.06	2877.7
624.25	2989.0
624.44	3062.7
624.62	3364.1
624.81	3441.2
625.00	3328.2
625.19	3225.4
625.38	3646.8
625.56	3526.9
625.75	4131.5
625.94	3944.8
626.12	3520.0
626.31	3997.9
626.50	3807.8
626.69	4033.9
626.87	3963.6
627.06	4287.4
627.25	3478.9
627.44	4112.7
627.62	4427.8
627.81	4575.1
628.00	4292.5
628.19	4542.6
628.37	4520.3
628.56	4157.2
628.75	4527.2
628.94	4763.6
629.12	4655.7
629.31	4501.5
629.50	4501.5
629.69	4816.7
629.87	4856.1
630.06	4919.4
630.25	4693.3
630.44	5092.4
630.63	4450.1
630.81	4998.2
631.00	4792.7
631.19	5282.6
631.38	5083.9
631.56	5157.5
631.75	5162.7
631.94	5051.3
632.12	5306.6
632.31	5280.9
