Wavelength (nm)	Q22 abs e
300.06	17544
300.25	17635
300.44	17649
300.63	17639
300.81	17602
301.00	17600
301.19	17582
301.38	17554
301.56	17679
301.75	17693
301.94	17670
302.13	17720
302.31	17631
302.50	17662
302.69	17693
302.88	17639
303.06	17702
303.25	17736
303.44	17762
303.63	17770
303.81	17775
304.00	17862
304.19	17765
304.38	17837
304.56	17764
304.75	17784
304.94	17875
305.13	17881
305.31	17932
305.50	17976
305.69	17877
305.88	17986
306.06	17921
306.25	18027
306.44	17983
306.63	18051
306.81	18094
307.00	18043
307.19	18056
307.38	18085
307.56	18139
307.75	18120
307.94	18138
308.13	18197
308.31	18211
308.50	18308
308.69	18339
308.88	18389
309.06	18339
309.25	18434
309.44	18451
309.63	18503
309.81	17818
310.00	18333
310.19	18483
310.38	18737
310.56	18434
310.75	18613
310.94	18076
311.13	18457
311.31	18678
311.50	18545
311.69	18215
311.88	18913
312.06	18630
312.25	18909
312.44	19237
312.63	18915
312.81	18613
313.00	18890
313.19	19106
313.38	19133
313.56	19618
313.75	18945
313.94	20009
314.13	19332
314.31	19315
314.50	19670
314.69	20003
314.88	19928
315.06	19977
315.25	19618
315.44	20695
315.63	19934
315.81	20626
316.00	20263
316.19	20481
316.38	20256
316.56	20218
316.75	20585
316.94	20310
317.13	21158
317.31	20401
317.50	20913
317.69	20781
317.88	21060
318.06	21287
318.25	21070
318.44	21322
318.63	21076
318.81	21772
319.00	21181
319.19	21571
319.38	21553
319.56	21415
319.75	21399
319.94	22249
320.13	22275
320.31	22129
320.50	22684
320.69	22692
320.88	22626
321.06	22699
321.25	22362
321.44	22732
321.63	22764
321.81	22317
322.00	22822
322.19	22771
322.38	23277
322.56	23161
322.75	22886
322.94	23528
323.13	23865
323.31	23281
323.50	23566
323.69	23705
323.88	23402
324.06	24027
324.25	24079
324.44	24157
324.63	24024
324.81	24448
325.00	25121
325.19	25173
325.38	24822
325.56	24931
325.75	25272
325.94	25132
326.13	25122
326.31	25810
326.50	25737
326.69	25063
326.88	25621
327.06	26448
327.25	26101
327.44	25927
327.63	26025
327.81	26991
328.00	26512
328.19	26061
328.38	26728
328.56	26915
328.75	26705
328.94	27476
329.13	27291
329.31	27394
329.50	27784
329.69	28207
329.88	28519
330.06	27867
330.25	28166
330.44	28446
330.63	28525
330.81	28426
331.00	28937
331.19	28538
331.38	28740
331.56	29316
331.75	29803
331.94	29848
332.13	29551
332.31	29898
332.50	29351
332.69	30017
332.88	30500
333.06	30138
333.25	31059
333.44	30634
333.63	31110
333.81	31087
334.00	31116
334.19	31039
334.38	31344
334.56	31580
334.75	31976
334.94	31662
335.13	32408
335.31	32176
335.50	32897
335.69	32227
335.88	33003
336.06	33059
336.25	32911
336.44	33303
336.63	33339
336.81	34005
337.00	33926
337.19	34393
337.38	34575
337.56	34894
337.75	34571
337.94	34858
338.13	35502
338.31	35157
338.50	35734
338.69	35991
338.88	36084
339.06	36310
339.25	36687
339.44	36847
339.63	36420
339.81	36957
340.00	37217
340.19	38044
340.38	37635
340.56	38229
340.75	38296
340.94	38525
341.13	38992
341.31	38939
341.50	39165
341.69	39486
341.88	40214
342.06	39524
342.25	40483
342.44	40439
342.63	40482
342.81	40990
343.00	41435
343.19	41017
343.38	41954
343.56	41886
343.75	42031
343.94	42495
344.13	42747
344.31	42957
344.50	43061
344.69	43190
344.88	43542
345.06	43946
345.25	44451
345.44	44705
345.63	44567
345.81	44869
346.00	45007
346.19	46251
