Wavelength (nm)	H08 abs e
532.00	70.870
533.00	80.108
534.00	87.997
535.00	84.659
536.00	75.696
537.00	72.095
538.00	78.571
539.00	79.734
540.00	81.614
541.00	76.122
542.00	88.870
543.00	88.452
544.00	78.580
545.00	73.566
546.00	70.301
547.00	86.567
548.00	83.708
549.00	88.700
550.00	78.708
551.00	90.570
552.00	86.874
553.00	80.879
554.00	82.592
555.00	84.329
556.00	90.853
557.00	86.917
558.00	90.880
559.00	81.127
560.00	84.420
561.00	90.082
562.00	86.649
563.00	78.595
564.00	81.266
565.00	95.234
566.00	77.822
567.00	82.742
568.00	95.466
569.00	87.580
570.00	87.091
571.00	91.700
572.00	93.150
573.00	90.913
574.00	94.589
575.00	100.66
576.00	98.901
577.00	98.076
578.00	93.805
579.00	101.43
580.00	91.175
581.00	102.20
582.00	99.962
583.00	106.03
584.00	99.247
585.00	100.12
586.00	100.95
587.00	93.854
588.00	104.81
589.00	102.04
590.00	97.700
591.00	97.618
592.00	90.689
593.00	94.700
594.00	97.586
595.00	90.347
596.00	88.206
597.00	83.910
598.00	91.392
599.00	88.437
600.00	91.706
