Wavelength (nm)	G20 abs e
210.00	12048
211.00	10718
212.00	9855.4
213.00	9344.6
214.00	9124.9
215.00	9097.5
216.00	9220.7
217.00	9445.9
218.00	9750.5
219.00	10134
220.00	10561
221.00	11039
222.00	11560
223.00	12095
224.00	12628
225.00	13140
226.00	13626
227.00	14060
228.00	14499
229.00	14920
230.00	15328
231.00	15683
232.00	15985
233.00	16275
234.00	16597
235.00	17026
236.00	17622
237.00	18385
238.00	19280
239.00	20232
240.00	21206
241.00	22220
242.00	23272
243.00	24390
244.00	25557
245.00	26655
246.00	27567
247.00	28173
248.00	28420
249.00	28216
250.00	27568
251.00	26679
252.00	25721
253.00	24829
254.00	24076
255.00	23347
256.00	22622
257.00	21897
258.00	21190
259.00	20551
260.00	20026
261.00	19609
262.00	19210
263.00	18767
264.00	18193
265.00	17426
266.00	16569
267.00	15685
268.00	14891
269.00	14239
270.00	13796
271.00	13563
272.00	13450
273.00	13433
274.00	13457
275.00	13488
276.00	13508
277.00	13492
278.00	13476
279.00	13454
280.00	13430
281.00	13389
282.00	13302
283.00	13166
284.00	12959
285.00	12666
286.00	12299
287.00	11877
288.00	11399
289.00	10913
290.00	10407
291.00	9919.4
292.00	9455.7
293.00	9021.2
294.00	8605.4
295.00	8225.8
296.00	7872.5
297.00	7533.1
298.00	7215.2
299.00	6915.2
300.00	6631.2
301.00	6352.1
302.00	6091.4
303.00	5833.6
304.00	5585.9
305.00	5337.1
306.00	5096.4
307.00	4858.7
308.00	4634.6
309.00	4434.5
310.00	4225.7
311.00	4046.0
312.00	3890.5
313.00	3753.0
314.00	3621.0
315.00	3508.0
316.00	3407.2
317.00	3325.7
318.00	3253.8
319.00	3202.3
320.00	3150.1
321.00	3110.6
322.00	3069.9
323.00	3044.4
324.00	3014.6
325.00	2994.7
326.00	2968.9
327.00	2944.2
328.00	2915.0
329.00	2875.2
330.00	2842.8
331.00	2806.1
332.00	2751.4
333.00	2689.2
334.00	2629.5
335.00	2564.4
336.00	2492.5
337.00	2425.3
338.00	2353.4
339.00	2284.9
340.00	2224.0
341.00	2157.6
342.00	2100.6
343.00	2045.1
344.00	2003.4
345.00	1967.0
346.00	1927.8
347.00	1899.7
348.00	1872.3
349.00	1848.7
350.00	1828.6
351.00	1817.6
352.00	1803.8
353.00	1787.0
354.00	1778.3
355.00	1777.8
356.00	1777.5
357.00	1775.3
358.00	1781.5
359.00	1784.2
360.00	1791.5
361.00	1806.7
362.00	1826.7
363.00	1850.9
364.00	1862.5
365.00	1884.7
366.00	1909.8
367.00	1924.8
368.00	1939.3
369.00	1956.5
370.00	1962.5
371.00	2003.4
372.00	2027.6
373.00	2052.4
374.00	2078.0
375.00	2096.6
376.00	2138.1
377.00	2168.7
378.00	2211.2
379.00	2254.5
380.00	2292.4
381.00	2330.7
382.00	2377.2
383.00	2425.0
384.00	2471.7
385.00	2529.6
386.00	2579.1
387.00	2637.4
388.00	2690.8
389.00	2758.4
390.00	2801.7
391.00	2848.1
392.00	2919.6
393.00	2991.3
394.00	3036.0
395.00	3100.4
396.00	3167.7
397.00	3237.0
398.00	3313.9
399.00	3384.6
400.00	3446.2
401.00	3496.3
402.00	3552.1
403.00	3624.0
404.00	3707.4
405.00	3788.7
406.00	3827.0
407.00	3882.8
408.00	3946.8
409.00	4010.0
410.00	4060.7
411.00	4103.3
412.00	4189.2
413.00	4247.4
414.00	4284.4
415.00	4322.5
416.00	4366.1
417.00	4417.1
418.00	4461.9
419.00	4495.7
420.00	4552.1
421.00	4616.5
422.00	4657.4
423.00	4694.0
424.00	4727.3
425.00	4742.7
426.00	4756.2
427.00	4808.1
428.00	4846.5
429.00	4860.7
430.00	4895.2
431.00	4900.0
432.00	4890.4
433.00	4886.5
434.00	4887.9
435.00	4884.6
436.00	4885.0
437.00	4875.6
438.00	4875.8
439.00	4845.5
440.00	4818.9
441.00	4797.8
442.00	4768.3
443.00	4740.6
444.00	4706.1
