Wavelength (nm)	G20 abs e
445.00	4669.4
446.00	4643.3
447.00	4601.5
448.00	4562.8
449.00	4529.3
450.00	4486.4
451.00	4429.1
452.00	4377.5
453.00	4319.4
454.00	4278.6
455.00	4231.1
456.00	4153.3
457.00	4100.7
458.00	4036.9
459.00	3979.1
460.00	3907.6
461.00	3834.9
462.00	3749.6
463.00	3672.7
464.00	3590.6
465.00	3513.6
466.00	3425.4
467.00	3338.5
468.00	3244.7
469.00	3144.6
470.00	3046.3
471.00	2961.7
472.00	2869.0
473.00	2794.0
474.00	2709.6
475.00	2627.0
476.00	2555.0
477.00	2482.3
478.00	2401.8
479.00	2322.8
480.00	2255.5
481.00	2195.7
482.00	2120.5
483.00	2028.0
484.00	1976.4
485.00	1904.0
486.00	1870.0
487.00	1826.2
488.00	1716.5
489.00	1650.7
490.00	1587.3
491.00	1521.1
492.00	1458.3
493.00	1408.9
494.00	1327.5
495.00	1272.0
496.00	1212.0
497.00	1157.1
498.00	1089.2
499.00	1052.4
500.00	1006.4
501.00	967.56
502.00	917.41
503.00	871.39
504.00	827.86
505.00	787.77
506.00	744.77
507.00	714.18
508.00	677.78
509.00	644.58
510.00	624.44
511.00	599.36
512.00	581.48
513.00	545.71
514.00	531.72
515.00	508.11
516.00	487.50
517.00	488.76
518.00	468.62
519.00	452.80
520.00	423.59
521.00	394.41
522.00	389.94
523.00	394.48
524.00	381.05
525.00	373.29
526.00	356.94
527.00	354.87
528.00	339.69
529.00	330.62
530.00	310.94
531.00	319.43
532.00	317.55
533.00	317.52
534.00	311.74
535.00	298.17
536.00	298.97
537.00	300.45
538.00	302.09
539.00	291.61
540.00	265.36
541.00	284.55
542.00	294.51
543.00	282.67
544.00	272.97
545.00	269.95
546.00	256.85
547.00	264.03
548.00	271.07
549.00	270.36
550.00	270.50
551.00	277.01
552.00	262.36
553.00	271.37
554.00	254.43
555.00	253.89
556.00	259.16
557.00	255.89
558.00	253.85
559.00	258.17
560.00	263.41
561.00	250.27
562.00	244.56
563.00	241.46
564.00	240.07
565.00	242.72
566.00	232.88
567.00	230.29
568.00	237.13
569.00	233.31
570.00	236.15
571.00	232.57
572.00	238.74
573.00	227.78
574.00	223.40
575.00	222.97
576.00	224.46
577.00	220.04
578.00	223.25
579.00	220.08
580.00	211.65
581.00	209.62
582.00	205.46
583.00	193.56
584.00	200.44
585.00	213.79
586.00	193.74
587.00	188.80
588.00	183.09
589.00	186.51
590.00	173.14
591.00	179.96
592.00	181.61
593.00	183.99
594.00	173.94
595.00	168.25
596.00	161.85
597.00	158.94
598.00	161.90
599.00	163.35
600.00	158.82
601.00	154.72
602.00	155.80
603.00	150.19
604.00	141.79
605.00	145.78
606.00	151.60
607.00	139.20
608.00	130.78
609.00	133.56
610.00	129.12
611.00	128.47
612.00	125.85
613.00	122.80
614.00	125.54
615.00	120.09
616.00	117.19
617.00	115.63
618.00	108.00
619.00	103.85
620.00	110.27
621.00	101.83
622.00	106.61
623.00	98.194
624.00	97.217
625.00	96.759
626.00	96.019
627.00	89.789
628.00	92.660
629.00	91.491
630.00	89.360
631.00	80.333
632.00	85.868
633.00	93.888
634.00	98.298
635.00	93.000
636.00	95.649
637.00	90.973
638.00	85.335
639.00	84.062
640.00	67.164
641.00	77.596
642.00	69.339
643.00	63.731
644.00	56.879
645.00	58.418
646.00	52.677
647.00	47.498
648.00	53.816
649.00	59.365
650.00	67.208
651.00	65.802
652.00	71.943
653.00	58.403
654.00	58.433
655.00	33.100
656.00	92.216
657.00	45.426
658.00	35.157
659.00	49.096
660.00	41.312
661.00	54.053
662.00	55.192
663.00	46.447
664.00	44.982
665.00	58.803
666.00	48.741
667.00	23.896
668.00	52.410
669.00	50.457
670.00	44.760
671.00	45.737
672.00	40.217
673.00	33.736
674.00	42.082
675.00	49.377
676.00	50.886
677.00	46.314
678.00	50.516
679.00	54.438
680.00	48.178
681.00	42.407
682.00	36.903
683.00	47.483
684.00	24.769
685.00	30.732
686.00	42.304
687.00	39.433
688.00	38.619
689.00	33.351
690.00	36.592
691.00	35.305
692.00	41.164
693.00	37.347
694.00	37.953
695.00	20.004
696.00	41.416
697.00	44.657
698.00	41.682
699.00	46.521
700.00	39.966
