Wavelength (nm)	N06 abs e
340.00	3690.8
341.00	3689.9
342.00	3705.5
343.00	3750.5
344.00	3791.6
345.00	3828.3
346.00	3816.2
347.00	3775.4
348.00	3686.4
349.00	3539.1
350.00	3339.1
351.00	3100.9
352.00	2814.1
353.00	2535.0
354.00	2266.2
355.00	2013.0
356.00	1788.6
357.00	1595.1
358.00	1426.1
359.00	1264.0
360.00	1140.0
361.00	1050.5
362.00	960.65
363.00	875.03
364.00	806.12
365.00	778.93
366.00	729.50
367.00	730.49
368.00	715.43
369.00	695.77
370.00	721.94
371.00	696.41
372.00	701.21
373.00	714.53
374.00	738.50
375.00	774.43
376.00	764.11
377.00	770.04
378.00	807.18
379.00	812.82
380.00	855.02
381.00	895.23
382.00	913.83
383.00	941.44
384.00	952.82
385.00	987.51
386.00	1016.7
387.00	1029.4
388.00	1052.5
389.00	1035.3
390.00	1079.5
391.00	1099.3
392.00	1113.1
393.00	1132.8
394.00	1140.1
395.00	1178.2
396.00	1217.7
397.00	1205.9
398.00	1224.1
399.00	1264.1
400.00	1314.9
401.00	1323.3
402.00	1316.1
403.00	1350.3
404.00	1345.7
405.00	1365.1
406.00	1429.0
407.00	1446.9
408.00	1451.9
409.00	1442.8
410.00	1469.9
411.00	1445.6
412.00	1443.5
413.00	1434.0
414.00	1441.5
415.00	1422.0
416.00	1423.9
417.00	1402.0
418.00	1386.3
419.00	1360.3
420.00	1329.9
421.00	1303.8
422.00	1281.6
423.00	1265.3
424.00	1252.7
425.00	1247.9
426.00	1224.7
427.00	1195.7
428.00	1195.9
429.00	1167.3
430.00	1154.7
431.00	1189.7
432.00	1149.2
433.00	1136.8
434.00	1160.3
435.00	1166.4
436.00	1160.0
437.00	1160.6
438.00	1176.5
439.00	1178.4
440.00	1182.9
441.00	1193.0
442.00	1232.5
443.00	1235.6
444.00	1242.6
445.00	1270.7
446.00	1301.6
447.00	1312.2
448.00	1307.2
449.00	1322.8
450.00	1354.2
451.00	1375.3
452.00	1422.9
453.00	1468.1
454.00	1494.6
455.00	1541.5
456.00	1602.2
457.00	1647.5
458.00	1749.5
459.00	1810.6
460.00	1923.1
461.00	2014.6
462.00	2128.7
463.00	2272.7
464.00	2410.2
465.00	2569.1
466.00	2739.7
467.00	2922.3
468.00	3118.3
469.00	3307.3
470.00	3559.7
471.00	3747.1
472.00	3996.8
473.00	4160.4
474.00	4369.7
475.00	4519.4
476.00	4717.6
477.00	4894.6
478.00	5059.8
479.00	5229.1
480.00	5369.7
481.00	5477.1
482.00	5609.1
483.00	5781.0
484.00	6025.4
485.00	6168.6
486.00	6363.6
487.00	6627.6
488.00	6881.9
489.00	7252.0
490.00	7636.4
491.00	8051.3
492.00	8518.5
493.00	9055.0
494.00	9674.6
495.00	10346
496.00	11118
497.00	11904
498.00	12823
499.00	13752
500.00	14773
501.00	15901
502.00	16967
503.00	18102
504.00	19188
505.00	20318
506.00	21349
507.00	22326
508.00	23163
509.00	23830
510.00	24338
511.00	24638
512.00	24805
513.00	24860
514.00	24742
515.00	24517
516.00	24103
517.00	23709
518.00	23307
519.00	22999
520.00	22649
521.00	22421
522.00	22295
523.00	22229
524.00	22321
525.00	22695
526.00	23108
527.00	23771
528.00	24717
529.00	25812
530.00	27084
531.00	28432
532.00	30305
533.00	32329
534.00	34468
535.00	36893
536.00	39468
537.00	42397
538.00	45503
539.00	48881
540.00	52376
541.00	56063
542.00	59907
543.00	63733
544.00	67414
545.00	71203
546.00	74678
547.00	77609
548.00	80148
549.00	81963
550.00	83000
551.00	82956
552.00	82533
553.00	80776
554.00	78045
555.00	74510
556.00	70280
557.00	65372
558.00	60216
559.00	54463
560.00	48856
561.00	43604
562.00	38455
563.00	33468
564.00	28967
565.00	24967
566.00	21341
567.00	17983
568.00	15279
569.00	12797
570.00	10795
571.00	9059.0
572.00	7664.2
573.00	6374.1
574.00	5282.7
575.00	4459.7
576.00	3701.6
577.00	3037.5
578.00	2554.3
579.00	2159.5
580.00	1753.6
581.00	1457.2
582.00	1238.8
583.00	1085.2
584.00	861.11
585.00	716.98
586.00	633.82
587.00	527.06
588.00	453.95
589.00	397.94
590.00	340.38
591.00	317.31
592.00	267.61
593.00	227.00
594.00	199.92
595.00	177.95
596.00	173.07
597.00	155.14
598.00	149.09
599.00	136.91
600.00	109.45
601.00	111.23
602.00	108.93
603.00	95.310
604.00	101.13
605.00	95.953
606.00	90.848
607.00	88.503
608.00	102.87
609.00	86.763
610.00	83.813
611.00	93.117
612.00	67.778
613.00	76.741
614.00	70.009
615.00	83.624
616.00	97.201
617.00	77.762
618.00	58.890
619.00	83.019
620.00	80.031
621.00	100.23
622.00	87.141
623.00	95.915
624.00	83.359
625.00	87.557
626.00	101.70
627.00	97.693
628.00	93.987
629.00	83.738
630.00	93.533
631.00	99.849
632.00	119.59
633.00	127.38
634.00	138.27
635.00	153.14
636.00	135.13
637.00	141.22
638.00	122.80
639.00	117.66
640.00	99.017
641.00	93.835
642.00	111.16
643.00	63.883
644.00	129.76
645.00	164.94
646.00	151.70
647.00	136.16
648.00	122.69
649.00	80.712
650.00	138.61
651.00	111.84
652.00	120.91
653.00	101.06
654.00	92.852
655.00	94.255
656.00	87.983
657.00	113.57
658.00	112.33
659.00	111.65
660.00	96.785
661.00	100.26
662.00	126.17
663.00	136.95
664.00	131.01
665.00	107.49
666.00	103.48
667.00	110.48
668.00	129.39
669.00	102.00
670.00	142.89
671.00	105.98
672.00	96.785
673.00	116.00
674.00	128.14
675.00	98.638
676.00	109.95
677.00	125.72
678.00	92.814
679.00	100.26
680.00	99.206
681.00	95.878
682.00	123.75
683.00	133.62
684.00	102.53
685.00	94.781
686.00	90.999
687.00	115.28
688.00	113.80
689.00	94.176
690.00	120.04
691.00	117.28
692.00	96.256
693.00	101.47
694.00	97.844
695.00	113.77
696.00	99.849
697.00	88.919
698.00	93.949
699.00	105.03
700.00	94.176
