Wavelength (nm)	E15 abs e
257.50	1615.1
257.75	1624.3
258.00	1642.4
258.25	1666.4
258.50	1690.8
258.75	1726.1
259.00	1763.2
259.25	1777.6
259.50	1806.1
259.75	1844.9
260.00	1890.3
260.25	1952.5
260.50	2023.8
260.75	2103.2
261.00	2183.3
261.25	2256.2
261.50	2325.4
261.75	2375.7
262.00	2410.0
262.25	2450.6
262.50	2501.0
262.75	2551.0
263.00	2601.1
263.25	2631.9
263.50	2659.5
263.75	2682.2
264.00	2688.7
264.25	2696.1
264.50	2712.1
264.75	2711.1
265.00	2697.1
265.25	2683.1
265.50	2647.5
265.75	2621.2
266.00	2605.2
266.25	2627.7
266.50	2665.6
266.75	2739.7
267.00	2811.8
267.25	2897.6
267.50	2930.1
267.75	2927.2
268.00	2933.9
268.25	2949.2
268.50	2982.9
268.75	3093.3
269.00	3262.8
269.25	3465.8
269.50	3688.9
269.75	3874.6
270.00	4044.6
270.25	4134.2
270.50	4151.9
270.75	4102.9
271.00	4006.6
271.25	3856.9
271.50	3656.7
271.75	3411.7
272.00	3129.3
272.25	2840.7
272.50	2549.8
272.75	2268.9
273.00	2021.4
273.25	1801.0
273.50	1607.9
273.75	1462.8
274.00	1351.1
274.25	1277.2
274.50	1256.2
274.75	1324.1
275.00	1512.5
275.25	1832.5
275.50	2333.3
275.75	3015.8
276.00	3734.5
276.25	4319.6
276.50	4640.0
276.75	4630.7
277.00	4369.8
277.25	4017.8
277.50	3601.5
277.75	3186.8
278.00	2771.1
278.25	2385.8
278.50	2035.1
278.75	1718.7
279.00	1433.4
279.25	1204.0
279.50	997.97
279.75	830.17
280.00	683.25
280.25	573.61
280.50	484.27
280.75	404.29
281.00	358.30
281.25	319.69
281.50	277.07
281.75	251.67
282.00	224.90
282.25	205.39
282.50	193.54
282.75	175.65
283.00	158.73
283.25	142.03
283.50	130.11
283.75	124.70
284.00	107.45
284.25	104.12
284.50	90.381
284.75	86.901
285.00	75.163
285.25	73.682
285.50	62.019
285.75	63.167
286.00	54.762
286.25	50.615
286.50	50.171
286.75	39.396
287.00	40.877
287.25	34.397
287.50	34.360
287.75	33.842
288.00	20.587
288.25	21.846
288.50	30.213
288.75	28.881
289.00	26.807
289.25	23.253
289.50	20.216
289.75	17.476
290.00	19.476
290.25	22.179
290.50	23.660
290.75	25.400
291.00	24.437
291.25	23.141
291.50	10.219
291.75	18.291
292.00	13.996
292.25	21.771
292.50	17.328
292.75	18.513
293.00	16.699
293.25	19.439
293.50	12.589
293.75	24.882
294.00	21.253
294.25	20.920
294.50	19.291
294.75	18.883
295.00	19.365
295.25	18.402
295.50	8.6271
295.75	9.8860
296.00	19.957
296.25	10.664
296.50	15.736
296.75	25.474
297.00	18.032
297.25	16.995
297.50	21.660
297.75	19.069
298.00	15.551
298.25	15.514
298.50	16.699
298.75	23.808
299.00	17.069
299.25	17.884
299.50	12.959
299.75	14.366
300.00	8.6642
300.25	8.2198
300.50	8.2198
300.75	14.514
301.00	12.404
301.25	15.514
301.50	14.366
301.75	16.588
302.00	15.625
302.25	12.885
302.50	11.145
302.75	7.4793
303.00	17.958
303.25	13.070
303.50	20.105
303.75	8.9974
304.00	16.625
304.25	16.366
304.50	7.4423
304.75	9.8120
305.00	11.108
305.25	13.996
305.50	19.328
305.75	14.996
306.00	19.883
306.25	14.403
306.50	13.774
306.75	10.293
307.00	21.809
307.25	9.4047
307.50	8.3679
307.75	14.255
308.00	17.847
308.25	10.182
308.50	4.6283
308.75	11.404
309.00	11.256
309.25	12.441
309.50	11.367
309.75	-11.404
310.00	24.326
310.25	8.5901
310.50	29.547
310.75	24.437
311.00	4.5172
311.25	19.809
311.50	5.8502
311.75	1.8143
312.00	9.1455
312.25	15.736
312.50	30.584
312.75	9.0714
313.00	-1.8883
313.25	15.181
313.50	15.921
313.75	12.996
314.00	30.288
314.25	19.291
314.50	36.434
314.75	5.6650
315.00	17.513
315.25	33.879
315.50	15.144
315.75	0.40729
316.00	-5.7021
316.25	18.106
316.50	47.097
316.75	-3.6286
317.00	16.477
317.25	3.0732
317.50	-14.366
317.75	13.515
318.00	24.326
318.25	8.1828
318.50	19.476
318.75	8.7752
319.00	21.957
319.25	-12.885
319.50	12.626
319.75	6.6277
320.00	9.9231
320.25	21.957
320.50	8.2198
320.75	29.103
321.00	20.883
321.25	22.179
321.50	20.290
321.75	-4.0359
322.00	4.8134
322.25	13.181
322.50	11.145
322.75	10.775
323.00	5.5539
323.25	9.9971
323.50	2.5918
323.75	27.103
324.00	13.144
324.25	9.7749
324.50	3.2583
324.75	5.1096
325.00	-2.1475
325.25	11.293
325.50	5.2577
325.75	10.886
326.00	15.625
326.25	11.071
326.50	25.548
326.75	36.101
327.00	20.957
327.25	16.329
327.50	18.735
327.75	19.143
328.00	10.775
328.25	7.5534
328.50	22.919
328.75	18.698
329.00	19.920
329.25	21.127
329.50	7.9607
329.75	21.438
330.00	5.1837
330.25	13.848
330.50	11.478
330.75	19.661
331.00	12.922
331.25	19.809
331.50	26.659
331.75	12.811
332.00	7.2942
332.25	13.181
332.50	8.8123
332.75	21.846
333.00	12.108
333.25	6.7758
333.50	23.253
333.75	5.3688
334.00	34.323
334.25	34.101
334.50	11.885
334.75	29.954
335.00	20.253
335.25	10.849
335.50	10.108
335.75	21.846
336.00	11.663
336.25	10.071
336.50	14.218
336.75	26.733
337.00	10.664
337.25	16.884
337.50	31.398
337.75	22.919
338.00	12.108
338.25	20.068
338.50	12.959
338.75	5.6650
339.00	8.3679
339.25	27.362
339.50	6.9609
339.75	4.7394
340.00	8.8123
340.25	7.5163
340.50	20.772
340.75	16.403
341.00	21.920
341.25	5.0726
341.50	8.3309
341.75	17.365
342.00	21.327
342.25	22.882
342.50	8.4050
342.75	7.1831
343.00	18.328
343.25	9.5898
343.50	16.477
343.75	31.472
344.00	18.809
344.25	15.995
344.50	9.8490
344.75	27.177
345.00	12.552
345.25	25.104
345.50	13.922
345.75	28.621
346.00	16.366
346.25	29.066
346.50	19.254
346.75	29.029
347.00	11.700
347.25	13.070
347.50	10.960
347.75	15.699
348.00	14.144
348.25	17.884
348.50	15.958
348.75	19.772
349.00	12.811
349.25	9.9601
349.50	14.181
349.75	11.922
350.00	15.625
