Wavelength (nm)	E15 abs e
220.00	6194.7
220.25	6309.4
220.50	6387.5
220.75	6528.5
221.00	6549.2
221.25	6709.5
221.50	6802.1
221.75	6943.7
222.00	7139.4
222.25	7201.2
222.50	7292.5
222.75	7431.1
223.00	7515.0
223.25	7615.3
223.50	7788.2
223.75	7997.2
224.00	8028.8
224.25	8234.7
224.50	8332.8
224.75	8451.5
225.00	8529.2
225.25	8657.1
225.50	8785.8
225.75	8893.1
226.00	8996.8
226.25	8970.0
226.50	9204.6
226.75	9234.9
227.00	9429.8
227.25	9460.4
227.50	9462.9
227.75	9555.7
228.00	9649.7
228.25	9704.7
228.50	9724.7
228.75	9857.6
229.00	9825.5
229.25	9983.8
229.50	9942.1
229.75	10068
230.00	9972.0
230.25	10189
230.50	10039
230.75	10224
231.00	10215
231.25	10152
231.50	10128
231.75	10231
232.00	10142
232.25	10089
232.50	10076
232.75	10050
233.00	9995.6
233.25	9985.1
233.50	9930.7
233.75	9816.5
234.00	9822.5
234.25	9573.6
234.50	9647.7
234.75	9467.4
235.00	9388.1
235.25	9262.5
235.50	9159.2
235.75	8980.7
236.00	8808.4
236.25	8720.9
236.50	8608.7
236.75	8422.9
237.00	8299.6
237.25	8162.5
237.50	8047.6
237.75	7927.9
238.00	7764.7
238.25	7614.4
238.50	7490.0
238.75	7363.5
239.00	7220.1
239.25	7130.1
239.50	7000.4
239.75	6861.9
240.00	6729.2
240.25	6564.4
240.50	6405.0
240.75	6237.8
241.00	6065.4
241.25	5927.2
241.50	5742.6
241.75	5583.8
242.00	5393.0
242.25	5260.6
242.50	5087.8
242.75	4930.9
243.00	4758.8
243.25	4581.5
243.50	4422.9
243.75	4261.7
244.00	4095.1
244.25	3915.7
244.50	3751.0
244.75	3588.6
245.00	3413.9
245.25	3245.8
245.50	3093.6
245.75	2952.2
246.00	2806.9
246.25	2676.7
246.50	2566.5
246.75	2456.5
247.00	2364.6
247.25	2269.9
247.50	2180.1
247.75	2096.3
248.00	2004.3
248.25	1939.6
248.50	1868.1
248.75	1804.9
249.00	1732.0
249.25	1670.2
249.50	1619.8
249.75	1574.8
250.00	1515.1
250.25	1475.4
250.50	1437.0
250.75	1394.7
251.00	1361.2
251.25	1332.9
251.50	1301.4
251.75	1276.3
252.00	1248.8
252.25	1244.6
252.50	1233.7
252.75	1230.1
253.00	1225.6
253.25	1229.4
253.50	1231.9
253.75	1245.8
254.00	1265.9
254.25	1282.3
254.50	1312.5
254.75	1331.8
255.00	1350.3
255.25	1376.5
255.50	1413.3
255.75	1445.2
256.00	1478.1
256.25	1499.4
256.50	1531.1
256.75	1557.6
257.00	1573.5
257.25	1594.9
