Wavelength (nm)	Q32 abs e
350.00	14153
350.00	14153
350.00	14153
351.00	13884
352.00	13574
353.00	13341
354.00	13153
355.00	12906
356.00	12718
357.00	12564
358.00	12423
359.00	12237
360.00	12098
361.00	11976
362.00	11882
363.00	11818
364.00	11707
365.00	11677
366.00	11656
367.00	11572
368.00	11538
369.00	11493
370.00	11508
371.00	11485
372.00	11487
373.00	11448
374.00	11468
375.00	11427
376.00	11438
377.00	11401
378.00	11446
379.00	11448
380.00	11412
381.00	11448
382.00	11421
383.00	11512
384.00	11568
385.00	11559
386.00	11594
387.00	11628
388.00	11707
389.00	11784
390.00	11874
391.00	11957
392.00	12040
393.00	12126
394.00	12232
395.00	12297
396.00	12341
397.00	12425
398.00	12455
399.00	12493
400.00	12491
401.00	12474
402.00	12440
403.00	12423
404.00	12367
405.00	12284
406.00	12220
407.00	12156
408.00	12089
409.00	12053
410.00	12023
411.00	11955
412.00	11921
413.00	11933
414.00	11929
415.00	11972
416.00	12002
417.00	12087
418.00	12156
419.00	12305
420.00	12472
421.00	12649
422.00	12903
423.00	13170
424.00	13476
425.00	13852
426.00	14290
427.00	14775
428.00	15284
429.00	15901
430.00	16512
431.00	17194
432.00	17903
433.00	18619
434.00	19384
435.00	20170
436.00	20937
437.00	21730
438.00	22551
439.00	23337
440.00	24164
441.00	25048
442.00	25973
443.00	26991
444.00	28065
445.00	29215
446.00	30463
447.00	31779
448.00	33168
449.00	34644
450.00	36217
451.00	37809
452.00	39582
453.00	41531
454.00	43785
455.00	46319
456.00	49344
457.00	52831
458.00	56883
459.00	61457
460.00	66543
461.00	72179
462.00	78262
463.00	84721
464.00	91403
465.00	98227
466.00	1.0520e+05
467.00	1.1225e+05
468.00	1.1942e+05
469.00	1.2684e+05
470.00	1.3455e+05
471.00	1.4271e+05
472.00	1.5130e+05
473.00	1.6044e+05
474.00	1.7005e+05
475.00	1.7983e+05
476.00	1.8958e+05
477.00	1.9901e+05
478.00	2.0769e+05
479.00	2.1509e+05
480.00	2.2112e+05
481.00	2.2543e+05
482.00	2.2816e+05
483.00	2.2900e+05
484.00	2.2833e+05
485.00	2.2610e+05
486.00	2.2261e+05
487.00	2.1782e+05
488.00	2.1211e+05
489.00	2.0544e+05
490.00	1.9794e+05
491.00	1.8957e+05
492.00	1.8052e+05
493.00	1.7070e+05
494.00	1.6042e+05
495.00	1.4958e+05
496.00	1.3856e+05
497.00	1.2740e+05
498.00	1.1632e+05
499.00	1.0538e+05
500.00	94843
501.00	84809
502.00	75350
503.00	66583
504.00	58492
505.00	51205
506.00	44650
507.00	38845
508.00	33738
509.00	29315
510.00	25501
511.00	22266
512.00	19521
513.00	17219
514.00	15239
515.00	13585
516.00	12173
517.00	10980
518.00	9924.9
519.00	9125.8
520.00	8354.4
521.00	7730.5
522.00	7172.8
523.00	6719.9
524.00	6309.6
525.00	5954.9
526.00	5666.5
527.00	5405.8
528.00	5175.0
529.00	4995.6
530.00	4878.0
531.00	4756.2
532.00	4645.1
533.00	4604.5
534.00	4534.0
535.00	4553.3
536.00	4525.5
537.00	4555.4
538.00	4587.4
539.00	4638.7
540.00	4692.1
541.00	4775.5
542.00	4852.4
543.00	4910.1
544.00	4991.3
545.00	5074.6
546.00	5140.8
547.00	5222.0
548.00	5318.2
549.00	5401.5
550.00	5454.9
551.00	5563.9
552.00	5630.1
553.00	5698.5
554.00	5745.5
555.00	5816.0
556.00	5882.3
557.00	5965.6
558.00	6010.5
559.00	6053.2
560.00	6095.9
561.00	6155.8
562.00	6190.0
563.00	6213.5
564.00	6239.1
565.00	6237.0
566.00	6316.0
567.00	6326.7
568.00	6416.4
569.00	6448.5
570.00	6548.9
571.00	6698.5
572.00	6833.1
573.00	7008.3
574.00	7226.2
575.00	7497.6
576.00	7764.7
577.00	8027.5
578.00	8337.3
579.00	8674.9
