Wavelength (nm)	Q11 abs e
300.00	11521
301.00	11769
302.00	11968
303.00	12016
304.00	12134
305.00	12147
306.00	12217
307.00	12167
308.00	12052
309.00	11974
310.00	11819
311.00	11548
312.00	11420
313.00	11350
314.00	11171
315.00	11045
316.00	10943
317.00	10825
318.00	10806
319.00	10886
320.00	10883
321.00	10961
322.00	11052
323.00	11113
324.00	11218
325.00	11353
326.00	11473
327.00	11537
328.00	11652
329.00	11642
330.00	11723
331.00	11753
332.00	11863
333.00	11941
334.00	11984
335.00	12114
336.00	12302
337.00	12503
338.00	12723
339.00	12985
340.00	13242
341.00	13497
342.00	13845
343.00	14213
344.00	14563
345.00	14873
346.00	15197
347.00	15565
348.00	15875
349.00	16131
350.00	16362
351.00	16563
352.00	16737
353.00	16849
354.00	17035
355.00	17100
356.00	17223
357.00	17410
358.00	17517
359.00	17651
360.00	17984
361.00	18346
362.00	18833
363.00	19350
364.00	19707
365.00	20026
366.00	20241
367.00	20459
368.00	20639
369.00	20700
370.00	20698
371.00	20690
372.00	20635
373.00	20569
374.00	20497
375.00	20294
376.00	20063
377.00	19882
378.00	19745
379.00	19592
380.00	19470
381.00	19368
382.00	19516
383.00	19595
384.00	19774
385.00	20051
386.00	20511
387.00	21223
388.00	22188
389.00	23396
390.00	25488
391.00	28138
392.00	31646
393.00	35719
394.00	40289
395.00	45492
396.00	51035
397.00	56709
398.00	61987
399.00	66179
400.00	69403
401.00	71636
402.00	72669
403.00	73155
404.00	73816
405.00	75269
406.00	77824
407.00	82335
408.00	89837
409.00	1.0000e+05
410.00	1.1418e+05
411.00	1.3303e+05
412.00	1.5805e+05
413.00	1.8873e+05
414.00	2.2535e+05
415.00	2.7283e+05
416.00	3.2546e+05
417.00	3.7708e+05
418.00	4.1431e+05
419.00	4.2700e+05
420.00	4.1337e+05
421.00	3.7902e+05
422.00	3.3462e+05
423.00	2.8518e+05
424.00	2.3643e+05
425.00	1.8975e+05
426.00	1.4805e+05
427.00	1.1096e+05
428.00	84331
429.00	61627
430.00	44884
431.00	33278
432.00	24605
433.00	17783
434.00	13126
435.00	9946.2
436.00	7648.9
437.00	5931.3
438.00	4671.7
439.00	3811.8
440.00	3203.1
441.00	2748.3
442.00	2245.7
443.00	2018.2
444.00	1803.1
445.00	1673.7
446.00	1566.6
447.00	1485.3
448.00	1485.1
449.00	1473.6
450.00	1438.0
451.00	1469.3
452.00	1408.6
453.00	1422.4
454.00	1482.6
455.00	1472.0
456.00	1395.5
457.00	1488.6
458.00	1456.6
459.00	1452.8
460.00	1351.7
461.00	1327.4
462.00	1277.4
463.00	1401.4
464.00	1415.4
465.00	1361.3
466.00	1337.5
467.00	1355.2
468.00	1384.6
469.00	1426.1
470.00	1567.0
471.00	1646.8
472.00	1821.8
473.00	1943.1
474.00	1995.8
475.00	2221.4
476.00	2370.1
477.00	2455.5
478.00	2639.3
479.00	2719.6
480.00	2781.2
481.00	2818.5
482.00	2783.5
483.00	2740.7
484.00	2663.0
485.00	2987.9
486.00	2486.3
487.00	2173.3
488.00	2322.8
489.00	2427.5
490.00	2355.9
491.00	2400.4
492.00	2464.3
493.00	2626.6
494.00	2770.9
495.00	2996.8
496.00	3321.3
497.00	3688.5
498.00	4183.1
499.00	4928.4
500.00	5834.2
501.00	6975.8
502.00	8156.3
503.00	9378.4
504.00	10518
505.00	11625
506.00	12614
507.00	13617
508.00	14428
509.00	15169
510.00	15984
511.00	16831
512.00	17569
513.00	18215
514.00	18546
515.00	18545
516.00	18238
