Wavelength (nm)	K11 abs e
220.00	23952
220.25	23659
220.50	23852
220.75	23371
221.00	22913
221.25	22724
221.50	22568
221.75	21934
222.00	21966
222.25	21866
222.50	20961
222.75	21023
223.00	20919
223.25	20655
223.50	20417
223.75	19852
224.00	19809
224.25	19368
224.50	19203
224.75	18441
225.00	18698
225.25	18258
225.50	17846
225.75	17469
226.00	17297
226.25	16862
226.50	16922
226.75	16801
227.00	16200
227.25	15772
227.50	15753
227.75	15260
228.00	14917
228.25	14832
228.50	14468
228.75	14597
229.00	14059
229.25	13563
229.50	13691
229.75	13154
230.00	13156
230.25	12674
230.50	12496
230.75	11830
231.00	11818
231.25	11907
231.50	11418
231.75	11199
232.00	11014
232.25	10902
232.50	10937
232.75	10320
233.00	10354
233.25	10175
233.50	9960.0
233.75	9691.6
234.00	9523.3
234.25	9335.9
234.50	9290.3
234.75	9228.3
235.00	8528.3
235.25	8206.7
235.50	8321.9
235.75	8143.4
236.00	7999.1
236.25	8029.5
236.50	8177.6
236.75	8090.3
237.00	7991.5
237.25	7847.2
237.50	7799.1
237.75	7887.7
238.00	7852.3
238.25	7562.4
238.50	7514.3
238.75	7247.2
239.00	7472.5
239.25	7210.5
239.50	7053.5
239.75	6753.5
240.00	6571.2
240.25	6404.1
240.50	6756.0
240.75	6747.2
241.00	6585.1
241.25	6495.3
241.50	6478.8
241.75	6771.2
242.00	7168.7
242.25	7524.4
242.50	7656.1
242.75	7625.7
243.00	7589.0
243.25	7567.5
243.50	7010.5
243.75	7095.3
244.00	6972.5
244.25	6885.2
244.50	6733.3
244.75	6447.2
245.00	6537.0
245.25	6548.4
245.50	6345.9
245.75	5918.0
246.00	6138.3
246.25	6171.2
246.50	6226.9
246.75	6138.3
247.00	6425.6
247.25	6843.4
247.50	7302.9
247.75	7771.3
248.00	8208.0
248.25	8656.1
248.50	8792.8
248.75	8666.3
249.00	8451.1
249.25	7790.3
249.50	7405.4
249.75	7115.5
250.00	6924.4
250.25	6716.8
250.50	6477.5
250.75	6342.1
251.00	6199.0
251.25	5985.1
251.50	5837.0
251.75	5775.0
252.00	5794.0
252.25	5801.6
252.50	5805.4
252.75	6152.2
253.00	6545.9
253.25	7392.8
253.50	8168.8
253.75	8900.4
254.00	9568.8
254.25	9901.8
254.50	9758.7
254.75	9390.3
255.00	9057.4
255.25	8794.1
255.50	8216.9
255.75	7758.6
256.00	7301.6
256.25	6864.9
256.50	6263.6
256.75	6325.6
257.00	6057.3
257.25	5802.8
257.50	5490.1
257.75	5719.3
258.00	5478.8
258.25	5468.6
258.50	5604.1
258.75	5464.8
259.00	5376.2
259.25	5950.9
259.50	6340.8
259.75	7205.4
260.00	7756.1
260.25	7902.9
260.50	7921.9
260.75	7696.6
261.00	7468.7
261.25	7296.6
261.50	6916.8
261.75	6466.1
262.00	6157.3
262.25	5891.4
262.50	5539.5
262.75	5344.6
263.00	5393.9
263.25	5118.0
263.50	5237.0
263.75	5076.2
264.00	5171.1
264.25	4959.7
264.50	4759.7
264.75	4859.7
265.00	4691.4
265.25	4676.2
265.50	4493.9
265.75	4429.3
266.00	4580.0
266.25	4487.6
266.50	4262.2
266.75	4517.9
267.00	4439.5
267.25	4274.9
267.50	4553.4
267.75	4512.9
268.00	4645.8
268.25	4469.8
268.50	4348.3
268.75	4463.5
269.00	4525.5
269.25	4417.9
