Wavelength (nm)	H14 abs e
250.00	8252.4
251.00	7709.1
252.00	7203.8
253.00	6749.7
254.00	6384.4
255.00	6119.0
256.00	5951.2
257.00	5859.5
258.00	5846.0
259.00	5886.8
260.00	5995.0
261.00	6164.6
262.00	6387.7
263.00	6667.2
264.00	7004.2
265.00	7367.4
266.00	7757.8
267.00	8123.6
268.00	8443.9
269.00	8706.7
270.00	8916.2
271.00	9088.0
272.00	9264.4
273.00	9499.6
274.00	9809.7
275.00	10194
276.00	10658
277.00	11076
278.00	11325
279.00	11308
280.00	10967
281.00	10352
282.00	9607.2
283.00	8828.6
284.00	8142.7
285.00	7600.3
286.00	7223.2
287.00	6998.7
288.00	6925.3
289.00	6982.0
290.00	7126.6
291.00	7320.3
292.00	7515.0
293.00	7658.6
294.00	7736.3
295.00	7776.3
296.00	7794.1
297.00	7828.2
298.00	7885.6
299.00	7988.1
300.00	8160.5
301.00	8396.6
302.00	8650.8
303.00	8849.7
304.00	8910.0
305.00	8772.4
306.00	8415.5
307.00	7871.2
308.00	7223.5
309.00	6559.4
310.00	5945.7
311.00	5439.8
312.00	5051.8
313.00	4779.7
314.00	4595.6
315.00	4501.6
316.00	4458.7
317.00	4465.3
318.00	4506.7
319.00	4558.7
320.00	4630.2
321.00	4710.5
322.00	4791.8
323.00	4879.0
324.00	4961.2
325.00	5036.4
326.00	5112.4
327.00	5187.0
328.00	5255.4
329.00	5315.2
330.00	5373.1
331.00	5411.0
332.00	5436.0
333.00	5460.3
334.00	5465.6
335.00	5455.6
336.00	5439.3
337.00	5405.5
338.00	5356.2
339.00	5296.4
340.00	5227.2
341.00	5150.6
342.00	5058.2
343.00	4956.1
344.00	4845.7
345.00	4731.7
346.00	4603.8
347.00	4469.0
348.00	4330.5
349.00	4180.1
350.00	4028.2
351.00	3863.3
352.00	3689.2
353.00	3512.4
354.00	3331.8
355.00	3142.5
356.00	2959.9
357.00	2781.2
358.00	2599.0
359.00	2416.7
360.00	2227.1
361.00	2039.1
362.00	1853.3
363.00	1674.4
364.00	1507.2
365.00	1343.2
366.00	1189.0
367.00	1041.5
368.00	910.10
369.00	790.57
370.00	684.16
371.00	584.40
372.00	497.45
373.00	426.08
374.00	365.02
375.00	299.54
376.00	257.95
377.00	216.13
378.00	178.69
379.00	153.31
380.00	127.64
381.00	106.65
382.00	92.089
383.00	78.352
384.00	65.357
385.00	56.726
386.00	52.396
387.00	46.165
388.00	38.188
389.00	39.814
390.00	33.991
391.00	27.984
392.00	28.271
393.00	21.328
394.00	20.605
395.00	21.839
396.00	18.979
397.00	18.669
398.00	16.108
399.00	20.128
400.00	19.157
401.00	16.843
402.00	17.458
403.00	18.216
404.00	17.038
405.00	15.138
406.00	15.919
407.00	12.881
408.00	14.914
409.00	11.474
410.00	13.627
411.00	12.576
412.00	14.477
413.00	14.741
414.00	12.680
415.00	13.587
416.00	11.537
417.00	11.256
418.00	9.7452
419.00	10.429
420.00	10.865
421.00	12.025
422.00	11.761
423.00	10.773
424.00	11.066
425.00	9.7912
426.00	11.451
427.00	13.759
428.00	11.428
429.00	13.725
430.00	11.525
431.00	13.518
432.00	13.754
433.00	11.968
434.00	11.261
435.00	11.146
436.00	9.8658
437.00	13.271
438.00	13.357
439.00	14.012
440.00	14.982
441.00	11.790
442.00	12.611
443.00	11.164
444.00	8.6886
445.00	7.3850
446.00	10.572
447.00	12.341
448.00	8.2292
449.00	10.337
450.00	13.030
451.00	9.1135
452.00	10.182
453.00	11.680
454.00	14.937
455.00	8.9183
456.00	12.249
457.00	9.6935
458.00	13.771
459.00	11.089
460.00	13.151
461.00	14.529
462.00	9.5615
463.00	10.090
464.00	11.301
465.00	9.6246
466.00	9.3720
467.00	14.885
468.00	15.275
469.00	11.479
470.00	16.378
471.00	8.5508
472.00	9.5902
473.00	15.011
474.00	6.1848
475.00	13.455
476.00	17.595
477.00	13.001
478.00	12.996
479.00	17.366
480.00	12.892
481.00	14.425
482.00	16.832
483.00	10.004
484.00	9.9922
485.00	10.308
486.00	10.388
487.00	14.081
488.00	11.175
489.00	13.438
490.00	8.9585
491.00	12.869
492.00	15.528
493.00	18.618
494.00	15.637
495.00	13.702
496.00	7.4597
497.00	13.754
498.00	14.822
499.00	6.6385
500.00	10.612
