Wavelength (nm)	E21 abs e
210.00	5286.3
211.00	4918.1
212.00	4618.8
213.00	4350.9
214.00	4121.9
215.00	3921.0
216.00	3740.6
217.00	3580.9
218.00	3453.7
219.00	3345.5
220.00	3257.9
221.00	3180.4
222.00	3105.1
223.00	3037.6
224.00	2986.9
225.00	2954.4
226.00	2932.1
227.00	2925.2
228.00	2916.2
229.00	2903.9
230.00	2895.5
231.00	2894.0
232.00	2901.8
233.00	2914.2
234.00	2928.7
235.00	2944.3
236.00	2957.7
237.00	2970.5
238.00	2986.2
239.00	3004.8
240.00	3026.9
241.00	3055.8
242.00	3087.6
243.00	3120.3
244.00	3153.9
245.00	3191.4
246.00	3229.2
247.00	3271.1
248.00	3321.5
249.00	3377.2
250.00	3434.3
251.00	3491.9
252.00	3546.4
253.00	3593.8
254.00	3632.4
255.00	3661.0
256.00	3680.4
257.00	3693.4
258.00	3706.0
259.00	3716.1
260.00	3721.9
261.00	3720.9
262.00	3710.2
263.00	3692.2
264.00	3662.0
265.00	3619.0
266.00	3568.1
267.00	3511.5
268.00	3458.3
269.00	3410.1
270.00	3364.5
271.00	3321.8
272.00	3279.2
273.00	3235.0
274.00	3191.7
275.00	3151.3
276.00	3114.7
277.00	3078.8
278.00	3047.8
279.00	3027.5
280.00	3024.2
281.00	3033.5
282.00	3051.1
283.00	3071.3
284.00	3077.6
285.00	3068.3
286.00	3047.0
287.00	3025.4
288.00	3009.3
289.00	2997.7
290.00	2994.0
291.00	2997.1
292.00	3014.8
293.00	3053.9
294.00	3115.3
295.00	3185.1
296.00	3250.8
297.00	3290.8
298.00	3308.4
299.00	3306.1
300.00	3304.7
301.00	3314.4
302.00	3346.0
303.00	3406.6
304.00	3489.0
305.00	3593.8
306.00	3721.7
307.00	3864.6
308.00	4021.3
309.00	4191.5
310.00	4364.1
311.00	4542.3
312.00	4728.2
313.00	4920.1
314.00	5106.0
315.00	5305.9
316.00	5501.1
317.00	5689.2
318.00	5893.1
319.00	6082.1
320.00	6269.2
321.00	6458.1
322.00	6646.0
323.00	6823.8
324.00	6987.6
325.00	7145.1
326.00	7297.1
327.00	7434.9
328.00	7566.1
329.00	7690.8
330.00	7789.5
331.00	7881.4
332.00	7956.0
333.00	8023.1
334.00	8072.4
335.00	8112.8
336.00	8130.0
337.00	8128.6
338.00	8112.6
339.00	8070.8
340.00	8013.2
341.00	7939.5
342.00	7847.1
343.00	7738.2
344.00	7608.3
345.00	7454.7
346.00	7299.4
347.00	7128.9
348.00	6947.3
349.00	6761.0
350.00	6561.1
351.00	6356.2
352.00	6137.9
353.00	5908.5
354.00	5666.8
355.00	5420.2
356.00	5171.1
357.00	4917.1
358.00	4658.7
359.00	4395.2
360.00	4124.1
361.00	3843.4
362.00	3557.6
363.00	3277.6
364.00	3013.7
365.00	2749.9
366.00	2502.0
367.00	2266.1
368.00	2047.5
369.00	1844.8
370.00	1657.6
371.00	1487.0
372.00	1335.4
373.00	1197.6
374.00	1071.7
375.00	964.49
376.00	864.97
377.00	778.73
378.00	702.52
379.00	633.90
380.00	574.46
381.00	522.41
382.00	474.41
383.00	436.71
384.00	398.39
385.00	365.28
386.00	334.90
387.00	311.16
388.00	289.91
389.00	271.28
390.00	249.67
391.00	236.60
392.00	221.60
393.00	207.75
394.00	200.95
395.00	191.02
396.00	179.55
397.00	169.06
398.00	160.51
399.00	154.69
400.00	152.11
401.00	146.11
402.00	139.43
403.00	135.58
404.00	132.06
405.00	127.54
406.00	124.63
407.00	125.53
408.00	119.95
409.00	119.66
410.00	117.78
411.00	113.73
412.00	112.76
413.00	108.93
414.00	109.08
415.00	108.63
416.00	108.25
417.00	105.03
418.00	103.17
419.00	101.53
420.00	100.98
421.00	99.154
422.00	98.142
423.00	97.044
424.00	95.956
425.00	93.502
426.00	93.674
427.00	92.328
428.00	90.944
429.00	90.209
430.00	84.251
431.00	86.528
432.00	86.018
433.00	82.944
434.00	78.934
435.00	81.072
436.00	76.671
437.00	71.531
438.00	70.247
439.00	65.764
440.00	65.526
441.00	61.421
442.00	57.798
443.00	56.939
444.00	52.256
445.00	50.743
446.00	45.917
447.00	43.941
448.00	42.270
449.00	37.144
450.00	34.938
451.00	33.191
452.00	29.726
453.00	28.557
454.00	28.967
455.00	25.387
456.00	23.974
457.00	21.039
458.00	22.432
459.00	21.941
460.00	24.008
461.00	19.530
462.00	17.277
463.00	15.034
464.00	18.351
465.00	16.275
466.00	17.731
467.00	17.358
468.00	17.110
469.00	17.926
470.00	15.110
471.00	15.969
472.00	14.098
473.00	15.425
474.00	14.179
475.00	15.387
476.00	13.583
477.00	16.385
478.00	13.478
479.00	15.077
480.00	15.435
481.00	14.323
482.00	14.848
483.00	14.504
484.00	14.012
485.00	10.671
486.00	10.179
487.00	15.330
488.00	13.000
489.00	13.368
490.00	11.249
491.00	10.934
492.00	11.922
493.00	13.530
494.00	13.826
495.00	12.323
496.00	8.4323
497.00	12.251
498.00	11.726
499.00	11.129
500.00	8.3035
