Wavelength (nm)	A37 abs e
240.00	3807.8
241.00	3358.4
242.00	3088.5
243.00	2981.4
244.00	2981.2
245.00	3061.3
246.00	3218.7
247.00	3426.4
248.00	3696.8
249.00	4013.2
250.00	4328.3
251.00	4646.8
252.00	5004.3
253.00	5412.6
254.00	5877.7
255.00	6374.4
256.00	6827.4
257.00	7253.4
258.00	7725.4
259.00	8212.6
260.00	8737.6
261.00	9286.0
262.00	9767.3
263.00	10224
264.00	10667
265.00	11111
266.00	11545
267.00	11934
268.00	12295
269.00	12641
270.00	12961
271.00	13280
272.00	13578
273.00	13802
274.00	14034
275.00	14255
276.00	14444
277.00	14600
278.00	14714
279.00	14814
280.00	14952
281.00	15060
282.00	15142
283.00	15200
284.00	15199
285.00	15157
286.00	15088
287.00	14943
288.00	14779
289.00	14621
290.00	14448
291.00	14215
292.00	13890
293.00	13481
294.00	12988
295.00	12378
296.00	11664
297.00	10858
298.00	9997.4
299.00	9106.6
300.00	8197.0
301.00	7300.9
302.00	6443.8
303.00	5611.5
304.00	4855.4
305.00	4170.6
306.00	3561.9
307.00	3017.0
308.00	2555.3
309.00	2171.7
310.00	1851.2
311.00	1579.6
312.00	1365.0
313.00	1190.4
314.00	1051.3
315.00	938.12
316.00	852.28
317.00	781.02
318.00	726.78
319.00	681.37
320.00	647.41
321.00	617.76
322.00	599.43
323.00	583.22
324.00	559.82
325.00	550.22
326.00	537.94
327.00	524.89
328.00	516.57
329.00	509.71
330.00	497.14
331.00	488.57
332.00	477.34
333.00	467.14
334.00	456.97
335.00	445.31
336.00	434.19
337.00	422.45
338.00	413.53
339.00	403.11
340.00	389.64
341.00	374.75
342.00	367.45
343.00	357.27
344.00	342.27
345.00	330.64
346.00	314.79
347.00	303.12
348.00	290.78
349.00	272.70
350.00	256.90
351.00	246.60
352.00	231.88
353.00	220.64
354.00	209.35
355.00	198.41
356.00	188.83
357.00	170.03
358.00	159.45
359.00	144.83
360.00	134.13
361.00	129.31
362.00	123.40
363.00	113.29
364.00	100.65
365.00	92.754
366.00	86.832
367.00	74.777
368.00	65.237
369.00	63.159
370.00	57.589
371.00	50.463
372.00	46.049
373.00	44.635
374.00	37.752
375.00	44.151
376.00	35.838
377.00	34.150
378.00	26.814
379.00	24.384
380.00	22.704
381.00	24.306
382.00	30.947
383.00	25.392
384.00	28.915
385.00	25.775
386.00	27.790
387.00	31.181
388.00	28.955
389.00	23.071
390.00	29.908
391.00	29.744
392.00	31.470
393.00	28.603
394.00	23.165
395.00	29.462
396.00	24.071
397.00	30.259
398.00	27.603
399.00	22.189
400.00	24.720
