Wavelength (nm)	J16 abs e
280.00	14542
281.00	14094
282.00	13611
283.00	13125
284.00	12664
285.00	12237
286.00	11841
287.00	11511
288.00	11210
289.00	10968
290.00	10775
291.00	10637
292.00	10541
293.00	10479
294.00	10454
295.00	10459
296.00	10488
297.00	10547
298.00	10613
299.00	10699
300.00	10788
301.00	10877
302.00	10968
303.00	11067
304.00	11176
305.00	11282
306.00	11385
307.00	11480
308.00	11562
309.00	11642
310.00	11722
311.00	11761
312.00	11779
313.00	11784
314.00	11763
315.00	11729
316.00	11653
317.00	11577
318.00	11501
319.00	11438
320.00	11370
321.00	11346
322.00	11328
323.00	11331
324.00	11388
325.00	11462
326.00	11580
327.00	11720
328.00	11897
329.00	12086
330.00	12305
331.00	12545
332.00	12817
333.00	13106
334.00	13386
335.00	13688
336.00	13984
337.00	14281
338.00	14595
339.00	14891
340.00	15183
341.00	15456
342.00	15734
343.00	15977
344.00	16215
345.00	16438
346.00	16659
347.00	16855
348.00	17025
349.00	17187
350.00	17325
351.00	17423
352.00	17527
353.00	17589
354.00	17604
355.00	17600
356.00	17560
357.00	17487
358.00	17406
359.00	17302
360.00	17153
361.00	16990
362.00	16793
363.00	16596
364.00	16383
365.00	16157
366.00	15957
367.00	15687
368.00	15474
369.00	15179
370.00	14970
371.00	14717
372.00	14492
373.00	14265
374.00	14064
375.00	13828
376.00	13640
377.00	13439
378.00	13258
379.00	13106
380.00	12966
381.00	12832
382.00	12703
383.00	12572
384.00	12481
385.00	12378
386.00	12289
387.00	12204
388.00	12110
389.00	12033
390.00	11954
391.00	11889
392.00	11811
393.00	11729
394.00	11660
395.00	11570
396.00	11488
397.00	11412
398.00	11354
399.00	11267
400.00	11197
401.00	11109
402.00	11014
403.00	10928
404.00	10852
405.00	10764
406.00	10711
407.00	10618
408.00	10529
409.00	10457
410.00	10388
411.00	10318
412.00	10251
413.00	10186
414.00	10136
415.00	10058
416.00	9996.0
417.00	9950.0
418.00	9911.3
419.00	9862.3
420.00	9824.4
421.00	9779.1
422.00	9763.1
423.00	9758.8
424.00	9759.3
425.00	9771.7
426.00	9773.9
427.00	9777.1
428.00	9791.3
429.00	9841.3
430.00	9893.4
431.00	9952.5
432.00	10025
433.00	10091
434.00	10158
435.00	10241
436.00	10330
437.00	10440
438.00	10555
439.00	10666
440.00	10781
441.00	10913
442.00	11015
443.00	11174
444.00	11325
445.00	11486
446.00	11638
447.00	11787
448.00	11980
449.00	12176
450.00	12393
451.00	12607
452.00	12846
453.00	13099
454.00	13354
455.00	13638
456.00	13958
457.00	14288
458.00	14636
459.00	14964
460.00	15323
461.00	15737
462.00	16167
463.00	16626
464.00	17108
465.00	17568
466.00	17985
467.00	18459
468.00	18972
469.00	19478
470.00	20048
471.00	20631
472.00	21164
473.00	21687
474.00	22292
475.00	22830
476.00	23448
477.00	23984
478.00	24538
479.00	25119
480.00	25710
481.00	26277
482.00	26866
483.00	27491
484.00	28036
485.00	28808
486.00	29293
487.00	29734
488.00	30341
489.00	31087
490.00	31667
491.00	32338
492.00	32945
493.00	33542
494.00	34115
495.00	34774
496.00	35460
497.00	36097
498.00	36650
499.00	37266
500.00	37839
501.00	38541
502.00	39017
503.00	39515
504.00	39991
505.00	40302
506.00	40675
