Wavelength (nm)	I16 abs e
200.00	23962
201.00	24518
202.00	23347
203.00	21682
204.00	19991
205.00	18887
206.00	18231
207.00	17898
208.00	17814
209.00	17934
210.00	18195
211.00	18478
212.00	18707
213.00	18939
214.00	19029
215.00	18937
216.00	18671
217.00	18262
218.00	17777
219.00	17232
220.00	16745
221.00	16412
222.00	16261
223.00	16344
224.00	16693
225.00	17370
226.00	18418
227.00	19847
228.00	21557
229.00	23466
230.00	25526
231.00	27782
232.00	30312
233.00	33156
234.00	35643
235.00	37241
236.00	37912
237.00	38231
238.00	38984
239.00	39800
240.00	39227
241.00	34802
242.00	26467
243.00	17344
244.00	10559
245.00	6499.2
246.00	4200.8
247.00	2932.1
248.00	2189.7
249.00	1720.2
250.00	1408.9
251.00	1190.2
252.00	1013.8
253.00	869.43
254.00	758.44
255.00	675.59
256.00	600.44
257.00	548.38
258.00	510.06
259.00	472.36
260.00	454.55
261.00	442.05
262.00	439.41
263.00	425.46
264.00	431.81
265.00	432.74
266.00	446.11
267.00	471.82
268.00	489.22
269.00	523.40
270.00	561.53
271.00	603.39
272.00	648.15
273.00	704.44
274.00	768.20
275.00	838.52
276.00	919.55
277.00	1000.8
278.00	1095.9
279.00	1205.5
280.00	1315.7
281.00	1429.1
282.00	1561.9
283.00	1707.0
284.00	1849.5
285.00	2001.7
286.00	2176.8
287.00	2350.6
288.00	2522.1
289.00	2715.2
290.00	2914.7
291.00	3120.8
292.00	3328.8
293.00	3539.2
294.00	3765.6
295.00	3974.0
296.00	4210.0
297.00	4443.7
298.00	4667.9
299.00	4900.2
300.00	5123.7
301.00	5350.0
302.00	5582.2
303.00	5793.3
304.00	6013.5
305.00	6215.0
306.00	6409.8
307.00	6590.3
308.00	6747.4
309.00	6917.7
310.00	7068.9
311.00	7201.1
312.00	7325.6
313.00	7415.3
314.00	7502.0
315.00	7582.0
316.00	7628.7
317.00	7662.1
318.00	7686.1
319.00	7688.9
320.00	7663.3
321.00	7628.7
322.00	7567.0
323.00	7484.1
324.00	7384.5
325.00	7272.3
326.00	7149.5
327.00	7020.1
328.00	6846.3
329.00	6676.3
330.00	6494.1
331.00	6299.0
332.00	6089.1
333.00	5878.9
334.00	5654.0
335.00	5417.7
336.00	5179.4
337.00	4950.8
338.00	4699.5
339.00	4459.4
340.00	4206.2
341.00	3951.4
342.00	3713.2
343.00	3458.5
344.00	3205.1
345.00	2964.7
346.00	2711.2
347.00	2469.8
348.00	2238.8
349.00	2018.4
350.00	1819.0
351.00	1629.7
352.00	1454.8
353.00	1296.9
354.00	1155.2
355.00	1028.3
356.00	919.29
357.00	828.69
358.00	752.67
359.00	659.49
360.00	587.85
361.00	500.45
362.00	421.19
363.00	364.17
364.00	316.30
365.00	268.22
366.00	215.95
367.00	178.03
368.00	149.13
369.00	105.34
370.00	102.96
371.00	97.696
372.00	73.903
373.00	58.487
374.00	63.669
375.00	73.860
376.00	55.659
377.00	56.436
378.00	68.052
379.00	61.359
380.00	50.671
381.00	38.041
382.00	40.740
383.00	67.965
384.00	64.597
385.00	50.909
386.00	43.654
387.00	39.271
388.00	60.322
389.00	40.847
390.00	47.066
391.00	38.149
392.00	41.215
393.00	41.754
394.00	20.207
395.00	24.503
396.00	42.121
397.00	34.478
398.00	22.970
399.00	31.563
400.00	34.370
