Wavelength (nm)	A28 abs e
200.00	12403
201.00	12810
202.00	12782
203.00	12801
204.00	12790
205.00	12849
206.00	13065
207.00	13270
208.00	13558
209.00	13931
210.00	14357
211.00	14959
212.00	15631
213.00	16440
214.00	17199
215.00	17941
216.00	18486
217.00	18898
218.00	19000
219.00	18883
220.00	18429
221.00	17661
222.00	16522
223.00	15148
224.00	13555
225.00	11888
226.00	10243
227.00	8718.0
228.00	7354.9
229.00	6222.5
230.00	5331.8
231.00	4696.7
232.00	4292.0
233.00	4072.0
234.00	4009.5
235.00	4060.7
236.00	4196.9
237.00	4399.4
238.00	4646.5
239.00	4917.4
240.00	5214.5
241.00	5536.6
242.00	5861.9
243.00	6198.5
244.00	6526.5
245.00	6824.1
246.00	7091.6
247.00	7307.9
248.00	7473.0
249.00	7584.8
250.00	7650.3
251.00	7664.6
252.00	7625.5
253.00	7506.7
254.00	7288.1
255.00	6970.0
256.00	6553.0
257.00	6076.1
258.00	5555.4
259.00	5023.0
260.00	4499.7
261.00	3983.7
262.00	3490.1
263.00	3000.2
264.00	2521.3
265.00	2075.1
266.00	1666.6
267.00	1308.9
268.00	1016.7
269.00	784.76
270.00	612.26
271.00	489.74
272.00	408.37
273.00	359.22
274.00	336.23
275.00	326.89
276.00	335.74
277.00	357.15
278.00	387.57
279.00	421.87
280.00	462.42
281.00	510.45
282.00	565.02
283.00	616.74
284.00	678.93
285.00	746.14
286.00	816.76
287.00	889.34
288.00	965.59
289.00	1041.5
290.00	1128.2
291.00	1210.2
292.00	1297.5
293.00	1381.5
294.00	1467.9
295.00	1556.8
296.00	1645.2
297.00	1730.8
298.00	1813.1
299.00	1896.3
300.00	1976.6
301.00	2050.1
302.00	2120.2
303.00	2187.7
304.00	2250.4
305.00	2299.1
306.00	2343.2
307.00	2383.2
308.00	2413.0
309.00	2429.9
310.00	2440.4
311.00	2443.4
312.00	2438.7
313.00	2424.3
314.00	2399.1
315.00	2369.6
316.00	2328.5
317.00	2275.0
318.00	2216.6
319.00	2155.9
320.00	2075.2
321.00	1996.1
322.00	1909.9
323.00	1816.2
324.00	1722.6
325.00	1626.9
326.00	1523.5
327.00	1427.8
328.00	1322.5
329.00	1226.6
330.00	1130.0
331.00	1041.2
332.00	953.48
333.00	862.82
334.00	782.32
335.00	708.95
336.00	637.37
337.00	570.71
338.00	508.86
339.00	452.78
340.00	392.65
341.00	345.46
342.00	301.49
343.00	259.39
344.00	222.79
345.00	189.33
346.00	161.15
347.00	134.90
348.00	109.01
349.00	95.376
350.00	76.812
351.00	66.995
352.00	55.677
353.00	45.979
354.00	36.043
355.00	29.204
356.00	24.537
357.00	25.011
358.00	21.541
359.00	22.074
360.00	24.788
361.00	28.240
362.00	27.331
363.00	25.702
364.00	26.481
365.00	17.385
366.00	17.122
367.00	17.833
368.00	14.464
369.00	18.561
370.00	21.428
371.00	18.160
372.00	15.063
373.00	18.269
374.00	15.519
375.00	15.533
376.00	21.417
377.00	20.354
378.00	19.519
379.00	20.041
380.00	22.346
381.00	22.648
382.00	18.157
383.00	19.027
384.00	21.272
385.00	24.170
386.00	13.986
387.00	11.395
388.00	18.680
389.00	22.231
390.00	23.118
391.00	13.096
392.00	11.226
393.00	14.701
394.00	18.006
395.00	20.099
396.00	27.612
397.00	20.932
398.00	15.702
399.00	14.477
400.00	20.506
