Wavelength (nm)	G10 abs e
240.00	8736.1
241.00	8763.5
242.00	8767.4
243.00	8806.4
244.00	8923.5
245.00	9060.0
246.00	9236.3
247.00	9424.2
248.00	9639.8
249.00	9905.2
250.00	10220
251.00	10533
252.00	10808
253.00	11019
254.00	11190
255.00	11389
256.00	11683
257.00	12096
258.00	12570
259.00	13028
260.00	13404
261.00	13634
262.00	13758
263.00	13846
264.00	13969
265.00	14152
266.00	14368
267.00	14500
268.00	14393
269.00	13991
270.00	13400
271.00	12805
272.00	12424
273.00	12395
274.00	12744
275.00	13323
276.00	13852
277.00	14043
278.00	13661
279.00	12657
280.00	11156
281.00	9384.5
282.00	7567.0
283.00	5873.3
284.00	4418.9
285.00	3242.1
286.00	2337.4
287.00	1658.1
288.00	1166.0
289.00	815.10
290.00	566.14
291.00	398.80
292.00	285.53
293.00	205.70
294.00	149.63
295.00	108.19
296.00	80.938
297.00	61.271
298.00	52.317
299.00	45.658
300.00	39.769
301.00	35.677
302.00	31.736
303.00	31.272
304.00	23.587
305.00	25.543
306.00	21.242
307.00	17.800
308.00	15.793
309.00	17.275
310.00	17.031
311.00	13.553
312.00	18.296
313.00	19.777
314.00	18.383
315.00	14.955
316.00	20.951
317.00	15.596
318.00	18.769
319.00	18.367
320.00	21.289
321.00	17.986
322.00	18.317
323.00	14.839
324.00	18.555
325.00	17.626
326.00	17.569
327.00	15.610
328.00	16.717
329.00	14.389
330.00	12.037
331.00	16.209
332.00	18.180
333.00	15.467
334.00	17.053
335.00	14.473
336.00	13.512
337.00	12.473
338.00	14.381
339.00	16.164
340.00	13.985
341.00	13.512
342.00	14.728
343.00	14.184
344.00	13.326
345.00	16.987
346.00	16.097
347.00	16.811
348.00	15.583
349.00	17.743
350.00	13.866
